index,id,name,normalized_name
1089,1087,Itchy & Scratchy Land,itchy scratchy land
1090,1088,Itchy & Scratchy Land Park n' Fly,itchy scratchy land park n fly
1091,1089,Itchy & Scratchy Land Helicopter,itchy scratchy land helicopter
1092,1090,Itchy & Scratchy Land Entrance,itchy scratchy land entrance
1093,1091,Itchy & Scratchy Hotel Restaurant,itchy scratchy hotel restaurant
1094,1092,Itchy & Scratchy Hotel,itchy scratchy hotel
1095,1093,PARENTS ISLAND,parents island
1096,1094,Itchy's 70's Disco,itchy 70 disco
1097,1095,ITCHY & SCRATCHY GIFT SHOP,itchy scratchy gift shop
1098,1096,SCRATCHY,scratchy
1099,1097,CONTROL COMPLEX,control complex
1100,1098,CONTROL CENTER,control center
1101,1099,GIFT SHOP,gift shop
1102,1100,DETENTION AREA,detention area
1103,1101,REPAIR ROOM,repair room
1104,1102,BIRD SANCTUARY,bird sanctuary
1105,1103,ENTRANCE EURO ITCHY & SCRATCHY LAND,entrance euro itchy scratchy land
1106,1104,Public Library,public library
1107,1105,MRS. MCFEARLY'S HOUSE,mrs mcfearly house
1108,1106,REPUBLICAN HQ,republican hq
1109,1107,Sideshow Bob's Limousine,sideshow bob limousine
1110,1108,LUNCHEONETTE,luncheonette
1111,1109,CIVIC CENTER,civic center
1112,1110,POLLING PLACE,polling place
1113,1111,PARKING STRUCTURE,parking structure
1114,1112,BURNS' MOUNTAIN RETREAT,burns mountain retreat
1115,1113,Caretakers Quarters,caretakers quarters
1116,1114,GRAND BALLROOM,grand ballroom
1117,1115,FIRST FLOOR,first floor
1118,1116,PANTRY,pantry
1119,1117,Chief Wiggum's Office,chief wiggum office
1120,1118,Groundskeeper Willie's Shack,groundskeeper willie shack
1121,1119,Shack,shack
1122,1120,BASEMENT,basement
1123,1121,TIME VORTEX,time vortex
1124,1122,SPRINGFIELD JUNGLE,springfield jungle
1125,1123,HIGH TECH ROOM,high tech room
1126,1124,CORRIDOR,corridor
1127,1125,SPRINGFIELD PRIMEVAL JUNGLE,springfield primeval jungle
1128,1126,CAFETERIA STOREROOM,cafeteria storeroom
1129,1127,KITCHEN DOOR,kitchen door
1130,1128,NEIGHBORHOOD PLAYGROUND,neighborhood playground
1131,1129,SEASHORE,seashore
1132,1130,WINDY HILLTOP,windy hilltop
1133,1131,GYM TEACHER'S OFFICE,gym teacher office
1134,1132,Springfield Skating Rink,springfield skating rink
1135,1133,HOCKEY RINK,hockey rink
1136,1134,THE STEPS OF THE CAPITOL,the steps of the capitol
1137,2172,BUSHES,bushes
1138,1135,MONSTER ISLAND,monster island
1139,1136,SKATING RINK LOCKER ROOM,skating rink locker room
1140,1137,SKATING RINK,skating rink
1141,1138,Apu's Apartment,apu apartment
1142,1139,ICE RINK,ice rink
1143,1140,Candy Convention,candy convention
1144,1141,Rock Bottom Studio,rock bottom studio
1145,1142,UNDERWATER WONDERLAND,underwater wonderland
1146,1143,Springfield Cable Station,springfield cable station
1147,1144,Public Access Studio,public access studio
1148,1145,COLLEGE DORM,college dorm
1149,1146,Huge Bookstore,huge bookstore
1150,1147,Bookstore,bookstore
1151,1148,Romantic Motel,romantic motel
1152,1149,Appliance Store,appliance store
1153,1150,ROAD OUT OF TOWN,road out of town
1154,1151,Old Simpson Farmhouse,old simpson farmhouse
1155,1152,Simpson Barn,simpson barn
1156,1153,Simpson Farmhouse,simpson farmhouse
1157,1154,Farmhouse,farmhouse
1158,1155,UPSCALE BAR,upscale bar
1159,1156,CHEERS-LIKE BAR,cheers-like bar
1160,1157,GAY BAR,gay bar
1161,1158,The Little Black Box,the little black box
1162,1159,AIRLINE HEADQUARTERS,airline headquarters
1163,1160,AIRPLANE RUNWAY,airplane runway
1164,1161,Video Store,video store
1165,1162,PSYCHIATRIST'S WAITING ROOM,psychiatrist waiting room
1166,1163,Dr. Zweig's Office,dr zweig office
1167,1164,PSYCHIATRIC CENTER,psychiatric center
1168,1165,Lobby,lobby
1169,1166,MARGE'S CHILDHOOD HOME,marge childhood home
1170,1167,Desolate Planet,desolate planet
1171,1168,MARGE'S FRONT YARD,marge front yard
1172,1169,CORN FIELD,corn field
1173,1170,AIRPORT RUNWAY,airport runway
1174,1171,COPTER,copter
1175,1172,Lenny and Carl Workstation,lenny and carl workstation
1176,1173,TEMPLE ROOF,temple roof
1177,1174,STONECUTTER TUNNEL,stonecutter tunnel
1178,1175,BASKIN ROBBINS,baskin robbins
1179,1176,Stonecutters Lodge,stonecutters lodge
1180,1177,A HOSPITAL DELIVERY ROOM,a hospital delivery room
1181,1178,FIGHTER COCKPIT,fighter cockpit
1182,1179,FIGHTER,fighter
1183,1180,OBSERVATORY,observatory
1184,1181,House Of Representatives,house of representatives
1185,1182,House Of Representative,house of representative
1186,1183,Flanders Backyard,flanders backyard
1187,1184,BOMB SHELTER,bomb shelter
1188,1185,Krusty's Klown Kollege,krusty klown kollege
1189,1186,Luigi's,luigi
1190,1187,CLOWN COLLEGE,clown college
1191,1188,GANGSTER'S CAR,gangster car
1192,1189,Car Lot,car lot
1193,1190,Switzerland Village,switzerland village
1194,1191,Plastic Surgeons Office,plastic surgeons office
1195,1192,GANGSTERS CAR,gangsters car
1196,1193,South Pole,south pole
1197,1194,Banana Republic,banana republic
1198,1195,FASHIONABLE BUENOS AIRES STREET,fashionable buenos aires street
1199,1196,VOLCANIC ISLAND,volcanic island
1200,1197,Australia,australia
1201,1198,Australian House,australian house
1202,1199,Earth,earth
1203,1200,Australian Airport,australian airport
1204,1201,EMBASSY,embassy
1205,1202,EMBASSY LATER,embassy later
1206,1203,CULTURAL CENTER,cultural center
1207,1204,Pub,pub
1208,1205,Parliament House,parliament house
1209,1206,AMBASSADOR'S OFFICE,ambassador office
1210,1207,Discount Brokerage,discount brokerage
1211,1208,CORPORATE BOARDROOM,corporate boardroom
1212,1209,Swimming Pool,swimming pool
1213,1210,Springfield Elementary School Gym,springfield elementary school gym
1214,1211,First National Bank of Springfield,first national bank of springfield
1215,1212,DOORWAY,doorway
1216,1213,Ballet Class,ballet class
1217,1214,SHOT,shot
1218,1215,Limousine,limousine
1219,1216,Driver's Test Car,driver test car
1220,1217,SPRINGFIELD PERFORMING ARTS CENTER,springfield performing arts center
1221,1218,PERFORMING ARTS CENTER,performing arts center
1222,1219,SPRINGFIELD RIVER,springfield river
1223,1220,HOSPITAL BED,hospital bed
1224,1221,N.Y. CITY,ny city
1225,1222,Desert,desert
1226,1223,Springfield Hotel,springfield hotel
1227,1224,COMMITTEE ROOM,committee room
1228,1225,Hotel Hallway,hotel hallway
1229,1226,Dorothy Chandler Pavilion,dorothy chandler pavilion
1230,1227,MEADOW,meadow
1231,1228,Friar Wiggum's Fantastical Beastarium,friar wiggum fantastical beastarium
1232,1229,Tent,tent
1233,1230,Lisa's Dorm,lisa dorm
1234,1231,DORM ROOM,dorm room
1235,1234,PARKFIELD MANOR,parkfield manor
1236,1235,Skyscraper,skyscraper
1237,1236,OTTO CAB,otto cab
1238,1237,New Bedroom,new bedroom
1239,1238,SPRINGFIELD MEADOW,springfield meadow
1240,1239,BRIDE'S TENT,bride tent
1241,1240,MAIN TENT,main tent
1242,1241,Lisa's Tent,lisa tent
1243,1242,GROOM'S TENT,groom tent
1244,1243,RENAISSANCE FAIR,renaissance fair
1245,1244,Chief Wiggum's Bedroom,chief wiggum bedroom
1246,1245,Pet Store,pet store
1247,1246,DOG RACING TRACK LOBBY,dog racing track lobby
1248,1247,Track,track
1249,1248,Burns's Gate,burns gate
1250,1249,Burns's Bathroom,burns bathroom
1251,1250,Laundry Chute,laundry chute
1252,1251,BASEMENT LAUNDRY ROOM,basement laundry room
1253,1252,BATTLEFIELD ENTRANCE,battlefield entrance
1254,1253,HISTORICAL SITE,historical site
1255,1254,BATTLEFIELD RE-CREATION,battlefield re-creation
1256,1255,Gym Class,gym class
1257,1256,ELEGANT LIVING ROOM,elegant living room
1258,1257,ANOTHER CLASSROOM,another classroom
1259,1258,Hallway Outside Skinner's Office,hallway outside skinner office
1260,1259,Springfield Elementary School Prison,springfield elementary school prison
1261,1260,Nurses Office A Little Later,nurses office a little later
1262,1261,French Classroom,french classroom
1263,1262,Operating Room,operating room
1264,1263,HOSPITAL ROOM A FEW HOURS LATER,hospital room a few hours later
1265,1264,Hospital Hallway,hospital hallway
1266,1265,Springfield Bridge,springfield bridge
1267,1266,MURPHY'S HOSPITAL ROOM,murphy hospital room
1268,1267,The Jazz Hole,the jazz hole
1269,1268,STEVE ALLEN SHOW,steve allen show
1270,1269,Swanky Department Store,swanky department store
1271,1270,COSBY SHOW LIVING ROOM,cosby show living room
1272,1271,Bleeding Gums Murphy's Hospital Room,bleeding gums murphy hospital room
1273,1272,SPRINGFIELD CEMETERY DAY,springfield cemetery day
1274,1273,Wjazz,wjazz
1275,1274,Jebediah Springfield Park,jebediah springfield park
1276,1275,Small Park (includes A Band Shell),small park
1277,1276,GRASSY KNOLL,grassy knoll
1278,1277,City Street,city street
1279,1278,Springfield Police Academy,springfield police academy
1280,1279,OBSTACLE COURSE,obstacle course
1281,1280,SHOOTING RANGE,shooting range
1282,1281,DRIVING COURSE,driving course
1283,1282,SPRINGFIELD CITY STREET,springfield city street
1284,1283,MINOR LEAGUE BASEBALL FIELD,minor league baseball field
1285,1284,LEMON TREE AREA,lemon tree area
1286,1285,BORDERLAND,borderland
1287,1286,Shelbyville Street,shelbyville street
1288,1287,Shelbyville Park,shelbyville park
1289,1288,Shelbyville Hillside,shelbyville hillside
1290,1289,FLANDERS R.V.,flanders rv
1291,1290,Shelbyville Bluffs,shelbyville bluffs
1292,1291,BIG CAT BUILDING,big cat building
1293,1292,Hill,hill
1294,1293,GRASSY HILL,grassy hill
1295,1294,IMPOUND LOT,impound lot
1296,1295,Shelbyville Hospital,shelbyville hospital
1297,1296,R.V.,rv
1298,1297,Springfield Elementary School Roof,springfield elementary school roof
1299,1298,Burns Oil Site,burns oil site
1300,1299,TOWN HALL STEPS,town hall steps
1301,1300,FRONT OF TOWN HALL,front of town hall
1302,1301,Smithers's Apartment,smithers apartment
1303,1302,NIGHTCLUB,nightclub
1304,1303,PADDY WAGON,paddy wagon
1305,1304,BACK OF COMIC BOOK STORE,back of comic book store
1306,1305,SOME NERD'S HOUSE,some nerd house
1307,1306,Hollywood Studio,hollywood studio
1308,1307,Producer's Trailer,producer trailer
1309,1308,MOVIE SET,movie set
1310,1309,SHOOT LOCATION,shoot location
1311,1310,Milhouse's Starwagon,milhouse starwagon
1312,1311,EDITING TRAILER,editing trailer
1313,1312,EDITING BAY,editing bay
1314,1313,Slot Car Heaven,slot car heaven
1315,1314,Abandoned Factory,abandoned factory
1316,1315,HOLLYWOOD AND VINE,hollywood and vine
1317,1316,SPRINGFIELD BENTLEY DEALER,springfield bentley dealer
1318,1317,CHILD WELFARE BOARD,child welfare board
1319,1318,Mingled Waters Health Spa,mingled waters health spa
1320,1319,Swartzwelder County Courthouse,swartzwelder county courthouse
1321,1320,Family Skills Class,family skills class
1322,1321,Road Near Riverbank,road near riverbank
1323,1322,ESTABLISHING,establishing
1324,1323,SPRINGFIELD CENTRAL PARK,springfield central park
1325,1324,Uncle Moe's Family Feedbag,uncle moe family feedbag
1326,1325,181st Street,181st street
1327,1326,Gramma Van Houten's Apartment,gramma van houten apartment
1328,1327,Storytown Village,storytown village
1329,1328,THE THREE BEARS' HOUSE,the three bears house
1330,1329,TRAIN RIDE,train ride
1331,1330,PETTING ZOO,petting zoo
1332,1331,SHEEP PEN,sheep pen
1333,1332,Slaughterhouse Exit,slaughterhouse exit
1334,1333,Kwik-E-Mart Roof,kwik-e-mart roof
1335,1334,Lard Lad Donuts,lard lad donuts
1336,1335,SPRINGFIELD STRIP,springfield strip
1337,1336,ROOFTOP OF CHANNEL 6,rooftop of channel 6
1338,1337,BIG AND TALL MEN'S SHOP,big and tall men shop
1339,1338,Van Brunt & Churchill Ad Agency,van brunt churchill ad agency
1340,1339,AD AGENCY,ad agency
1341,1340,REMOTE HIGHWAY OUT OF TOWN,remote highway out of town
1342,1341,VENTURA BOULEVARD,ventura boulevard
1343,1342,Dr. Nick Rivera's Office,dr nick rivera office
1344,1343,Dr. Nick Rivera's Outer Office,dr nick rivera outer office
1345,1344,VAST WAISTBAND,vast waistband
1346,1345,REMOTE IDYLLIC CORN FIELD,remote idyllic corn field
1347,1346,LITTER-STREWN HIGHWAY,litter-strewn highway
1348,1347,SPRINGFIELD HIGHWAY,springfield highway
1349,1348,TOP OF SPRINGFIELD FALLS,top of springfield falls
1350,1349,Springfield Cemetery,springfield cemetery
1351,1350,HOMER'S BOYHOOD HOME,homer boyhood home
1352,1351,Germ Warfare Lab,germ warfare lab
1353,1352,Springfield Post Office,springfield post office
1354,1353,Springfield Airport Cab Stand,springfield airport cab stand
1355,1354,Patty and Selma's Living Room,patty and selma living room
1356,1355,ISOLATED STRETCH OF HIGHWAY,isolated stretch of highway
1357,1356,ISOLATED HIGHWAY,isolated highway
1358,1357,Springwood Minimum Security Prison,springwood minimum security prison
1359,1358,Air Force Base,air force base
1360,1359,Duff Blimp Exhibit,duff blimp exhibit
1361,1360,F-15 FIGHTER DISPLAY,f-15 fighter display
1362,1361,F-15 FIGHTER,f-15 fighter
1363,1362,COLONEL'S WASHROOM,colonel washroom
1364,1363,AIR SHOW,air show
1365,1364,Channel Ocho,channel ocho
1366,1365,Duff Blimp,duff blimp
1367,1366,CIVIL DEFENSE SHACK,civil defense shack
1368,1367,HARRIER JET,harrier jet
1369,1368,WRIGHT BROS. PLANE,wright bros plane
1370,1369,FIGHTER JET,fighter jet
1371,1370,SPRINGFIELD BADLANDS,springfield badlands
1372,1371,Springfield Civic Auditorium,springfield civic auditorium
1373,1372,MATT GROENING'S OFFICE,matt groening office
1374,1373,INDIAN PALACE,indian palace
1375,1374,Try-N-Save,try-n-save
1376,1375,Burns's Outer Office,burns outer office
1377,1376,BUSH HOUSE,bush house
1378,1377,BUSH PORCH,bush porch
1379,1378,ELKS LODGE,elks lodge
1380,1379,STORM DRAIN,storm drain
1381,1380,SEWER DRAIN,sewer drain
1382,1381,Ogdenville Outlet Mall,ogdenville outlet mall
1383,1382,ELECTRONICS OUTLET,electronics outlet
1384,1383,Appliance Zone,appliance zone
1385,1384,FASHION MART,fashion mart
1386,1385,Springfield Opera House,springfield opera house
1387,1386,Springfield Glen Country Club,springfield glen country club
1388,1387,Golf Course,golf course
1389,1388,REMOTE HIGHWAY,remote highway
1390,1389,LAW FIRM,law firm
1391,1390,Haunted House,haunted house
1392,1391,DOWNTOWN,downtown
1393,1392,IRS Plaza,irs plaza
1394,1393,IRS Building,irs building
1395,1394,Krusty's Street,krusty street
1396,1395,Krusty's Mansion,krusty mansion
1397,1396,Base Of Mountain,base of mountain
1398,1397,SPRINGFIELD SHORES,springfield shores
1399,1398,SPRINGFIELD MARINA - BAIT & TACKLE SHOP,springfield marina - bait tackle shop
1400,1399,BAIT & TACKLE SHOP,bait tackle shop
1401,1400,SPRINGFIELD MARINA - SLIP 8,springfield marina - slip 8
1402,1401,BEACH - A WHILE LATER,beach - a while later
1403,1402,Springfield Historical Society,springfield historical society
1404,1403,HISTORICAL SOCIETY,historical society
1405,1404,Copy Jalopy,copy jalopy
1406,1405,Graveyard,graveyard
1407,1406,SPRINGFIELD DRAGSTRIP,springfield dragstrip
1408,1407,Burns's Limo,burns limo
1409,1408,Tropical Beach,tropical beach
1410,1409,TROPICAL NIGHT CLUB,tropical night club
1411,1410,BUSINESS DISTRICT,business district
1412,1411,Channel 6 Commentator's Booth,channel 6 commentator booth
1413,1412,BUMTOWN SECTION,bumtown section
1414,1413,AN EVEN WORSE LOOKING PART OF BUMTOWN,an even worse looking part of bumtown
1415,1414,Seedy Hotel,seedy hotel
1416,1415,CHESTER'S HOUSE,chester house
1417,1416,SPRINGFIELD DMV,springfield dmv
1418,1417,'30'S-STYLE SHOW-BUSINESS RESTAURANT,30-style show-business restaurant
1419,2173,JAIL CELL,jail cell
1420,1418,The Pimento Grove,the pimento grove
1421,1419,TROY'S HOUSE,troy house
1422,1420,TRENDY RESTAURANT,trendy restaurant
1423,1421,Route 18 Flea-Market and Drive-In,route 18 flea-market and drive-in
1424,1422,CAPITOL CITY,capitol city
1425,1423,Springfield Botanical Gardens,springfield botanical gardens
1426,1424,Botanical Gardens,botanical gardens
1427,1425,DELOREAN,delorean
1428,1426,Insinutainment Tonight Studios,insinutainment tonight studios
1429,1427,TROY'S LIVING ROOM,troy living room
1430,1428,Troy's Bedroom,troy bedroom
1431,1429,Cracker Factory,cracker factory
1432,1430,SALTING ROOM,salting room
1433,1431,Springfield Commodities Exchange,springfield commodities exchange
1434,1432,Springfield Art-house Theater,springfield art-house theater
1435,1433,STREET OUTSIDE MOE'S,street outside moe
1436,1434,Bart's Car,bart car
1437,1435,MARTIN'S HOUSE,martin house
1438,1436,NELSON'S HOUSE,nelson house
1439,1437,HIGHWAY OUT OF SPRINGFIELD,highway out of springfield
1440,1438,SITE OF THE WORLD'S FAIR,site of the world fair
1441,1439,DOWNTOWN KNOXVILLE,downtown knoxville
1442,1440,DOWNTOWN KNOXVILLE STREET,downtown knoxville street
1443,1441,Knoxville Bonded Courier Service,knoxville bonded courier service
1444,1442,Hong Kong International Airport,hong kong international airport
1445,1443,Cargo Plane,cargo plane
1446,1444,BUSY HIGHWAY,busy highway
1447,1445,SANJAYS'S HOUSE,sanjays house
1448,1446,Bumblebee Man's House,bumblebee man house
1449,1447,JAILBIRD'S CAR,jailbird car
1450,1448,SEWER PIPE,sewer pipe
1451,1449,CHILDREN'S BARBER SHOP,children barber shop
1452,1450,SNIPPY LONGSTOCKING'S,snippy longstocking
1453,1451,GRAVESITE,gravesite
1454,1452,CEMETERY GATE,cemetery gate
1455,1453,Caracas,caracas
1456,1454,Villa,villa
1457,1455,Abandoned German Castle,abandoned german castle
1458,1456,MAYOR QUIMBY'S OFFICE,mayor quimby office
1459,1457,QUIMBY'S WAITING ROOM,quimby waiting room
1460,1458,QUIMBY'S OFFICE,quimby office
1461,1459,QUIMBY'S OUTER OFFICE,quimby outer office
1462,1460,GREAT GRAMPA SIMPSONS' HOME,great grampa simpsons home
1463,1461,NEW YORK HARBOR,new york harbor
1464,1462,Calcutta Technical Institute,calcutta technical institute
1465,1463,Springfield Heights Institute of Technology,springfield heights institute of technology
1466,1464,Computer Lab,computer lab
1467,1465,DARK ALLEY,dark alley
1468,1466,IMMIGRATION SERVICE,immigration service
1469,1467,Suicide Notes,suicide notes
1470,1468,CLEARING IN THE WOODS,clearing in the woods
1471,1469,Hullabaloooza,hullabaloooza
1472,1470,Hullabaloooza Fairgrounds,hullabaloooza fairgrounds
1473,1471,Hullabaloooza Stage,hullabaloooza stage
1474,1472,Veterinarian's Office,veterinarian office
1475,1473,Beach House,beach house
1476,1474,STRIP MALL,strip mall
1477,1475,Teejay's Zaymart,teejay zaymart
1478,1476,Downtown Pwagmattasquarmsettport,downtown pwagmattasquarmsettport
1479,1477,BEACH BOARDWALK,beach boardwalk
1480,1478,UNDER THE BOARDWALK,under the boardwalk
1481,1479,FAR SIDE OF PARKING LOT,far side of parking lot
1482,1480,BEACH IN FRONT OF THE HOUSE,beach in front of the house
1483,1481,Convenience Store,convenience store
1484,1482,KIDS' BEACH PARTY,kids beach party
1485,1483,Outskirts Of Carnival,outskirts of carnival
1486,1484,MARGARINE TUB,margarine tub
1487,1485,Springfield Pond,springfield pond
1488,1486,SAUCER,saucer
1489,1487,WASHINGTON D.C. - REPUBLICAN NATIONAL COMMITTEE,washington dc - republican national committee
1490,1488,WASHINGTON D.C. - WHITE HOUSE,washington dc - white house
1491,1489,Dole Campaign Stop,dole campaign stop
1492,1490,SPRINGFIELD AUDITORIUM,springfield auditorium
1493,1491,WASHINGTON D.C. - U.S. CAPITOL,washington dc - us capitol
1494,1492,SMITHERS' HOUSE,smithers house
1495,1493,MODEL HOME,model home
1496,1494,Cypress Creek,cypress creek
1497,1495,NEW SIMPSON HOUSE,new simpson house
1498,1496,Globex Corporation,globex corporation
1499,1497,GLOBEX,globex
1500,1498,Cypress Creek Elementary School,cypress creek elementary school
1501,1499,Hallway Outside the Classroom,hallway outside the classroom
1502,1500,"Miscellaneous, Etc.",miscellaneous etc
1503,1501,SPRINGFIELD GYM,springfield gym
1504,1502,BACK ROADS,back roads
1505,1503,Car Wash,car wash
1506,1504,Springfield Penitentiary,springfield penitentiary
1507,1505,HISTORIC MILL,historic mill
1508,1506,New Haven Station,new haven station
1509,1507,Burns's Private Railroad Car,burns private railroad car
1510,1508,RURAL ROADSIDE,rural roadside
1511,1509,NATURAL HISTORY MUSEUM,natural history museum
1512,1510,COSTUME SHOP,costume shop
1513,1511,OIL SPILL BEACH,oil spill beach
1514,1512,SPOOKY VICTORIAN HOUSE,spooky victorian house
1515,1513,Burlesque House,burlesque house
1516,1514,Upscale Kitchen Store,upscale kitchen store
1517,1515,Stoner's Pot Palace,stoner pot palace
1518,1516,Casa Nova,casa nova
1519,1517,Southern Cracker,southern cracker
1520,1518,LUANN'S HOUSE,luann house
1521,1519,County Court House,county court house
1522,1520,PROF. FRINK'S LAB,prof frink lab
1523,1521,NELSON'S ROOM,nelson room
1524,1522,Springfield Observatory,springfield observatory
1525,1523,Streets Of Springfield,streets of springfield
1526,1524,FLANDERS' FORMER HOUSE,flanders former house
1527,1525,NEW FLANDERS HOUSE,new flanders house
1528,1526,Calmwood Mental Hospital,calmwood mental hospital
1529,1527,INSANE ASYLUM,insane asylum
1530,1528,DOCTOR FOSTER'S HOUSE,doctor foster house
1531,1529,FLANDERS' BOOTH,flanders booth
1532,1530,OBSERVATION ROOM,observation room
1533,1531,FAIRGROUNDS,fairgrounds
1534,1532,Chili Cook-Off,chili cook-off
1535,1533,HALLUCINATORY DESERT,hallucinatory desert
1536,1534,HALLUCINATION,hallucination
1537,1535,Bob's All-Night Furniture Store,bob all-night furniture store
1538,1536,WATERFRONT DISTRICT,waterfront district
1539,1537,STORMY SEACOAST,stormy seacoast
1540,1538,Lighthouse Control Room,lighthouse control room
1541,1539,Lighthouse,lighthouse
1542,1540,OPEN FIELD,open field
1543,1541,FBI BUILDING,fbi building
1544,1542,Police Lineup Area,police lineup area
1545,1543,GOVERNMENT LAB,government lab
1546,1544,Back Room,back room
1547,1545,SPRINGFIELD FIELD,springfield field
1548,1546,Municipal House of Pancakes,municipal house of pancakes
1549,1547,SPRINGFIELD BASEBALL STADIUM,springfield baseball stadium
1550,1548,SPRINGFIELD DOCKS,springfield docks
1551,1549,Deserted Stretch Of Highway,deserted stretch of highway
1552,1550,MOUNTAINS,mountains
1553,1551,NEARBY PICNIC AREA,nearby picnic area
1554,1552,MOUNTAIN BASE,mountain base
1555,1553,NATURE CENTER,nature center
1556,1554,MOUNTAIN TOP,mountain top
1557,1555,Snowbank Above Buried Cabin,snowbank above buried cabin
1558,1556,Tunnel,tunnel
1559,1557,Buried Cabin,buried cabin
1560,1558,Ranger Station,ranger station
1561,1559,Rocket Cabin,rocket cabin
1562,1560,BART'S,bart
1563,1561,MALL CONFERENCE ROOM,mall conference room
1564,1562,The Androids Dungeon And Baseball Card Shop Comic Book Store,the androids dungeon and baseball card shop comic book store
1565,1563,Cockamamie's,cockamamie
1566,1564,DOWNTOWN STREETS,downtown streets
1567,1565,Sha-Boom Ka-Boom! Cafe,sha-boom ka-boom cafe
1568,1566,SPRINGFIELD FREEWAY,springfield freeway
1569,1567,Ajax Steel Mill,ajax steel mill
1570,1568,MOE'S PICK-UP,moe pick-up
1571,1569,Outskirts Of Springfield,outskirts of springfield
1572,1570,GATE TO SANTA'S VILLAGE,gate to santa village
1573,1571,Santa's Village,santa village
1574,1572,ROAD TO SPRINGFIELD,road to springfield
1575,1573,SPRINGFIELD PENITENTIARY CHAPEL,springfield penitentiary chapel
1576,1574,Cecil's Brownstone Apartment,cecil brownstone apartment
1577,1575,SPRINGFIELD RIVER GORGE,springfield river gorge
1578,1576,SPRINGFIELD DAM SITE,springfield dam site
1579,1577,CONSTRUCTION TRAILER,construction trailer
1580,1578,Terwilliger Apartment,terwilliger apartment
1581,1579,DAM SITE,dam site
1582,1580,DAM,dam
1583,1581,WATER-FILLED DRAINPIPE,water-filled drainpipe
1584,1582,WATER PIPE,water pipe
1585,1583,TOP OF DAM,top of dam
1586,1584,DAM OVERLOOK,dam overlook
1587,1585,CENTER OF DAM,center of dam
1588,1586,OBSERVATION POST,observation post
1589,1587,TV ROOM,tv room
1590,1588,South Street Squidport,south street squidport
1591,1589,Dr. Nick Rivera's Walk-In Clinic,dr nick rivera walk-in clinic
1592,1590,Hibbert Home,hibbert home
1593,1591,Springfield City Dump,springfield city dump
1594,1592,Duff Bottling Plant,duff bottling plant
1595,1593,"Moe's ""Pet Shop""",moe pet shop
1596,1594,CITY DUMP,city dump
1597,1595,DUMP,dump
1598,1596,REAR OF BOWLING ALLEY,rear of bowling alley
1599,1597,UNDERGROUND CROSS-SECTION,underground cross-section
1600,1598,ATMOSPHERIC DINER,atmospheric diner
1601,1599,Superstore,superstore
1602,1600,MARTIN'S BACK YARD,martin back yard
1603,1601,MARTIN'S BIRTHDAY PARTY,martin birthday party
1604,1602,Martin's Playhouse,martin playhouse
1605,1603,CHANNEL SIX NEWSROOM,channel six newsroom
1606,1604,SPRINGFIELD PINE BARRENS,springfield pine barrens
1607,1605,Springfield Dog Park,springfield dog park
1608,1606,Repo Depot,repo depot
1609,1607,MODEST SPRINGFIELD HOUSE,modest springfield house
1610,1608,MITCHELL'S HOUSE,mitchell house
1611,1609,Street In Front Of Mitchell's House,street in front of mitchell house
1612,1610,Uriah's Heap Recycling Center,uriah heap recycling center
1613,1611,Burns's Former Office,burns former office
1614,1612,Apartment Bldg.,apartment bldg
1615,1613,City Bus,city bus
1616,1614,SPRINGFIELD BAY,springfield bay
1617,1615,RECYCLING CENTER,recycling center
1618,1616,RECYCLING PLANT,recycling plant
1619,1617,Li'l Lisa Recycling Plant,lil lisa recycling plant
1620,1618,RESIDENTIAL STREET,residential street
1621,1619,SPRINGFIELD DUMP,springfield dump
1622,1620,LOVEJOY'S KITCHEN,lovejoy kitchen
1623,1621,LOVEJOY'S BASEMENT,lovejoy basement
1624,1622,Eiffel Tower,eiffel tower
1625,1623,Mr. Sparkle Detergent Factory,mr sparkle detergent factory
1626,1624,LONELY HIGHWAY,lonely highway
1627,1625,Donny's Discount Gas,donny discount gas
1628,1626,Springfield Zoo,springfield zoo
1629,1627,ELSEWHERE IN THE ZOO,elsewhere in the zoo
1630,1628,"Baboon County, U.S.A.",baboon county usa
1631,1629,35 INDUSTRY WAY,35 industry way
1632,1630,Bart's Factory,bart factory
1633,1631,CAJUN RESTAURANT,cajun restaurant
1634,1632,New Orleans,new orleans
1635,1633,Bourbon Street,bourbon street
1636,1634,BAYOU,bayou
1637,1635,ANOTHER PART OF THE BAYOU,another part of the bayou
1638,1636,Museum of TV and Television,museum of tv and television
1639,1637,FRENCH RESTAURANT,french restaurant
1640,1638,Men's Room,men room
1641,1639,Broadcast Booth,broadcast booth
1642,1640,VARIETY SHOW SOUND STAGE,variety show sound stage
1643,1641,50'S ICE CREAM PARLOR,50 ice cream parlor
1644,1642,COMROO,comroo
1645,1643,Rommelwood Military Academy,rommelwood military academy
1646,1644,MILITARY ACADEMY,military academy
1647,1645,Barracks,barracks
1648,1646,BACK ON THE FIRING RANGE,back on the firing range
1649,1647,42ND STREET BETWEEN 8TH AND 7TH - '70S,42nd street between 8th and 7th - 70s
1650,1648,Lincoln Tunnel,lincoln tunnel
1651,1649,NEW YORK CITY,new york city
1652,1650,Terminal,terminal
1653,1651,WORLD TRADE CENTER PLAZA,world trade center plaza
1654,1652,CROWN OF STATUE,crown of statue
1655,1653,IMMIGRANT SHIP,immigrant ship
