index,id,name,normalized_name,gender
1834,1874,Gerald Ford,gerald ford,
1835,1877,Simpsons,simpsons,
1836,1878,Women,women,
1837,1879,Dorothy Parker-ish Socialite,dorothy parker-ish socialite,
1838,1880,Patricia,patricia,
1839,1881,Roberta,roberta,
1840,1882,Brittany Brockman,brittany brockman,
1841,1883,Tom Kite,tom kite,
1842,1884,Saleslady,saleslady,
1843,1885,Mr. Dewey,mr dewey,
1844,1886,Bank Employee,bank employee,
1845,1887,Teller #2,teller 2,
1846,1888,Cayman Islands Bank Guy,cayman islands bank guy,
1847,1889,Chief Agent,chief agent,
1848,1890,2ND IRS AGENT,2nd irs agent,
1849,1891,Phone Bid Taker,phone bid taker,
1850,1892,Man's Voice,mans voice,
1851,1893,Bob Newhart,bob newhart,
1852,1894,GLOBAL POSITIONING SYSTEM,global positioning system,
1853,1895,Pioneers,pioneers,
1854,1896,Troy-jebediah,troy-jebediah,
1855,1897,Fatherly Pioneer,fatherly pioneer,
1856,1898,Mechanical Voice,mechanical voice,
1857,1900,Committee Members,committee members,
1858,1901,Sprüngfeld,sprüngfeld,
1859,1902,Betsy Ross,betsy ross,
1860,1903,Corporate Type,corporate type,
1861,1904,Skull,skull,
1862,1905,Sharpshooter,sharpshooter,
1863,1906,Employees,employees,
1864,1907,Mrs. Burns,mrs burns,
1865,1908,Middle-aged Man,middle-aged man,
1866,1909,Brinkley,brinkley,
1867,1910,Suzanne Somers,suzanne somers,
1868,1913,Courtroom Spectators,courtroom spectators,
1869,1914,Amendment,amendment,
1870,1915,Congressman,congressman,
1871,1916,Mob Of Amendments,mob of amendments,
1872,1917,Crazy Amendment,crazy amendment,
1873,1918,Lester,lester,
1874,1919,Miss Piggy,miss piggy,
1875,1920,Sir Kermit,sir kermit,
1876,1921,Paparazzo,paparazzo,
1877,1922,PHONE VOICE,phone voice,
1878,1924,Diners,diners,
1879,1925,Obnoxious Diner,obnoxious diner,
1880,1926,TROY/ONSCREEN TROY,troyonscreen troy,
1881,1927,Male Co-host,male co-host,
1882,1928,Female Co-host,female co-host,
1883,1929,Ape,ape,
1884,1930,Ape #2,ape 2,
1885,1931,Chorus Of Ape Elders,chorus of ape elders,
1886,1932,Ape Nurse,ape nurse,
1887,1933,Dr. Zaius,dr zaius,
1888,1934,Jub-Jub,jub-jub,
1889,1935,Ticketing Agent,ticketing agent,
1890,1936,Crackerman,crackerman,
1891,1937,Other Traders,other traders,
1892,1938,Angry Dad,angry dad,
1893,1939,Deranged-looking Hitchhiker,deranged-looking hitchhiker,
1894,1940,Andy Williams,andy williams,
1895,1941,Commanding-voiced Man,commanding-voiced man,
1896,1942,Proprietor,proprietor,
1897,1943,Al Gore Doll,al gore doll,
1898,1944,Pawn Shop Clerk,pawn shop clerk,
1899,1945,Chinese Doctor,chinese doctor,
1900,1946,Oak Ridge Engineer,oak ridge engineer,
1901,1947,Review Board Members,review board members,
1902,1948,Review Board Chairman,review board chairman,
1903,1875,Brandine Del Roy,brandine del roy,f
1904,1899,HURLBUT,hurlbut,m
1905,1867,Disco Stu,disco stu,m
1906,1911,Chester Lampwick,chester lampwick,m
1907,1923,Macarthur Parker,macarthur parker,m
1908,1858,Detective,detective,m
1909,1876,Evelyn,evelyn,f
1910,1949,Señora Bumblebee Man,señora bumblebee man,
1911,1950,Twangy Singers,twangy singers,
1912,1951,Very Tall Man,very tall man,
1913,1952,Grampa Van Houten,grampa van houten,
1914,1953,Judge Grandfather,judge grandfather,
1915,1954,VIDAL,vidal,
1916,1955,Voice On Intercom,voice on intercom,
1917,1956,Phony Homer,phony homer,
1918,1957,Phony Marge,phony marge,
1919,1958,Iggy Wiggum,iggy wiggum,
1920,1959,Sheldon Skinner,sheldon skinner,
1921,1960,Arnie Gumble,arnie gumble,
1922,1961,Ox,ox,
1923,1962,Platoon,platoon,
1924,1963,Etch,etch,
1925,1964,ROD/TODD,rodtodd,
1926,1965,State Dept. Man #1,state dept man 1,
1927,1966,State Dept. Man #2,state dept man 2,
1928,1967,Von Wörtzenburger,von wörtzenburger,
1929,1968,VON WÖRTZENURGER,von wÖrtzenurger,
1930,1969,GREAT GRAMPA,great grampa,
1931,1970,Great Grampa Simpson,great grampa simpson,
1932,1971,GREAT GRAMMA SIMPSON,great gramma simpson,
1933,1972,Apu's Father,apus father,
1934,1973,Apu's Mother,apus mother,
1935,1974,Young Apu,young apu,
1936,1976,Young Frink,young frink,
1937,1977,Tom Cruise,tom cruise,
1938,1978,Nicole Kidman,nicole kidman,
1939,1979,I.N.S. AGENT,ins agent,
1940,1980,Radio,radio,
1941,1981,Sales Teen,sales teen,
1942,1982,First Cool Guy,first cool guy,
1943,1983,All Other Guys,all other guys,
1944,1984,Second Girl,second girl,
1945,1985,Ticket,ticket,
1946,1986,Blockhead,blockhead,
1947,1987,B-Real,b-real,
1948,1988,Sales Kid,sales kid,
1949,1989,Sour Kid,sour kid,
1950,1990,Many Kids,many kids,
1951,1991,Sour Kid #2,sour kid 2,
1952,1992,Sour Girl,sour girl,
1953,1993,Peter Frampton,peter frampton,
1954,1994,Billy Corgan,billy corgan,
1955,1995,Sonic Youth,sonic youth,
1956,1996,Cypress Hill,cypress hill,
1957,1997,Smashing Pumpkins,smashing pumpkins,
1958,1998,First Gen-x Kid,first gen-x kid,
1959,1999,Second Gen-x Kid,second gen-x kid,
1960,2001,Jimmy Chamberlin,jimmy chamberlin,
1961,2002,James Iha,james iha,
1962,2003,DJ Muggs,dj muggs,
1963,2004,London Orchestra Guy,london orchestra guy,
1964,2005,FRAMPTON'S GUITAR,framptons guitar,
1965,2006,Otto's Left Shoe,ottos left shoe,
1966,2007,Otto's Right Shoe,ottos right shoe,
1967,2008,Thurston Moore,thurston moore,
1968,2009,Steve Shelley,steve shelley,
1969,2010,Lee Ranaldo,lee ranaldo,
1970,2011,Kim Gordon,kim gordon,
1971,2012,Sen-Dog,sen-dog,
1972,2013,Ice Cream Truck Supervisor,ice cream truck supervisor,
1973,2014,Nerdy Girl,nerdy girl,
1974,2015,OTHER NERDY GIRL,other nerdy girl,
1975,2016,Pippi Longstocking,pippi longstocking,
1976,2017,Eustace Tilley,eustace tilley,
1977,2018,Alice,alice,
1978,2019,COOL KID VOICE,cool kid voice,
1979,2020,COOL GIRL VOICE,cool girl voice,
1980,2021,Rick,rick,
1981,2022,Erin,erin,
1982,2023,Apu II,apu ii,
1983,2024,Something,something,
1984,2025,"Hulking, Shambling Figure",hulking shambling figure,
1985,2026,Hugo,hugo,
1986,2027,Prof. Mini-Frink,prof mini-frink,
1987,2028,Notable,notable,
1988,2029,Fat Man,fat man,
1989,2030,Dole,dole,
1990,2031,Committee Staff,committee staff,
1991,2032,Clinton,clinton,
1992,2033,KODOS-CLINTON,kodos-clinton,
1993,2034,KANG-DOLE,kang-dole,
1994,2035,Spokesman,spokesman,
1995,2036,SECRET SERVICEMAN,secret serviceman,
1996,2037,Man In Crowd,man in crowd,
1997,2038,Alien Crier,alien crier,
1998,2039,Businesswoman,businesswoman,
1999,2041,Technicians,technicians,
2000,2042,Student In Sunglasses,student in sunglasses,
2001,2043,Milhouse,milhouse,
2002,2044,Mr. Doyle,mr doyle,
2003,2045,Leg-up Kid,leg-up kid,
2004,2046,2nd Leg-up Kid,2nd leg-up kid,
2005,2047,3RD LEG-UP KID,3rd leg-up kid,
2006,2048,Leg-up Teacher,leg-up teacher,
2007,2049,Rest Of Class,rest of class,
2008,2050,Mrs. Owl,mrs owl,
2009,2051,U.N. Member,un member,
2010,2052,2nd U.N. Member,2nd un member,
2011,2053,Jumpsuited Guy,jumpsuited guy,
2012,3001,Duncan,duncan,
2013,2040,Hank Scorpio,hank scorpio,m
2014,2000,D'arcy,darcy,f
2015,2054,Record/children,recordchildren,
2016,2055,Computer,computer,
2017,2056,Messenger,messenger,
2018,2057,Mall Announcer,mall announcer,
2019,2058,Indian #1,indian 1,
2020,2059,Indian #2,indian 2,
2021,2060,Microchip Voice,microchip voice,
2022,2061,Jimbo's Dad,jimbos dad,
2023,2062,Dolph's Dad,dolphs dad,
2024,2063,Kearney's Dad,kearneys dad,
2025,2064,LUCIUS,lucius,
2026,2066,Prisoners,prisoners,
2027,2067,Questioner #1,questioner 1,
2028,2068,Questioner #2,questioner 2,
2029,2069,Questioner #3,questioner 3,
2030,2070,PAROLE BOARD MEMBERS,parole board members,
2031,2071,T-shirt Vendor,t-shirt vendor,
2032,2072,Michael Buffer,michael buffer,
2033,2073,Fan Man,fan man,
2034,2074,Park Ranger,park ranger,
2035,2075,Tour Group,tour group,
2036,2076,Old Preppie,old preppie,
2037,2077,Willy Loman,willy loman,
2038,2078,Wealthy Dowager,wealthy dowager,
2039,2079,Male Admissions Officer,male admissions officer,
2040,2080,Female Admissions Officer,female admissions officer,
2041,2081,Costume Shop Clerk,costume shop clerk,
2042,2082,Child's Voice,childs voice,
2043,2083,Simulated Homer,simulated homer,
2044,2084,Starlet,starlet,
2045,2085,Sports Announcer,sports announcer,
2046,2086,Dancer #1,dancer 1,
2047,2088,Rusty,rusty,
2048,2089,Bernice Hibbert,bernice hibbert,
2049,2090,Dancer #2,dancer 2,
2050,2091,BELLE/DANCERS,belledancers,
2051,2092,Townsmen Chorus,townsmen chorus,
2052,2093,Marge's Dummy,marges dummy,
2053,2094,Hibbert Family,hibbert family,
2054,2095,"Kearney, Jr.",kearney jr,
2055,2096,Single Man,single man,
2056,2097,Cracker Executive,cracker executive,
2057,2098,Chase,chase,
2058,2099,Starla,starla,
2059,2100,Flashback Homer,flashback homer,
2060,2101,Flashback Marge,flashback marge,
2061,2102,COMBO FRONTMAN,combo frontman,
2062,2103,Bandmembers,bandmembers,
2063,2104,Homer's Recording,homers recording,
2064,2105,Milhouse's Thoughts,milhouses thoughts,
2065,2106,Paramedic,paramedic,
2066,2107,Nelson's Brain,nelsons brain,
2067,2108,National Guardsman,national guardsman,
2068,2109,Main Title Singers,main title singers,
2069,2110,Prison Officials,prison officials,
2070,2111,Citizens,citizens,
2071,2112,Older Nurse,older nurse,
2072,2114,Young Ned,young ned,
2073,2115,Young Dr. Foster,young dr foster,
2074,2116,"Nedward Flanders, Sr.",nedward flanders sr,
2075,2117,Mona Flanders,mona flanders,
2076,2118,Crazy Man,crazy man,
2077,2119,Jay Sherman,jay sherman,
2078,2120,Various Onlookers,various onlookers,
2079,2121,Coyote,coyote,
2080,2122,Furniture Salesman,furniture salesman,
2081,2123,First Mate,first mate,
2082,2124,Leonard Nimoy,leonard nimoy,
2083,2125,Video Arcade Man,video arcade man,
2084,2126,Kevin Costner Voice,kevin costner voice,
2085,2127,Guilty Man,guilty man,
2086,2128,Fox Mulder,fox mulder,
2087,2129,Dana Scully,dana scully,
2088,2130,Alf,alf,
2089,2131,MARVIN-THE-MARTIAN-TYPE,marvin-the-martian-type,
2090,2132,Whale,whale,
2091,2133,Frog #1,frog 1,
2092,2134,Frog #2,frog 2,
2093,2135,Frog #3,frog 3,
2094,2136,alligator,alligator,
2095,2137,Hot Dog Stand Guy,hot dog stand guy,
2096,2138,SMITHERS',smithers,
2097,2139,NICK RIVIERA,nick riviera,
2098,2140,Motivational Man,motivational man,
2099,2141,Picture Man,picture man,
2100,2142,Pita Saleswoman,pita saleswoman,
2101,2143,Investorettes,investorettes,
2102,2144,Frank Ormand,frank ormand,
2103,2145,1st Sportscaster,1st sportscaster,
2104,2146,Entire Stadium,entire stadium,
2105,2147,2nd Sportscaster,2nd sportscaster,
2106,2148,Mobster,mobster,
2107,2149,Little Yakuza,little yakuza,
2108,2150,Yakuza,yakuza,
2109,2151,1st Panicked Employee,1st panicked employee,
2110,2152,2nd Panicked Employee,2nd panicked employee,
2111,2153,Ranger,ranger,
2112,2154,Smokey Bear,smokey bear,
2113,2155,Smithers's Echo,smitherss echo,
2114,2156,John Muir,john muir,
2115,2157,Drunk Man,drunk man,
2116,2158,McFadden,mcfadden,
2117,2113,Dr. Foster,dr foster,m
2118,2087,Belle,belle,f
2119,2159,Mr. Burns's Thoughts,mr burnss thoughts,
2120,2160,Family,family,
2121,2161,FORD,ford,
2122,2162,Older Woman,older woman,
2123,2163,Elderly Woman,elderly woman,
2124,2164,Nanny,nanny,
2125,2166,Fidgety Lieutenant,fidgety lieutenant,
2126,2167,Quentin Tarantino,quentin tarantino,
2127,2168,Moderator,moderator,
2128,2169,Writer #1,writer 1,
2129,2170,Writer #3,writer 3,
2130,2171,Writing Staff,writing staff,
2131,2172,Head Animator,head animator,
2132,2173,Roy,roy,
2133,2174,David Cohen,david cohen,
2134,2175,Sound Engineer,sound engineer,
2135,2176,June,june,
2136,2177,Nerd In Audience,nerd in audience,
2137,2178,Theme Singers,theme singers,
2138,2179,Very Deep Voice,very deep voice,
2139,2180,Poochie,poochie,
2140,2181,Hip Saleswoman,hip saleswoman,
2141,2182,100 Workers,100 workers,
2142,2183,Buffed Worker,buffed worker,
2143,2184,Worker In Crowd,worker in crowd,
2144,2185,Convicts,convicts,
2145,2186,Fat Convict,fat convict,
2146,2188,Sideshow Bob's Brain,sideshow bobs brain,
2147,2189,1986 Cecil,1986 cecil,
2148,2190,1986 BOB,1986 bob,
2149,2191,1986 Krusty,1986 krusty,
2150,2192,EVERYONE BUT BOB AND CECIL,everyone but bob and cecil,
2151,2193,Cousin Merl,cousin merl,
2152,2194,Man In Lower Outhouse,man in lower outhouse,
2153,2195,Comedy Nurse,comedy nurse,
2154,2196,Distressed Yuppie,distressed yuppie,
2155,2197,Young Italian Man #1,young italian man 1,
2156,2198,Limo Driver,limo driver,
2157,2199,Emergency Operator,emergency operator,
2158,2200,Irish Cops,irish cops,
2159,2201,Drunken Revelers,drunken revelers,
2160,2202,Shocked Old Woman,shocked old woman,
2161,2203,Bar Crowd,bar crowd,
2162,2204,Temperance Women,temperance women,
2163,2205,Very Old Clerk,very old clerk,
2164,2206,Councilmen,councilmen,
2165,2207,Head Of Duff,head of duff,
2166,2208,Quimby's Aide,quimbys aide,
2167,2210,"HOMER, MARGE AND BART",homer marge and bart,
2168,2211,Helpful Clerk,helpful clerk,
2169,2212,Voice In Crowd,voice in crowd,
2170,2213,Magician,magician,
2171,2214,Cafeteria Worker,cafeteria worker,
2172,2215,Computerized Japanese Voice,computerized japanese voice,
2173,2216,Laddie,laddie,
2174,2217,Credit Representative,credit representative,
2175,2218,Repo Goon #2,repo goon 2,
2176,2219,Heiress,heiress,
2177,2220,Lumley,lumley,
2178,2221,Distant Voice,distant voice,
2179,2222,FIRE-STOKER,fire-stoker,
2180,2223,Tommy,tommy,
2181,2224,Mitchell,mitchell,
2182,2225,Stockbroker,stockbroker,
2183,2226,ADVISORS & SMITHERS,advisors smithers,
2184,2227,Real Estate Agent,real estate agent,
2185,2228,"Bret ""The Hitman"" Hart",bret the hitman hart,
2186,2229,Shrieking Sheik,shrieking sheik,
2187,2230,Activity Coordinator,activity coordinator,
2188,2231,Female Resident,female resident,
2189,2232,Male Resident,male resident,
2190,2233,Several Residents,several residents,
2191,2234,Hospital Intercom,hospital intercom,
2192,2235,Test Blast Announcer,test blast announcer,
2193,2236,Nearby Patient,nearby patient,
2194,2237,P.A. SYSTEM,pa system,
2195,2238,Young Flanders,young flanders,
2196,2239,Young Lovejoy,young lovejoy,
2197,2240,Japanese Worker #1,japanese worker 1,
2198,2241,St. Eleutherius,st eleutherius,
2199,2242,St. Bartholomew,st bartholomew,
2200,2243,St. Lucian,st lucian,
2201,2244,St. Donickus,st donickus,
2202,2245,Japanese Businessman,japanese businessman,
2203,2246,Mr. Sparkle,mr sparkle,
2204,2247,UNDERWATER GIRLS #1 & #2,underwater girls 1 2,
2205,2248,UNDERWATER GIRL #3,underwater girl 3,
2206,2249,Sumo Wrestlers,sumo wrestlers,
2207,2250,Japanese Announcer,japanese announcer,
2208,2251,Donny,donny,
2209,2252,Baboon,baboon,
2210,2253,Japanese Tourist,japanese tourist,
2211,2254,Zookeeper,zookeeper,
2212,2255,Baboons,baboons,
2213,2257,City Employee,city employee,
2214,2258,Portly Chef,portly chef,
2215,2259,Big Daddy,big daddy,
2216,2260,Scary Huge-headed Figure,scary huge-headed figure,
2217,2261,Betty,betty,
2218,2187,Cecil Terwilliger,cecil terwilliger,m
2219,2165,SHARY,shary,f
2220,2209,Rex Banner,rex banner,m
2221,2262,BETTY & MOE,betty moe,
2222,2263,MOE & BETTY,moe betty,
2223,2264,Tim Conway,tim conway,
2224,2265,Ozmodiar,ozmodiar,
2225,2266,OSMODIAR AND TROY,osmodiar and troy,
2226,2267,Adlai Stevenson,adlai stevenson,
2227,2268,Parrots,parrots,
2228,2270,Cadet,cadet,
2229,2271,Cadet Larsen,cadet larsen,
2230,2272,Cadet Franklin,cadet franklin,
2231,2273,Cadet Platt,cadet platt,
2232,2274,Cadets,cadets,
2233,2275,CADET ANDERSEN,cadet andersen,
2234,2276,Cadet Anderson,cadet anderson,
2235,2278,Cheerleaders,cheerleaders,
2236,2279,Hasidic Man,hasidic man,
2237,2280,Immigrants,immigrants,
2238,2281,OFFICE WORKER IN TOWER ONE,office worker in tower one,
2239,2282,OFFICE WORKER IN TOWER TWO,office worker in tower two,
2240,2283,Undershirt Guy,undershirt guy,
2241,2284,Dmv Recording,dmv recording,
2242,2285,Gruff Voice,gruff voice,
2243,2286,Crazy Guy,crazy guy,
2244,2287,Fireworks Vendor,fireworks vendor,
2245,2288,Society Matron,society matron,
2246,2289,Alfred E. Neuman,alfred e neuman,
2247,2290,Angry Cab Driver,angry cab driver,
2248,2291,Bike Messenger,bike messenger,
2249,2292,Song On Radio,song on radio,
2250,2293,Jury Member #1,jury member 1,
2251,2294,Jury Member #2,jury member 2,
2252,2295,Jury Chorus,jury chorus,
2253,2296,Mr. Cleary,mr cleary,
2254,2297,Staff/patients,staffpatients,
2255,2298,Construction Worker,construction worker,
2256,2299,Picnickers,picnickers,
2257,2300,Carriage Driver,carriage driver,
2258,2301,Student Choir,student choir,
2259,2302,Stranger,stranger,
2260,2305,Young Armin,young armin,
2261,2306,Frog,frog,
2262,2307,Krusty,krusty,
2263,2308,Asian Boy,asian boy,
2264,2309,Young Barney,young barney,
2265,2310,Little Girls,little girls,
2266,2311,Headmistress,headmistress,
2267,2312,Man At Bar,man at bar,
2268,2313,French President,french president,
2269,2314,Mutant Sideshow Mel,mutant sideshow mel,
2270,2315,Mutant Dr. Hibbert,mutant dr hibbert,
2271,2316,Mutant Moe,mutant moe,
2272,2317,Mutant Skinner,mutant skinner,
2273,2318,Mutant Burns,mutant burns,
2274,2319,Mutant Lenny,mutant lenny,
2275,2320,Mutants,mutants,
2276,2321,Mutant Wiggum,mutant wiggum,
2277,2322,MUTANT FLANDERS,mutant flanders,
2278,2323,MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM,mutant melskinnermoeburnswiggum,
2279,2324,Creature,creature,
2280,2325,Fly-head,fly-head,
2281,2326,Governor Quimby,governor quimby,
2282,2327,Constable Wiggum,constable wiggum,
2283,2328,Goodman Skinner,goodman skinner,
2284,2329,Goodman Flanders,goodman flanders,
2285,2330,Pastor Lovejoy,pastor lovejoy,
2286,2331,Goodman Moe,goodman moe,
2287,2332,Goody Krabappel,goody krabappel,
2288,2333,Goodman Lenny,goodman lenny,
2289,2334,Snowman Eddie,snowman eddie,
2290,2335,Princess Lou,princess lou,
2291,2336,Goody Maude,goody maude,
2292,2337,Pelé,pelé,
2293,2338,Foreign Announcer,foreign announcer,
2294,2339,Soccer Hooligans,soccer hooligans,
2295,2340,Soccer Hooligan,soccer hooligan,
2296,2341,Security Salesman,security salesman,
2297,2342,Gun Clerk,gun clerk,
2298,2343,Hooker,hooker,
2299,2344,Muffled Voice,muffled voice,
2300,2345,Team,team,
2301,2346,Roy Firestone,roy firestone,
2302,2347,Teenage Smithers,teenage smithers,
2303,2348,MIDDLE-AGE GRAMPA,middle-age grampa,
2304,2349,Teenage Lenny,teenage lenny,
2305,2351,Joe Namath,joe namath,
2306,2352,Other Players,other players,
2307,2353,HANK,hank,
2308,2354,Female Voices,female voices,
2309,2355,Female Crowd Members,female crowd members,
2310,2356,Manjula's Mother,manjulas mother,
2311,2357,Siegfried,siegfried,
2312,2358,Guests,guests,
2313,2359,Ganesh,ganesh,
2314,2360,Burly Guest,burly guest,
2315,2361,Indian Singers,indian singers,
2316,2362,Mall Executive,mall executive,
2317,2363,Pr Man,pr man,
2318,2364,Caveman,caveman,
2319,2365,Stephen Jay Gould,stephen jay gould,
2320,2277,Duffman,duffman,m
2321,2304,Armin,armin,m
2322,2269,Commandant,commandant,m
2323,2303,Sgt. Skinner,sgt skinner,m
2324,2366,SOUTH AMERICAN BIDDER,south american bidder,
2325,2367,Johnny D,johnny d,
2326,2368,City Clerk,city clerk,
2327,2370,Cookie,cookie,
2328,2371,Assorted Agents,assorted agents,
2329,2372,Lionel Hutz's Head,lionel hutzs head,
2330,2373,Female Victim,female victim,
2331,2374,Other Realtors,other realtors,
2332,2375,Dove,dove,
2333,2376,Shopper,shopper,
2334,2377,Cheerleader,cheerleader,
2335,2378,Toy,toy,
2336,2379,Patches,patches,
2337,2380,Poor Violet,poor violet,
2338,2381,Sullen Teen,sullen teen,
2339,2382,Sean,sean,
2340,2383,Alex Trebek,alex trebek,
2341,2384,Goon #1,goon 1,
2342,2385,Hombre,hombre,
2343,2386,Clint Eastwood,clint eastwood,
2344,2387,Townspeople Chorus,townspeople chorus,
2345,2388,Lee Marvin,lee marvin,
2346,2389,Female Chorus,female chorus,
2347,2390,SECOND FEMALE CHORUS,second female chorus,
2348,2391,Kids On Ride,kids on ride,
2349,2392,Carny,carny,
2350,2393,Dracula Voice,dracula voice,
2351,2394,Maintenance Man,maintenance man,
2352,2395,Game Announcer,game announcer,
2353,2397,Spud,spud,
2354,2398,Performer,performer,
2355,2399,Camel,camel,
2356,2400,Fantastic Dan,fantastic dan,
2357,2401,Passengers,passengers,
2358,2402,Hari Krishna,hari krishna,
2359,2403,Christian,christian,
2360,2404,Jane,jane,
2361,2406,Movementarians,movementarians,
2362,2407,Don,don,
2363,2408,Homer's Stomach,homers stomach,
2364,2409,Homer's Feet,homers feet,
2365,2410,Leader,leader,
2366,2411,THE LEADER,the leader,
2367,2412,Noah,noah,
2368,2413,Singing Children,singing children,
2369,2414,Chinese Sailor #1,chinese sailor 1,
2370,2415,Chinese Sailor #2,chinese sailor 2,
2371,2416,Bill Gates,bill gates,
2372,2417,James Earl Jones,james earl jones,
2373,2418,Volunteer,volunteer,
2374,2419,Steven Wright,steven wright,
2375,2420,Bobcat Goldthwaite,bobcat goldthwaite,
2376,2421,JANEANE,janeane,
2377,2422,Bruce Baum,bruce baum,
2378,2423,COMPUTER ON STOOL,computer on stool,
2379,2424,Comics,comics,
2380,2425,Mr. Teeny,mr teeny,
2381,2426,Businessman #1,businessman 1,
2382,2427,Businessman #2,businessman 2,
2383,2428,Jay Leno,jay leno,
2384,2429,HANK WILLIAMS JR.,hank williams jr,
2385,2431,Republican Candidate,republican candidate,
2386,2432,Drunken Cop,drunken cop,
2387,2433,Photographer Cop,photographer cop,
2388,2434,Homer's Voice,homers voice,
2389,2435,GHOSTLY HOMER,ghostly homer,
2390,2436,Square Guy,square guy,
2391,2437,Station Manager,station manager,
2392,2438,Great Uncle Chet,great uncle chet,
2393,2439,Well-dressed Relative,well-dressed relative,
2394,2440,Relative #1,relative 1,
2395,2441,Relative #2,relative 2,
2396,2442,Relative #3,relative 3,
2397,2443,Relative #4,relative 4,
2398,2444,Relative #5,relative 5,
2399,2445,Dr. Simpson,dr simpson,
2400,2446,Simpson Woman #1,simpson woman 1,
2401,2447,Simpson Woman #2,simpson woman 2,
2402,2448,Simpson Woman #3,simpson woman 3,
2403,2449,Nerdy Kids,nerdy kids,
2404,2450,Female Computer,female computer,
2405,2451,Bullies,bullies,
2406,2452,Elderly Night Watchman,elderly night watchman,
2407,2453,Leprechaun,leprechaun,
2408,2454,General Donut,general donut,
2409,2455,Donuts,donuts,
2410,2456,Roddy McDonut,roddy mcdonut,
2411,2457,Big Donut,big donut,
2412,2458,Big Hand Guy,big hand guy,
2413,2459,Naval Announcer,naval announcer,
2414,2460,Recruiting Officer,recruiting officer,
2415,2461,Asian Man,asian man,
2416,2462,Drill Instructor,drill instructor,
2417,2463,Barney's Mom,barneys mom,
2418,2464,Head Chef,head chef,
2419,2465,Head Instructor,head instructor,
2420,2466,WORLD WAR I RECREATIONISTS,world war i recreationists,
2421,2467,Other Kids,other kids,
2422,2468,Bob Denver,bob denver,
2423,2469,Captain Tenille,captain tenille,
2424,2470,Female Ensign,female ensign,
2425,2471,Enemy Crewperson,enemy crewperson,
2426,2396,Cooder,cooder,m
2427,2405,Glen,glen,m
2428,2430,Renee,renee,f
2429,2472,Enemy Captain,enemy captain,
2430,2473,Asian Ensign,asian ensign,
2431,2474,Hick,hick,
2432,2475,Russian Ambassador,russian ambassador,
2433,2476,U.S. Ambassador,us ambassador,
2434,2477,Lenin,lenin,
2435,2478,Sonar Operator,sonar operator,
2436,2479,AIRCRAFT CARRIER CAPTAIN,aircraft carrier captain,
2437,2480,Thought Bubble Moe,thought bubble moe,
2438,2481,Thought Bubble Bart,thought bubble bart,
2439,2482,Penguins,penguins,
2440,2483,Admiral #1,admiral 1,
2441,2484,Admiral #3,admiral 3,
2442,2485,Admiral #4,admiral 4,
2443,2486,Janitor,janitor,
2444,2487,Myron,myron,
2445,2488,Agent Miller,agent miller,
2446,2489,Lucius Sweet,lucius sweet,
2447,2490,Mission Impossible Voice,mission impossible voice,
2448,2491,Truman,truman,
2449,2492,British Official,british official,
2450,2493,Spanish Official,spanish official,
2451,2494,French Official,french official,
2452,2495,Customs Official,customs official,
2453,2496,Street Vendor,street vendor,
2454,2497,Castro,castro,
2455,2498,Cuban Officials,cuban officials,
2456,2499,Cuban Undersecretary,cuban undersecretary,
2457,2500,Agency Clerk,agency clerk,
2458,2501,Mojo,mojo,
2459,2502,Cat Lady,cat lady,
2460,2503,Computer Voice,computer voice,
2461,2504,Head Chocobot,head chocobot,
2462,2505,Major Nougat,major nougat,
2463,2506,All Chocobots,all chocobots,
2464,2507,Young Exec,young exec,
2465,2508,Older Exec,older exec,
2466,2509,Female Exec,female exec,
2467,2510,Other Executives,other executives,
2468,2511,Garbage Man #1,garbage man 1,
2469,2512,Garbage Man #2,garbage man 2,
2470,2514,Paul,paul,
2471,2515,Susie,susie,
2472,2516,Bono,bono,
2473,2517,The Edge,the edge,
2474,2518,Adam Clayton,adam clayton,
2475,2519,Security Guys,security guys,
2476,2520,A Few People,a few people,
2477,2521,Giant-nosed Man,giant-nosed man,
2478,2522,Garbage Men,garbage men,
2479,2523,U2,u2,
2480,2524,Oskar,oskar,
2481,2525,Union Leader,union leader,
2482,2526,Second Indian,second indian,
2483,2527,First Indian,first indian,
2484,2528,Commie Nazi,commie nazi,
2485,2529,Other Team,other team,
2486,2530,Muscular Man,muscular man,
2487,2531,Sherpa #1,sherpa 1,
2488,2532,Sherpa #2,sherpa 2,
2489,2533,Sherpas,sherpas,
2490,2534,Geese,geese,
2491,2535,Faucet-head Kid's Mother,faucet-head kids mother,
2492,2536,Soldier,soldier,
2493,2537,Russian Man #1,russian man 1,
2494,2538,Russian Man #2,russian man 2,
2495,2539,HOMER'S VOICE MAIL,homers voice mail,
2496,2540,FISH-HAG,fish-hag,
2497,2541,Telephone Repairman,telephone repairman,
2498,2542,Bridge Operator,bridge operator,
2499,2543,Cow,cow,
2500,2544,Studio Audience,studio audience,
2501,2545,Pirate Captain,pirate captain,
2502,2546,Pirate #1,pirate 1,
2503,2547,Ilsa,ilsa,
2504,2548,Golf Course Crowd,golf course crowd,
2505,2549,Minister,minister,
2506,2550,Stadium Announcer,stadium announcer,
2507,2551,Stadium Crowd,stadium crowd,
2508,2552,Kicker,kicker,
