Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],air_temp_celsius,process_temp_celsius,temp_diff,temp_diff_above_threshold,power,power_out_of_range,strain,strain_below_11k,strain_above_12k,Machine failure
2,1553,41.0,179,26.55000000000001,36.450000000000045,9.900000000000034,1,6667.83656,0,7339.0,1,0,0
0,1657,31.0,129,25.950000000000045,37.25,11.299999999999955,1,5379.15224,0,3999.0,1,0,0
0,1671,26.8,199,27.75,36.85000000000002,9.100000000000023,1,4689.654815999999,0,5333.2,1,0,0
0,1384,48.7,93,26.05000000000001,37.35000000000002,11.300000000000011,1,7058.211776,0,4529.1,1,0,0
0,1658,30.5,7,30.150000000000034,38.25,8.099999999999966,0,5295.585679999999,0,213.5,1,0,0
1,1448,52.5,150,24.950000000000045,35.950000000000045,11.0,1,7960.814399999999,0,7875.0,1,0,0
0,1278,60.5,32,25.450000000000045,35.150000000000034,9.699999999999989,1,8096.845679999999,0,1936.0,1,0,0
0,1660,28.4,139,26.25,35.85000000000002,9.600000000000023,1,4936.919679999999,0,3947.6,1,0,0
1,1446,50.0,163,30.25,38.450000000000045,8.200000000000045,0,7571.255999999999,0,8150.0,1,0,0
0,1962,20.2,124,28.350000000000023,37.450000000000045,9.100000000000023,1,4150.304928,0,2504.7999999999997,1,0,0
0,1571,33.9,208,28.25,37.35000000000002,9.100000000000023,1,5577.062567999999,0,7051.2,1,0,0
0,1429,43.6,176,28.450000000000045,37.55000000000001,9.099999999999966,1,6524.516768,0,7673.6,1,0,0
0,1390,57.0,92,26.25,35.650000000000034,9.400000000000034,1,8296.9656,0,5244.0,1,0,0
0,1452,39.7,151,25.950000000000045,37.25,11.299999999999955,1,6036.521568,0,5994.700000000001,1,0,0
0,1541,42.0,23,27.450000000000045,36.950000000000045,9.5,1,6777.68784,0,966.0,1,0,0
0,1502,46.7,198,25.55000000000001,36.450000000000045,10.900000000000034,1,7345.416848,0,9246.6,1,0,0
2,1605,32.5,59,28.150000000000034,37.450000000000045,9.300000000000011,1,5462.456999999999,0,1917.5,1,0,0
0,1399,58.0,190,27.850000000000023,37.85000000000002,10.0,1,8497.19024,0,11020.0,0,0,1
0,1559,35.2,66,24.650000000000034,35.650000000000034,11.0,1,5746.698496,0,2323.2000000000003,1,0,0
0,1508,47.9,25,25.25,34.85000000000002,9.600000000000023,1,7564.260703999999,0,1197.5,1,0,0
0,1596,34.8,87,27.350000000000023,38.650000000000034,11.300000000000011,1,5816.232575999999,0,3027.6,1,0,0
1,1523,34.1,135,26.950000000000045,38.150000000000034,11.199999999999989,1,5438.559896,0,4603.5,1,0,0
0,1530,35.5,0,25.55000000000001,36.650000000000034,11.100000000000023,1,5687.8668,0,0.0,1,0,0
0,1603,30.5,176,27.05000000000001,38.55000000000001,11.5,1,5119.917879999999,0,5368.0,1,0,0
0,1404,48.1,32,25.350000000000023,34.85000000000002,9.5,1,7071.992927999999,0,1539.2,1,0,0
0,1567,33.1,168,29.05000000000001,38.35000000000002,9.300000000000011,1,5431.5855440000005,0,5560.8,1,0,0
0,1661,30.0,158,27.350000000000023,38.450000000000045,11.100000000000023,1,5218.1976,0,4740.0,1,0,0
0,1459,47.0,63,27.450000000000045,38.35000000000002,10.899999999999977,1,7180.964559999999,0,2961.0,1,0,0
1,1442,48.1,0,24.450000000000045,36.05000000000001,11.599999999999966,1,7263.400144,0,0.0,1,0,0
1,1492,40.8,150,28.75,38.35000000000002,9.600000000000023,1,6374.683391999999,0,6120.0,1,0,0
0,1523,41.9,165,25.650000000000034,36.450000000000045,10.800000000000011,1,6682.570663999999,0,6913.5,1,0,0
0,1477,39.2,144,29.350000000000023,37.75,8.399999999999977,0,6063.120448,0,5644.8,1,0,0
2,1463,46.7,85,24.450000000000045,35.450000000000045,11.0,1,7154.690312,0,3969.5000000000005,1,0,0
0,1519,40.7,208,28.350000000000023,37.450000000000045,9.100000000000023,1,6474.135976,0,8465.6,1,0,0
1,1590,36.3,113,30.25,39.650000000000034,9.400000000000034,1,6044.124239999999,0,4101.9,1,0,0
0,1510,44.9,33,29.05000000000001,38.25,9.199999999999989,1,7099.911279999999,0,1481.7,1,0,0
1,1371,44.7,205,27.650000000000034,37.55000000000001,9.899999999999977,1,6417.629064,0,9163.5,1,0,0
1,1605,29.8,142,26.450000000000045,36.25,9.799999999999955,1,5008.65288,0,4231.6,1,0,0
0,1683,32.8,122,24.850000000000023,34.450000000000045,9.600000000000023,1,5780.795327999999,0,4001.5999999999995,1,0,0
0,1592,29.0,17,27.55000000000001,36.35000000000002,8.800000000000011,1,4834.71296,0,493.0,1,0,0
0,1422,42.4,152,30.650000000000034,39.950000000000045,9.300000000000011,1,6313.862015999999,0,6444.8,1,0,0
1,1288,64.0,3,27.650000000000034,37.25,9.599999999999966,1,8632.27904,0,192.0,1,0,0
0,1611,38.6,143,29.150000000000034,38.55000000000001,9.399999999999977,1,6511.971312,0,5519.8,1,0,0
0,1333,66.7,205,29.150000000000034,38.25,9.099999999999966,1,9310.770392,1,13673.5,0,1,1
0,1683,28.4,46,30.55000000000001,39.950000000000045,9.400000000000034,1,5005.322783999999,0,1306.3999999999999,1,0,0
1,1491,37.3,102,27.05000000000001,38.150000000000034,11.100000000000023,1,5823.929496,0,3804.6,1,0,0
0,1332,54.6,111,27.25,38.450000000000045,11.200000000000045,1,7615.992383999999,0,6060.6,1,0,0
0,1650,31.6,19,26.950000000000045,36.950000000000045,10.0,1,5460.100799999999,0,600.4,1,0,0
2,1437,48.2,164,25.650000000000034,36.650000000000034,11.0,1,7253.263248,0,7904.8,1,0,0
0,1447,40.7,82,27.55000000000001,37.450000000000045,9.900000000000034,1,6167.264488,0,3337.4,1,0,0
0,1473,45.5,94,24.25,36.25,12.0,1,7018.49148,0,4277.0,1,0,0
0,1350,51.3,96,26.05000000000001,35.25,9.199999999999989,1,7252.383599999999,0,4924.799999999999,1,0,0
1,1467,48.1,43,28.75,37.85000000000002,9.100000000000023,1,7389.325943999999,0,2068.3,1,0,0
2,1536,44.4,96,28.25,37.55000000000001,9.300000000000011,1,7141.736448,0,4262.4,1,0,0
1,1554,32.7,59,27.850000000000023,37.75,9.899999999999977,1,5321.430576000001,0,1929.3000000000002,1,0,0
1,1521,37.2,90,27.450000000000045,36.25,8.799999999999955,1,5925.183263999999,0,3348.0000000000005,1,0,0
1,1696,32.4,202,28.150000000000034,36.85000000000002,8.699999999999989,1,5754.405887999999,0,6544.799999999999,1,0,0
0,1384,45.1,159,27.25,36.55000000000001,9.300000000000011,1,6536.454848,0,7170.900000000001,1,0,0
1,1429,45.8,148,24.350000000000023,34.85000000000002,10.5,1,6853.735503999999,0,6778.4,1,0,0
2,1362,45.3,56,25.450000000000045,36.25,10.799999999999955,1,6461.077391999999,0,2536.7999999999997,1,0,0
0,1420,47.0,119,27.55000000000001,38.650000000000034,11.100000000000023,1,6989.0127999999995,0,5593.0,1,0,0
2,1501,45.3,175,27.450000000000045,37.55000000000001,10.099999999999966,1,7120.467815999999,0,7927.499999999999,1,0,0
2,1438,46.7,41,27.25,38.75,11.5,1,7032.429712,0,1914.7,1,0,0
0,1561,33.2,48,27.55000000000001,37.35000000000002,9.800000000000011,1,5427.134944,0,1593.6000000000001,1,0,0
1,1700,33.5,185,26.05000000000001,35.650000000000034,9.600000000000023,1,5963.804,0,6197.5,1,0,0
0,1454,59.2,153,28.950000000000045,38.05000000000001,9.099999999999966,1,9013.962496,1,9057.6,1,0,1
2,1351,53.5,78,27.350000000000023,38.450000000000045,11.100000000000023,1,7569.00452,0,4173.0,1,0,0
1,1542,33.9,100,27.450000000000045,36.85000000000002,9.399999999999977,1,5474.112336,0,3390.0,1,0,0
0,1387,52.3,160,25.150000000000034,35.950000000000045,10.800000000000011,1,7596.399271999999,0,8368.0,1,0,0
0,1616,34.0,19,29.05000000000001,38.35000000000002,9.300000000000011,1,5753.73568,0,646.0,1,0,0
1,1633,31.1,0,23.05000000000001,34.05000000000001,11.0,1,5318.3413359999995,0,0.0,1,0,0
1,1569,31.2,131,24.950000000000045,34.650000000000034,9.699999999999989,1,5126.337216,0,4087.2,1,0,0
0,1522,35.2,48,27.55000000000001,38.150000000000034,10.600000000000023,1,5610.311168,0,1689.6000000000001,1,0,0
0,1543,39.6,205,23.950000000000045,35.25,11.299999999999955,1,6398.685216,0,8118.0,1,0,0
1,1447,41.9,140,28.350000000000023,37.450000000000045,9.100000000000023,1,6349.100295999999,0,5866.0,1,0,0
0,1481,37.6,77,28.25,37.450000000000045,9.200000000000045,1,5831.396032,0,2895.2000000000003,1,0,0
0,1716,28.5,117,26.450000000000045,37.75,11.299999999999955,1,5121.43632,0,3334.5,1,0,0
1,1357,41.8,127,23.75,34.950000000000045,11.200000000000045,1,5939.990672,0,5308.599999999999,1,0,0
0,1346,61.2,170,29.55000000000001,39.150000000000034,9.600000000000023,1,8626.330944,0,10404.0,1,0,0
1,1453,47.7,101,25.650000000000034,36.55000000000001,10.899999999999977,1,7257.944232,0,4817.700000000001,1,0,0
0,1566,30.3,79,28.450000000000045,36.85000000000002,8.399999999999977,0,4968.943055999999,0,2393.7000000000003,1,0,0
0,2231,17.4,151,25.75,36.85000000000002,11.100000000000023,1,4065.1675679999994,0,2627.3999999999996,1,0,0
0,1428,53.3,152,30.650000000000034,39.650000000000034,9.0,1,7970.490527999998,0,8101.599999999999,1,0,0
0,1485,40.1,142,28.450000000000045,37.85000000000002,9.399999999999977,1,6235.91892,0,5694.2,1,0,0
0,1473,39.4,125,26.55000000000001,35.950000000000045,9.400000000000034,1,6077.550863999999,0,4925.0,1,0,0
1,1510,47.6,16,29.950000000000045,37.85000000000002,7.899999999999977,0,7526.854719999999,0,761.6,1,0,0
1,1396,48.7,13,26.05000000000001,35.25,9.199999999999989,1,7119.410144,0,633.1,1,0,0
0,1676,28.6,158,27.150000000000034,37.950000000000045,10.800000000000011,1,5019.606592,0,4518.8,1,0,0
0,1447,39.3,110,27.25,36.35000000000002,9.100000000000023,1,5955.1227119999985,0,4323.0,1,0,0
1,1429,43.2,191,29.350000000000023,37.25,7.899999999999977,0,6464.658816,0,8251.2,1,0,0
1,1568,36.7,182,25.450000000000045,36.35000000000002,10.899999999999977,1,6026.175232,0,6679.400000000001,1,0,0
0,1740,23.7,86,31.05000000000001,40.25,9.199999999999989,1,4318.443359999999,0,2038.2,1,0,0
0,1551,34.5,153,27.650000000000034,37.450000000000045,9.800000000000011,1,5603.51484,0,5278.5,1,0,0
0,1667,28.8,56,27.150000000000034,38.35000000000002,11.199999999999989,1,5027.565312000001,0,1612.8,1,0,0
0,1886,21.2,13,25.850000000000023,36.950000000000045,11.100000000000023,1,4187.040703999999,0,275.59999999999997,1,0,0
0,1560,47.7,26,26.950000000000045,36.25,9.299999999999955,1,7792.424639999999,0,1240.2,1,0,0
0,1588,41.5,150,26.05000000000001,35.75,9.699999999999989,1,6901.257439999999,0,6225.0,1,0,0
1,1449,46.4,83,25.350000000000023,36.05000000000001,10.699999999999989,1,7040.702591999999,0,3851.2,1,0,0
1,1510,42.2,36,30.25,38.75,8.5,0,6672.96784,0,1519.2,1,0,0
2,1372,46.0,86,29.150000000000034,38.25,9.099999999999966,1,6609.08864,0,3956.0,1,0,0
0,1564,35.0,122,29.25,38.25,9.0,1,5732.372799999999,0,4270.0,1,0,0
0,1557,35.1,60,23.450000000000045,34.35000000000002,10.899999999999977,1,5723.021304,0,2106.0,1,0,0
1,1618,35.1,173,25.650000000000034,36.150000000000034,10.5,1,5947.237296,0,6072.3,1,0,0
0,1654,32.1,25,24.950000000000045,35.05000000000001,10.099999999999966,1,5559.940847999999,0,802.5,1,0,0
0,1584,42.3,135,23.950000000000045,34.650000000000034,10.699999999999989,1,7016.575103999999,0,5710.5,1,0,0
0,1456,44.0,142,29.850000000000023,38.05000000000001,8.199999999999989,0,6708.78208,0,6248.0,1,0,0
1,1446,45.9,180,23.150000000000034,34.05000000000001,10.899999999999977,1,6950.4130079999995,0,8262.0,1,0,0
0,1441,44.5,4,24.350000000000023,35.25,10.899999999999977,1,6715.11764,0,178.0,1,0,0
0,1483,44.4,141,27.05000000000001,38.25,11.199999999999989,1,6895.309343999999,0,6260.4,1,0,0
0,1614,31.6,84,27.850000000000023,37.25,9.399999999999977,1,5340.9713280000005,0,2654.4,1,0,0
0,1498,50.2,160,25.75,37.05000000000001,11.300000000000011,1,7874.902112,0,8032.0,1,0,0
0,1619,35.2,240,25.950000000000045,37.150000000000034,11.199999999999989,1,5967.867136,0,8448.0,1,0,0
0,1496,45.8,190,23.950000000000045,35.150000000000034,11.199999999999989,1,7175.079295999999,0,8702.0,1,0,0
1,1686,26.9,128,27.650000000000034,36.950000000000045,9.300000000000011,1,4749.408047999999,0,3443.2,1,0,0
1,1861,21.8,84,28.55000000000001,37.55000000000001,9.0,1,4248.469456,0,1831.2,1,0,0
2,1329,59.2,121,27.55000000000001,38.75,11.199999999999989,1,8239.034496,0,7163.200000000001,1,0,0
0,1925,21.9,9,26.850000000000023,36.35000000000002,9.5,1,4414.733399999999,0,197.1,1,0,0
2,1755,26.9,73,25.55000000000001,36.450000000000045,10.900000000000034,1,4943.778839999999,0,1963.6999999999998,1,0,0
0,1504,39.1,2,28.150000000000034,37.950000000000045,9.800000000000011,1,6158.206208,0,78.2,1,0,0
1,1931,21.9,101,29.05000000000001,38.150000000000034,9.100000000000023,1,4428.493608,0,2211.8999999999996,1,0,0
1,1290,65.3,63,28.450000000000045,37.650000000000034,9.199999999999989,1,8821.298639999999,0,4113.9,1,0,0
1,1536,37.2,19,27.55000000000001,36.450000000000045,8.900000000000034,1,5983.617024,0,706.8000000000001,1,0,0
0,1583,37.2,189,23.850000000000023,34.650000000000034,10.800000000000011,1,6166.7094720000005,0,7030.8,1,0,0
1,1450,39.4,62,27.650000000000034,37.25,9.599999999999966,1,5982.6536,0,2442.7999999999997,1,0,0
0,1473,41.1,128,25.650000000000034,35.25,9.599999999999966,1,6339.780216,0,5260.8,1,0,0
0,1521,40.2,190,23.850000000000023,34.650000000000034,10.800000000000011,1,6403.020624,0,7638.000000000001,1,0,0
1,1685,27.8,161,26.450000000000045,35.75,9.299999999999955,1,4905.3989599999995,0,4475.8,1,0,0
0,1251,59.9,120,27.55000000000001,36.35000000000002,8.800000000000011,1,7847.182728,0,7188.0,1,0,0
0,2023,20.9,5,28.55000000000001,37.55000000000001,9.0,1,4427.634904,0,104.5,1,0,0
1,1694,28.0,5,25.05000000000001,35.85000000000002,10.800000000000011,1,4967.07904,0,140.0,1,0,0
0,1740,30.8,182,28.950000000000045,37.85000000000002,8.899999999999977,1,5612.15424,0,5605.6,1,0,0
0,1461,40.6,154,27.850000000000023,38.450000000000045,10.600000000000023,1,6211.634351999999,0,6252.400000000001,1,0,0
1,1397,55.2,90,27.450000000000045,36.85000000000002,9.399999999999977,1,8075.419968,0,4968.0,1,0,0
0,1711,28.8,74,27.75,38.950000000000045,11.200000000000045,1,5160.266496,0,2131.2000000000003,1,0,0
2,1506,37.0,54,24.150000000000034,35.150000000000034,11.0,1,5835.207839999999,0,1998.0,1,0,0
0,1838,27.3,99,24.55000000000001,35.75,11.199999999999989,1,5254.577328,0,2702.7000000000003,1,0,0
0,1517,40.2,45,25.350000000000023,36.25,10.899999999999977,1,6386.181648000001,0,1809.0000000000002,1,0,0
0,1489,40.7,141,24.350000000000023,35.05000000000001,10.699999999999989,1,6346.2728560000005,0,5738.700000000001,1,0,0
0,1734,30.7,177,24.55000000000001,34.950000000000045,10.400000000000034,1,5574.643536,0,5433.9,1,0,0
1,1500,38.8,116,25.55000000000001,36.35000000000002,10.800000000000011,1,6094.703999999999,0,4500.799999999999,1,0,0
0,1563,34.3,53,24.650000000000034,34.650000000000034,10.0,1,5614.133448,0,1817.8999999999999,1,0,0
1,1498,44.4,9,24.05000000000001,35.450000000000045,11.400000000000034,1,6965.052863999999,0,399.59999999999997,1,0,0
0,1353,50.7,13,24.75,34.55000000000001,9.800000000000011,1,7183.488312,0,659.1,1,0,0
1,1476,39.1,199,27.350000000000023,38.450000000000045,11.100000000000023,1,6043.558752,0,7780.900000000001,1,0,0
0,1553,35.8,26,27.850000000000023,37.85000000000002,10.0,1,5822.159727999999,0,930.8,1,0,0
1,1530,35.7,80,27.05000000000001,37.25,10.199999999999989,1,5719.911120000001,0,2856.0,1,0,0
1,1642,32.3,206,30.55000000000001,39.25,8.699999999999989,1,5553.992751999999,0,6653.799999999999,1,0,0
1,1622,36.1,43,26.950000000000045,36.450000000000045,9.5,1,6131.795824,0,1552.3,1,0,0
0,1532,42.5,154,25.05000000000001,34.950000000000045,9.900000000000034,1,6818.3192,0,6545.0,1,0,0
1,1424,47.7,103,24.950000000000045,34.55000000000001,9.599999999999966,1,7113.085056,0,4913.1,1,0,0
0,1402,50.9,157,29.150000000000034,37.55000000000001,8.399999999999977,0,7473.007696,0,7991.3,1,0,0
0,1576,33.8,171,25.150000000000034,34.55000000000001,9.399999999999977,1,5578.308735999999,0,5779.799999999999,1,0,0
0,1545,40.7,166,26.650000000000034,37.75,11.099999999999966,1,6584.95068,0,6756.200000000001,1,0,0
1,1398,41.9,215,24.450000000000045,35.25,10.799999999999955,1,6134.099664,0,9008.5,1,0,0
1,1685,28.2,66,30.850000000000023,39.85000000000002,9.0,1,4975.980239999999,0,1861.2,1,0,0
1,1479,45.5,44,28.05000000000001,36.950000000000045,8.900000000000034,1,7047.08004,0,2002.0,1,0,0
1,1364,54.0,43,24.05000000000001,35.35000000000002,11.300000000000011,1,7713.2563199999995,0,2322.0,1,0,0
0,1429,46.9,117,25.05000000000001,34.650000000000034,9.600000000000023,1,7018.344872,0,5487.3,1,0,0
0,1844,21.9,61,24.55000000000001,34.450000000000045,9.900000000000034,1,4228.970592,0,1335.8999999999999,1,0,0
0,1910,23.0,153,26.950000000000045,38.25,11.299999999999955,1,4600.3496,0,3519.0,1,0,0
1,1573,38.9,209,28.75,37.75,9.0,1,6407.785384,0,8130.099999999999,1,0,0
0,1442,43.6,148,24.850000000000023,34.55000000000001,9.699999999999989,1,6583.872064,0,6452.8,1,0,0
2,1502,39.5,38,30.150000000000034,38.150000000000034,8.0,0,6212.932879999999,0,1501.0,1,0,0
1,1546,39.8,121,28.650000000000034,36.650000000000034,8.0,0,6443.505375999999,0,4815.799999999999,1,0,0
1,1419,36.2,47,28.950000000000045,38.25,9.299999999999955,1,5379.236016000001,0,1701.4,1,0,0
0,1570,37.9,154,24.25,35.85000000000002,11.600000000000023,1,6231.154159999999,0,5836.599999999999,1,0,0
0,1478,42.9,183,25.05000000000001,35.25,10.199999999999989,1,6639.897264,0,7850.7,1,0,0
0,1705,26.3,177,25.450000000000045,35.05000000000001,9.599999999999966,1,4695.80188,0,4655.1,1,0,0
0,1457,46.4,168,30.350000000000023,39.35000000000002,9.0,1,7079.574655999999,0,7795.2,1,0,0
0,1396,44.5,117,28.350000000000023,37.35000000000002,9.0,1,6505.41584,0,5206.5,1,0,0
0,1677,31.1,191,26.450000000000045,36.25,9.799999999999955,1,5461.640184,0,5940.1,1,0,0
0,1499,37.4,7,30.75,40.05000000000001,9.300000000000011,1,5870.875472,0,261.8,1,0,0
0,1361,53.8,167,26.650000000000034,36.85000000000002,10.199999999999989,1,7667.786896,0,8984.6,1,0,0
0,1479,41.2,155,28.05000000000001,37.650000000000034,9.600000000000023,1,6381.092256,0,6386.0,1,0,0
2,1495,35.8,175,26.75,38.05000000000001,11.300000000000011,1,5604.71912,0,6264.999999999999,1,0,0
1,1533,35.9,204,28.75,36.55000000000001,7.800000000000011,0,5763.233783999999,0,7323.599999999999,1,0,0
1,1507,40.4,111,29.05000000000001,37.35000000000002,8.300000000000011,0,6375.6468159999995,0,4484.4,1,0,0
0,1496,45.0,104,25.950000000000045,37.05000000000001,11.099999999999966,1,7049.750399999999,0,4680.0,1,0,0
1,1608,35.0,212,27.05000000000001,38.450000000000045,11.400000000000034,1,5893.6416,0,7420.0,1,0,0
0,1712,30.9,204,24.05000000000001,34.950000000000045,10.900000000000034,1,5539.771775999999,0,6303.599999999999,1,0,0
2,1506,46.9,154,30.650000000000034,40.05000000000001,9.399999999999977,1,7396.520207999999,0,7222.599999999999,1,0,0
0,1357,48.2,7,24.850000000000023,35.05000000000001,10.199999999999989,1,6849.462928000001,0,337.40000000000003,1,0,0
0,1645,31.6,93,29.25,36.950000000000045,7.7000000000000455,0,5443.55504,0,2938.8,1,0,0
0,1401,47.3,10,25.650000000000034,35.25,9.599999999999966,1,6939.511655999999,0,473.0,1,0,0
0,1869,25.8,211,30.650000000000034,39.950000000000045,9.300000000000011,1,5049.619344,0,5443.8,1,0,0
2,1744,30.3,116,29.150000000000034,38.150000000000034,9.0,1,5533.739904,0,3514.8,1,0,0
1,1563,37.8,31,29.150000000000034,36.950000000000045,7.800000000000011,0,6187.004207999999,0,1171.8,1,0,0
1,1342,48.5,203,26.950000000000045,38.25,11.299999999999955,1,6815.910639999999,0,9845.5,1,0,0
1,1538,40.2,0,24.450000000000045,35.150000000000034,10.699999999999989,1,6474.5862720000005,0,0.0,1,0,0
0,1388,41.9,221,30.450000000000045,39.25,8.799999999999955,1,6090.221984,0,9259.9,1,0,0
0,1512,39.9,181,24.650000000000034,35.25,10.599999999999966,1,6317.631936,0,7221.9,1,0,0
1,1741,27.7,50,25.650000000000034,36.75,11.099999999999966,1,5050.195304,0,1385.0,1,0,0
0,1381,47.9,33,28.150000000000034,37.650000000000034,9.5,1,6927.217527999999,0,1580.7,1,0,0
0,1756,29.7,28,30.350000000000023,38.85000000000002,8.5,0,5461.483104,0,831.6,1,0,0
1,1510,38.7,66,25.650000000000034,35.35000000000002,9.699999999999989,1,6119.52264,0,2554.2000000000003,1,0,0
1,1433,38.5,14,22.950000000000045,33.950000000000045,11.0,1,5777.4547600000005,0,539.0,1,0,0
0,1910,20.2,41,27.950000000000045,38.05000000000001,10.099999999999966,1,4040.3070399999997,0,828.1999999999999,1,0,0
0,1451,48.6,208,27.350000000000023,36.85000000000002,9.5,1,7384.707791999999,0,10108.800000000001,1,0,0
0,1551,33.7,214,26.950000000000045,35.950000000000045,9.0,1,5473.578264,0,7211.8,1,0,0
1,1431,42.3,129,28.450000000000045,37.85000000000002,9.399999999999977,1,6338.8377359999995,0,5456.7,1,0,0
1,1684,31.4,72,23.25,34.35000000000002,11.100000000000023,1,5537.342272,0,2260.7999999999997,1,0,0
1,1439,47.4,57,26.650000000000034,36.25,9.599999999999966,1,7142.804592,0,2701.7999999999997,1,0,0
0,1438,45.7,106,26.350000000000023,37.55000000000001,11.199999999999989,1,6881.842352,0,4844.200000000001,1,0,0
0,1449,41.7,132,30.25,38.450000000000045,8.200000000000045,0,6327.527975999999,0,5504.400000000001,1,0,0
0,1473,42.6,232,29.650000000000034,39.150000000000034,9.5,1,6571.1590559999995,0,9883.2,1,0,0
0,1928,23.1,2,29.05000000000001,38.05000000000001,9.0,1,4663.893696,0,46.2,1,0,0
0,1521,39.3,151,24.950000000000045,35.05000000000001,10.099999999999966,1,6259.669415999999,0,5934.299999999999,1,0,0
0,1585,35.9,185,28.55000000000001,37.85000000000002,9.300000000000011,1,5958.72508,0,6641.5,1,0,0
0,1430,41.9,95,24.150000000000034,35.150000000000034,11.0,1,6274.508239999999,0,3980.5,1,0,0
0,1579,32.9,70,24.650000000000034,35.650000000000034,11.0,1,5440.109751999999,0,2303.0,1,0,0
0,1524,37.0,49,24.850000000000023,34.85000000000002,10.0,1,5904.95136,0,1813.0,1,0,0
1,1645,33.4,22,25.850000000000023,35.450000000000045,9.600000000000023,1,5753.6309599999995,0,734.8,1,0,0
0,1516,38.7,64,26.150000000000034,35.85000000000002,9.699999999999989,1,6143.838624,0,2476.8,1,0,0
1,1396,47.4,5,28.05000000000001,37.650000000000034,9.600000000000023,1,6929.364288,0,237.0,1,0,0
2,1606,34.5,156,28.850000000000023,36.75,7.899999999999977,0,5802.221039999999,0,5382.0,1,0,0
1,1530,39.9,107,28.25,37.650000000000034,9.400000000000034,1,6392.841839999999,0,4269.3,1,0,0
0,1861,23.3,73,25.850000000000023,36.35000000000002,10.5,1,4540.795336,0,1700.9,1,0,0
1,1412,47.8,130,26.650000000000034,36.25,9.599999999999966,1,7067.929791999999,0,6214.0,1,0,0
0,1437,46.3,149,24.450000000000045,34.950000000000045,10.5,1,6967.346232,0,6898.7,1,0,0
1,1867,23.4,225,26.450000000000045,36.05000000000001,9.599999999999966,1,4574.986416,0,5265.0,1,0,1
2,1658,27.6,69,25.850000000000023,37.150000000000034,11.300000000000011,1,4792.070976,0,1904.4,1,0,0
0,1694,28.7,195,25.55000000000001,35.25,9.699999999999989,1,5091.256016,0,5596.5,1,0,0
0,1920,22.3,223,27.450000000000045,37.150000000000034,9.699999999999989,1,4483.69152,0,4972.900000000001,1,0,0
0,1395,49.8,133,25.150000000000034,35.950000000000045,10.800000000000011,1,7275.003119999999,0,6623.4,1,0,0
0,1462,46.0,166,27.75,38.950000000000045,11.200000000000045,1,7042.62944,0,7636.0,1,0,0
0,1668,35.2,77,25.55000000000001,35.35000000000002,9.800000000000011,1,6148.488192,0,2710.4,1,0,0
1,1699,31.5,105,30.450000000000045,39.55000000000001,9.099999999999966,1,5604.4573199999995,0,3307.5,1,0,0
0,1510,42.5,146,26.650000000000034,36.25,9.599999999999966,1,6720.405999999999,0,6205.0,1,0,0
0,1525,39.0,90,26.25,35.55000000000001,9.300000000000011,1,6228.221999999999,0,3510.0,1,0,0
0,1457,44.4,28,24.75,35.950000000000045,11.200000000000045,1,6774.420575999999,0,1243.2,1,0,0
1,1571,32.7,17,29.150000000000034,38.25,9.099999999999966,1,5379.644424,0,555.9000000000001,1,0,0
0,1417,40.7,24,27.75,37.950000000000045,10.200000000000045,1,6039.401368,0,976.8000000000001,1,0,0
1,1722,24.7,64,25.55000000000001,35.450000000000045,9.900000000000034,1,4454.097647999999,0,1580.8,1,0,0
0,1501,50.0,203,25.25,35.75,10.5,1,7859.236,0,10150.0,1,0,0
1,1441,44.9,61,30.150000000000034,38.650000000000034,8.5,0,6775.478248,0,2738.9,1,0,0
1,1377,47.2,35,25.850000000000023,35.150000000000034,9.300000000000011,1,6806.213567999999,0,1652.0,1,0,0
0,1569,35.8,146,30.950000000000045,40.05000000000001,9.099999999999966,1,5882.143343999999,0,5226.799999999999,1,0,0
1,1338,49.6,56,24.75,35.950000000000045,11.200000000000045,1,6949.721855999999,0,2777.6,1,0,0
0,1683,32.1,85,29.75,39.35000000000002,9.600000000000023,1,5657.424696,0,2728.5,1,0,0
1,1428,39.9,88,30.950000000000045,40.35000000000002,9.399999999999977,1,5966.652383999999,0,3511.2,1,0,0
0,1549,34.7,189,26.950000000000045,38.35000000000002,11.399999999999977,1,5628.731416,0,6558.3,1,0,0
0,1374,53.6,143,26.05000000000001,35.35000000000002,9.300000000000011,1,7712.251008,0,7664.8,1,0,0
2,1654,31.0,91,23.450000000000045,34.55000000000001,11.099999999999966,1,5369.41328,0,2821.0,1,0,0
1,1609,34.2,217,28.650000000000034,37.05000000000001,8.399999999999977,0,5762.511216,0,7421.400000000001,1,0,0
2,1509,46.8,175,29.75,39.150000000000034,9.400000000000034,1,7395.452064,0,8189.999999999999,1,0,0
0,1554,36.3,62,26.450000000000045,37.85000000000002,11.399999999999977,1,5907.2761439999995,0,2250.6,1,0,0
1,1507,38.6,149,28.350000000000023,37.950000000000045,9.600000000000023,1,6091.583344000001,0,5751.400000000001,1,0,0
0,1448,50.5,53,29.25,38.05000000000001,8.800000000000011,1,7657.545279999999,0,2676.5,1,0,0
0,1511,35.7,120,24.150000000000034,35.450000000000045,11.300000000000011,1,5648.879544,0,4284.0,1,0,0
0,1522,46.4,2,25.75,35.450000000000045,9.700000000000045,1,7395.410175999999,0,92.8,1,0,0
