ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City
305,Mascara,Makeup,175.75,4.7,2230,968,0.19,1850,2023-07-14,Raleigh
306,Blush,Makeup,200.44,1.7,4083,413,0.46,1195,2023-08-29,San Diego
307,Lipstick,Makeup,444.59,3.6,4066,121,0.41,1654,2024-05-04,Mission Viejo
308,Foundation,Makeup,136.63,3.2,2196,396,0.11,1661,2023-08-15,Detroit
309,Blush,Makeup,283.33,1.7,1759,202,0.16,661,2023-10-21,Providence
310,Foundation,Makeup,469.32,1.2,3537,769,0.07,462,2023-09-03,Madison
311,Mascara,Makeup,114.62,3.0,4183,43,0.37,1706,2023-12-06,Hartford
312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,2024-02-25,Tucson
313,Lipstick,Makeup,439.8,2.7,361,185,0.0,128,2023-06-14,Mesa
314,Foundation,Makeup,441.91,2.1,1855,873,0.33,472,2024-06-02,Manhattan
315,Foundation,Makeup,369.2,3.5,922,65,0.18,1036,2024-03-18,San Francisco
316,Mascara,Makeup,382.89,1.1,2256,973,0.1,1441,2024-05-23,Phoenix
317,Lipstick,Makeup,380.57,4.4,3895,210,0.5,131,2024-02-22,Hartford
318,Foundation,Makeup,325.25,4.1,1013,226,0.07,1765,2023-08-07,Mesa
319,Blush,Makeup,97.4,1.1,4283,56,0.19,272,2024-02-14,Salt Lake City
320,Lipstick,Makeup,245.68,3.6,4431,697,0.28,899,2023-10-02,Hartford
321,Denim Jacket,Coats and jackets,341.47,4.2,3259,59,0.16,1342,2023-11-14,Palm Bay
322,Rain Jacket,Coats and jackets,350.75,4.0,2974,867,0.26,431,2023-12-22,Chicago
323,Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,2023-10-05,Provo
324,Denim Jacket,Coats and jackets,370.47,5.0,1019,117,0.32,400,2023-11-27,McAllen
325,Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.5,123,2024-03-29,Concord
326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,2024-02-26,San Juan
327,Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,2023-10-11,Hartford
328,Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,2024-03-30,Cape Coral
329,Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,2024-02-04,Indianapolis
330,Denim Jacket,Coats and jackets,367.46,4.1,685,827,0.07,1592,2024-05-12,Boise
331,Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,2023-11-05,Des Moines
332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,2024-02-27,Concord
333,Winter Coat,Coats and jackets,390.59,1.3,1719,618,0.03,249,2023-06-15,Rochester
334,Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,2023-10-08,Charlotte
335,Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,2024-01-22,Des Moines
336,Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,2023-08-12,Akron
337,Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,2024-02-16,Harrisburg
338,Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,2024-04-12,Boise
339,Rain Jacket,Coats and jackets,207.95,3.2,3669,176,0.27,965,2023-11-27,Chicago
340,Rain Jacket,Coats and jackets,247.5,1.7,1537,21,0.42,1089,2023-07-18,Kansas City
341,Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,2023-08-23,Spokane
342,Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,2023-09-09,Bridgeport
343,Denim Jacket,Coats and jackets,276.98,4.0,4979,213,0.01,743,2023-11-12,Springfield
344,Leather Jacket,Coats and jackets,441.0,4.5,3048,679,0.49,1049,2024-04-07,Atlanta
345,Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.2,226,2023-09-24,Virginia Beach
346,Leather Jacket,Coats and jackets,331.82,4.3,4402,778,0.1,1609,2024-06-04,Rochester
347,Denim Jacket,Coats and jackets,184.77,4.0,484,596,0.16,904,2024-04-26,Oakland
348,Leather Jacket,Coats and jackets,458.39,3.1,4563,453,0.4,774,2023-07-12,New York
349,Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,2024-02-04,Kansas City
350,Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,2023-10-10,Pittsburgh
351,Leather Jacket,Coats and jackets,442.38,4.2,3958,15,0.49,1132,2024-05-22,Las Vegas
352,Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,2024-02-05,Akron
353,Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,2024-01-31,Little Rock
354,Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,2024-04-13,Spokane
355,Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,2024-02-02,Tampa
356,Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,2024-01-01,Dallas
357,Denim Jacket,Coats and jackets,453.63,4.0,4433,313,0.31,278,2023-12-19,Concord
358,Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,2023-08-28,Austin
359,Denim Jacket,Coats and jackets,372.25,1.4,4578,935,0.0,1070,2023-11-24,Bakersfield
360,Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,2023-08-14,Philadelphia
361,Road Bike,Bicycles,186.59,1.3,1336,628,0.2,1677,2024-05-04,Columbia
362,Mountain Bike,Bicycles,396.34,3.7,2257,114,0.45,1274,2023-11-06,Omaha
363,Hybrid Bike,Bicycles,92.85,2.6,2597,141,0.43,839,2023-12-05,New Orleans
364,Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,2023-09-16,Detroit
365,Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,2023-09-11,Harrisburg
366,Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,2024-02-12,El Paso
367,Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,2023-08-31,Sacramento
368,Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,2023-11-03,Charlotte
369,Mountain Bike,Bicycles,33.59,4.6,4008,631,0.09,694,2024-05-27,Allentown
370,Mountain Bike,Bicycles,420.69,2.1,2315,34,0.13,493,2024-04-23,Bonita Springs
371,Mountain Bike,Bicycles,265.51,1.3,1299,868,0.3,1952,2023-11-24,Oklahoma City
372,Mountain Bike,Bicycles,26.0,4.5,4577,727,0.48,1031,2023-08-16,Palm Bay
373,Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,2024-01-17,Oakland
374,Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,2024-02-01,Riverside
375,Hybrid Bike,Bicycles,261.06,1.4,578,853,0.13,1185,2023-07-01,Colorado Springs
376,Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,2024-04-12,Rochester
377,Electric Bike,Bicycles,306.0,4.6,3451,361,0.49,92,2024-02-24,San Francisco
378,Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,2024-01-23,Richmond
379,Mountain Bike,Bicycles,12.7,1.0,1213,135,0.02,891,2023-06-25,Albuquerque
380,Road Bike,Bicycles,236.8,2.8,703,317,0.2,1845,2023-10-23,Harrisburg
381,Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,2023-12-12,San Francisco
382,Mountain Bike,Bicycles,24.54,3.7,1517,658,0.23,126,2024-04-27,Miami
383,Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,2023-09-18,New Haven
384,Mountain Bike,Bicycles,161.59,4.3,987,249,0.36,1176,2023-07-01,Baltimore
385,Road Bike,Bicycles,35.06,2.0,726,688,0.3,849,2024-01-18,Richmond
386,Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,2024-03-20,Reno
387,Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,2023-09-01,Colorado Springs
388,Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,2024-02-15,Palm Bay
389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,2024-03-11,Oklahoma City
390,Road Bike,Bicycles,416.22,5.0,4008,267,0.15,1856,2023-08-06,Austin
391,Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,2023-09-07,New Orleans
392,Electric Bike,Bicycles,329.62,4.4,1130,657,0.2,1452,2024-03-31,New Orleans
393,Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,2024-01-08,Jacksonville
394,Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,2024-02-15,Richmond
395,Electric Bike,Bicycles,202.56,3.1,3361,439,0.08,6,2023-11-29,Las Vegas
396,Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,2024-02-07,Brooklyn
397,Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,2023-07-27,Boise
398,Hybrid Bike,Bicycles,347.25,1.6,1399,343,0.25,74,2024-04-28,Birmingham
399,Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,2023-08-11,Memphis
400,Road Bike,Bicycles,380.54,2.8,4637,937,0.45,124,2024-05-06,Cincinnati
401,Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,2024-04-14,El Paso
402,Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,2023-08-12,Baton Rouge
403,Paint Set,Art and crafting materials,275.44,4.0,2390,946,0.18,1377,2024-02-24,Baltimore
404,Brushes,Art and crafting materials,96.81,3.0,382,532,0.48,358,2023-07-24,Portland
405,Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,2023-09-13,Detroit
406,Brushes,Art and crafting materials,441.35,3.5,3735,761,0.23,998,2023-07-07,Las Vegas
407,Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,2024-03-13,Knoxville
408,Paint Set,Art and crafting materials,303.57,2.4,3630,139,0.02,1781,2024-06-07,Oklahoma City
409,Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,2023-10-20,Miami
410,Canvas,Art and crafting materials,433.14,3.4,1610,416,0.28,406,2023-11-22,Denver
411,Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,2023-10-17,Queens
412,Canvas,Art and crafting materials,405.23,2.9,2558,328,0.03,940,2023-07-11,New Haven
413,Paint Set,Art and crafting materials,425.01,4.6,2490,836,0.26,1517,2023-12-06,Houston
414,Brushes,Art and crafting materials,369.67,4.1,4117,348,0.02,1858,2024-04-19,Virginia Beach
415,Sketchbook,Art and crafting materials,75.87,2.2,1999,203,0.4,1687,2024-05-08,Chicago
416,Canvas,Art and crafting materials,269.0,4.2,3234,18,0.1,793,2024-02-20,Staten Island
417,Canvas,Art and crafting materials,154.36,1.1,1088,291,0.42,0,2024-05-06,San Diego
418,Paint Set,Art and crafting materials,379.18,4.1,200,126,0.44,546,2023-12-01,Long Beach
419,Brushes,Art and crafting materials,53.42,3.0,413,990,0.03,1378,2024-04-01,Oakland
420,Brushes,Art and crafting materials,319.72,3.3,2015,289,0.0,82,2024-02-10,Toledo
421,Sketchbook,Art and crafting materials,156.79,1.3,2422,161,0.4,1679,2023-06-20,Charlotte
422,Canvas,Art and crafting materials,81.15,3.8,2158,926,0.12,294,2023-11-10,Albuquerque
423,Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,2023-07-27,Kansas City
424,Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,2023-09-05,Cincinnati
425,Sketchbook,Art and crafting materials,102.04,3.9,1589,563,0.32,1905,2024-05-29,Bonita Springs
426,Sketchbook,Art and crafting materials,359.84,4.3,2307,204,0.46,775,2024-05-31,San Jose
427,Brushes,Art and crafting materials,87.73,4.5,4449,638,0.03,1739,2024-04-24,Cincinnati
428,Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,2023-08-23,Phoenix
429,Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,2024-01-07,Grand Rapids
430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,2024-03-04,Washington
431,Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,2023-12-16,San Juan
432,Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,2024-02-13,Baton Rouge
433,Brushes,Art and crafting materials,12.14,1.7,3988,234,0.33,928,2024-05-19,Harrisburg
434,Canvas,Art and crafting materials,73.5,3.7,4888,605,0.13,1875,2023-11-14,Charlotte
435,Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,2024-01-18,San Jose
436,Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,2023-10-27,Grand Rapids
437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,2024-03-04,Raleigh
438,Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,2023-09-12,Virginia Beach
439,Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,2024-04-08,Boise
440,Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,2024-01-26,Portland
441,Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,2023-09-28,Staten Island
442,Water Bottle,Drinkware,357.6,4.8,674,920,0.37,613,2024-05-26,Bakersfield
443,Tea Cup,Drinkware,301.61,1.0,4266,408,0.48,1211,2023-07-02,Detroit
444,Water Bottle,Drinkware,383.53,2.8,2831,686,0.11,1627,2023-12-09,Mission Viejo
445,Tea Cup,Drinkware,71.52,1.1,2222,733,0.18,1444,2024-01-30,Allentown
446,Wine Glass,Drinkware,18.6,2.2,32,54,0.26,755,2023-08-04,Columbus
447,Water Bottle,Drinkware,289.62,3.3,4579,972,0.49,622,2023-08-10,Fresno
448,Coffee Mug,Drinkware,278.01,4.3,3030,728,0.15,1068,2023-11-11,Des Moines
449,Wine Glass,Drinkware,158.43,1.3,488,156,0.12,411,2023-11-20,Los Angeles
450,Wine Glass,Drinkware,39.26,3.7,515,601,0.5,630,2024-01-31,Kansas City
451,Tea Cup,Drinkware,495.75,3.2,3871,539,0.39,1552,2024-04-14,Concord
452,Water Bottle,Drinkware,105.96,1.6,25,24,0.39,1324,2023-07-09,Worcester
453,Wine Glass,Drinkware,491.01,3.1,3483,970,0.13,1072,2023-12-20,Concord
454,Tea Cup,Drinkware,175.3,3.9,1592,558,0.03,685,2023-10-14,Orlando
455,Water Bottle,Drinkware,82.18,1.0,2295,565,0.21,421,2023-10-30,Palm Bay
456,Wine Glass,Drinkware,183.59,4.8,2500,389,0.14,597,2023-11-15,Springfield
457,Water Bottle,Drinkware,277.82,2.7,1757,2,0.08,1116,2024-06-04,Boise
458,Tea Cup,Drinkware,449.86,3.7,3823,330,0.4,1546,2023-06-27,Phoenix
459,Tea Cup,Drinkware,332.97,1.4,4675,866,0.25,695,2023-07-28,Dayton
460,Wine Glass,Drinkware,490.76,3.3,356,600,0.46,310,2023-06-20,Minneapolis
461,Water Bottle,Drinkware,16.38,1.1,619,882,0.37,124,2023-06-24,Cleveland
462,Coffee Mug,Drinkware,480.47,3.1,929,246,0.2,361,2024-06-04,Des Moines
463,Water Bottle,Drinkware,361.98,2.0,4282,595,0.28,1877,2024-03-11,Bonita Springs
464,Water Bottle,Drinkware,305.5,4.3,3619,612,0.19,1179,2023-10-01,Seattle
465,Wine Glass,Drinkware,32.57,4.2,4967,321,0.26,943,2024-03-13,Sacramento
466,Water Bottle,Drinkware,220.06,1.1,3947,652,0.0,739,2023-09-21,Bridgeport
467,Water Bottle,Drinkware,204.94,4.7,2176,671,0.26,326,2023-10-15,Wichita
468,Wine Glass,Drinkware,202.3,4.0,3696,358,0.29,717,2024-05-26,Akron
469,Water Bottle,Drinkware,496.3,2.5,692,90,0.21,960,2024-02-19,San Juan
470,Coffee Mug,Drinkware,103.88,4.7,3699,854,0.25,1738,2024-05-02,Los Angeles
471,Coffee Mug,Drinkware,122.06,4.8,2401,748,0.11,1603,2023-11-28,Provo
472,Tea Cup,Drinkware,223.94,3.3,2635,281,0.42,1132,2023-12-07,Fresno
473,Wine Glass,Drinkware,448.11,4.8,4647,644,0.21,131,2023-09-07,Grand Rapids
474,Water Bottle,Drinkware,445.55,3.2,3180,220,0.13,1391,2024-01-17,San Jose
475,Tea Cup,Drinkware,428.96,1.8,3576,474,0.03,270,2023-11-30,Houston
476,Wine Glass,Drinkware,407.33,4.3,3607,535,0.33,1858,2023-08-27,New York
477,Coffee Mug,Drinkware,237.01,1.2,278,876,0.02,253,2023-12-14,Las Vegas
478,Water Bottle,Drinkware,270.69,3.4,699,565,0.18,1848,2024-01-26,Pittsburgh
479,Tea Cup,Drinkware,120.8,2.2,3388,211,0.12,1714,2023-07-06,Indianapolis
480,Wine Glass,Drinkware,103.65,2.2,4082,510,0.32,1192,2023-07-05,Albuquerque
481,Eau de Toilette,Perfume and cologne,158.44,2.3,1135,410,0.14,1208,2024-04-26,Buffalo
482,Eau de Toilette,Perfume and cologne,208.82,1.9,4308,309,0.3,752,2023-09-14,San Diego
483,Body Spray,Perfume and cologne,213.09,4.0,4538,161,0.39,520,2024-01-25,Las Vegas
484,Perfume Oil,Perfume and cologne,30.79,2.1,3907,559,0.15,152,2024-02-10,Washington
485,Eau de Parfum,Perfume and cologne,284.44,4.1,1752,562,0.18,488,2024-03-16,Minneapolis
486,Eau de Toilette,Perfume and cologne,351.63,3.9,1914,197,0.46,406,2023-12-28,Las Vegas
487,Eau de Parfum,Perfume and cologne,432.23,2.1,4858,680,0.1,1164,2024-04-03,Toledo
488,Eau de Toilette,Perfume and cologne,335.92,1.6,3408,574,0.38,1903,2023-12-20,Cleveland
489,Eau de Parfum,Perfume and cologne,474.07,3.0,1497,782,0.25,863,2024-02-05,Birmingham
490,Perfume Oil,Perfume and cologne,198.33,1.1,1907,418,0.01,825,2023-08-28,Baltimore
491,Eau de Toilette,Perfume and cologne,423.21,1.4,3386,924,0.41,888,2023-12-27,Birmingham
492,Body Spray,Perfume and cologne,220.5,2.2,3407,389,0.06,1263,2023-07-28,Denver
493,Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,2024-03-09,Harrisburg
494,Perfume Oil,Perfume and cologne,316.26,2.3,3093,882,0.25,839,2024-06-05,Albany
495,Eau de Toilette,Perfume and cologne,316.19,3.3,3062,594,0.31,499,2023-07-20,Charleston
496,Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,2024-03-07,Minneapolis
497,Eau de Parfum,Perfume and cologne,369.02,2.6,887,58,0.18,49,2024-05-24,Wichita
498,Eau de Toilette,Perfume and cologne,172.9,1.2,2606,678,0.47,1164,2024-03-20,Harrisburg
499,Eau de Toilette,Perfume and cologne,369.41,1.5,3474,127,0.38,759,2024-05-14,Detroit
500,Perfume Oil,Perfume and cologne,145.4,2.7,4664,391,0.03,1692,2023-11-23,New Orleans
501,Eau de Parfum,Perfume and cologne,60.53,3.2,1341,680,0.37,1497,2023-11-06,Little Rock
502,Eau de Parfum,Perfume and cologne,204.83,2.1,4873,97,0.24,207,2024-06-10,Austin
503,Perfume Oil,Perfume and cologne,279.31,3.8,153,938,0.3,218,2024-01-07,Raleigh
504,Body Spray,Perfume and cologne,476.2,2.2,2195,107,0.23,1506,2023-07-26,Denton
505,Eau de Toilette,Perfume and cologne,324.4,3.8,1742,282,0.34,480,2023-06-26,Tulsa
506,Perfume Oil,Perfume and cologne,295.94,3.1,2555,257,0.43,1088,2024-03-21,San Jose
507,Eau de Toilette,Perfume and cologne,230.05,3.4,4757,946,0.44,890,2023-10-08,Phoenix
508,Eau de Toilette,Perfume and cologne,316.35,2.5,283,448,0.01,1091,2024-06-05,Mesa
509,Eau de Parfum,Perfume and cologne,275.58,4.8,3491,72,0.42,617,2023-08-29,St. Louis
510,Eau de Toilette,Perfume and cologne,488.73,1.4,369,794,0.22,1442,2023-10-12,San Diego
511,Body Spray,Perfume and cologne,51.31,4.2,4462,270,0.41,378,2024-03-31,New York
512,Body Spray,Perfume and cologne,14.44,3.4,3856,42,0.32,169,2023-11-13,Des Moines
513,Eau de Parfum,Perfume and cologne,54.78,1.8,150,110,0.37,1070,2024-04-10,Knoxville
514,Eau de Parfum,Perfume and cologne,115.06,2.1,4897,295,0.18,945,2023-07-30,Virginia Beach
515,Eau de Toilette,Perfume and cologne,302.58,3.4,1629,303,0.17,1361,2024-05-05,Dayton
516,Body Spray,Perfume and cologne,413.26,4.7,3757,386,0.31,832,2024-03-13,Grand Rapids
517,Eau de Toilette,Perfume and cologne,152.83,4.1,2556,389,0.4,294,2023-09-02,Seattle
518,Eau de Parfum,Perfume and cologne,448.72,3.7,4663,186,0.23,444,2024-04-15,Bronx
519,Body Spray,Perfume and cologne,322.6,4.3,679,419,0.27,1642,2024-05-06,Memphis
520,Body Spray,Perfume and cologne,41.36,4.3,2559,138,0.3,1228,2023-09-26,Charlotte
521,White Wine,Wine,256.29,1.2,4917,87,0.46,1230,2024-02-04,Cape Coral
522,Rose Wine,Wine,359.35,1.0,120,384,0.46,1364,2024-01-31,Columbia
523,Red Wine,Wine,100.97,3.7,2668,302,0.34,802,2024-04-04,Louisville
524,Red Wine,Wine,161.81,2.0,2359,745,0.27,276,2024-04-12,Minneapolis
525,Rose Wine,Wine,47.55,4.5,2591,566,0.48,1571,2024-02-23,Charleston
526,White Wine,Wine,193.02,2.1,2895,96,0.16,828,2024-01-27,Charleston
527,White Wine,Wine,281.15,3.0,661,424,0.43,1449,2024-03-17,Queens
528,Red Wine,Wine,178.94,2.8,2942,725,0.15,1262,2023-12-30,Reno
529,Rose Wine,Wine,97.83,3.8,4590,623,0.06,1424,2023-10-09,Columbia
530,Sparkling Wine,Wine,432.86,3.1,3089,605,0.08,288,2023-11-16,Omaha
531,White Wine,Wine,91.22,4.6,4729,649,0.32,114,2024-01-02,Little Rock
532,Red Wine,Wine,113.83,2.2,2294,558,0.2,146,2024-02-15,Kansas City
533,Rose Wine,Wine,377.2,3.3,2410,508,0.21,1312,2024-05-24,Tucson
534,Rose Wine,Wine,351.25,3.8,448,924,0.25,1522,2024-01-23,Portland
535,White Wine,Wine,291.95,1.1,238,204,0.35,244,2023-07-28,Denton
536,Red Wine,Wine,175.23,1.6,4166,268,0.2,304,2024-06-05,Provo
537,White Wine,Wine,258.82,2.7,1776,573,0.4,1560,2023-10-05,Concord
538,Red Wine,Wine,209.98,4.5,2463,793,0.13,24,2023-08-07,Colorado Springs
539,Sparkling Wine,Wine,351.66,4.0,504,597,0.42,498,2023-06-14,Spokane
540,Rose Wine,Wine,149.9,3.1,3484,338,0.41,1960,2023-09-15,Bonita Springs
541,Rose Wine,Wine,16.55,2.6,2104,231,0.01,383,2024-04-25,Pittsburgh
542,White Wine,Wine,42.82,4.5,2763,750,0.27,291,2023-07-13,Little Rock
543,Sparkling Wine,Wine,277.34,4.9,4177,833,0.26,334,2024-05-23,Milwaukee
544,Sparkling Wine,Wine,471.85,1.2,2370,850,0.04,205,2023-07-28,Rochester
545,Sparkling Wine,Wine,43.67,2.5,2890,121,0.17,95,2023-07-01,Tucson
546,White Wine,Wine,116.66,3.6,670,123,0.05,1527,2023-11-18,Pittsburgh
547,Sparkling Wine,Wine,42.57,4.1,249,313,0.39,1452,2023-07-30,Chicago
548,Rose Wine,Wine,341.96,4.0,3426,484,0.1,43,2024-05-14,Sacramento
549,Rose Wine,Wine,93.24,1.8,219,901,0.37,400,2023-11-10,Bonita Springs
550,Rose Wine,Wine,302.61,3.6,803,489,0.29,1493,2024-04-11,Charleston
551,White Wine,Wine,160.38,2.7,53,527,0.1,1082,2023-08-04,Oklahoma City
552,Sparkling Wine,Wine,303.89,4.4,2781,715,0.36,394,2023-11-18,Port St. Lucie
553,Sparkling Wine,Wine,47.72,3.8,370,857,0.23,1341,2023-11-01,Bakersfield
554,Red Wine,Wine,143.25,3.8,4334,194,0.47,1245,2024-04-12,Bronx
555,Red Wine,Wine,269.07,4.3,3988,377,0.14,922,2023-06-22,Ogden
556,Rose Wine,Wine,139.67,3.6,974,206,0.39,1814,2023-07-22,Oklahoma City
557,Sparkling Wine,Wine,53.31,3.8,203,160,0.22,768,2023-12-30,Cincinnati
558,Rose Wine,Wine,139.36,2.7,607,674,0.41,827,2024-02-13,Concord
559,White Wine,Wine,336.76,2.3,2103,365,0.44,1767,2023-10-01,Omaha
560,Red Wine,Wine,223.85,3.7,2378,992,0.29,1791,2024-05-05,Detroit
561,Knee-High Socks,Socks,415.06,4.6,956,798,0.4,572,2023-07-01,Oakland
562,Ankle Socks,Socks,289.87,2.2,2828,880,0.48,458,2023-12-08,Tulsa
563,Wool Socks,Socks,394.03,3.3,4603,303,0.16,597,2023-12-29,Salt Lake City
564,Ankle Socks,Socks,384.53,3.5,991,355,0.02,206,2023-09-30,Jacksonville
565,Ankle Socks,Socks,12.62,4.8,4804,852,0.2,338,2024-05-18,Fresno
566,Knee-High Socks,Socks,495.43,4.0,2730,449,0.35,938,2024-01-11,Mesa
567,Knee-High Socks,Socks,289.05,4.5,650,621,0.19,539,2023-11-28,Buffalo
568,Ankle Socks,Socks,113.7,5.0,2827,561,0.32,1136,2023-12-25,Pittsburgh
569,Knee-High Socks,Socks,470.57,3.0,4383,906,0.42,1178,2024-04-18,Colorado Springs
570,Cotton Socks,Socks,192.83,4.8,2324,939,0.25,1448,2024-04-14,New Haven
571,Ankle Socks,Socks,487.38,1.3,917,850,0.37,838,2023-09-26,Reno
572,Wool Socks,Socks,97.88,3.8,1749,753,0.33,92,2024-01-22,Las Vegas
573,Cotton Socks,Socks,19.38,4.1,374,58,0.35,779,2023-08-21,St. Louis
574,Cotton Socks,Socks,345.99,4.6,3255,89,0.2,972,2023-07-26,Spokane
575,Wool Socks,Socks,418.56,3.6,1610,967,0.05,1834,2024-01-14,Louisville
576,Knee-High Socks,Socks,25.55,2.7,4735,339,0.44,1167,2023-07-30,Indianapolis
577,Ankle Socks,Socks,113.5,4.5,1262,951,0.1,1204,2023-11-10,Boise
578,Knee-High Socks,Socks,443.45,1.5,4274,211,0.11,464,2023-10-17,Rochester
579,Ankle Socks,Socks,486.96,2.9,2654,884,0.03,275,2023-10-25,New Haven
580,Wool Socks,Socks,487.92,4.3,3135,809,0.47,1938,2024-06-01,Atlanta
581,Cotton Socks,Socks,44.81,1.8,762,275,0.03,727,2024-04-21,Spokane
582,Ankle Socks,Socks,82.17,4.9,2040,807,0.06,235,2024-04-17,Minneapolis
583,Ankle Socks,Socks,401.16,2.3,903,92,0.12,1083,2024-01-26,Charleston
584,Ankle Socks,Socks,189.14,2.4,1036,991,0.49,1817,2024-03-18,San Jose
585,Knee-High Socks,Socks,81.99,2.4,2430,855,0.08,1494,2023-09-08,Allentown
586,Cotton Socks,Socks,416.36,3.8,3373,95,0.08,191,2023-09-20,Worcester
587,Knee-High Socks,Socks,158.78,2.2,3183,827,0.24,1168,2024-04-08,El Paso
588,Ankle Socks,Socks,492.27,2.6,2153,180,0.21,776,2023-09-08,Mesa
589,Wool Socks,Socks,180.06,3.2,2153,270,0.02,1526,2023-12-28,Mission Viejo
590,Wool Socks,Socks,494.83,4.6,3802,980,0.24,1743,2023-11-24,Madison
591,Ankle Socks,Socks,284.19,3.7,226,47,0.2,1462,2023-08-22,Cleveland
592,Knee-High Socks,Socks,213.91,3.1,2535,908,0.44,1252,2024-03-27,Memphis
593,Wool Socks,Socks,261.32,4.5,4405,131,0.49,1095,2023-09-05,Tampa
594,Wool Socks,Socks,334.22,1.6,1445,119,0.09,1757,2024-02-02,Buffalo
595,Wool Socks,Socks,209.21,4.6,2294,71,0.19,5,2023-11-19,Omaha
596,Knee-High Socks,Socks,400.89,2.5,698,75,0.28,1822,2023-06-29,Queens
