,pokedex_nr,en_name,type_1,type_2,link,type_list,de_name,type_1_german,type_2_german,type_list_ger,fr_name,jp_name,kor_name,chi_name
239,240,Magby,Fire,,https://www.pokewiki.de/Magby,['Fire'],Magby,Feuer,,['Feuer'],Magby,ブビィ(Buby),마그비(Mageubi),鴨嘴寶寶 / 鸭嘴宝宝(Yāzuǐbǎobǎo)
240,241,Miltank,Normal,,https://www.pokewiki.de/Miltank,['Normal'],Miltank,Normal,,['Normal'],Écrémeuh,ミルタンク(Miltank),밀탱크(Miltaengkeu),大奶罐 / 大奶罐(Dànǎiguàn)
241,242,Blissey,Normal,,https://www.pokewiki.de/Heiteira,['Normal'],Heiteira,Normal,,['Normal'],Leuphorie,ハピナス(Happinas),해피너스(Haepinaseu),幸福蛋 / 幸福蛋(Xìngfúdàn)
242,243,Raikou,Electric,,https://www.pokewiki.de/Raikou,['Electric'],Raikou,Elektro,,['Elektro'],Raikou,ライコウ(Raikou),라이코(Raiko),雷公 / 雷公(Léigōng)
243,244,Entei,Fire,,https://www.pokewiki.de/Entei,['Fire'],Entei,Feuer,,['Feuer'],Entei,エンテイ(Entei),앤테이(Aentei),炎帝 / 炎帝(Yándì)
244,245,Suicune,Water,,https://www.pokewiki.de/Suicune,['Water'],Suicune,Wasser,,['Wasser'],Suicune,スイクン(Suicune),스이쿤(Seuikun),水君 / 水君(Shuǐjūn)
245,246,Larvitar,Rock,Ground,https://www.pokewiki.de/Larvitar,"['Rock', 'Ground']",Larvitar,Gestein,Boden,"['Gestein', 'Boden']",Embrylex,ヨーギラス(Yogiras),애버라스(Aebeoraseu),幼基拉斯 / 幼基拉斯(Yòujīlāsī)
246,247,Pupitar,Rock,Ground,https://www.pokewiki.de/Pupitar,"['Rock', 'Ground']",Pupitar,Gestein,Boden,"['Gestein', 'Boden']",Ymphect,サナギラス(Sanagiras),데기라스(Degiraseu),沙基拉斯 / 沙基拉斯(Shājīlāsī)
247,248,Tyranitar,Rock,Dark,https://www.pokewiki.de/Despotar,"['Rock', 'Dark']",Despotar,Gestein,Unlicht,"['Gestein', 'Unlicht']",Tyranocif,バンギラス(Bangiras),마기라스(Magiraseu),班基拉斯 / 班基拉斯(Bānjīlāsī)
248,249,Lugia,Psychic,Flying,https://www.pokewiki.de/Lugia,"['Psychic', 'Flying']",Lugia,Psycho,Flug,"['Psycho', 'Flug']",Lugia,ルギア(Lugia),루기아(Rugia),洛奇亞 / 洛奇亚(Luòqíyà)
249,250,Ho-Oh,Fire,Flying,https://www.pokewiki.de/Ho-Oh,"['Fire', 'Flying']",Ho-Oh,Feuer,Flug,"['Feuer', 'Flug']",Ho-Oh,ホウオウ(Houou),칠색조(Chilsaekjo),鳳王 / 凤王(Fèngwáng)
250,251,Celebi,Psychic,Grass,https://www.pokewiki.de/Celebi,"['Psychic', 'Grass']",Celebi,Psycho,Pflanze,"['Psycho', 'Pflanze']",Celebi,セレビィ(Celebi),세레비(Serebi),時拉比 / 时拉比(Shílābǐ)
251,252,Treecko,Grass,,https://www.pokewiki.de/Geckarbor,['Grass'],Geckarbor,Pflanze,,['Pflanze'],Arcko,キモリ(Kimori),나무지기(Namujigi),木守宮 / 木守宫(Mùshǒugōng)
252,253,Grovyle,Grass,,https://www.pokewiki.de/Reptain,['Grass'],Reptain,Pflanze,,['Pflanze'],Massko,ジュプトル(Juptile),나무돌이(Namudori),森林蜥蜴 / 森林蜥蜴(Sēnlínxīyì)
253,254,Sceptile,Grass,,https://www.pokewiki.de/Gewaldro,['Grass'],Gewaldro,Pflanze,,['Pflanze'],Jungko,ジュカイン(Jukain),나무킹(Namuking),蜥蜴王 / 蜥蜴王(Xīyìwáng)
254,255,Torchic,Fire,,https://www.pokewiki.de/Flemmli,['Fire'],Flemmli,Feuer,,['Feuer'],Poussifeu,アチャモ(Achamo),아차모(Achamo),火稚雞 / 火稚鸡(Huǒzhìjī)
255,256,Combusken,Fire,Fight,https://www.pokewiki.de/Jungglut,"['Fire', 'Fight']",Jungglut,Feuer,Kampf,"['Feuer', 'Kampf']",Galifeu,ワカシャモ(Wakasyamo),영치코(Yeongchiko),力壯雞 / 力壮鸡(Lìzhuàngjī)
256,257,Blaziken,Fire,Fight,https://www.pokewiki.de/Lohgock,"['Fire', 'Fight']",Lohgock,Feuer,Kampf,"['Feuer', 'Kampf']",Braségali,バシャーモ(Bursyamo),번치코(Beonchiko),火焰雞 / 火焰鸡(Huǒyànjī)
257,258,Mudkip,Water,,https://www.pokewiki.de/Hydropi,['Water'],Hydropi,Wasser,,['Wasser'],Gobou,ミズゴロウ(Mizugorou),물짱이(Muljjang-i),水躍魚 / 水跃鱼(Shuǐyuèyú)
258,259,Marshtomp,Water,Ground,https://www.pokewiki.de/Moorabbel,"['Water', 'Ground']",Moorabbel,Wasser,Boden,"['Wasser', 'Boden']",Flobio,ヌマクロー(Numacraw),늪짱이(Neupjjang-i),沼躍魚 / 沼跃鱼(Zhǎoyuèyú)
259,260,Swampert,Water,Ground,https://www.pokewiki.de/Sumpex,"['Water', 'Ground']",Sumpex,Wasser,Boden,"['Wasser', 'Boden']",Laggron,ラグラージ(Laglarge),대짱이(Daejjang-i),巨沼怪 / 巨沼怪(Jùzhǎoguài)
260,261,Poochyena,Dark,,https://www.pokewiki.de/Fiffyen,['Dark'],Fiffyen,Unlicht,,['Unlicht'],Medhyèna,ポチエナ(Pochiena),포챠나(Pochyana),土狼犬 / 土狼犬(Tǔlángquǎn)
261,262,Mightyena,Dark,,https://www.pokewiki.de/Magnayen,['Dark'],Magnayen,Unlicht,,['Unlicht'],Grahyèna,グラエナ(Graena),그라에나(Geura-ena),大狼犬 / 大狼犬(Dàlángquǎn)
262,263,Zigzagoon,Normal,,https://www.pokewiki.de/Zigzachs,['Normal'],Zigzachs,Normal,,['Normal'],Zigzaton,ジグザグマ(Jiguzaguma),지그제구리(Jigeujeguri),蛇紋熊 / 蛇纹熊(Shéwénxióng)
263,264,Linoone,Normal,,https://www.pokewiki.de/Geradaks,['Normal'],Geradaks,Normal,,['Normal'],Linéon,マッスグマ(Massuguma),직구리(Jikguri),直衝熊 / 直冲熊(Zhíchōngxióng)
264,265,Wurmple,Bug,,https://www.pokewiki.de/Waumpel,['Bug'],Waumpel,Käfer,,['Käfer'],Chenipotte,ケムッソ(Kemusso),개무소(Gaemuso),刺尾蟲 / 刺尾虫(Cìwěichóng)
265,266,Silcoon,Bug,,https://www.pokewiki.de/Schaloko,['Bug'],Schaloko,Käfer,,['Käfer'],Armulys,カラサリス(Karasalis),실쿤(Silkun),甲殼繭 / 甲壳茧(Jiǎkéjiǎn)
266,267,Beautifly,Bug,Flying,https://www.pokewiki.de/Papinella,"['Bug', 'Flying']",Papinella,Käfer,Flug,"['Käfer', 'Flug']",Charmillon,アゲハント(Agehunt),뷰티플라이(Byutipeullai),狩獵鳳蝶 / 狩猎凤蝶(Shòulièfèngdié)
267,268,Cascoon,Bug,,https://www.pokewiki.de/Panekon,['Bug'],Panekon,Käfer,,['Käfer'],Blindalys,マユルド(Mayuld),카스쿤(Kaseukun),盾甲繭 / 盾甲茧(Dùnjiǎjiǎn)
268,269,Dustox,Bug,Poison,https://www.pokewiki.de/Pudox,"['Bug', 'Poison']",Pudox,Käfer,Gift,"['Käfer', 'Gift']",Papinox,ドクケイル(Dokucale),독케일(Dokkeil),毒粉蛾 / 毒粉蛾(Dúfěn'é)
269,270,Lotad,Water,Grass,https://www.pokewiki.de/Loturzel,"['Water', 'Grass']",Loturzel,Wasser,Pflanze,"['Wasser', 'Pflanze']",Nénupiot,ハスボー(Hassboh),연꽃몬(Yeonkkotmon),蓮葉童子 / 莲叶童子(Liányètóngzǐ)
270,271,Lombre,Water,Grass,https://www.pokewiki.de/Lombrero,"['Water', 'Grass']",Lombrero,Wasser,Pflanze,"['Wasser', 'Pflanze']",Lombre,ハスブレロ(Hasubrero),로토스(Rotoseu),蓮帽小童 / 莲帽小童(Liánmàoxiǎotóng)
271,272,Ludicolo,Water,Grass,https://www.pokewiki.de/Kappalores,"['Water', 'Grass']",Kappalores,Wasser,Pflanze,"['Wasser', 'Pflanze']",Ludicolo,ルンパッパ(Runpappa),로파파(Ropapa),樂天河童 / 乐天河童(Lètiānhétóng)
272,273,Seedot,Grass,,https://www.pokewiki.de/Samurzel,['Grass'],Samurzel,Pflanze,,['Pflanze'],Grainipiot,タネボー(Taneboh),도토링(Dotoring),橡實果 / 橡实果(Xiàngshíguǒ)
273,274,Nuzleaf,Grass,Dark,https://www.pokewiki.de/Blanas,"['Grass', 'Dark']",Blanas,Pflanze,Unlicht,"['Pflanze', 'Unlicht']",Pifeuil,コノハナ(Konohana),잎새코(Ipsaeko),長鼻葉 / 长鼻叶(Chángbíyè)
274,275,Shiftry,Grass,Dark,https://www.pokewiki.de/Tengulist,"['Grass', 'Dark']",Tengulist,Pflanze,Unlicht,"['Pflanze', 'Unlicht']",Tengalice,ダーテング(Dirteng),다탱구(Dataenggu),狡猾天狗 / 狡猾天狗(Jiǎohuátiāngǒu)
275,276,Taillow,Normal,Flying,https://www.pokewiki.de/Schwalbini,"['Normal', 'Flying']",Schwalbini,Normal,Flug,"['Normal', 'Flug']",Nirondelle,スバメ(Subame),테일로(Teillo),傲骨燕 / 傲骨燕(Àogǔyàn)
276,277,Swellow,Normal,Flying,https://www.pokewiki.de/Schwalboss,"['Normal', 'Flying']",Schwalboss,Normal,Flug,"['Normal', 'Flug']",Hélédelle,オオスバメ(Ohsubame),스왈로(Seuwallo),大王燕 / 大王燕(Dàwángyàn)
277,278,Wingull,Water,Flying,https://www.pokewiki.de/Wingull,"['Water', 'Flying']",Wingull,Wasser,Flug,"['Wasser', 'Flug']",Goélise,キャモメ(Camome),갈모매(Galmomae),長翅鷗 / 长翅鸥(Chángchì'ōu)
278,279,Pelipper,Water,Flying,https://www.pokewiki.de/Pelipper,"['Water', 'Flying']",Pelipper,Wasser,Flug,"['Wasser', 'Flug']",Bekipan,ペリッパー(Pelipper),패리퍼(Paeripeo),大嘴鷗 / 大嘴鸥(Dàzuǐ'ōu)
279,280,Ralts,Psychic,Fairy,https://www.pokewiki.de/Trasla,"['Psychic', 'Fairy']",Trasla,Psycho,Fee,"['Psycho', 'Fee']",Tarsal,ラルトス(Ralts),랄토스(Raltoseu),拉魯拉絲 / 拉鲁拉丝(Lālǔlāsī)
280,281,Kirlia,Psychic,Fairy,https://www.pokewiki.de/Kirlia,"['Psychic', 'Fairy']",Kirlia,Psycho,Fee,"['Psycho', 'Fee']",Kirlia,キルリア(Kirlia),킬리아(Killia),奇魯莉安 / 奇鲁莉安(Qílǔlì'ān)
281,282,Gardevoir,Psychic,Fairy,https://www.pokewiki.de/Guardevoir,"['Psychic', 'Fairy']",Guardevoir,Psycho,Fee,"['Psycho', 'Fee']",Gardevoir,サーナイト(Sirnight),가디안(Gadian),沙奈朵 / 沙奈朵(Shānàiduǒ)
282,283,Surskit,Bug,Water,https://www.pokewiki.de/Gehweiher,"['Bug', 'Water']",Gehweiher,Käfer,Wasser,"['Käfer', 'Wasser']",Arakdo,アメタマ(Ametama),비구술(Bigusul),溜溜糖球 / 溜溜糖球(Liūliūtángqiú)
283,284,Masquerain,Bug,Flying,https://www.pokewiki.de/Maskeregen,"['Bug', 'Flying']",Maskeregen,Käfer,Flug,"['Käfer', 'Flug']",Maskadra,アメモース(Amemoth),비나방(Binabang),雨翅蛾 / 雨翅蛾(Yǔchì'é)
284,285,Shroomish,Grass,,https://www.pokewiki.de/Knilz,['Grass'],Knilz,Pflanze,,['Pflanze'],Balignon,キノココ(Kinococo),버섯꼬(Beoseotkko),蘑蘑菇 / 蘑蘑菇(Mómógū)
285,286,Breloom,Grass,Fight,https://www.pokewiki.de/Kapilz,"['Grass', 'Fight']",Kapilz,Pflanze,Kampf,"['Pflanze', 'Kampf']",Chapignon,キノガッサ(Kinogassa),버섯모(Beoseotmo),斗笠菇 / 斗笠菇(Dǒulìgū)
286,287,Slakoth,Normal,,https://www.pokewiki.de/Bummelz,['Normal'],Bummelz,Normal,,['Normal'],Parecool,ナマケロ(Namakero),게을로(Geeullo),懶人獺 / 懒人獭(Lǎnréntǎ)
287,288,Vigoroth,Normal,,https://www.pokewiki.de/Muntier,['Normal'],Muntier,Normal,,['Normal'],Vigoroth,ヤルキモノ(Yarukimono),발바로(Balbaro),過動猿 / 过动猿(Guòdòngyuán)
288,289,Slaking,Normal,,https://www.pokewiki.de/Letarking,['Normal'],Letarking,Normal,,['Normal'],Monaflèmit,ケッキング(Kekking),게을킹(Geeulking),請假王 / 请假王(Qǐngjiàwáng)
289,290,Nincada,Bug,Ground,https://www.pokewiki.de/Nincada,"['Bug', 'Ground']",Nincada,Käfer,Boden,"['Käfer', 'Boden']",Ningale,ツチニン(Tutinin),토중몬(Tojungmon),土居忍士 / 土居忍士(Tǔjūrěnshì)
290,291,Ninjask,Bug,Flying,https://www.pokewiki.de/Ninjask,"['Bug', 'Flying']",Ninjask,Käfer,Flug,"['Käfer', 'Flug']",Ninjask,テッカニン(Tekkanin),아이스크(Aiseukeu),鐵面忍者 / 铁面忍者(Tiěmiànrěnzhě)
291,292,Shedinja,Bug,Ghost,https://www.pokewiki.de/Ninjatom,"['Bug', 'Ghost']",Ninjatom,Käfer,Geist,"['Käfer', 'Geist']",Munja,ヌケニン(Nukenin),껍질몬(Kkeopjilmon),脫殼忍者 / 脱壳忍者(Tuōkérěnzhě)
292,293,Whismur,Normal,,https://www.pokewiki.de/Flurmel,['Normal'],Flurmel,Normal,,['Normal'],Chuchmur,ゴニョニョ(Gonyonyo),소곤룡(Sogonryong),咕妞妞 / 咕妞妞(Gūniūniū)
293,294,Loudred,Normal,,https://www.pokewiki.de/Krakeelo,['Normal'],Krakeelo,Normal,,['Normal'],Ramboum,ドゴーム(Dogohmb),노공룡(Nogongryong),吼爆彈 / 吼爆弹(Hǒubàodàn)
294,295,Exploud,Normal,,https://www.pokewiki.de/Krawumms,['Normal'],Krawumms,Normal,,['Normal'],Brouhabam,バクオング(Bakuong),폭음룡(Pogeumryong),爆音怪 / 爆音怪(Bàoyīnguài)
295,296,Makuhita,Fight,,https://www.pokewiki.de/Makuhita,['Fight'],Makuhita,Kampf,,['Kampf'],Makuhita,マクノシタ(Makunoshita),마크탕(Makeutang),幕下力士 / 幕下力士(Mùxiàlìshì)
296,297,Hariyama,Fight,,https://www.pokewiki.de/Hariyama,['Fight'],Hariyama,Kampf,,['Kampf'],Hariyama,ハリテヤマ(Hariteyama),하리뭉(Harimung),鐵掌力士 / 铁掌力士(Tiězhǎnglìshì)
297,298,Azurill,Normal,Fairy,https://www.pokewiki.de/Azurill,"['Normal', 'Fairy']",Azurill,Normal,Fee,"['Normal', 'Fee']",Azurill,ルリリ(Ruriri),루리리(Ruriri),露力麗 / 露力丽(Lùlìlí)
298,299,Nosepass,Rock,,https://www.pokewiki.de/Nasgnet,['Rock'],Nasgnet,Gestein,,['Gestein'],Tarinor,ノズパス(Nosepass),코코파스(Kokopaseu),朝北鼻 / 朝北鼻(Cháoběibí)
299,300,Skitty,Normal,,https://www.pokewiki.de/Eneco,['Normal'],Eneco,Normal,,['Normal'],Skitty,エネコ(Eneco),에나비(Enabi),向尾喵 / 向尾喵(Xiàngwěimiāo)
300,301,Delcatty,Normal,,https://www.pokewiki.de/Enekoro,['Normal'],Enekoro,Normal,,['Normal'],Delcatty,エネコロロ(Enekororo),델케티(Delketi),優雅貓 / 优雅猫(Yōuyǎmāo)
301,302,Sableye,Dark,Ghost,https://www.pokewiki.de/Zobiris,"['Dark', 'Ghost']",Zobiris,Unlicht,Geist,"['Unlicht', 'Geist']",Ténéfix,ヤミラミ(Yamirami),깜까미(Kkamkkami),勾魂眼 / 勾魂眼(Gōuhúnyǎn)
302,303,Mawile,Steel,Fairy,https://www.pokewiki.de/Flunkifer,"['Steel', 'Fairy']",Flunkifer,Stahl,Fee,"['Stahl', 'Fee']",Mysdibule,クチート(Kucheat),입치트(Ipchiteu),大嘴娃 / 大嘴娃(Dàzuǐwá)
303,304,Aron,Steel,Rock,https://www.pokewiki.de/Stollunior,"['Steel', 'Rock']",Stollunior,Stahl,Gestein,"['Stahl', 'Gestein']",Galekid,ココドラ(Cokodora),가보리(Gabori),可可多拉 / 可可多拉(Kěkěduōlā)
304,305,Lairon,Steel,Rock,https://www.pokewiki.de/Stollrak,"['Steel', 'Rock']",Stollrak,Stahl,Gestein,"['Stahl', 'Gestein']",Galegon,コドラ(Kodora),갱도라(Gaengdora),可多拉 / 可多拉(Kěduōlā)
305,306,Aggron,Steel,Rock,https://www.pokewiki.de/Stolloss,"['Steel', 'Rock']",Stolloss,Stahl,Gestein,"['Stahl', 'Gestein']",Galeking,ボスゴドラ(Bossgodora),보스로라(Boseurora),波士可多拉 / 波士可多拉(Bōshìkěduōlā)
306,307,Meditite,Fight,Psychic,https://www.pokewiki.de/Meditie,"['Fight', 'Psychic']",Meditie,Kampf,Psycho,"['Kampf', 'Psycho']",Méditikka,アサナン(Asanan),요가랑(Yogarang),瑪沙那 / 玛沙那(Mǎshānà)
307,308,Medicham,Fight,Psychic,https://www.pokewiki.de/Meditalis,"['Fight', 'Psychic']",Meditalis,Kampf,Psycho,"['Kampf', 'Psycho']",Charmina,チャーレム(Charem),요가램(Yogaraem),恰雷姆 / 恰雷姆(Qiàléimǔ)
308,309,Electrike,Electric,,https://www.pokewiki.de/Frizelbliz,['Electric'],Frizelbliz,Elektro,,['Elektro'],Dynavolt,ラクライ(Rakurai),썬더라이(Sseondeorai),落雷獸 / 落雷兽(Luòléishòu)
309,310,Manectric,Electric,,https://www.pokewiki.de/Voltenso,['Electric'],Voltenso,Elektro,,['Elektro'],Élecsprint,ライボルト(Livolt),썬더볼트(Sseondeobolteu),雷電獸 / 雷电兽(Léidiànshòu)
310,311,Plusle,Electric,,https://www.pokewiki.de/Plusle,['Electric'],Plusle,Elektro,,['Elektro'],Posipi,プラスル(Prasle),플러시(Peulleosi),正電拍拍 / 正电拍拍(Zhèngdiànpāipāi)
311,312,Minun,Electric,,https://www.pokewiki.de/Minun,['Electric'],Minun,Elektro,,['Elektro'],Négapi,マイナン(Minun),마이농(Mainong),負電拍拍 / 负电拍拍(Fùdiànpāipāi)
312,313,Volbeat,Bug,,https://www.pokewiki.de/Volbeat,['Bug'],Volbeat,Käfer,,['Käfer'],Muciole,バルビート(Barubeat),볼비트(Bolbiteu),電螢蟲 / 电萤虫(Diànyíngchóng)
313,314,Illumise,Bug,,https://www.pokewiki.de/Illumise,['Bug'],Illumise,Käfer,,['Käfer'],Lumivole,イルミーゼ(Illumise),네오비트(Ne-obiteu),甜甜螢 / 甜甜萤(Tiántiányíng)
314,315,Roselia,Grass,Poison,https://www.pokewiki.de/Roselia,"['Grass', 'Poison']",Roselia,Pflanze,Gift,"['Pflanze', 'Gift']",Rosélia,ロゼリア(Roselia),로젤리아(Rojellia),毒薔薇 / 毒蔷薇(Dúqiángwēi)
315,316,Gulpin,Poison,,https://www.pokewiki.de/Schluppuck,['Poison'],Schluppuck,Gift,,['Gift'],Gloupti,ゴクリン(Gokulin),꼴깍몬(Kkolkkakmon),溶食獸 / 溶食兽(Róngshíshòu)
316,317,Swalot,Poison,,https://www.pokewiki.de/Schlukwech,['Poison'],Schlukwech,Gift,,['Gift'],Avaltout,マルノーム(Marunoom),꿀꺽몬(Kkulkkeokmon),吞食獸 / 吞食兽(Tūnshíshòu)
317,318,Carvanha,Water,Dark,https://www.pokewiki.de/Kanivanha,"['Water', 'Dark']",Kanivanha,Wasser,Unlicht,"['Wasser', 'Unlicht']",Carvanha,キバニア(Kibanha),샤프니아(Syapeunia),利牙魚 / 利牙鱼(Lìyáyú)
318,319,Sharpedo,Water,Dark,https://www.pokewiki.de/Tohaido,"['Water', 'Dark']",Tohaido,Wasser,Unlicht,"['Wasser', 'Unlicht']",Sharpedo,サメハダー(Samehader),샤크니아(Syakeunia),巨牙鯊 / 巨牙鲨(Jùyáshā)
319,320,Wailmer,Water,,https://www.pokewiki.de/Wailmer,['Water'],Wailmer,Wasser,,['Wasser'],Wailmer,ホエルコ(Hoeruko),고래왕자(Goraewangja),吼吼鯨 / 吼吼鲸(Hǒuhǒujīng)
320,321,Wailord,Water,,https://www.pokewiki.de/Wailord,['Water'],Wailord,Wasser,,['Wasser'],Wailord,ホエルオー(Whaloh),고래왕(Goraewang),吼鯨王 / 吼鲸王(Hǒujīngwáng)
321,322,Numel,Fire,Ground,https://www.pokewiki.de/Camaub,"['Fire', 'Ground']",Camaub,Feuer,Boden,"['Feuer', 'Boden']",Chamallot,ドンメル(Donmel),둔타(Dunta),呆火駝 / 呆火驼(Dāihuǒtuó)
322,323,Camerupt,Fire,Ground,https://www.pokewiki.de/Camerupt,"['Fire', 'Ground']",Camerupt,Feuer,Boden,"['Feuer', 'Boden']",Camérupt,バクーダ(Bakuuda),폭타(Pokta),噴火駝 / 喷火驼(Pēnhuǒtuó)
323,324,Torkoal,Fire,,https://www.pokewiki.de/Qurtel,['Fire'],Qurtel,Feuer,,['Feuer'],Chartor,コータス(Cotoise),코터스(Koteoseu),煤炭龜 / 煤炭龟(Méitànguī)
324,325,Spoink,Psychic,,https://www.pokewiki.de/Spoink,['Psychic'],Spoink,Psycho,,['Psycho'],Spoink,バネブー(Baneboo),피그점프(Pigeujeompeu),跳跳豬 / 跳跳猪(Tiàotiàozhū)
325,326,Grumpig,Psychic,,https://www.pokewiki.de/Groink,['Psychic'],Groink,Psycho,,['Psycho'],Groret,ブーピッグ(Boopig),피그킹(Pigeuking),噗噗豬 / 噗噗猪(Pūpūzhū)
326,327,Spinda,Normal,,https://www.pokewiki.de/Pandir,['Normal'],Pandir,Normal,,['Normal'],Spinda,パッチール(Patcheel),얼루기(Eollugi),晃晃斑 / 晃晃斑(Huànghuàngbān)
327,328,Trapinch,Ground,,https://www.pokewiki.de/Knacklion,['Ground'],Knacklion,Boden,,['Boden'],Kraknoix,ナックラー(Nuckrar),톱치(Topchi),大顎蟻 / 大颚蚁(Dà‘èyǐ)
328,329,Vibrava,Ground,Dragon,https://www.pokewiki.de/Vibrava,"['Ground', 'Dragon']",Vibrava,Boden,Drache,"['Boden', 'Drache']",Vibraninf,ビブラーバ(Vibrava),비브라바(Bibeuraba),超音波幼蟲 / 超音波幼虫(Chāoyīnbōyòuchóng)
329,330,Flygon,Ground,Dragon,https://www.pokewiki.de/Libelldra,"['Ground', 'Dragon']",Libelldra,Boden,Drache,"['Boden', 'Drache']",Libégon,フライゴン(Flygon),플라이곤(Peullaigon),沙漠蜻蜓 / 沙漠蜻蜓(Shāmòqīngtíng)
330,331,Cacnea,Grass,,https://www.pokewiki.de/Tuska,['Grass'],Tuska,Pflanze,,['Pflanze'],Cacnea,サボネア(Sabonea),선인왕(Seoninwang),刺球仙人掌 / 刺球仙人掌(Cìqiúxiānrénzhǎng)
331,332,Cacturne,Grass,Dark,https://www.pokewiki.de/Noktuska,"['Grass', 'Dark']",Noktuska,Pflanze,Unlicht,"['Pflanze', 'Unlicht']",Cacturne,ノクタス(Noctus),밤선인(Bamseonin),夢歌仙人掌 / 梦歌仙人掌(Mènggēxiānrénzhǎng)
332,333,Swablu,Normal,Flying,https://www.pokewiki.de/Wablu,"['Normal', 'Flying']",Wablu,Normal,Flug,"['Normal', 'Flug']",Tylton,チルット(Tyltto),파비코(Pabiko),青綿鳥 / 青绵鸟(Qīngmiánniǎo)
333,334,Altaria,Dragon,Flying,https://www.pokewiki.de/Altaria,"['Dragon', 'Flying']",Altaria,Drache,Flug,"['Drache', 'Flug']",Altaria,チルタリス(Tyltalis),파비코리(Pabikori),七夕青鳥 / 七夕青鸟(Qīxīqīngniǎo)
334,335,Zangoose,Normal,,https://www.pokewiki.de/Sengo,['Normal'],Sengo,Normal,,['Normal'],Mangriff,ザングース(Zangoose),쟝고(Jyanggo),貓鼬斬 / 猫鼬斩(Māoyòuzhǎn)
335,336,Seviper,Poison,,https://www.pokewiki.de/Vipitis,['Poison'],Vipitis,Gift,,['Gift'],Séviper,ハブネーク(Habunake),세비퍼(Sebipeo),飯匙蛇 / 饭匙蛇(Fànchíshé)
336,337,Lunatone,Rock,Psychic,https://www.pokewiki.de/Lunastein,"['Rock', 'Psychic']",Lunastein,Gestein,Psycho,"['Gestein', 'Psycho']",Séléroc,ルナトーン(Lunatone),루나톤(Runaton),月石 / 月石(Yuèshí)
337,338,Solrock,Rock,Psychic,https://www.pokewiki.de/Sonnfel,"['Rock', 'Psychic']",Sonnfel,Gestein,Psycho,"['Gestein', 'Psycho']",Solaroc,ソルロック(Solrock),솔록(Sollok),太陽岩 / 太阳岩(Tàiyángyán)
338,339,Barboach,Water,Ground,https://www.pokewiki.de/Schmerbe,"['Water', 'Ground']",Schmerbe,Wasser,Boden,"['Wasser', 'Boden']",Barloche,ドジョッチ(Dojoach),미꾸리(Mikkuri),泥泥鰍 / 泥泥鳅(Níníqiū)
339,340,Whiscash,Water,Ground,https://www.pokewiki.de/Welsar,"['Water', 'Ground']",Welsar,Wasser,Boden,"['Wasser', 'Boden']",Barbicha,ナマズン(Namazun),메깅(Meging),鯰魚王 / 鲶鱼王(Niányúwáng)
340,341,Corphish,Water,,https://www.pokewiki.de/Krebscorps,['Water'],Krebscorps,Wasser,,['Wasser'],Écrapince,ヘイガニ(Heigani),가재군(Gajaegun),龍蝦小兵 / 龙虾小兵(Lóngxiāxiǎobīng)
341,342,Crawdaunt,Water,Dark,https://www.pokewiki.de/Krebutack,"['Water', 'Dark']",Krebutack,Wasser,Unlicht,"['Wasser', 'Unlicht']",Colhomard,シザリガー(Shizariger),가재장군(Gajaejanggun),鐵螯龍蝦 / 铁螯龙虾(Tiě'áolóngxiā)
342,343,Baltoy,Ground,Psychic,https://www.pokewiki.de/Puppance,"['Ground', 'Psychic']",Puppance,Boden,Psycho,"['Boden', 'Psycho']",Balbuto,ヤジロン(Yajilon),오뚝군(Ottukgun),天秤偶 / 天秤偶(Tiānchèng'ǒu)
343,344,Claydol,Ground,Psychic,https://www.pokewiki.de/Lepumentas,"['Ground', 'Psychic']",Lepumentas,Boden,Psycho,"['Boden', 'Psycho']",Kaorine,ネンドール(Nendoll),점토도리(Jeomtodori),念力土偶 / 念力土偶(Niànlìtǔ'ǒu)
344,345,Lileep,Rock,Grass,https://www.pokewiki.de/Liliep,"['Rock', 'Grass']",Liliep,Gestein,Pflanze,"['Gestein', 'Pflanze']",Lilia,リリーラ(Lilyla),릴링(Rilling),觸手百合 / 触手百合(Chùshǒubǎihé)
345,346,Cradily,Rock,Grass,https://www.pokewiki.de/Wielie,"['Rock', 'Grass']",Wielie,Gestein,Pflanze,"['Gestein', 'Pflanze']",Vacilys,ユレイドル(Yuradle),릴리요(Rilliyo),搖籃百合 / 摇篮百合(Yáolánbǎihé)
346,347,Anorith,Rock,Bug,https://www.pokewiki.de/Anorith,"['Rock', 'Bug']",Anorith,Gestein,Käfer,"['Gestein', 'Käfer']",Anorith,アノプス(Anopth),아노딥스(Anodipseu),太古羽蟲 / 太古羽虫(Tàigǔyǔchóng)
347,348,Armaldo,Rock,Bug,https://www.pokewiki.de/Armaldo,"['Rock', 'Bug']",Armaldo,Gestein,Käfer,"['Gestein', 'Käfer']",Armaldo,アーマルド(Armaldo),아말도(Amaldo),太古盔甲 / 太古盔甲(Tàigǔkuījiǎ)
348,349,Feebas,Water,,https://www.pokewiki.de/Barschwa,['Water'],Barschwa,Wasser,,['Wasser'],Barpau,ヒンバス(Hinbass),빈티나(Bintina),醜醜魚 / 丑丑鱼(Chǒuchǒuyú)
349,350,Milotic,Water,,https://www.pokewiki.de/Milotic,['Water'],Milotic,Wasser,,['Wasser'],Milobellus,ミロカロス(Milokaross),밀로틱(Millotik),美納斯 / 美纳斯(Měinàsī)
