Id,ActivityHour,TotalIntensity,AverageIntensity
2873212765,4/14/2016 3:00:00 PM,17,0.283333
2873212765,4/14/2016 4:00:00 PM,1,0.016667
2873212765,4/14/2016 5:00:00 PM,20,0.333333
2873212765,4/14/2016 6:00:00 PM,29,0.483333
2873212765,4/14/2016 7:00:00 PM,14,0.233333
2873212765,4/14/2016 8:00:00 PM,19,0.316667
2873212765,4/14/2016 9:00:00 PM,12,0.2
2873212765,4/14/2016 10:00:00 PM,0,0
2873212765,4/14/2016 11:00:00 PM,0,0
2873212765,4/15/2016 12:00:00 AM,0,0
2873212765,4/15/2016 1:00:00 AM,0,0
2873212765,4/15/2016 2:00:00 AM,0,0
2873212765,4/15/2016 3:00:00 AM,0,0
2873212765,4/15/2016 4:00:00 AM,0,0
2873212765,4/15/2016 5:00:00 AM,27,0.45
2873212765,4/15/2016 6:00:00 AM,29,0.483333
2873212765,4/15/2016 7:00:00 AM,26,0.433333
2873212765,4/15/2016 8:00:00 AM,24,0.4
2873212765,4/15/2016 9:00:00 AM,34,0.566667
2873212765,4/15/2016 10:00:00 AM,33,0.55
2873212765,4/15/2016 11:00:00 AM,20,0.333333
2873212765,4/15/2016 12:00:00 PM,43,0.716667
2873212765,4/15/2016 1:00:00 PM,25,0.416667
2873212765,4/15/2016 2:00:00 PM,40,0.666667
2873212765,4/15/2016 3:00:00 PM,27,0.45
2873212765,4/15/2016 4:00:00 PM,31,0.516667
2873212765,4/15/2016 5:00:00 PM,16,0.266667
2873212765,4/15/2016 6:00:00 PM,27,0.45
2873212765,4/15/2016 7:00:00 PM,11,0.183333
2873212765,4/15/2016 8:00:00 PM,27,0.45
2873212765,4/15/2016 9:00:00 PM,8,0.133333
2873212765,4/15/2016 10:00:00 PM,0,0
2873212765,4/15/2016 11:00:00 PM,0,0
2873212765,4/16/2016 12:00:00 AM,0,0
2873212765,4/16/2016 1:00:00 AM,0,0
2873212765,4/16/2016 2:00:00 AM,0,0
2873212765,4/16/2016 3:00:00 AM,0,0
2873212765,4/16/2016 4:00:00 AM,0,0
2873212765,4/16/2016 5:00:00 AM,0,0
2873212765,4/16/2016 6:00:00 AM,0,0
2873212765,4/16/2016 7:00:00 AM,99,1.65
2873212765,4/16/2016 8:00:00 AM,63,1.05
2873212765,4/16/2016 9:00:00 AM,12,0.2
2873212765,4/16/2016 10:00:00 AM,17,0.283333
2873212765,4/16/2016 11:00:00 AM,28,0.466667
2873212765,4/16/2016 12:00:00 PM,33,0.55
2873212765,4/16/2016 1:00:00 PM,1,0.016667
2873212765,4/16/2016 2:00:00 PM,25,0.416667
2873212765,4/16/2016 3:00:00 PM,32,0.533333
2873212765,4/16/2016 4:00:00 PM,19,0.316667
2873212765,4/16/2016 5:00:00 PM,28,0.466667
2873212765,4/16/2016 6:00:00 PM,13,0.216667
2873212765,4/16/2016 7:00:00 PM,24,0.4
2873212765,4/16/2016 8:00:00 PM,30,0.5
2873212765,4/16/2016 9:00:00 PM,11,0.183333
2873212765,4/16/2016 10:00:00 PM,7,0.116667
2873212765,4/16/2016 11:00:00 PM,6,0.1
2873212765,4/17/2016 12:00:00 AM,18,0.3
2873212765,4/17/2016 1:00:00 AM,0,0
2873212765,4/17/2016 2:00:00 AM,0,0
2873212765,4/17/2016 3:00:00 AM,0,0
2873212765,4/17/2016 4:00:00 AM,0,0
2873212765,4/17/2016 5:00:00 AM,0,0
2873212765,4/17/2016 6:00:00 AM,0,0
2873212765,4/17/2016 7:00:00 AM,0,0
2873212765,4/17/2016 8:00:00 AM,0,0
2873212765,4/17/2016 9:00:00 AM,0,0
2873212765,4/17/2016 10:00:00 AM,6,0.1
2873212765,4/17/2016 11:00:00 AM,1,0.016667
2873212765,4/17/2016 12:00:00 PM,2,0.033333
2873212765,4/17/2016 1:00:00 PM,42,0.7
2873212765,4/17/2016 2:00:00 PM,28,0.466667
2873212765,4/17/2016 3:00:00 PM,8,0.133333
2873212765,4/17/2016 4:00:00 PM,4,0.066667
2873212765,4/17/2016 5:00:00 PM,19,0.316667
2873212765,4/17/2016 6:00:00 PM,10,0.166667
2873212765,4/17/2016 7:00:00 PM,22,0.366667
2873212765,4/17/2016 8:00:00 PM,13,0.216667
2873212765,4/17/2016 9:00:00 PM,3,0.05
2873212765,4/17/2016 10:00:00 PM,0,0
2873212765,4/17/2016 11:00:00 PM,0,0
2873212765,4/18/2016 12:00:00 AM,0,0
2873212765,4/18/2016 1:00:00 AM,0,0
2873212765,4/18/2016 2:00:00 AM,0,0
2873212765,4/18/2016 3:00:00 AM,0,0
2873212765,4/18/2016 4:00:00 AM,0,0
2873212765,4/18/2016 5:00:00 AM,17,0.283333
2873212765,4/18/2016 6:00:00 AM,12,0.2
2873212765,4/18/2016 7:00:00 AM,30,0.5
2873212765,4/18/2016 8:00:00 AM,41,0.683333
2873212765,4/18/2016 9:00:00 AM,38,0.633333
2873212765,4/18/2016 10:00:00 AM,21,0.35
2873212765,4/18/2016 11:00:00 AM,9,0.15
2873212765,4/18/2016 12:00:00 PM,51,0.85
2873212765,4/18/2016 1:00:00 PM,26,0.433333
2873212765,4/18/2016 2:00:00 PM,8,0.133333
2873212765,4/18/2016 3:00:00 PM,9,0.15
2873212765,4/18/2016 4:00:00 PM,16,0.266667
2873212765,4/18/2016 5:00:00 PM,19,0.316667
2873212765,4/18/2016 6:00:00 PM,13,0.216667
2873212765,4/18/2016 7:00:00 PM,7,0.116667
2873212765,4/18/2016 8:00:00 PM,9,0.15
2873212765,4/18/2016 9:00:00 PM,0,0
2873212765,4/18/2016 10:00:00 PM,0,0
2873212765,4/18/2016 11:00:00 PM,0,0
2873212765,4/19/2016 12:00:00 AM,0,0
2873212765,4/19/2016 1:00:00 AM,0,0
2873212765,4/19/2016 2:00:00 AM,0,0
2873212765,4/19/2016 3:00:00 AM,0,0
2873212765,4/19/2016 4:00:00 AM,0,0
2873212765,4/19/2016 5:00:00 AM,19,0.316667
2873212765,4/19/2016 6:00:00 AM,8,0.133333
2873212765,4/19/2016 7:00:00 AM,17,0.283333
2873212765,4/19/2016 8:00:00 AM,39,0.65
2873212765,4/19/2016 9:00:00 AM,32,0.533333
2873212765,4/19/2016 10:00:00 AM,41,0.683333
2873212765,4/19/2016 11:00:00 AM,15,0.25
2873212765,4/19/2016 12:00:00 PM,45,0.75
2873212765,4/19/2016 1:00:00 PM,35,0.583333
2873212765,4/19/2016 2:00:00 PM,28,0.466667
2873212765,4/19/2016 3:00:00 PM,11,0.183333
2873212765,4/19/2016 4:00:00 PM,20,0.333333
2873212765,4/19/2016 5:00:00 PM,25,0.416667
2873212765,4/19/2016 6:00:00 PM,30,0.5
2873212765,4/19/2016 7:00:00 PM,7,0.116667
2873212765,4/19/2016 8:00:00 PM,6,0.1
2873212765,4/19/2016 9:00:00 PM,7,0.116667
2873212765,4/19/2016 10:00:00 PM,4,0.066667
2873212765,4/19/2016 11:00:00 PM,0,0
2873212765,4/20/2016 12:00:00 AM,0,0
2873212765,4/20/2016 1:00:00 AM,0,0
2873212765,4/20/2016 2:00:00 AM,0,0
2873212765,4/20/2016 3:00:00 AM,0,0
2873212765,4/20/2016 4:00:00 AM,0,0
2873212765,4/20/2016 5:00:00 AM,24,0.4
2873212765,4/20/2016 6:00:00 AM,14,0.233333
2873212765,4/20/2016 7:00:00 AM,23,0.383333
2873212765,4/20/2016 8:00:00 AM,27,0.45
2873212765,4/20/2016 9:00:00 AM,42,0.7
2873212765,4/20/2016 10:00:00 AM,30,0.5
2873212765,4/20/2016 11:00:00 AM,18,0.3
2873212765,4/20/2016 12:00:00 PM,57,0.95
2873212765,4/20/2016 1:00:00 PM,31,0.516667
2873212765,4/20/2016 2:00:00 PM,8,0.133333
2873212765,4/20/2016 3:00:00 PM,11,0.183333
2873212765,4/20/2016 4:00:00 PM,31,0.516667
2873212765,4/20/2016 5:00:00 PM,77,1.283333
2873212765,4/20/2016 6:00:00 PM,3,0.05
2873212765,4/20/2016 7:00:00 PM,8,0.133333
2873212765,4/20/2016 8:00:00 PM,22,0.366667
2873212765,4/20/2016 9:00:00 PM,24,0.4
2873212765,4/20/2016 10:00:00 PM,4,0.066667
2873212765,4/20/2016 11:00:00 PM,0,0
2873212765,4/21/2016 12:00:00 AM,0,0
2873212765,4/21/2016 1:00:00 AM,0,0
2873212765,4/21/2016 2:00:00 AM,0,0
2873212765,4/21/2016 3:00:00 AM,0,0
2873212765,4/21/2016 4:00:00 AM,0,0
2873212765,4/21/2016 5:00:00 AM,0,0
2873212765,4/21/2016 6:00:00 AM,17,0.283333
2873212765,4/21/2016 7:00:00 AM,39,0.65
2873212765,4/21/2016 8:00:00 AM,33,0.55
2873212765,4/21/2016 9:00:00 AM,42,0.7
2873212765,4/21/2016 10:00:00 AM,27,0.45
2873212765,4/21/2016 11:00:00 AM,7,0.116667
2873212765,4/21/2016 12:00:00 PM,20,0.333333
2873212765,4/21/2016 1:00:00 PM,35,0.583333
2873212765,4/21/2016 2:00:00 PM,26,0.433333
2873212765,4/21/2016 3:00:00 PM,26,0.433333
2873212765,4/21/2016 4:00:00 PM,38,0.633333
2873212765,4/21/2016 5:00:00 PM,36,0.6
2873212765,4/21/2016 6:00:00 PM,19,0.316667
2873212765,4/21/2016 7:00:00 PM,5,0.083333
2873212765,4/21/2016 8:00:00 PM,16,0.266667
2873212765,4/21/2016 9:00:00 PM,11,0.183333
2873212765,4/21/2016 10:00:00 PM,0,0
2873212765,4/21/2016 11:00:00 PM,0,0
2873212765,4/22/2016 12:00:00 AM,0,0
2873212765,4/22/2016 1:00:00 AM,0,0
2873212765,4/22/2016 2:00:00 AM,0,0
2873212765,4/22/2016 3:00:00 AM,0,0
2873212765,4/22/2016 4:00:00 AM,0,0
2873212765,4/22/2016 5:00:00 AM,19,0.316667
2873212765,4/22/2016 6:00:00 AM,16,0.266667
2873212765,4/22/2016 7:00:00 AM,25,0.416667
2873212765,4/22/2016 8:00:00 AM,29,0.483333
2873212765,4/22/2016 9:00:00 AM,37,0.616667
2873212765,4/22/2016 10:00:00 AM,43,0.716667
2873212765,4/22/2016 11:00:00 AM,15,0.25
2873212765,4/22/2016 12:00:00 PM,42,0.7
2873212765,4/22/2016 1:00:00 PM,31,0.516667
2873212765,4/22/2016 2:00:00 PM,12,0.2
2873212765,4/22/2016 3:00:00 PM,21,0.35
2873212765,4/22/2016 4:00:00 PM,24,0.4
2873212765,4/22/2016 5:00:00 PM,34,0.566667
2873212765,4/22/2016 6:00:00 PM,15,0.25
2873212765,4/22/2016 7:00:00 PM,8,0.133333
2873212765,4/22/2016 8:00:00 PM,3,0.05
2873212765,4/22/2016 9:00:00 PM,1,0.016667
2873212765,4/22/2016 10:00:00 PM,7,0.116667
2873212765,4/22/2016 11:00:00 PM,7,0.116667
2873212765,4/23/2016 12:00:00 AM,0,0
2873212765,4/23/2016 1:00:00 AM,0,0
2873212765,4/23/2016 2:00:00 AM,0,0
2873212765,4/23/2016 3:00:00 AM,0,0
2873212765,4/23/2016 4:00:00 AM,0,0
2873212765,4/23/2016 5:00:00 AM,0,0
2873212765,4/23/2016 6:00:00 AM,0,0
2873212765,4/23/2016 7:00:00 AM,20,0.333333
2873212765,4/23/2016 8:00:00 AM,115,1.916667
2873212765,4/23/2016 9:00:00 AM,19,0.316667
2873212765,4/23/2016 10:00:00 AM,26,0.433333
2873212765,4/23/2016 11:00:00 AM,23,0.383333
2873212765,4/23/2016 12:00:00 PM,18,0.3
2873212765,4/23/2016 1:00:00 PM,42,0.7
2873212765,4/23/2016 2:00:00 PM,34,0.566667
2873212765,4/23/2016 3:00:00 PM,37,0.616667
2873212765,4/23/2016 4:00:00 PM,13,0.216667
2873212765,4/23/2016 5:00:00 PM,10,0.166667
2873212765,4/23/2016 6:00:00 PM,24,0.4
2873212765,4/23/2016 7:00:00 PM,23,0.383333
2873212765,4/23/2016 8:00:00 PM,5,0.083333
2873212765,4/23/2016 9:00:00 PM,2,0.033333
2873212765,4/23/2016 10:00:00 PM,13,0.216667
2873212765,4/23/2016 11:00:00 PM,0,0
2873212765,4/24/2016 12:00:00 AM,0,0
2873212765,4/24/2016 1:00:00 AM,0,0
2873212765,4/24/2016 2:00:00 AM,0,0
2873212765,4/24/2016 3:00:00 AM,0,0
2873212765,4/24/2016 4:00:00 AM,0,0
2873212765,4/24/2016 5:00:00 AM,0,0
2873212765,4/24/2016 6:00:00 AM,0,0
2873212765,4/24/2016 7:00:00 AM,18,0.3
2873212765,4/24/2016 8:00:00 AM,148,2.466667
2873212765,4/24/2016 9:00:00 AM,14,0.233333
2873212765,4/24/2016 10:00:00 AM,13,0.216667
2873212765,4/24/2016 11:00:00 AM,25,0.416667
2873212765,4/24/2016 12:00:00 PM,24,0.4
2873212765,4/24/2016 1:00:00 PM,2,0.033333
2873212765,4/24/2016 2:00:00 PM,14,0.233333
2873212765,4/24/2016 3:00:00 PM,14,0.233333
2873212765,4/24/2016 4:00:00 PM,19,0.316667
2873212765,4/24/2016 5:00:00 PM,12,0.2
2873212765,4/24/2016 6:00:00 PM,3,0.05
2873212765,4/24/2016 7:00:00 PM,5,0.083333
2873212765,4/24/2016 8:00:00 PM,8,0.133333
2873212765,4/24/2016 9:00:00 PM,11,0.183333
2873212765,4/24/2016 10:00:00 PM,0,0
2873212765,4/24/2016 11:00:00 PM,0,0
2873212765,4/25/2016 12:00:00 AM,0,0
2873212765,4/25/2016 1:00:00 AM,0,0
2873212765,4/25/2016 2:00:00 AM,0,0
2873212765,4/25/2016 3:00:00 AM,0,0
2873212765,4/25/2016 4:00:00 AM,0,0
2873212765,4/25/2016 5:00:00 AM,21,0.35
2873212765,4/25/2016 6:00:00 AM,10,0.166667
2873212765,4/25/2016 7:00:00 AM,20,0.333333
2873212765,4/25/2016 8:00:00 AM,27,0.45
2873212765,4/25/2016 9:00:00 AM,49,0.816667
2873212765,4/25/2016 10:00:00 AM,48,0.8
2873212765,4/25/2016 11:00:00 AM,22,0.366667
2873212765,4/25/2016 12:00:00 PM,41,0.683333
2873212765,4/25/2016 1:00:00 PM,25,0.416667
2873212765,4/25/2016 2:00:00 PM,3,0.05
2873212765,4/25/2016 3:00:00 PM,9,0.15
2873212765,4/25/2016 4:00:00 PM,26,0.433333
2873212765,4/25/2016 5:00:00 PM,21,0.35
2873212765,4/25/2016 6:00:00 PM,20,0.333333
2873212765,4/25/2016 7:00:00 PM,10,0.166667
2873212765,4/25/2016 8:00:00 PM,0,0
2873212765,4/25/2016 9:00:00 PM,7,0.116667
2873212765,4/25/2016 10:00:00 PM,0,0
2873212765,4/25/2016 11:00:00 PM,0,0
2873212765,4/26/2016 12:00:00 AM,0,0
2873212765,4/26/2016 1:00:00 AM,0,0
2873212765,4/26/2016 2:00:00 AM,0,0
2873212765,4/26/2016 3:00:00 AM,0,0
2873212765,4/26/2016 4:00:00 AM,0,0
2873212765,4/26/2016 5:00:00 AM,16,0.266667
2873212765,4/26/2016 6:00:00 AM,8,0.133333
2873212765,4/26/2016 7:00:00 AM,21,0.35
2873212765,4/26/2016 8:00:00 AM,33,0.55
2873212765,4/26/2016 9:00:00 AM,36,0.6
2873212765,4/26/2016 10:00:00 AM,33,0.55
2873212765,4/26/2016 11:00:00 AM,12,0.2
2873212765,4/26/2016 12:00:00 PM,38,0.633333
2873212765,4/26/2016 1:00:00 PM,33,0.55
2873212765,4/26/2016 2:00:00 PM,4,0.066667
2873212765,4/26/2016 3:00:00 PM,6,0.1
2873212765,4/26/2016 4:00:00 PM,10,0.166667
2873212765,4/26/2016 5:00:00 PM,15,0.25
2873212765,4/26/2016 6:00:00 PM,25,0.416667
2873212765,4/26/2016 7:00:00 PM,25,0.416667
2873212765,4/26/2016 8:00:00 PM,4,0.066667
2873212765,4/26/2016 9:00:00 PM,6,0.1
2873212765,4/26/2016 10:00:00 PM,0,0
2873212765,4/26/2016 11:00:00 PM,0,0
2873212765,4/27/2016 12:00:00 AM,0,0
2873212765,4/27/2016 1:00:00 AM,0,0
2873212765,4/27/2016 2:00:00 AM,0,0
2873212765,4/27/2016 3:00:00 AM,0,0
2873212765,4/27/2016 4:00:00 AM,0,0
2873212765,4/27/2016 5:00:00 AM,0,0
2873212765,4/27/2016 6:00:00 AM,96,1.6
2873212765,4/27/2016 7:00:00 AM,53,0.883333
2873212765,4/27/2016 8:00:00 AM,17,0.283333
2873212765,4/27/2016 9:00:00 AM,27,0.45
2873212765,4/27/2016 10:00:00 AM,33,0.55
2873212765,4/27/2016 11:00:00 AM,12,0.2
2873212765,4/27/2016 12:00:00 PM,22,0.366667
2873212765,4/27/2016 1:00:00 PM,4,0.066667
2873212765,4/27/2016 2:00:00 PM,3,0.05
2873212765,4/27/2016 3:00:00 PM,7,0.116667
2873212765,4/27/2016 4:00:00 PM,0,0
2873212765,4/27/2016 5:00:00 PM,15,0.25
2873212765,4/27/2016 6:00:00 PM,24,0.4
2873212765,4/27/2016 7:00:00 PM,10,0.166667
2873212765,4/27/2016 8:00:00 PM,6,0.1
2873212765,4/27/2016 9:00:00 PM,6,0.1
2873212765,4/27/2016 10:00:00 PM,0,0
2873212765,4/27/2016 11:00:00 PM,0,0
2873212765,4/28/2016 12:00:00 AM,0,0
2873212765,4/28/2016 1:00:00 AM,0,0
2873212765,4/28/2016 2:00:00 AM,0,0
2873212765,4/28/2016 3:00:00 AM,0,0
2873212765,4/28/2016 4:00:00 AM,0,0
2873212765,4/28/2016 5:00:00 AM,0,0
2873212765,4/28/2016 6:00:00 AM,92,1.533333
2873212765,4/28/2016 7:00:00 AM,39,0.65
2873212765,4/28/2016 8:00:00 AM,10,0.166667
2873212765,4/28/2016 9:00:00 AM,33,0.55
2873212765,4/28/2016 10:00:00 AM,16,0.266667
2873212765,4/28/2016 11:00:00 AM,2,0.033333
2873212765,4/28/2016 12:00:00 PM,13,0.216667
2873212765,4/28/2016 1:00:00 PM,11,0.183333
2873212765,4/28/2016 2:00:00 PM,2,0.033333
2873212765,4/28/2016 3:00:00 PM,6,0.1
2873212765,4/28/2016 4:00:00 PM,5,0.083333
2873212765,4/28/2016 5:00:00 PM,18,0.3
2873212765,4/28/2016 6:00:00 PM,30,0.5
2873212765,4/28/2016 7:00:00 PM,13,0.216667
2873212765,4/28/2016 8:00:00 PM,6,0.1
2873212765,4/28/2016 9:00:00 PM,15,0.25
2873212765,4/28/2016 10:00:00 PM,0,0
2873212765,4/28/2016 11:00:00 PM,0,0
2873212765,4/29/2016 12:00:00 AM,0,0
2873212765,4/29/2016 1:00:00 AM,0,0
2873212765,4/29/2016 2:00:00 AM,0,0
2873212765,4/29/2016 3:00:00 AM,0,0
2873212765,4/29/2016 4:00:00 AM,0,0
2873212765,4/29/2016 5:00:00 AM,0,0
2873212765,4/29/2016 6:00:00 AM,23,0.383333
2873212765,4/29/2016 7:00:00 AM,12,0.2
2873212765,4/29/2016 8:00:00 AM,13,0.216667
2873212765,4/29/2016 9:00:00 AM,7,0.116667
2873212765,4/29/2016 10:00:00 AM,12,0.2
2873212765,4/29/2016 11:00:00 AM,16,0.266667
2873212765,4/29/2016 12:00:00 PM,108,1.8
2873212765,4/29/2016 1:00:00 PM,4,0.066667
2873212765,4/29/2016 2:00:00 PM,32,0.533333
2873212765,4/29/2016 3:00:00 PM,24,0.4
2873212765,4/29/2016 4:00:00 PM,9,0.15
2873212765,4/29/2016 5:00:00 PM,11,0.183333
2873212765,4/29/2016 6:00:00 PM,10,0.166667
2873212765,4/29/2016 7:00:00 PM,12,0.2
2873212765,4/29/2016 8:00:00 PM,5,0.083333
2873212765,4/29/2016 9:00:00 PM,14,0.233333
2873212765,4/29/2016 10:00:00 PM,0,0
2873212765,4/29/2016 11:00:00 PM,0,0
2873212765,4/30/2016 12:00:00 AM,0,0
2873212765,4/30/2016 1:00:00 AM,0,0
2873212765,4/30/2016 2:00:00 AM,0,0
2873212765,4/30/2016 3:00:00 AM,0,0
2873212765,4/30/2016 4:00:00 AM,0,0
2873212765,4/30/2016 5:00:00 AM,0,0
2873212765,4/30/2016 6:00:00 AM,0,0
2873212765,4/30/2016 7:00:00 AM,2,0.033333
2873212765,4/30/2016 8:00:00 AM,14,0.233333
2873212765,4/30/2016 9:00:00 AM,37,0.616667
2873212765,4/30/2016 10:00:00 AM,23,0.383333
2873212765,4/30/2016 11:00:00 AM,25,0.416667
2873212765,4/30/2016 12:00:00 PM,21,0.35
2873212765,4/30/2016 1:00:00 PM,11,0.183333
2873212765,4/30/2016 2:00:00 PM,8,0.133333
2873212765,4/30/2016 3:00:00 PM,16,0.266667
2873212765,4/30/2016 4:00:00 PM,8,0.133333
2873212765,4/30/2016 5:00:00 PM,20,0.333333
2873212765,4/30/2016 6:00:00 PM,26,0.433333
2873212765,4/30/2016 7:00:00 PM,56,0.933333
2873212765,4/30/2016 8:00:00 PM,33,0.55
2873212765,4/30/2016 9:00:00 PM,3,0.05
2873212765,4/30/2016 10:00:00 PM,0,0
2873212765,4/30/2016 11:00:00 PM,0,0
2873212765,5/1/2016 12:00:00 AM,0,0
2873212765,5/1/2016 1:00:00 AM,0,0
2873212765,5/1/2016 2:00:00 AM,0,0
2873212765,5/1/2016 3:00:00 AM,0,0
2873212765,5/1/2016 4:00:00 AM,0,0
2873212765,5/1/2016 5:00:00 AM,0,0
2873212765,5/1/2016 6:00:00 AM,0,0
2873212765,5/1/2016 7:00:00 AM,0,0
2873212765,5/1/2016 8:00:00 AM,16,0.266667
2873212765,5/1/2016 9:00:00 AM,20,0.333333
2873212765,5/1/2016 10:00:00 AM,44,0.733333
2873212765,5/1/2016 11:00:00 AM,26,0.433333
2873212765,5/1/2016 12:00:00 PM,34,0.566667
2873212765,5/1/2016 1:00:00 PM,10,0.166667
2873212765,5/1/2016 2:00:00 PM,15,0.25
2873212765,5/1/2016 3:00:00 PM,11,0.183333
2873212765,5/1/2016 4:00:00 PM,5,0.083333
2873212765,5/1/2016 5:00:00 PM,18,0.3
2873212765,5/1/2016 6:00:00 PM,15,0.25
2873212765,5/1/2016 7:00:00 PM,21,0.35
2873212765,5/1/2016 8:00:00 PM,15,0.25
2873212765,5/1/2016 9:00:00 PM,3,0.05
2873212765,5/1/2016 10:00:00 PM,0,0
2873212765,5/1/2016 11:00:00 PM,0,0
2873212765,5/2/2016 12:00:00 AM,0,0
2873212765,5/2/2016 1:00:00 AM,0,0
2873212765,5/2/2016 2:00:00 AM,0,0
2873212765,5/2/2016 3:00:00 AM,0,0
2873212765,5/2/2016 4:00:00 AM,0,0
2873212765,5/2/2016 5:00:00 AM,17,0.283333
2873212765,5/2/2016 6:00:00 AM,9,0.15
2873212765,5/2/2016 7:00:00 AM,31,0.516667
2873212765,5/2/2016 8:00:00 AM,33,0.55
2873212765,5/2/2016 9:00:00 AM,42,0.7
2873212765,5/2/2016 10:00:00 AM,25,0.416667
2873212765,5/2/2016 11:00:00 AM,11,0.183333
2873212765,5/2/2016 12:00:00 PM,52,0.866667
2873212765,5/2/2016 1:00:00 PM,29,0.483333
2873212765,5/2/2016 2:00:00 PM,7,0.116667
2873212765,5/2/2016 3:00:00 PM,11,0.183333
2873212765,5/2/2016 4:00:00 PM,24,0.4
2873212765,5/2/2016 5:00:00 PM,20,0.333333
2873212765,5/2/2016 6:00:00 PM,13,0.216667
2873212765,5/2/2016 7:00:00 PM,9,0.15
2873212765,5/2/2016 8:00:00 PM,9,0.15
2873212765,5/2/2016 9:00:00 PM,6,0.1
2873212765,5/2/2016 10:00:00 PM,0,0
2873212765,5/2/2016 11:00:00 PM,0,0
2873212765,5/3/2016 12:00:00 AM,0,0
2873212765,5/3/2016 1:00:00 AM,0,0
2873212765,5/3/2016 2:00:00 AM,0,0
2873212765,5/3/2016 3:00:00 AM,0,0
2873212765,5/3/2016 4:00:00 AM,0,0
2873212765,5/3/2016 5:00:00 AM,19,0.316667
2873212765,5/3/2016 6:00:00 AM,7,0.116667
2873212765,5/3/2016 7:00:00 AM,19,0.316667
2873212765,5/3/2016 8:00:00 AM,43,0.716667
2873212765,5/3/2016 9:00:00 AM,48,0.8
2873212765,5/3/2016 10:00:00 AM,32,0.533333
2873212765,5/3/2016 11:00:00 AM,14,0.233333
2873212765,5/3/2016 12:00:00 PM,43,0.716667
2873212765,5/3/2016 1:00:00 PM,35,0.583333
2873212765,5/3/2016 2:00:00 PM,7,0.116667
2873212765,5/3/2016 3:00:00 PM,5,0.083333
2873212765,5/3/2016 4:00:00 PM,13,0.216667
2873212765,5/3/2016 5:00:00 PM,24,0.4
2873212765,5/3/2016 6:00:00 PM,38,0.633333
2873212765,5/3/2016 7:00:00 PM,10,0.166667
2873212765,5/3/2016 8:00:00 PM,7,0.116667
2873212765,5/3/2016 9:00:00 PM,14,0.233333
2873212765,5/3/2016 10:00:00 PM,0,0
2873212765,5/3/2016 11:00:00 PM,0,0
2873212765,5/4/2016 12:00:00 AM,0,0
2873212765,5/4/2016 1:00:00 AM,0,0
2873212765,5/4/2016 2:00:00 AM,0,0
2873212765,5/4/2016 3:00:00 AM,0,0
2873212765,5/4/2016 4:00:00 AM,0,0
2873212765,5/4/2016 5:00:00 AM,21,0.35
2873212765,5/4/2016 6:00:00 AM,11,0.183333
2873212765,5/4/2016 7:00:00 AM,26,0.433333
2873212765,5/4/2016 8:00:00 AM,28,0.466667
2873212765,5/4/2016 9:00:00 AM,46,0.766667
2873212765,5/4/2016 10:00:00 AM,41,0.683333
2873212765,5/4/2016 11:00:00 AM,24,0.4
2873212765,5/4/2016 12:00:00 PM,38,0.633333
2873212765,5/4/2016 1:00:00 PM,24,0.4
2873212765,5/4/2016 2:00:00 PM,15,0.25
2873212765,5/4/2016 3:00:00 PM,14,0.233333
2873212765,5/4/2016 4:00:00 PM,28,0.466667
2873212765,5/4/2016 5:00:00 PM,46,0.766667
2873212765,5/4/2016 6:00:00 PM,4,0.066667
2873212765,5/4/2016 7:00:00 PM,20,0.333333
2873212765,5/4/2016 8:00:00 PM,9,0.15
2873212765,5/4/2016 9:00:00 PM,8,0.133333
2873212765,5/4/2016 10:00:00 PM,17,0.283333
2873212765,5/4/2016 11:00:00 PM,0,0
2873212765,5/5/2016 12:00:00 AM,0,0
2873212765,5/5/2016 1:00:00 AM,0,0
2873212765,5/5/2016 2:00:00 AM,0,0
2873212765,5/5/2016 3:00:00 AM,0,0
2873212765,5/5/2016 4:00:00 AM,0,0
2873212765,5/5/2016 5:00:00 AM,0,0
2873212765,5/5/2016 6:00:00 AM,14,0.233333
2873212765,5/5/2016 7:00:00 AM,41,0.683333
2873212765,5/5/2016 8:00:00 AM,40,0.666667
2873212765,5/5/2016 9:00:00 AM,53,0.883333
2873212765,5/5/2016 10:00:00 AM,56,0.933333
2873212765,5/5/2016 11:00:00 AM,9,0.15
2873212765,5/5/2016 12:00:00 PM,20,0.333333
2873212765,5/5/2016 1:00:00 PM,27,0.45
2873212765,5/5/2016 2:00:00 PM,20,0.333333
2873212765,5/5/2016 3:00:00 PM,46,0.766667
2873212765,5/5/2016 4:00:00 PM,28,0.466667
2873212765,5/5/2016 5:00:00 PM,3,0.05
2873212765,5/5/2016 6:00:00 PM,8,0.133333
2873212765,5/5/2016 7:00:00 PM,16,0.266667
2873212765,5/5/2016 8:00:00 PM,1,0.016667
2873212765,5/5/2016 9:00:00 PM,14,0.233333
2873212765,5/5/2016 10:00:00 PM,0,0
2873212765,5/5/2016 11:00:00 PM,0,0
2873212765,5/6/2016 12:00:00 AM,0,0
2873212765,5/6/2016 1:00:00 AM,0,0
2873212765,5/6/2016 2:00:00 AM,0,0
2873212765,5/6/2016 3:00:00 AM,0,0
2873212765,5/6/2016 4:00:00 AM,0,0
2873212765,5/6/2016 5:00:00 AM,23,0.383333
2873212765,5/6/2016 6:00:00 AM,15,0.25
2873212765,5/6/2016 7:00:00 AM,24,0.4
