,textDisplay,likeCount,label
325,"The rules for BRICS entry is based on<br><br>1. Petroleum<br>2.Shipping Lanes<br>3. Population<br><br>Next up: Indonesia 🇮🇩, Algeria 🇩🇿, Venezuela 🇻🇪, Mexico 🇲🇽, Cuba 🇨🇺 <br><br><a href=""http://www.youtube.com/results?search_query=%23shippinglanes"">#ShippingLanes</a><br><a href=""http://www.youtube.com/results?search_query=%23oilfields"">#OilFields</a><br><a href=""http://www.youtube.com/results?search_query=%23economiccenters"">#EconomicCenters</a>",14,1
326,Egypt and Etheopia <br>Iran and Saudi Arabia 🤨<br><br>Hope it works out,0,0
327,"When propagandists are furious, they put the word HISTORICAL in quotation mark",1,1
328,"great to see countries with vital resources joining hands, this will stop the west from invading countries hiding behind the excuse of democracy and then occupying countries while extracting and looting the countries resources.",1,1
329,While the hapless US fights itself BRICS is building an alliance that will dominate commerce for decades. The US is just another fish out of water.,1,1
330,Long live Putins united states The Great Russian Empire 2.0🥰👏,1,1
331,Well done BRICS!,2,1
332,"Yes, over the years the<br> west had taken in millions of refugees from africa, asia and the middle east. How many have russia and china taken in?",0,0
333,"Stand up to the tyrannical west, other countries deserve to thrive too! ✊✊🏼✊🏽✊🏾✊🏿",4,1
334,"Até o presente momento, embora muito se fale, pouco ou nenhuma realização há por parte do BRICS. Precisamos aguardar para ver onde tudo isso vai dar.",1,1
335,"Unity within the current BRICS and the new six member countries will forge a new economic front to counter the Western hegemony abuse. I hope the next BRICS summit next year will bring in more than six new member countries. Congratulations BRICS, onward forward!",40,1
336,"Yes yes yes...saudi, iran, Ethiopia, Egypt, UAE, Argentina...all in .... brics control trade and oil...and more countries to come....then once established ban western products and sanctions Europe an goods and services in brics countries",1,1
337,no way with argentina&#39;s 2 dollar economy that is a game changer!,1,1
338,"Not BRICSA? Feels like a real-world game of Risk, and that&#39;s very scary.",1,1
339,I hope it works better than the CSTO,0,0
340,Jinping in cover photo 😂😂😂,0,0
341,Congratulations brics ... This is beginning of dedollerizetion n end of west hegemony,1,1
342,This bunch is a joke,0,0
343,Many civilizations crumbled. Nobody stays at the top forever. Right now this is happening to western civilization.,0,0
344,"Common thing is India is Enjoying QUAD with US, Gets invitation in G7 summit &amp; they are proposing India for 8th Member. on the other hand India is in BRICS &amp; SCO with China, Iran, Russia and Other Central Asian Countries 😂",0,0
345,Congratulations BRICS. Way to go,1,1
346,A mistake to add Iran and Saudi with their reputation.,0,0
347,110% brics will fail in future 👍,4,1
348,Congratulations to <br>Iran 🇮🇷<br>Argentina🇦🇷<br>Ethiopia<br>Saudi Arabia🇸🇦<br>UAE <br>Egypt🇪🇬,192,1
349,I&#39;m From Iran And I&#39;m Very Happy We Will Be Free From Sanctions<br>Our Economy will Rise Again and Our Life Will Be Better<br><br>Thanks BRICS ❤️🇮🇷,297,1
350,"Good, let russia deal with the Saudi terror state.",0,0
351,The Islamification of the BRICS,1,1
352,"BRICS should include more democratic states and not authoritarian states. This would cost them in the long run. Instead of Saudi and Iran, they should have added Indonesia or Nigeria.",4,1
353,Lol. Literally none of these countries can control their own spiraling inflation.,1,1
354,We indians don&#39;t like expansion....it will become like useless due to contradictory thoughts of those countries,0,0
355,"Warmly welcome Argentina, Egypt, Ethiopia, Iran, the U.A.E. and Saudi Arabia brothers to BRICS family! Together we will develop our countries to a higher level!",28,1
356,A new era has begun ❤❤,6,1
357,Recruiting poorer countries to join it is going downhill,0,0
358,"Deep inside India and China fighting in brics , China want to control brics like  boss but not possible infront of India.",0,0
359,That looks like a potentially epic cluster-f.,0,0
360,Again this channel ignored Modi...,1,1
361,RIP $,0,0
362,There is no plan for BRICS currency but possibly the New Development Bank (NDB or BRICS Bank) will have branches and Vostro accounts in all member states and all will trade among themselves in their respective national currencies through NDB. All member states will have individual payments systems and all are going to be inter connected with one another either directly or through NDB.,0,0
363,POST Covid world 🥰🥰🥰,0,0
364,<b>BRICS</b> becomes <b>ISEBURICESA</b> (IranSaudiEgyptBrazilUaeRussiaIndiaChinaEthipoiaSouthAfricaArgentina),0,0
365,By the way.did Macrom attend.?🤣🤣🤣🤣,0,0
366,prosper BRICS,0,0
367,"Only Nuclear powers have veto, if all those who shine about veto want it for free without sacrifices. China only got the seat after decades of sanctions and fighting the US war machine in it´s vicinity (korea, vietnam,..) while being able to develop and test nuclear weapons in the atmosphere. Is anyone willing to do that now? I doubt it.",0,0
368,The good thing about BRICS is all members are equal .No vassals.🤣🤣,0,0
369,"bring tears to my eyes, those children and fams laughed at, kicked by boarder agents, having no friend in the US and West but only Christan reachouts",1,1
370,"Iran, UAE , Egypt and Saudi Arabia are brought in by Russia and China but mostly Russia. Argentina by Brazil, Ethiopia by SA prob",0,0
371,Looks like a new axis forming,0,0
372,World peace 🗺️,0,0
373,Did i just see the Ghanaian president?,0,0
374,adding small heavily sanctioned and bankrupt countries only hinders brics new venture 🤦,1,1
375,Good job 🇺🇸 keep up the good work. We are hoping for your prosperity and with it comes major responsibilities. I am sure you all can handle 😁,1,1
376,I really want to know what will be the new name of BRICS!,0,0
377,"The Brazilian President Lula should never been released from prison. He was serving 18 years for corruption, but since he appointed all Supreme Court judges, he was fraudulent released.",0,0
378,Viva BRICS,0,0
379,Lol...emerging economy??....wait and watch these poor/third world countries we be the biggest economic bloc in 21st century.,0,0
380,In my point  of view Indonesia is more important than Ethiopia,0,0
381,Practically it&#39;s becoming a puppet organisation of China,0,0
382,"What are the criteria? Why is MENA so over representated instead of heavy weights like Indonesia, Nigeria and Pakistan?",0,0
383,Macron from France begged them for an invention so hard like a little puppy and he got denied 🤣,2,1
384,Just a circus 🤡,0,0
385,The end....begins.,2,1
386,De-dollarisation is now finalised as part of BRICS plan.<br>How the sanctions on Russia have failed and opened the eyes of nations that now realise the USA is a failing and falling empire and our UK lapdogs need to look elsewhere very quickly.<br>No expert but the BRICS+ line up now overshadows the recession hit G7.,0,0
387,Algeria 🇩🇿,1,1
388,US should pull out of NATO &amp; join BRICS,1,1
389,Need to decouple from the West due to bullying by America.,1,1
390,"Yeah western dominated system😅 let nrics handle what they never could do in the past, its not like nato , its just for money and if they do want us, we&#39;ll wait until they do.",0,0
391,Its over for those other guys,0,0
392,A New Beginning,2,1
393,BRICS is getting bigger and more influential in the world order. Congratulations to the new members.🎉,417,1
394,Chandrayan 3 leads the BRICS welcome new global South comrades!,5,1
395,"BRICS taking over, west = sinking ship with no recourses",1,1
396,🇮🇷 🇮🇷 🇮🇷,0,0
397,I think India should step up in it&#39;s role as it&#39;s like 3rd in global economy and maybe 5th largest GDP and atleast India does not have a hegemonistic outlook like Russia &amp; China.,2,1
398,Not even a single western msm reporting about brics,2,1
399,Good news 👏. Let&#39;s go BRICS,24,1
400,This is all well and good so long as they don’t allow China and Russia to hijack the agenda to push their own propaganda.,0,0
401,With so much succes the old name Brics need to be changed into the LGBTQIA+ countries,1,1
402,BRICS SEE UIA😅,0,0
403,"If BRICS is successful in its goals, it will change the power dynamics of this world. This is great news because we had one bully who is responsible for destroying several countries. Now that bully is finally getting defeated.<br><br>The New World Order has begun!",0,0
404,Nato and G7 down 👇🏻,1,1
405,BRICSGBTQπ,0,0
406,"Yay BRICS , no more big brother West thinking they can datisfy their greedy camoaign donors snd sonehow facilitate fair international business. Western politicians hands are tied even uf they have good international intentions. They are more or less beholden to their titans of industry so to speak",0,0
407,Congrats BRICS!,204,1
408,THE AGE OF THE WEST IS OVERRR,4,1
409,I love going to different news companies from different countries east and west and read the stark differences in the comments section.,12,1
410,"Leaving India in BRICS countries, everyone&#39;s aim is to include Chinese Yuan in transactions instead of dollars, which is dangerous, in fact, this is China&#39;s agenda, which is beneficial for China and not for the world.",5,1
411,While Ukraine is still waiting for NATO membership 😂,3,1
412,The new members are all authoritarian regimes except Argentina 🇦🇷,2,1
413,Next step for Brics is to form BricsNato to finish the already dead Nato😂,2,1
414,Too much fudge!,1,1
415,Indonesia+Algeria ! 🤔,1,1
416,Good luck and Welcome for BRICS new and existing members. Time for change the world,15,1
417,Where is Indonesia? Just hyped? 😂,2,1
418,Two words: brain drain.,1,1
419,"Congratulations to BRICs, the new world 🌎 order than more than 60% of the world will be joining soon 🔜",0,0
420,Give it a few more years and it will have most of the world’s developing economies.<br>Alternative views are always better than the monopoly voice of the G7 or the USA.<br>Go BRICS go.,46,1
421,Why they chose Ethiopia ???,1,1
422,Bye bye <b>petrodollar</b>,0,0
423,It is an “invitation”. Saudi and others have yet to accept. Saudi foreign minister said they need to see the details &amp; would make “appropriate decision”,2,1
424,I cannot Believe it the brakes corporation controls seventy three percent of the oil worldwide,0,0
425,ban usa,0,0
426,"Mexico, beautiful, the Bricks are waiting for you 1 Soon our economy. It&#39;s going to rain",1,1
427,"Most of the new entrants on the block are like We made it......but ask Pakistan, Sri Lanka, Nepal, Italy....the game of cheque book diplomacy.....once you are in......the club, it&#39;s a free pass for the Chinese exports...... believe me....",1,1
428,GO BRICS.,6,1
429,Hope the G7 isn&#39;t scheming things already.,2,1
430,Enough of US hegemony.,2,1
431,2nd most probably economy is reeling under crisis..... China.😢...which gave COVID to the world economy at large 🎉,1,1
432,BRICSAEEISAUAE.,1,1
433,United we  stand  mainly for peace and prosperity,4,1
434,"New world order lead by BRICS creating for peace and prosperity 👏👏👏👍.  Everyone is distancing themselves away from the US as US is behaving like a mafia who lies, spread misinformation, false accusations and threaten others. US is a warmonger who funds chaos and wars throughout history in order to contain other countries progress.",2,1
435,RIP petrodollars 😂😂😂,5,1
436,Well done Ethiopia 🇪🇹 👍🏾,216,1
437,US bullying will start to get a response,6,1
438,All nations /south global will join brics and leave G7 alone.,4,1
439,better luck  next time Macron,0,0
440,"Long live Mao, Long live lal bahadur shastri.",0,0
441,Statue of liberty,0,0
442,Joining Briccs protects there world bank&#39;s and separate from Exploitation of Countries resources and gain&#39;s kf coups and all including segregation and colonialism.,1,1
443,Only 2 functioning democracies were added.,2,1
444,Let&#39;s welcome to the new world order!,2,1
445,"That&#39;s a good way to go. I want the BRICS to lead by example, in being diverse. I don&#39;t want this to become a copy of the Western model based on domination and ideology.",55,1
446,It was a good experience for me to see BRICS being held im my country i see my self in Brazil next year❤❤❤❤,44,1
447,Neutralise dollar hegemony and dismantle western oil empire for a start.,6,1
448,Guess the common currency will become Chinese Yuan. Hope loads are printed to replace local currencies. China has big ambitions to become the world&#39;s new superpower.,3,1
449,Meanwhile G7 😂,2,1
450,is France in BRICS,0,0
451,The global South era,3,1
452,"The whole islamic world should be united, stop fighting wars within and with each other, develop their economy with other developing countries like China and India, and expel all western military and intelligence presence once and for all.",2,1
453,FAll of BRICS START,1,1
454,"4 out of 3 in BRICS successful moon landing mission country<br>World factory china <br>World Pharma producing India<br>Russia is defence machinery<br>And land of Amazon highest football World Cup winners<br>And country of Mandela<br><br>Bricks stand in science , agriculture, space, sports, education (if you look top CEOs of top 10), culture, language diversity, culture, religion) different state running political system (democracy, communists, socialist,)<br>I think bricks have the potential to go far .",31,1
455,Most important question to be asked; what will be the new name of the group?,3,1
456,France the only Europian nation who love liberty 🗽 <br>UK completely a vassal state of USA 🏴,2,1
457,"Saudi is in, and this starts the first step to establish a BRICS currency.  Oil has been the backbone of dollar in world trade.  France, Germany buying Russian oil and gas may have to pay in BRICS currency in the future, not in dollar/euro.",127,1
458,Don&#39;t come crying to the West when China and Russia steel your treasure and compromise your domestic security.,1,1
459,No use of rich ness with out poor hegimony.we will all be one one day.and spiritual yestimony will prevail.mother earth  and all birds will sing toghets and all scientist will keenly listen their song,2,1
460,Future Is In BRICS 🏁,72,1
461,"good news, but not for West lol",5,1
462,Warren Buffet is seldom wrong - his track record is there to prove it -<br>Monopoly money - <br>Communist countries and sanctioned countries—- oh and basket case economies.<br><br>More entertainment for the Americans,1,1
463,Bye bye hegemony of dollar.,1,1
464,"India never Allow china to manipute BRICS for secure chinese interest. BRICS is a economics partnership. Not military.  Yes, china can  make SCO as a military alliance.",2,1
465,"Iran joining BRICS+,do they can sell it’s oil with ease ? What happen when oil supply is high ? I am curious what gonna happen in 2-3 years in the future.",0,0
466,"It&#39;s Finally Time for WW3, historically Speaking Whenever there is a shiftimg in power, War Took Place",3,1
467,"Missing North Korea, Cuba and Venezuela and the dictators Party would be perfect",1,1
468,Bravo!,3,1
469,Bye Bye USA Dollar 😂😂😂,11,1
470,"Economic corporation and growth is the thing world people want. Not conflict, segregation and war.",253,1
471,"Lets all also use our own languages and use translation software, to reduce grip of English like we are using own currency for trade now and not usd.",1,1
472,Now we know who the enemy is. Does not appear that we will have an easy time going through the Suez with Ethiopia and Egypt. Not to mention the rest of the middle east.,0,0
473,"You forgot to mention, that both France and England want&#39;s to join! Im guessing no NATO &quot; turn copes&quot; are needed!",2,1
474,Join as you are.<br>Not be come like 🇺🇸 first.,0,0
475,This should be interesting. We certainly live in dynamic times.,14,1
476,"United States, Canada and United Kingdom have all lost there identity, due to some mental woke virus and there economy is based on paper currency with no wealth to back it up anyway, Rome is falling again",3,1
477,"I am just curious, but may I ask courteously the criteria for adding Ethiopia ? And why not countries like Indonesia? I do not essentially mean Indonesia, but equivalent countries. But I have queries about Ethiopia&#39;s joining.",1,1
478,Inclusion of Saudi Arabia + UAE will really make difference.,228,1
479,Good!,2,1
480,Nigeria is always taking back seat in global affairs yet claiming to be giant of Africa for war.,30,1
481,"PIA 🇪🇷 <br>I pray better days for our people. <br>Speaking of the new members, I wish they added Cuba 🇨🇺 &amp; Venezuela 🇻🇪",15,1
482,the way to go! trade ..peace ..prosperity .Not war and suffering and sanctions .,4,1
483,"Can&#39;t say i&#39;m surprised they included a bunch of terrorist regimes, Russia is about to fall over, they&#39;re gonna need new ones.. 🤷‍♂<br><br>As much as there is a fair point to make about the dollar being a total lie &amp; i get where they&#39;re coming from, this isn&#39;t gonna work out well for them at all, but i wish them all the best.<br><br>Edit: Lol at all these comments tbh, lets see how they go 2-3 years from now, i don&#39;t think most of you realize that aside from their one decent point about the dollar they have dozens of things dragging them down.",1,1
484,What a group 🔥<br>India vs China<br>Iran   Vs Saudi Arabia<br>Argentina vs Brazil<br>Egypt vs Ethiopia and<br>Russia vs Rest of the world 🌎😂😂😂,3,1
485,This comes as the UN has failed to deliver on its mission for world peace.,2,1
486,"Ah those bastions of stability and non-terrorism - Saudi, Iran, Egypt, ... well done.",2,1
487,so now Russia is south?,2,1
488,Are they going to add North Korea and isis as well ?,1,1
489,It is a great step ahead.,21,1
490,An organisation of autocratic loving nations,2,1
491,<b>Breaking News</b> Peru will takeover Brazil&#39;s place so the new name wIll be <b>Prics</b>,3,1
492,Very good moment.,4,1
493,congratulation France for being part of BRICS now.,14,1
494,"Ethiopia? Egypt, Argentina? Seriously? What are they gonna do with non-existent economies? Are they trying to open a circus show? Add Pakistan lol🤣",7,1
495,Ukraine BRICKS membership is already approved we are just waiting for Zelensky to pick a side EU or BRICKS,4,1
496,Imagine if UK or France joining BRICS...,0,0
497,France must be feeling pain,4,1
498,"Amazing, BRICS+ is the future while western world is going down.",2,1
499,Great event in the right side of history. Congratulations all.,75,1
500,Isn&#39;t west domination sistem is uncle sam domination sistem and his puppets,0,0
501,Ethiopia....Iran.....how will the west compete with those economic powerhouses....LOLs....,1,1
502,I think for some period of time I can noticed US governments learning how to be humble and responsible... They don&#39;t talk anyhow like who&#39;s on drug anymore.  Thanks Mr Putin for teaching the West a lesson... I don&#39;t see them on TV running their mouth anymore.,1,1
503,Bricks one main goal is to bypass dollar to trade between them.,132,1
504,"Hope Saudi and Iran will repair their past and work together for humanity.  I like Iran, blessings.",288,1
505,Time to create a counter weight for the BRICS.  A gathering of Democratic countries that would help and boost each others economies.  We should no longer feed China´s or Russia´s economies.,1,1
506,India 🇮🇳 moving world for Multi Polar world.... End of West Hypocrisy and Hegemony,4,1
507,Don&#39;t Saudi and iran absolutely hate each other?,1,1
508,"All the failed or problematic countries, hahahaha........no first world or successful countries have joined! Good luck with that, lol",3,1
509,Finally no more manipulation and sanctionsby western 😂😂😂,17,1
510,"I am praying for Indonesia to be included, huge population, one of the best economic superpower in the world which will represent the whole ASEAN nations, the fastest growing economy in the world and are currently developing fast paced! BRICS please take now these important countries before the G7 will make a move to expand and take the remaining countries who applied for BRICS membership!!! Time is Gold!!!",102,1
511,But why inviting Argentina? They will screw up any BRICS currency they will develop for sure. 😂,3,1
512,And you Westerners figure out what the 40 package of sanctions against Russia will be.,1,1
513,China wanted Pakistan to join BRICS...But India&#39;s PM Modi blocked it...Thank God for that.,1,1
514,"Sounds strange from CNN, BBC, SKY NEWS, DW and most of the Western propaganda medias 😂",2,1
515,"Well, well, hope for the best,... but...",2,1
516,Nice...,5,1
517,"“Go-it-alone”❗<br>The recent expansion of BRICS to include Egypt, Ethiopia, Iran, Saudi Arabia, the UAE, and Argentina is a promising indication that the group is beginning to assert its autonomy and shape its own destiny. <br>We look forward to the days to come, and we wish BRICS all the best in its endeavours.<br> We hope that this new era will be marked by harmony and outstanding accomplishments.❗",136,1
518,"An argument could be made that China isn&#39;t the <i>&quot;Number 2 economy,</i> but is actually the Number 1 economy on the planet.",20,1
519,New era👍.,19,1
520,Congratulations,12,1
521,The world need a real leader for peace and prosperity！,25,1
522,Congratulations BRICS. Way to go,845,1
523,should&#39;ve included Indonesia,34,1
524,"The world will need to put down weapons globally , seek peace not war ; BRING BACK THE GOLD/SILVER STANDARD that has been proven for over 5,000 years regardless of GEOPOLITICAL AGENDAS  !<br>    That is what the 1944 Bretton Woods Agreement was doing successfully for over 27 years !!!<br>   All nations were pegged to the US dollar - which by de facto was pegged to physical GOLD .<br>   ANY nation ( and NOT EVEN US CITIZENS, who were not allowed to own gold ! ) could come to the USA Federal Reserve Bank — and exchange their US dollars that they held , and trade it back for GOLD !<br>   We all “ got along “ economically “ but perhaps not politically - BUT THE TWO AGENDAS WERE SEPARATED !!!<br>   This “ could “ be done again and us common people can live with mutual respect for each other instead of hate .<br>Peace to all of you - as an American , regardless where you live , I wish you and your family good health and happiness .<br>Peace ☮️",1,1
525,So it will now be called BRICSEEISUA? 🤪,3,1
526,"China is the one who is going to beneficiate from this Bloc, and she needs that because she&#39;s fighting against the west alone. Russian is very weak by the sanctions and War. the rest of the countries are very sceptical and are with the west from a political standpoint but not economical",1,1
527,Western dominance is deteriorating.,3,1
528,The end of west diplomacy...,24,1
529,Full steam ahead BRICS!,21,1
530,We’re witnessing history in the making!!🎉,352,1
531,The heartburn is strong in this one😂,34,1
532,Via brics 🎉,6,1
533,&quot;A motley mix...&quot; uttered the tur d from the centre of a web of crud.,1,1
534,Most corrupt countries are joined force together,2,1
535,"Indonesia should have to be there. We hope it will be inducted next time. Algeria and Bolivia are good candidate. If situation in Venezuela improves, it should be inducted too with Cuba.",98,1
536,"Why Ethiopia and Egypt they survive on US annually donations, you can&#39;t challenge the West when you put Trojan horse of the West in your mix",0,0
537,"South Africa is inviting the Ukraine, their application will be successful and their membership will be much faster than their accession to NATO",5,1
538,WTG BRICS! Peace and prosperity for all man kind.,114,1
539,Good Luck including success with Peace and Freedom,10,1
540,The <br>France owes Haiti two trillion dollars for reparations to this country. By now Haiti could have hosted their own summit economy with that two trillion dollars the France owed🏀,58,1
541,have they actually accepted the invitation to join,0,0
542,"With not accepting Gender or LGBTQIA political agenda BRICS will not have feminist mans soldiers , what",1,1
543,Instead of Ethiopia they should have added whole african union as member,4,1
544,"Its just time to add India,South korea, Australia to G7 and counter them",7,1
545,🆓😎<br>✌️👔🍿,0,0
546,Good job Ethiopia!,399,1
547,"Perfectly, good choice, well done, good luck and success.",54,1
548,"France, next time is your turn.",2,1
549,China played it&#39;s card by adding nation influenced by them and India played it&#39;s card too by not letting consensus  on a common bricks currency. What a geopolitical game. Now Usa and Europe last hope is India keeping it&#39;s weightage on bricks. And it&#39;s time racist brits to start respecting Indian and acknowledge Indian achievement.,68,1
550,So much cope in the comments 😂😂🤣🤣,9,1
551,6 out of 40 i supposed better than nothing,2,1
552,Bricsaeeisu😂,1,1
553,Why Ethiopia??? Why not Indonesia &amp; Mexico?,10,1
554,Grt,0,0
555,Apart from Argentina the others have a lot of oil. Interesting.,21,1
556,Americans are responsible for the dearth of Wagner chief.we in africa know that.cia especially.,2,1
557,😂France 😂😂😂,9,1
558,The Telegraph and CNN are trying to play down this BRICS expansion.😂,142,1
559,Who cares. Just leaders feathering their own nests.,1,1
560,The downfall of the Anglo-sphere is upon us.,59,1
561,"Brics is great ,but each BRICS country knows investment from the west is far better than BRICS",0,0
562,🇸🇦 yes for my country 🎉,242,1
563,"Saudi Arabia and Iran.<br>Egypt and Ethiopia.<br>Okay... You should add Ukraine, just to complement Russia.<br>And Taiwan to complement China.<br>And Pakistan to complement India.",7,1
564,sanction packages coming 😀😀😀,12,1
565,End of the west era,74,1
566,"??What&#39;s the point brics plus <br><br>When most countries in the world join in brics plus And when America decides to  impose sanctions on any country For whatever reason At that time, the US sanctions will have no benefit or effect, because all countries in BRICS Plus will continue to exchange trade, and at that time the US threat of sanctions will never work.",2,1
567,There is nothing that holds these people together other than blaming America for their third world woes.,13,1
568,"Sanction !!! Sanction !!! YOU DON&#39;T LISTEN TO ME!! I WILL SANCTION YOU!!!!........who has the bigger muscle now, US with G7 or BRICS+6......",1,1
569,"Iran and argentina are failed, russia too. Brics empty shell",1,1
570,It will be historic without the parenthesis if France is to join the BRICS,1,1
