Weather,Temperature,Attendance
Cloudy,18.380108522898183,Absent
Cloudy,16.289265332636113,Present
Sunny,32.191070664470175,Present
Rainy,34.80641854482826,Present
Sunny,9.131292236741205,Present
Rainy,-0.6487067707232832,Absent
Sunny,10.875724257541318,Present
Rainy,0.10713574687001781,Absent
Rainy,28.951463232613705,Absent
Cloudy,28.109661577018795,Absent
Rainy,27.963710422867678,Absent
Cloudy,27.626373014173108,Present
Sunny,26.699028457458,Present
Sunny,33.099941763976034,Present
Sunny,21.77927352991258,Present
Sunny,23.980103278484055,Present
Sunny,17.776370019492617,Present
Cloudy,27.420292889023116,Present
Sunny,-4.057606759185738,Absent
Rainy,27.425398542784475,Absent
Snowy,27.739811683391217,Present
Cloudy,38.07010170154586,Absent
Rainy,6.153338720145371,Absent
Snowy,21.880014619673588,Absent
Snowy,18.090486573257994,Absent
Cloudy,4.825962093682378,Absent
Rainy,32.44337100118003,Present
Snowy,24.424822014126047,Absent
Snowy,27.484818418584027,Absent
Cloudy,1.640426222060249,Absent
Sunny,9.038463773088754,Present
Snowy,14.798840211636723,Absent
Cloudy,15.226279538319073,Present
Cloudy,-1.2138943773857882,Absent
Rainy,12.08446464754094,Absent
Cloudy,18.312286523228497,Absent
Cloudy,16.100880828385,Present
Sunny,22.89597894342292,Absent
Snowy,16.48878472239588,Present
Rainy,6.512186792995237,Present
Cloudy,19.06976053593462,Present
Rainy,23.696572074671277,Absent
Snowy,16.072143488810852,Absent
Cloudy,21.512555829435232,Present
Cloudy,49.4498431433153,Absent
Rainy,36.288179239483114,Present
Sunny,16.535814287698653,Present
Snowy,9.812338856087013,Absent
Snowy,21.34662023344603,Present
Snowy,18.59294449452477,Present
Cloudy,17.39023024241548,Present
Cloudy,28.170487647644862,Present
Cloudy,20.7375385226873,Absent
Rainy,25.982130074233403,Absent
Snowy,21.496602997469058,Present
Snowy,47.200852095681356,Absent
Snowy,3.862161020554854,Absent
Sunny,35.230054858256125,Present
Cloudy,-3.8501623012340147,Absent
Snowy,29.16710909652288,Absent
Snowy,9.153013518100714,Present
Cloudy,21.83542845445197,Absent
Cloudy,38.487994901222464,Absent
Snowy,23.989471200756416,Present
Rainy,28.919633166515368,Absent
Rainy,32.31500677889162,Absent
Rainy,19.76585867721555,Absent
Rainy,12.517976478846553,Absent
Sunny,21.48795267738529,Present
Rainy,24.381481566535264,Absent
Snowy,23.836541976859163,Present
Snowy,35.49135563924204,Absent
Snowy,12.734164870951503,Absent
Rainy,29.75195863680338,Absent
Cloudy,7.152124946116526,Present
Snowy,41.04185399561649,Absent
Rainy,22.272570642236406,Present
Sunny,8.70833700410332,Present
Sunny,17.186680332059403,Present
Snowy,12.605832997367461,Present
Cloudy,-5.843211060629166,Present
Sunny,8.233523667325768,Present
Rainy,29.712014395008012,Present
Rainy,7.599777491478273,Absent
Sunny,26.785711739648246,Present
Snowy,27.806016699981726,Present
Snowy,29.310101620143303,Absent
Sunny,22.308028425185057,Absent
Rainy,10.478131910215588,Absent
Cloudy,9.43062088867036,Present
Rainy,20.101044825210813,Present
Cloudy,32.90811098190697,Present
Cloudy,28.434351687877378,Present
Sunny,9.685871288318184,Present
Snowy,6.182800542995384,Absent
Cloudy,19.429282070825444,Absent
Rainy,24.098027484713885,Absent
Snowy,27.2285237993731,Absent
Snowy,18.380583763920807,Present
Rainy,18.872045123903263,Present
Sunny,6.3946229817668865,Present
Snowy,36.95984562574725,Absent
Cloudy,18.98084771020695,Absent
Rainy,30.857456874785388,Absent
Cloudy,18.069376592486385,Absent
Rainy,25.130358565254227,Absent
Rainy,22.026667887534234,Present
Snowy,27.818601560811874,Absent
Rainy,14.044025067374424,Absent
Snowy,21.93907255561679,Absent
Rainy,17.538819226839742,Absent
Snowy,17.047088904644916,Absent
Snowy,31.024921486137167,Absent
Sunny,24.419107415235313,Present
Snowy,8.214832958367342,Absent
Snowy,18.65962916493748,Present
Snowy,16.24148246553644,Absent
Sunny,21.16555490930035,Absent
Cloudy,8.630166098373188,Present
Cloudy,29.72295065193677,Present
Sunny,21.699508767431862,Present
Snowy,8.502378542142022,Absent
Snowy,14.422352623559435,Absent
Rainy,44.32555795246225,Absent
Cloudy,40.300634919584056,Present
Snowy,23.17218045015823,Present
Snowy,30.42054963580867,Absent
Cloudy,33.97002709861211,Present
Snowy,6.139682640980128,Absent
Sunny,26.756493293435152,Present
Snowy,17.911977496090948,Absent
Snowy,20.41612328363156,Absent
Cloudy,16.352074228140914,Present
Sunny,6.173377497832293,Present
Rainy,20.327142047933165,Absent
Cloudy,2.699550976200406,Present
Rainy,13.879634635331648,Absent
Rainy,31.65867087307695,Present
Sunny,27.848782203299635,Present
Rainy,14.666156523928326,Present
Sunny,33.70192612550592,Present
Snowy,13.936008003650723,Absent
Sunny,10.913263128153732,Present
Cloudy,42.84885330270738,Absent
Rainy,26.883058259293033,Present
Sunny,26.623967340377362,Present
Cloudy,28.888964457154625,Present
Sunny,25.443738550693713,Present
Rainy,12.73479278202239,Absent
Rainy,13.130532054054433,Absent
Cloudy,23.359093635042736,Present
Cloudy,24.884953439064,Present
Cloudy,29.215206430138924,Absent
Cloudy,18.90366500020624,Present
Cloudy,38.479670851231475,Present
Rainy,6.748464822000983,Present
Snowy,39.30135975705939,Absent
Cloudy,34.032901129500694,Absent
Snowy,23.269095362060437,Present
Cloudy,23.069121029450383,Absent
Cloudy,17.548632438493044,Absent
Cloudy,11.830187260007579,Present
Rainy,15.503066901333696,Absent
Snowy,24.065041856757993,Absent
Rainy,42.40693090544537,Absent
Sunny,28.854416073404394,Present
Cloudy,5.598511124519476,Absent
Cloudy,10.02269516212677,Absent
Snowy,29.404314912886612,Absent
Rainy,20.27680127731042,Present
Rainy,9.702756066896267,Present
Rainy,10.40805353207649,Present
Cloudy,8.08952966942017,Absent
Snowy,37.555153630162295,Present
Sunny,19.542057586946516,Present
Sunny,19.846229850639173,Present
Rainy,16.575956065526746,Present
Snowy,13.97537825362844,Present
Rainy,4.923895819302576,Absent
Rainy,23.16825966524393,Absent
Rainy,32.98970497579551,Absent
Sunny,16.56214704915647,Present
Sunny,23.600607711538483,Present
Rainy,31.47426320047613,Absent
Snowy,28.27659569748881,Absent
Sunny,12.051373824824035,Present
Rainy,16.785140819098775,Absent
Sunny,21.49946776078603,Present
Cloudy,36.91505952956353,Present
Cloudy,32.44288294980641,Present
Sunny,18.882769565286566,Present
Rainy,1.1339995523091737,Absent
Sunny,19.347234213089525,Present
Snowy,11.515882350653248,Absent
Rainy,29.157932882539402,Absent
Rainy,11.189840993020837,Absent
Rainy,13.233107318554353,Present
Rainy,20.7175400592041,Absent
Snowy,19.05633782428911,Present
Sunny,11.189848671651873,Present
Sunny,35.139248773101286,Present
Cloudy,9.347209774991924,Absent
Rainy,-10.692068276648733,Present
Cloudy,2.766455212103235,Absent
Snowy,22.14539154222359,Absent
Sunny,19.238314357269754,Present
Sunny,3.4750667382453635,Present
Rainy,1.4089178996443117,Absent
Sunny,20.064446602645674,Present
Snowy,34.43519910704387,Absent
Snowy,24.387893345319668,Absent
Rainy,11.704862202525197,Absent
Cloudy,24.456272773125388,Present
Rainy,11.702354744372165,Present
Snowy,-2.8461643484018104,Present
Sunny,23.06714231253919,Present
Sunny,22.384975774839983,Present
Sunny,29.313440989763244,Present
Snowy,27.3829428229206,Absent
Cloudy,19.72616453144979,Absent
Rainy,27.648501693980016,Absent
Cloudy,11.682729065083807,Absent
Sunny,5.89142811036449,Present
Rainy,2.017212011627244,Absent
Snowy,13.01841178576581,Absent
Snowy,26.06901949687358,Absent
Cloudy,28.501870159132906,Absent
Rainy,11.490985194877725,Absent
Sunny,24.383669835031526,Absent
Cloudy,26.248464053105803,Present
Snowy,28.73945059683544,Present
Rainy,23.806868391438993,Absent
Rainy,10.365490098202047,Absent
Snowy,18.946686518237513,Present
Sunny,9.495155787746812,Absent
Sunny,7.82681190907252,Present
Snowy,34.71010786313247,Present
Snowy,26.670583528001174,Absent
Sunny,20.257385884522805,Present
Cloudy,10.78860013801743,Absent
Cloudy,14.625753854221685,Absent
Rainy,19.62954463449748,Absent
Rainy,29.01600500955055,Absent
Cloudy,26.242956551819354,Present
Rainy,19.949851258349963,Present
Cloudy,28.383492342817725,Present
Rainy,13.434302793556906,Absent
Cloudy,38.286083373238284,Present
Rainy,25.789019173470066,Absent
Rainy,-3.1778307731689495,Absent
Cloudy,14.141463474159952,Present
Sunny,16.59622586465916,Present
Cloudy,37.21194031992482,Absent
Cloudy,19.59635474124858,Present
Snowy,19.99427965083625,Present
Sunny,29.837250977746578,Present
Rainy,31.704605011884176,Absent
Sunny,-0.5505637758716695,Present
Sunny,25.990749895138272,Present
Sunny,6.941895158556132,Present
Snowy,18.966669908867424,Absent
Snowy,16.683098181485153,Present
Rainy,29.040453153509734,Present
Cloudy,49.56398766697002,Absent
Sunny,4.1524096074845716,Present
Rainy,24.970963481091026,Absent
Rainy,32.656636417815875,Absent
Snowy,18.179765573804172,Absent
Cloudy,13.620960734881402,Present
Cloudy,37.64201776924601,Present
Snowy,16.464784485017525,Present
Sunny,16.095353221712628,Present
Snowy,20.819236503052966,Present
Rainy,15.039548169770052,Present
Snowy,26.401004742721145,Absent
Cloudy,8.467196053870518,Present
Sunny,12.793847527664093,Present
Rainy,15.975140021529803,Absent
Rainy,27.42659002497436,Absent
Cloudy,26.69439953244072,Absent
Snowy,34.347843360013606,Absent
Rainy,16.93437263657413,Present
Snowy,23.67910635368362,Present
Rainy,32.68154292001083,Present
Cloudy,20.654527101993015,Absent
Rainy,28.345687911579446,Present
Rainy,8.843485952069546,Present
Sunny,28.47657668823183,Present
Rainy,22.385712649569182,Absent
Cloudy,15.364123753058038,Absent
Rainy,8.542455908288675,Absent
Cloudy,19.812491589001972,Present
Snowy,25.38716059075923,Absent
Cloudy,22.54867989593979,Present
Snowy,19.084228439664006,Absent
Rainy,30.68478920900342,Absent
Cloudy,30.852134715578824,Absent
Sunny,11.605915938613284,Present
Cloudy,18.190302727841246,Absent
Snowy,16.07569318620909,Absent
Snowy,21.45093790809672,Present
Sunny,19.41291543195063,Present
Cloudy,26.86470075290059,Present
Rainy,9.58232095413085,Present
Cloudy,22.96340773675713,Absent
Cloudy,49.50795686344631,Present
Cloudy,0.7493186085105208,Present
Sunny,18.566429148626522,Present
Sunny,8.13626428473438,Present
Sunny,21.86665574924853,Present
Sunny,29.594634459187454,Present
Sunny,23.17448215453128,Present
Rainy,34.53343168147324,Absent
Cloudy,25.67063809998533,Absent
Cloudy,33.09548922236188,Present
Rainy,21.332997228919364,Absent
Rainy,10.337099321464551,Absent
Rainy,23.597651525637133,Absent
Rainy,21.602782135212347,Absent
Sunny,22.07173567785424,Present
Cloudy,28.496370803407792,Present
Rainy,12.79029360055133,Absent
Snowy,21.18935983465937,Present
Rainy,12.45507335934543,Absent
Cloudy,28.743216886117583,Absent
Snowy,13.318316075852689,Absent
Rainy,23.38339544064416,Absent
Sunny,8.108688279084966,Present
Sunny,19.792759121936616,Present
Snowy,23.600968949895368,Present
Sunny,30.823883437261017,Present
Snowy,24.390854744737148,Present
Rainy,26.67315611224791,Absent
Cloudy,18.070452767104793,Absent
Snowy,19.54858094444952,Absent
Rainy,15.424029146678503,Absent
Snowy,22.687020765507363,Absent
Cloudy,25.41413075466817,Absent
Sunny,25.6036624940238,Present
Sunny,24.634231333943394,Absent
Snowy,32.978063568476486,Absent
Cloudy,17.690904297199772,Absent
Rainy,37.12177026802007,Absent
Rainy,22.484276535916095,Present
Rainy,12.613169633367965,Present
Snowy,23.304316669243452,Absent
Sunny,19.4219423832524,Present
Snowy,19.694172110753616,Absent
Snowy,29.412934634210714,Absent
Snowy,14.015177660793208,Absent
Rainy,10.196449759048477,Present
Cloudy,22.070207876853633,Absent
Snowy,13.449780845431984,Absent
Rainy,21.320174806433688,Absent
Snowy,27.90021876756803,Absent
Snowy,6.310960429217694,Absent
Rainy,29.380483982640456,Absent
Cloudy,24.84731353794055,Absent
Cloudy,22.43339691685479,Present
Sunny,5.692948027378515,Present
Snowy,9.327177998411534,Present
Sunny,12.42911856508158,Present
Rainy,15.249894740244176,Absent
Snowy,20.80769170089818,Absent
Rainy,32.95681154349434,Absent
Sunny,25.300829312296074,Present
Rainy,15.753651810679923,Absent
Rainy,13.992534325424039,Absent
Cloudy,33.76987152270404,Present
Snowy,24.14010958358545,Present
Snowy,30.277614960263627,Present
Snowy,11.751386156211126,Absent
Rainy,22.57110747176871,Absent
Cloudy,12.903100064896968,Absent
Sunny,18.479973400558436,Present
Snowy,13.771095659463725,Absent
Rainy,18.599018637795865,Absent
Cloudy,18.05694028172004,Absent
Cloudy,6.3188357646602675,Absent
Snowy,8.360074418342672,Absent
Cloudy,24.308236985019498,Absent
Cloudy,21.339069390833416,Present
Rainy,11.883289987068892,Absent
Sunny,14.717214599154405,Present
Cloudy,24.628006284791898,Absent
Sunny,33.13236892712793,Present
Cloudy,28.331752837274284,Present
Cloudy,17.981076983187762,Present
Cloudy,20.93310821275522,Absent
Snowy,9.900275559408636,Absent
Snowy,24.170527224201578,Absent
Snowy,24.33208094421418,Present
Sunny,17.999368526989276,Present
Sunny,15.180752030399027,Present
Snowy,20.52675594674821,Absent
Sunny,25.904321509887833,Present
Rainy,24.194876875796552,Present
Sunny,34.38053867513789,Present
Rainy,17.90832992093409,Absent
Snowy,21.405492480866812,Absent
Rainy,28.455461447568034,Absent
Snowy,18.423137625503266,Present
Snowy,27.914052892916892,Absent
Snowy,25.603117349434807,Absent
Sunny,26.225966143911382,Present
Cloudy,13.504879071545517,Absent
Cloudy,36.057735424225164,Present
Rainy,5.434844247932206,Absent
Cloudy,18.40753288643812,Present
Snowy,29.452735873374504,Absent
Cloudy,8.490675797990546,Absent
Rainy,31.862341679545782,Present
Snowy,10.767991211316039,Absent
Sunny,5.131769444956449,Present
Snowy,32.887068569720185,Absent
Snowy,14.96019947386164,Absent
Rainy,10.706429059816621,Absent
Sunny,34.1141641586242,Present
Snowy,6.951976517459876,Absent
Sunny,14.740392725482366,Present
Snowy,21.47492569502466,Absent
Snowy,13.611372925166734,Absent
Rainy,15.455396704303796,Absent
Snowy,36.00681834995432,Absent
Snowy,38.98107736668803,Absent
Snowy,32.95222719563133,Absent
Cloudy,13.229491298190604,Present
Sunny,19.656867524545603,Present
Rainy,20.424407701355086,Absent
Rainy,20.59366535723808,Absent
Rainy,21.125282891544895,Absent
Snowy,21.721530411394347,Absent
Sunny,22.323742896163015,Present
Cloudy,30.071391189050438,Present
Cloudy,31.618843909681864,Absent
Rainy,40.73810589437553,Absent
Sunny,4.482631494268375,Present
Cloudy,25.79292555576571,Present
Rainy,4.698632301971514,Present
Cloudy,10.587446167515422,Absent
Cloudy,35.47766226564762,Absent
Sunny,18.411133344705018,Absent
Rainy,14.85875310320272,Absent
Cloudy,18.3924220590651,Absent
Snowy,25.885755307209504,Absent
Snowy,27.499521455767933,Absent
Cloudy,9.180222828339597,Absent
Sunny,22.86758114382977,Present
Sunny,11.573738139687853,Present
Cloudy,15.533565064912409,Absent
Sunny,12.833982045288257,Present
Sunny,35.15189466177739,Present
Snowy,16.369453628245324,Present
Rainy,7.047621414083585,Present
Rainy,22.233130599343337,Absent
Cloudy,27.022958165659997,Absent
Cloudy,32.99799168440254,Absent
Cloudy,17.8141140149322,Absent
Snowy,16.440685879437208,Present
Snowy,29.324097751399442,Present
Sunny,8.270284277025668,Present
Snowy,28.698990657903874,Absent
Rainy,23.515312686125874,Absent
Snowy,25.347394636101278,Present
Cloudy,25.84337526729873,Absent
Rainy,10.955503088667506,Present
Sunny,22.044183079364338,Present
Rainy,8.706388263275425,Present
Snowy,30.72630088776037,Present
Snowy,14.177115663627875,Present
Sunny,32.37817900090576,Present
Cloudy,22.893677689783615,Present
Sunny,9.9541632591096,Present
Sunny,9.67467640672873,Absent
Sunny,10.989282070232388,Present
Sunny,14.851218360965373,Present
Snowy,24.1785423989036,Absent
Cloudy,-0.48832758759090567,Absent
Rainy,10.1025561165385,Absent
Cloudy,16.61705810446705,Present
Cloudy,35.03826502776263,Absent
Sunny,17.417910486874238,Present
Cloudy,18.454043582175753,Present
Sunny,3.4417297430166975,Present
Rainy,19.064454136902793,Absent
Sunny,9.099189923532139,Present
Rainy,27.780081759964304,Absent
Cloudy,41.68953917143037,Present
Sunny,25.874821470270756,Present
Snowy,8.985557844338224,Absent
Rainy,26.476220758912675,Absent
Cloudy,11.353941152443674,Absent
Rainy,16.808459977767928,Absent
Sunny,21.3791101167619,Present
Snowy,32.47325779195786,Absent
Rainy,21.051613810219486,Absent
Rainy,25.986577447095577,Absent
Rainy,20.665234650450184,Present
Cloudy,26.18591572646411,Present
Snowy,18.97248463529186,Present
Snowy,32.281802918159904,Absent
Snowy,5.660799231678693,Absent
Rainy,12.38613635269816,Absent
Rainy,8.870918133777732,Present
Rainy,13.067092213713869,Absent
Rainy,10.207151559803949,Absent
Sunny,24.943834060614627,Present
Sunny,13.489982540920252,Absent
Cloudy,19.635869966997888,Absent
Rainy,14.649340311872162,Absent
Cloudy,12.430694476356988,Absent
Snowy,21.001948878170992,Present
Rainy,6.917490255066296,Absent
Sunny,9.108857083393378,Present
Rainy,3.3598107706446534,Absent
Snowy,12.99720120238025,Absent
Cloudy,19.240725998780373,Absent
Rainy,31.599098614759072,Absent
Sunny,11.634960694275263,Present
Snowy,35.82104412672305,Absent
Snowy,18.72820169262182,Present
Cloudy,24.336561379391885,Present
Rainy,21.694084910381743,Absent
Sunny,25.724648423426228,Present
Rainy,38.29893227644777,Absent
Sunny,34.18651063536809,Present
Cloudy,10.22372221640357,Present
Snowy,15.804331810592217,Absent
Cloudy,24.297143377766915,Absent
Snowy,9.366721406243407,Absent
Rainy,23.911823483175027,Present
Snowy,19.252140610957504,Absent
Sunny,10.00639232025716,Present
Cloudy,23.44402998355128,Present
Snowy,29.736811548346253,Absent
Snowy,10.569132343846423,Present
Rainy,36.02595195671311,Absent
Rainy,22.376157738685972,Present
Rainy,18.718043196097366,Present
Sunny,23.92322555430905,Present
Rainy,-5.9289398529393225,Present
Snowy,27.752914630566483,Present
Sunny,22.649167740330636,Absent
Rainy,15.432427797730865,Absent
Snowy,23.37154975780167,Absent
Sunny,24.049337787736967,Absent
Snowy,9.390523501987643,Absent
Rainy,20.936939991965865,Absent
Rainy,4.077074589000869,Present
Sunny,38.13806236076596,Present
Cloudy,18.96542301202153,Present
Snowy,16.947589151530686,Absent
Snowy,5.952919971636936,Absent
Cloudy,16.34249767213044,Present
Cloudy,19.027254294583273,Present
Snowy,22.751364983706196,Absent
Sunny,4.411107283520902,Present
Cloudy,16.312124226364666,Present
Rainy,27.46564651924121,Absent
Sunny,23.279536514188372,Present
Cloudy,21.500969624745363,Absent
Rainy,26.712778984413998,Absent
Rainy,16.019786529376,Absent
Snowy,11.998948688223148,Absent
Sunny,14.46211141776981,Present
Cloudy,27.13311719955734,Absent
Rainy,28.90694859025176,Absent
Snowy,20.045022632520347,Absent
Cloudy,10.146038316364884,Present
Rainy,18.217210790404863,Absent
Snowy,29.238131512835103,Absent
Rainy,27.14544076379418,Present
Snowy,9.787459921624082,Absent
Snowy,22.322989690424052,Absent
Sunny,18.45083445302156,Present
Cloudy,16.000066117983962,Present
Snowy,-6.583871321800366,Absent
Rainy,9.965710367587114,Absent
Cloudy,33.89283785358844,Present
Cloudy,19.286482515483396,Absent
Cloudy,21.38888104640411,Present
Sunny,19.032377418035324,Present
Snowy,24.031153004126562,Absent
Snowy,26.28149195838807,Absent
Snowy,25.67997256088205,Absent
Snowy,31.819807872166308,Absent
Rainy,24.587058503559117,Absent
Snowy,37.037754857785856,Present
Cloudy,35.10627591811509,Present
Snowy,20.188147873293502,Absent
Snowy,7.867863679176315,Present
Snowy,8.404601100631353,Absent
Snowy,10.039559067894457,Absent
Sunny,21.820143094899795,Present
Cloudy,7.418032932613183,Present
Sunny,19.890937259676008,Present
Cloudy,32.20375569704451,Present
Snowy,26.200797978430742,Absent
Snowy,17.966003773985946,Absent
Cloudy,19.40220389858671,Absent
Cloudy,8.878349299068704,Absent
Sunny,23.698798679035693,Present
Sunny,22.42988317591683,Present
Rainy,5.443132996750927,Present
Rainy,22.04595766468907,Absent
Sunny,22.362975657960742,Present
Rainy,17.913437274411375,Present
Sunny,11.813989913218805,Absent
Sunny,17.279345535234686,Present
Sunny,14.541454849030034,Present
Rainy,7.0860968596761715,Absent
Cloudy,32.41292143403285,Present
Snowy,34.95335815471336,Absent
Rainy,17.785718439726352,Absent
Snowy,25.088971133321113,Present
Snowy,4.522640218507361,Present
Cloudy,12.658908811017241,Present
Rainy,19.382152156822773,Absent
Snowy,10.83299843794659,Absent
Cloudy,37.48294393594187,Present
Cloudy,26.113579540674927,Absent
Sunny,21.244715807379293,Present
Rainy,2.345304460179655,Absent
Snowy,11.868442622218932,Absent
Cloudy,17.733278474893712,Absent
Snowy,17.56683547076709,Absent
Rainy,10.4133816538196,Absent
Sunny,16.40174270363911,Absent
Snowy,18.213297914564563,Present
Sunny,1.4504041378403336,Present
Cloudy,24.828202195667927,Absent
Sunny,17.625851829415407,Present
Snowy,17.76515049048884,Present
Rainy,12.071882048338331,Absent
Snowy,19.911996429003988,Present
Snowy,18.861614046862787,Absent
Sunny,8.386966426863747,Present
Sunny,25.57974636605092,Present
Snowy,8.03585019709795,Present
Sunny,32.76102268071838,Present
Sunny,14.571493345217235,Present
Rainy,12.323917738774895,Present
Rainy,-0.3802151867671171,Absent
Cloudy,11.625819115201676,Present
Snowy,38.076927362035306,Present
Sunny,26.725514999562506,Present
Snowy,15.856178100525593,Absent
Cloudy,20.190587924176608,Absent
Cloudy,26.25417094233123,Present
Rainy,17.179674597272307,Absent
Sunny,28.74876727033381,Present
Sunny,14.836976169763778,Present
Snowy,9.101344934846638,Absent
Rainy,21.275738191595202,Absent
Rainy,18.6047308299808,Absent
Rainy,4.4248766980272904,Absent
Sunny,24.249118211758148,Present
Cloudy,18.392260061173175,Present
Cloudy,33.15239208484617,Absent
Sunny,12.337718316235033,Present
Cloudy,18.58063045712735,Absent
Snowy,8.557262755976435,Absent
Sunny,25.41940350784067,Present
Sunny,19.39634762484364,Present
Rainy,20.11580167831286,Absent
Sunny,15.739750070969759,Present
Snowy,11.306664664625982,Present
Rainy,23.321054760821923,Present
Rainy,17.767698764766376,Present
Cloudy,21.859180085179567,Absent
Rainy,20.755599070347003,Absent
Snowy,24.81256133852615,Absent
Snowy,20.805540908085028,Absent
Cloudy,18.118215542704686,Absent
Sunny,6.888075251443251,Present
Snowy,19.112755866873407,Present
Snowy,35.127701137260146,Present
Cloudy,25.737081735745004,Present
Cloudy,14.58996023760066,Present
Cloudy,21.011774902604035,Present
Sunny,29.945519804458854,Present
Sunny,20.18713031316868,Present
Rainy,22.556715056202496,Absent
Snowy,12.88822766624961,Absent
Sunny,31.038419258598367,Present
Rainy,27.49876023949013,Absent
Sunny,13.098222814558504,Present
Cloudy,13.838856588478995,Absent
Rainy,11.245192361359422,Absent
Sunny,33.833988593140184,Present
Sunny,5.357405417144964,Present
Snowy,7.09425694461782,Present
Sunny,8.630121712325817,Present
Snowy,1.8366341967862283,Present
Cloudy,-0.593072971623041,Present
Rainy,4.226504848604302,Present
Rainy,18.190896369529273,Absent
Rainy,46.330024558466256,Absent
Sunny,11.261465133618728,Present
Rainy,24.626492171390005,Absent
Snowy,25.717197814243484,Absent
Rainy,14.231450922727856,Present
Sunny,16.21872121503314,Absent
Sunny,18.12556778719693,Present
Snowy,21.967199247871694,Present
Snowy,23.62153208890638,Absent
Sunny,2.1214588411770166,Present
Sunny,31.232843943028925,Present
Cloudy,42.31483978115676,Present
Cloudy,17.407965691028863,Present
Rainy,24.197042760702153,Present
Cloudy,23.64720028319104,Absent
Sunny,15.017116856436383,Present
Cloudy,28.533704340178986,Absent
Sunny,26.698650164262418,Present
Cloudy,34.57491501639105,Absent
Snowy,21.86719114796133,Present
Sunny,50.06051553149621,Present
Rainy,20.71142710724372,Absent
Rainy,17.845033581085463,Absent
Cloudy,20.293234333774496,Present
Snowy,19.110135897379177,Absent
Sunny,21.243936805059093,Present
Rainy,20.64532738175739,Absent
Sunny,17.705055927623675,Present
Cloudy,9.51222814961795,Present
Sunny,21.69538437721281,Present
Sunny,15.176128880169987,Present
Cloudy,17.16949482429722,Absent
Rainy,7.5270236361619105,Absent
Snowy,21.283144068962212,Absent
Snowy,24.478857825033728,Absent
Snowy,13.024560212494023,Present
Cloudy,21.65488057068569,Present
Sunny,16.637167220729825,Absent
Cloudy,18.34273463416836,Absent
Cloudy,13.251621602414165,Absent
Sunny,13.392832501604179,Present
Snowy,7.1425592014878365,Absent
Cloudy,22.20459097625226,Present
Snowy,5.498226006396758,Absent
Rainy,19.663506692808586,Absent
Rainy,28.193687857080405,Present
Snowy,12.22644975671121,Absent
Cloudy,32.97096155846474,Absent
Sunny,14.70140671882664,Absent
Snowy,17.127481967808784,Absent
Snowy,19.136685322174696,Absent
Cloudy,23.339187704946724,Absent
Snowy,23.00509605442488,Absent
Snowy,29.379919369820712,Absent
Cloudy,15.327859299516064,Absent
Snowy,39.48441411779923,Absent
Snowy,16.912550562663704,Absent
Snowy,-0.27256179842876804,Absent
Rainy,22.302280806843438,Absent
Rainy,21.48820757481694,Present
Sunny,52.926943217159646,Present
Sunny,14.976252878741267,Present
Sunny,29.368307918688586,Present
Cloudy,24.22378709424986,Absent
Cloudy,7.853847070497018,Absent
Cloudy,16.366465026703438,Absent
Snowy,9.83624556683087,Absent
Cloudy,28.1615458243511,Absent
Sunny,-6.420648312997571,Present
Sunny,10.004099750027365,Absent
Sunny,13.157033612615706,Present
Cloudy,6.213798898221414,Absent
Cloudy,18.833377043375673,Absent
Sunny,14.990728024406458,Present
Rainy,33.049273097480246,Absent
Sunny,8.299393833921695,Present
Cloudy,24.273369796634952,Present
Cloudy,15.131233912505554,Present
Sunny,10.600318615583642,Absent
Snowy,21.936713284060897,Absent
Rainy,18.69533475182848,Absent
Rainy,36.36410785610191,Absent
Cloudy,7.526831143994809,Present
Cloudy,24.555480113563195,Present
Cloudy,27.87487320266537,Present
Sunny,30.548787918254963,Present
Cloudy,34.0289528687892,Present
Cloudy,16.596846247040123,Present
Cloudy,12.33757158712503,Absent
Rainy,27.910608149152893,Present
Rainy,14.319158479856082,Present
Snowy,3.135622231208373,Absent
Snowy,37.95106658295521,Present
Cloudy,14.82924212760583,Present
Rainy,33.8535790349699,Absent
Rainy,15.1243928141349,Present
Rainy,29.538254436534345,Present
Rainy,15.872616028189398,Absent
Snowy,32.54566020555633,Absent
Sunny,29.811357849546532,Present
Rainy,45.65203882084241,Absent
Rainy,24.8550139158634,Absent
Rainy,3.680372349934718,Present
Rainy,0.17242359455818246,Absent
Sunny,27.196250753841653,Present
Sunny,23.30677368473836,Present
Cloudy,16.12012854562618,Absent
Snowy,36.14367811651896,Present
Rainy,2.3710945616470696,Absent
Rainy,17.007631839230957,Absent
Cloudy,17.183946737435292,Absent
Sunny,15.086664365654068,Present
Cloudy,21.06210993414448,Absent
Sunny,26.110439939970696,Present
Snowy,24.482290618347417,Absent
Cloudy,28.1105070699387,Present
Cloudy,19.495074692179074,Absent
Rainy,9.682144814191636,Absent
Cloudy,25.823349582675494,Present
Sunny,28.4449855672679,Present
Sunny,16.150586247936314,Present
Cloudy,6.449170558113753,Present
Sunny,26.306875165803127,Present
Cloudy,23.171112119478924,Absent
Snowy,20.095400220133488,Present
Rainy,28.56830297805826,Present
Snowy,38.019857740201616,Absent
Snowy,10.047605741922377,Absent
Rainy,52.118474715250485,Present
Rainy,18.338987495814543,Present
Rainy,37.766364956602246,Absent
Cloudy,16.65910687877447,Present
Sunny,17.714664437124803,Present
Cloudy,19.189081502615718,Present
