id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
4068,6685,157.1436388,54.75232706,0.9373377161,6826,92.25836741,0.6231357196,352.003,0.6779825966,2.87008146,1
4069,6763,158.7020387,55.29452706,0.9373395455,6962,92.7950378,0.4875288351,357.83,0.663736582,2.870122001,1
4070,5778,146.0290755,50.87762951,0.9373431565,5866,85.77166251,0.4996540989,322.378,0.6986450852,2.87020203,1
4071,6457,155.5649909,54.19884299,0.9373459549,6651,90.67142736,0.5203900709,347.597,0.671565862,2.870264055,1
4072,4770,134.2407275,46.7685605,0.9373484721,4910,77.93171773,0.4839691558,302.304,0.6559042662,2.870319849,1
4073,6595,156.1397733,54.3967642,0.9373515084,6780,91.63522684,0.4831501832,355.368,0.6562480527,2.870387156,1
4074,5943,148.5074599,51.73772146,0.9373516555,6113,86.98771531,0.5303882195,334.885,0.6659232893,2.870390417,1
4075,6674,157.8580254,54.99526136,0.937351782,6902,92.18243174,0.4898348624,357.235,0.6571856351,2.870393221,1
4076,4088,123.494576,43.02260768,0.9373546911,4206,72.14570853,0.5367647059,276.621,0.671352263,2.870457712,1
4077,5332,140.7103198,49.01860634,0.9373588164,5467,82.39486181,0.7727536232,317.243,0.6657572561,2.870549172,1
4078,6441,157.231932,54.77350139,0.9373603833,6735,90.55901892,0.4855269109,355.637,0.6399547796,2.870583914,1
4079,6408,154.8293231,53.93643198,0.9373606083,6595,90.32673471,0.5892413793,350.25,0.656411346,2.870588903,1
4080,7019,161.3098401,56.19332711,0.9373621323,7175,94.53501132,0.599709501,361.828,0.6737220527,2.870622695,1
4081,4458,129.0146824,44.94073147,0.9373689544,4593,75.33990902,0.4802844215,290.892,0.6620432667,2.870773977,1
4082,5825,147.0235231,51.21096344,0.9373763692,5939,86.1198023,0.6557469323,326.308,0.6874646178,2.870938432,1
4083,6787,159.08177,55.41082381,0.9373769439,7029,92.95954384,0.526124031,366.263,0.6357723211,2.87095118,1
4084,5582,144.7428511,50.41533687,0.9373795193,5741,84.30434828,0.4800481596,325.362,0.6626222856,2.871008309,1
4085,6813,158.7108936,55.28023444,0.9373802379,6986,93.13743081,0.4991208791,368.192,0.6315381011,2.871024249,1
4086,6511,155.6778295,54.21756442,0.9373951076,6693,91.04978131,0.4757763975,353.721,0.6539369405,2.871354167,1
4087,6797,159.2780892,55.46934636,0.9373999413,6965,93.02800216,0.5005154639,356.332,0.67269389,2.87146144,1
4088,6457,118.8348701,71.5188764,0.7986211385,6659,90.67142736,0.6473182957,316.608,0.8094627754,1.661587486,0
4089,5963,148.6380717,51.76086997,0.9374075395,6096,87.13396241,0.7854320337,332.568,0.6775069521,2.87163009,1
4090,5725,146.8702531,51.14474111,0.9374088392,5917,85.37737636,0.4928546832,332.216,0.65184489,2.87165894,1
4091,6482,156.5509455,54.51541637,0.9374098826,6655,90.84678711,0.5619906364,350.152,0.6643633528,2.871682103,1
4092,6786,159.8157062,55.6512739,0.9374122614,7037,92.95269523,0.5505882353,358.818,0.6623312967,2.871734913,1
4093,6433,155.5867673,54.17821892,0.9374133294,6571,90.50276234,0.6837797619,346.942,0.6715984111,2.871758623,1
4094,5166,138.2034673,48.12460859,0.9374144597,5268,81.10212998,0.5437894737,304.525,0.7000327561,2.871783717,1
4095,6466,154.9057911,53.94033101,0.9374151502,6634,90.73459592,0.6664605236,347.396,0.6732803463,2.871799046,1
4096,4645,131.0850287,45.64514434,0.937416479,4729,76.90382101,0.4787672645,293.423,0.6779650035,2.871828549,1
4097,6518,156.1388823,54.36888529,0.937417113,6664,91.09871213,0.5300048788,349.342,0.6711546687,2.871842627,1
4098,6248,152.5733855,53.1270977,0.9374177248,6400,89.19193167,0.6332218506,342.384,0.6697673338,2.871856211,1
4099,6655,157.0972287,54.7011547,0.9374205058,6792,92.05112259,0.6076515705,351.681,0.6761765614,2.871917961,1
4100,6195,152.222125,53.00274295,0.9374227111,6441,88.81283117,0.4811276794,354.035,0.6210960646,2.871966931,1
4101,5395,141.7947021,49.37074546,0.9374259525,5526,82.88019874,0.7835875091,315.216,0.6823148222,2.872038912,1
4102,6147,151.3926916,52.71166067,0.9374283024,6335,88.46809301,0.4938936204,353.521,0.6180770857,2.872091101,1
4103,5630,144.4478913,50.29133154,0.937434216,5777,84.66604182,0.4991134752,322.945,0.6783614018,2.872222446,1
4104,6623,156.7467169,54.56950444,0.9374432582,6825,91.82954592,0.5811688312,355.262,0.6594275786,2.872423316,1
4105,5156,138.3895588,48.1776209,0.9374460955,5286,81.0235959,0.541312336,311.53,0.6676102909,2.872486357,1
4106,6509,155.8208284,54.24546178,0.9374473231,6759,91.03579624,0.4889573317,365.555,0.6120947839,2.872513631,1
4107,6958,160.6271962,55.91745509,0.9374501755,7106,94.12332735,0.4793992008,359.189,0.6777167698,2.872577014,1
4108,6747,158.5753265,55.20297082,0.9374506169,6933,92.68520491,0.7182243986,365.326,0.6352715564,2.872586822,1
4109,5204,138.4602206,48.19970204,0.9374528498,5302,81.39986849,0.501155624,307.819,0.6901703628,2.872636442,1
4110,5900,148.2315237,51.59928441,0.9374576801,6148,86.67244841,0.639219935,341.277,0.6365724438,2.872743788,1
4111,6354,153.5091931,53.43585363,0.9374590918,6584,89.94533933,0.6861030126,358.777,0.62030872,2.872775163,1
4112,5363,141.5239663,49.26312307,0.9374610004,5549,82.63403463,0.4952442515,320.863,0.6546035881,2.872817585,1
4113,5291,140.8654266,49.03385251,0.9374611039,5420,82.07746604,0.4927360775,317.338,0.6602424824,2.872819886,1
4114,5623,144.8253276,50.41155876,0.9374628881,5748,84.61339114,0.7932007335,324.686,0.6702716053,2.872859542,1
4115,7167,124.5260585,74.9011968,0.7988802209,7376,95.52647705,0.6212725381,330.205,0.8259998687,1.662537634,0
4116,6713,120.9223482,72.71525455,0.7989944288,7013,92.45137675,0.6709645177,322.57,0.810734329,1.662957091,0
4117,5991,149.2805702,51.96217395,0.9374633581,6149,87.33829694,0.8095945946,335.073,0.6705486856,2.87286999,1
4118,5285,140.0617589,48.75324997,0.9374633675,5399,82.03091487,0.4967105263,312.775,0.6788765231,2.872870199,1
4119,6074,115.8811194,69.66971876,0.7990856736,6367,87.94121329,0.6921937322,313.323,0.7774994657,1.663292482,0
4120,5322,141.9498394,49.4100189,0.9374645225,5527,82.31756105,0.5712752254,323.232,0.640112098,2.872895872,1
4121,6668,157.4550013,54.80687118,0.9374649881,6815,92.14098591,0.5026383235,354.876,0.6653531181,2.872906223,1
4122,6303,153.6953008,53.49726048,0.9374672486,6470,89.58364165,0.5222038111,343.776,0.6702025301,2.872956473,1
4123,7191,163.129568,56.77758912,0.9374751912,7299,95.68628724,0.8271221532,363.242,0.6848682551,2.873133054,1
4124,7024,162.0149406,56.38835842,0.9374781295,7246,94.56867643,0.6882900539,367.344,0.654106501,2.87319839,1
4125,5868,147.7336438,51.41285203,0.9374906537,6007,86.43708491,0.5627157652,330.526,0.6749765945,2.873476921,1
4126,6318,153.2774343,53.3419867,0.9374910469,6485,89.69017473,0.6424649176,345.768,0.6640792186,2.873485668,1
4127,6792,159.6423264,55.55685324,0.9374914555,7014,92.9937793,0.6038406828,363.416,0.6462483591,2.873494755,1
4128,5992,148.9271681,51.82768915,0.9374919544,6121,87.34558576,0.724984876,333.279,0.6779002119,2.873505852,1
4129,5861,148.5057989,51.6795824,0.9374956222,6119,86.38551367,0.5464801865,340.624,0.6347914903,2.873587441,1
4130,6588,120.4054185,71.86718906,0.8023329752,6712,91.58658265,0.8601645123,315.844,0.82988553,1.675387894,0
4131,5146,138.7058508,48.26855913,0.9374974154,5303,80.94498562,0.497053994,306.256,0.6894621575,2.873627332,1
4132,6854,159.931843,55.65239965,0.9375035424,7044,93.41725665,0.5341750448,363.17,0.6530313518,2.873763647,1
4133,5298,140.6333973,48.93689745,0.9375038367,5394,82.13174239,0.5212514758,312.872,0.6801245025,2.873770195,1
4134,6910,160.8459414,55.97013894,0.937504338,7105,93.79810901,0.4948084497,358.011,0.6774779583,2.87378135,1
4135,5598,144.3945277,50.24537243,0.9375046185,5763,84.42508497,0.6797814208,321.626,0.6800493958,2.873787589,1
4136,6659,157.0965801,54.66482831,0.9375058311,6855,92.07878218,0.6039361509,354.658,0.6652721722,2.873814572,1
4137,5828,147.1254166,51.19447627,0.9375075734,5939,86.14197622,0.8202674173,326.257,0.6880337312,2.873853339,1
4138,6694,158.6522978,55.20320539,0.9375127682,6915,92.32045013,0.6291353383,356.808,0.6607336204,2.873968942,1
4139,6154,151.1192274,52.58184188,0.9375133211,6259,88.51845095,0.4735667564,337.893,0.6773434983,2.873981246,1
4140,4208,125.8083139,43.77425784,0.9375152897,4353,73.19693986,0.4762874929,282.051,0.6647070844,2.874025059,1
4141,6646,158.1173517,55.01359046,0.9375209363,6835,91.9888581,0.698622937,352.176,0.6733652311,2.874150739,1
4142,5859,147.9336789,51.47027331,0.937521246,5982,86.37077337,0.8418103448,334.859,0.6566128991,2.874157632,1
4143,6127,151.4897516,52.7067356,0.9375231938,6335,88.32405499,0.5112223613,342.643,0.6558039326,2.87420099,1
4144,6597,157.0662316,54.64670926,0.9375236917,6782,91.64912044,0.5983673469,357.032,0.6503423899,2.874212075,1
4145,6283,153.4516373,53.3875401,0.937527499,6474,89.44140014,0.5115616349,348.507,0.650060702,2.874296831,1
4146,5843,147.9493021,51.47004168,0.9375354611,5994,86.2527603,0.4937468312,331.547,0.6679678274,2.874474106,1
4147,6538,156.2005733,54.34057118,0.9375354681,6663,91.23836991,0.4776097597,350.678,0.6680942566,2.874474262,1
4148,6370,154.4902422,53.74494889,0.937536947,6509,90.05851376,0.790714995,345.428,0.6708635874,2.874507193,1
4149,5827,147.7786838,51.40948967,0.9375384633,6016,86.13458555,0.6034589892,335.066,0.6522200718,2.87454096,1
4150,3176,110.3203306,38.37697087,0.9375433261,3332,63.59094899,0.4563218391,243.926,0.6707708323,2.874649253,1
4151,5607,144.3582892,50.21661821,0.9375461203,5781,84.49292353,0.4684210526,323.775,0.6721307983,2.874711486,1
4152,6360,153.8231369,53.50837259,0.9375478014,6511,89.98779642,0.8099847173,344.294,0.6742299975,2.87474893,1
4153,5283,140.5791622,48.90127913,0.9375480423,5487,82.01539194,0.4891666667,323.276,0.6352483521,2.874754296,1
4154,6813,159.4111135,55.45190374,0.9375484593,7031,93.13743081,0.6836243227,355.865,0.6760482612,2.874763584,1
4155,6629,157.5920367,54.81897055,0.9375488331,6827,91.87113226,0.5492584307,356.098,0.6569295747,2.87477191,1
4156,6468,154.6218661,53.78536118,0.937549852,6621,90.7486274,0.5003094059,344.258,0.6858226003,2.874794605,1
4157,5252,140.4924338,48.87038767,0.9375499503,5404,81.77440974,0.4862962963,312.98,0.6737540814,2.874796795,1
4158,5740,146.4593282,50.9458455,0.9375502806,5840,85.48915128,0.4792118885,326.976,0.6746678312,2.874804152,1
4159,5770,146.9067885,51.09995481,0.937554169,5933,85.71226384,0.5849553933,333.189,0.6531371203,2.874890772,1
4160,7283,164.3003764,57.14875465,0.9375572708,7436,96.29643609,0.4781381303,378.119,0.6401226178,2.874959873,1
4161,6533,156.6894395,54.49927932,0.9375623754,6709,91.20347551,0.4860863095,350.454,0.6684369973,2.875073606,1
4162,6738,158.5615568,55.14936206,0.9375648831,6917,92.62336667,0.7339869281,353.069,0.6792375638,2.875129482,1
4163,7493,128.5983865,76.72481985,0.8025212741,7682,97.67488883,0.7052899096,339.151,0.8186144242,1.676098904,0
4164,4303,126.199645,43.89335018,0.9375654759,4408,74.01857713,0.7288279133,281.988,0.6800172905,2.875142691,1
4165,6175,151.1802832,52.58057199,0.937568579,6328,88.66935315,0.4725283134,342.755,0.6605097431,2.875211842,1
4166,5459,142.9467636,49.71641108,0.9375699778,5628,83.3703465,0.7485259838,325.58,0.6471538224,2.875243014,1
4167,5416,142.6108288,49.59786365,0.9375744268,5585,83.04134738,0.5773987207,320.932,0.6607884975,2.875342169,1
4168,4775,134.9770657,46.94277563,0.937574927,4941,77.97255175,0.7326990947,306.698,0.6379128522,2.875353319,1
4169,6651,157.7288394,54.85537351,0.937575139,6781,92.02345468,0.4844842657,353.894,0.6673450028,2.875358042,1
4170,4893,136.185122,47.3624343,0.9375762431,5125,78.93010257,0.5682926829,305.823,0.6574228448,2.875382653,1
4171,5391,142.0155834,49.38970312,0.937577413,5505,82.84946823,0.4709942338,319.574,0.6633402019,2.875408728,1
4172,6583,157.5708611,54.79617053,0.937585169,6883,91.55182097,0.5737819228,359.67,0.6394775307,2.875581625,1
4173,6568,156.6249145,54.46646998,0.9375869266,6765,91.44745666,0.4950256256,351.669,0.6673825318,2.87562081,1
4174,6124,151.2192816,52.58653577,0.9375872208,6271,88.30242903,0.4748759305,340.497,0.6637712936,2.87562737,1
4175,6354,154.1300701,53.59868981,0.9375873972,6530,89.94533933,0.4727678571,348.809,0.6562687283,2.875631301,1
4176,7936,131.937032,78.61237915,0.8031086873,8081,100.520789,0.5750724638,343.824,0.8436050019,1.678323864,0
4177,7016,160.9594596,55.97333926,0.9375880168,7204,94.51480649,0.6281672486,363.466,0.6673779619,2.875645115,1
4178,5080,137.8488876,47.93412615,0.9375948953,5215,80.42423072,0.7236467236,309.8,0.665136452,2.875798489,1
4179,6230,152.1593111,52.90926434,0.9375973775,6415,89.06336151,0.7889071799,340.738,0.6743056068,2.875853842,1
4180,6583,156.3516127,54.36525507,0.9376015716,6736,91.55182097,0.536643026,349.772,0.6761820511,2.875947377,1
4181,5656,145.9768203,50.75654889,0.9376048017,5868,84.86131548,0.6117239888,328.011,0.6606059003,2.87601942,1
4182,5813,147.4795873,51.27902616,0.9376048998,5983,86.03104947,0.7908843537,333.122,0.6582692322,2.876021609,1
4183,6459,155.5822216,54.09585257,0.9376060441,6614,90.68546862,0.4682470639,351.987,0.6551215728,2.876047132,1
4184,6785,158.7090555,55.1828919,0.9376064158,6986,92.94584612,0.4803539823,358.023,0.665177976,2.876055422,1
4185,6478,157.4922911,54.75745154,0.9376120038,6772,90.81875231,0.4737804432,351.53,0.6587581775,2.876180076,1
4186,6877,159.9383416,55.60723174,0.9376135593,7006,93.57386574,0.4796345376,360.826,0.6637633066,2.876214776,1
4187,6399,154.8740575,53.84388122,0.9376197948,6617,90.26328072,0.674573055,352.979,0.6453929802,2.876353897,1
4188,6996,162.2267487,56.39951857,0.9376212042,7226,94.37999711,0.7576348278,368.865,0.6461372324,2.876385346,1
4189,4684,132.198642,45.95959791,0.9376223042,4809,77.22599321,0.4774719674,297.755,0.6639091045,2.876409891,1
4190,5831,147.3446322,51.22442262,0.9376242257,5964,86.16414443,0.5359375,331.404,0.6671713886,2.876452768,1
4191,5187,138.7437168,48.23397462,0.9376251241,5304,81.26680453,0.5236220472,314.832,0.6576099496,2.876472816,1
4192,6255,152.8541431,53.13863023,0.9376270786,6411,89.24188116,0.7286812675,342.583,0.6697389574,2.876516434,1
4193,4714,133.0587435,46.25566566,0.9376305282,4865,77.47290632,0.6493112948,300.265,0.657037289,2.87659342,1
4194,6389,154.0025368,53.5321002,0.937640947,6581,90.19272394,0.5648983201,347.737,0.6639585167,2.876825984,1
4195,4688,131.8500976,45.83121852,0.9376425668,4812,77.25896055,0.4695512821,298.144,0.6627432595,2.876862145,1
4196,5324,140.826123,48.95080682,0.9376438478,5484,82.33302701,0.6022624434,319.056,0.6572250052,2.876890743,1
4197,5945,148.9457912,51.77014492,0.9376514093,6069,87.00235108,0.5464154412,333.214,0.6728453307,2.877059575,1
4198,5257,140.0056818,48.66130514,0.9376552816,5360,81.81332585,0.5386270492,306.75,0.7020672236,2.877146049,1
4199,6696,157.5912624,54.77252369,0.9376574989,6871,92.33424062,0.749664129,354.947,0.6678797705,2.877195568,1
4200,4648,132.1049716,45.91316543,0.9376612198,4815,76.92865139,0.5033571583,299.779,0.6499404553,2.877278671,1
4201,6226,152.7149758,53.07475061,0.9376647018,6413,89.03476515,0.6138223405,344.717,0.6584056929,2.877356446,1
4202,6712,157.7638564,54.8258993,0.9376730312,6876,92.4444905,0.5059550731,359.277,0.6534358841,2.87754252,1
4203,6587,157.5110396,54.73744302,0.9376744375,6723,91.57963137,0.8226551767,358.817,0.6429119613,2.87757394,1
4204,5992,150.3098427,52.23407801,0.937676512,6161,87.34558576,0.4692982456,334.842,0.6715862783,2.87762029,1
4205,5742,146.6452775,50.95907646,0.9376803807,5886,85.50404356,0.5818218665,331.559,0.6563740609,2.877706734,1
4206,6015,149.9482702,52.10675584,0.9376806452,6151,87.51306109,0.4946546053,338.692,0.6589244435,2.877712645,1
4207,6459,155.537025,54.04879827,0.9376807402,6741,90.68546862,0.4814400716,358.482,0.631597556,2.877714768,1
4208,5939,149.4207754,51.92333644,0.9376809327,6118,86.95843637,0.8025675676,338.63,0.6508371402,2.877719069,1
4209,5775,146.3274973,50.84732606,0.9376837291,5878,85.74939283,0.5036630037,328.497,0.67251045,2.87778156,1
4210,6270,152.5290894,53.0012995,0.9376862002,6458,89.34882174,0.5283114257,342.213,0.6727975446,2.877836786,1
4211,7038,161.7139838,56.19209164,0.9376880439,7253,94.66287507,0.6916273585,375.177,0.6283284345,2.877877992,1
4212,6010,150.1535578,52.17426686,0.9376900879,6129,87.47668069,0.5339374556,335.629,0.67044843,2.877923674,1
4213,5801,147.2309639,51.15732469,0.9376936631,5936,85.94220499,0.784448952,329.59,0.6710651364,2.878003587,1
4214,4927,135.3274429,47.01756395,0.9377038667,5069,79.20385872,0.5069973246,300.474,0.6857702321,2.878231697,1
4215,5105,137.4289134,47.74712402,0.9377053913,5254,80.62188212,0.5865119485,308.147,0.675600127,2.878265786,1
4216,4902,134.8194759,46.83884161,0.9377100131,5033,79.00265975,0.5757575758,303.284,0.6697059728,2.878369132,1
4217,5222,139.5074316,48.46566507,0.937714956,5357,81.54052307,0.6669220945,312.331,0.6726924419,2.878479669,1
4218,6106,151.0113995,52.46154948,0.9377165718,6252,88.17256183,0.68560521,338.655,0.6690393778,2.878515809,1
4219,6573,156.9619056,54.5281253,0.9377180764,6733,91.48225799,0.6001643535,353.914,0.6594441365,2.878549458,1
4220,6432,155.5293517,54.02837981,0.9377230315,6757,90.49572781,0.5104761905,378.859,0.5631196504,2.878660293,1
4221,6502,156.1802221,54.25291109,0.9377267568,6673,90.98683157,0.6789891395,353.069,0.6554471119,2.878743628,1
4222,6134,151.5576926,52.6442891,0.9377337875,6282,88.37449501,0.6794417368,342.964,0.6553247405,2.878900924,1
4223,6237,152.2331439,52.87705293,0.9377383069,6343,89.11338306,0.504,339.761,0.6789511928,2.879002052,1
4224,5604,144.8061371,50.29589254,0.9377420022,5751,84.47031673,0.5255063766,325.796,0.6634626741,2.879084747,1
4225,4556,130.2475856,45.23803603,0.937745406,4707,76.16350416,0.6898849182,298.288,0.643460682,2.879160925,1
4226,6669,157.5868235,54.73051133,0.9377526498,6835,92.14789484,0.4964639321,354.43,0.6671287115,2.879323063,1
4227,5150,138.6499171,48.15184595,0.9377574706,5254,80.97643889,0.841503268,308.41,0.6803935539,2.879430983,1
4228,6282,153.5813531,53.33681289,0.9377588787,6504,89.43428213,0.5355498721,344.883,0.6636883905,2.879462509,1
4229,5195,139.1475612,48.32348504,0.9377606327,5305,81.32944999,0.4831659226,307.251,0.6915264657,2.87950178,1
4230,5308,140.8387802,48.90949115,0.937764115,5422,82.20921787,0.4866153282,315.041,0.6720577963,2.879579748,1
4231,5771,146.7103198,50.94817438,0.9377649816,5924,85.71969093,0.7270093222,330.93,0.6621992121,2.879599152,1
4232,5093,138.3552729,48.04628239,0.9377661331,5233,80.52706999,0.8574074074,306.202,0.6826019021,2.879624938,1
4233,5774,146.3397929,50.81795002,0.9377689071,5935,85.74196832,0.6204599183,331.005,0.6622432424,2.879687056,1
4234,6773,159.0640137,55.23635241,0.9377693959,6930,92.8636174,0.5204795205,355.818,0.6722566564,2.879698003,1
4235,7668,129.2879292,76.96069712,0.803528776,7813,98.80891068,0.6761904762,333.695,0.8653515373,1.679921493,0
4236,5827,147.0300167,51.05736473,0.9377695931,5983,86.13458555,0.5452929066,332.685,0.6615892535,2.879702419,1
4237,6021,150.3857962,52.22097817,0.9377737992,6171,87.55669762,0.5132992327,337.119,0.6657513123,2.879796616,1
4238,6051,150.6442414,52.30937003,0.9377771233,6254,87.77455488,0.8068,339.903,0.6581532369,2.87987107,1
4239,6421,154.6524966,53.69695503,0.9377872568,6557,90.41831184,0.4933538225,346.821,0.6708134499,2.880098072,1
4240,6392,154.3764078,53.59788026,0.9377949644,6541,90.21389677,0.6644490644,344.51,0.6767729082,2.88027077,1
4241,5620,145.6008787,50.54903538,0.9378002343,5797,84.59081653,0.7047021944,332.055,0.6405103197,2.880388866,1
4242,6064,150.7078368,52.31985606,0.9378056119,6224,87.86879195,0.4961544755,335.152,0.6783993543,2.880509393,1
4243,6697,158.0664977,54.87405342,0.9378066456,6860,92.3411351,0.6947816164,354.525,0.6695706855,2.880532563,1
4244,5582,144.7760051,50.25941096,0.937808541,5742,84.30434828,0.5111721612,325.483,0.6621297106,2.880575047,1
4245,6034,150.1911401,52.13826022,0.937811081,6173,87.65116892,0.4809501036,334.841,0.6762976982,2.880631986,1
4246,5230,140.3843413,48.73370271,0.937811519,5355,81.6029584,0.8179543322,313.19,0.670032362,2.880641804,1
4247,6295,153.1168311,53.15338095,0.9378123414,6423,89.52677216,0.5200760079,343.082,0.6720626068,2.88066024,1
4248,6839,159.7527047,55.4566513,0.9378130929,6991,93.31497868,0.6079111111,358.478,0.6687710299,2.880677087,1
4249,6692,158.5165011,55.02615033,0.9378162791,6878,92.30665758,0.5484796328,361.73,0.6426828924,2.88074852,1
4250,6551,157.203895,54.56696113,0.9378246179,6783,91.32903294,0.4665954416,356.103,0.649181595,2.880935492,1
4251,6736,158.8449275,55.13599817,0.9378259714,6903,92.60961923,0.8357320099,355.078,0.6713738361,2.880965844,1
4252,4481,129.5007125,44.94847786,0.937831609,4631,75.53400823,0.5083957341,290.145,0.6688898813,2.881092279,1
4253,6230,152.6529568,52.97793237,0.9378472977,6359,89.06336151,0.5297619048,339.633,0.6787004672,2.881444216,1
4254,5765,146.7985527,50.94594511,0.9378478696,5943,85.67511877,0.5326619237,330.122,0.6647528999,2.881457049,1
4255,6449,154.8791554,53.75023011,0.9378480155,6594,90.61524057,0.4766444937,347.32,0.6718041097,2.881460322,1
4256,5442,143.3881521,49.76205446,0.9378487021,5579,83.2404325,0.4590080972,320.65,0.6651290448,2.881475727,1
4257,6806,159.3075558,55.28630276,0.9378498439,6975,93.0895716,0.6313543599,357.701,0.6684385681,2.881501347,1
4258,6342,153.7073352,53.34274299,0.9378499687,6451,89.86036497,0.5019390582,342.902,0.6777914176,2.881504148,1
4259,6186,116.5290295,69.31359542,0.8038602049,6403,88.74829477,0.7891312667,304.788,0.8368045857,1.681185759,0
4260,6612,157.2058433,54.55370327,0.9378574193,6765,91.75325536,0.4748976514,354.97,0.6594158894,2.881671342,1
4261,6222,152.7957704,53.02330153,0.9378574546,6388,89.0061596,0.6524748322,345.155,0.6563137949,2.881672133,1
4262,6682,158.011818,54.83236132,0.9378598358,6837,92.23766388,0.697786132,352.292,0.6765669409,2.881725576,1
4263,5630,144.7420205,50.22746362,0.9378600611,5742,84.66604182,0.6788039547,323.471,0.6761570126,2.881730633,1
4264,5966,149.2262263,51.78264616,0.9378622884,6107,87.15587831,0.5717845505,334.752,0.6690317867,2.881780622,1
4265,5961,150.2419547,52.1349857,0.9378625987,6113,87.11934875,0.6991555243,339.226,0.6509546341,2.881787588,1
4266,6077,150.1874401,52.1115585,0.9378737095,6203,87.96292806,0.6985057471,337.332,0.671095023,2.882037007,1
4267,6167,116.7486992,69.29725672,0.8047903795,6285,88.6118969,0.6028347996,302.402,0.8474508003,1.684752106,0
4268,6269,153.9882764,53.4276264,0.9378802782,6514,89.34169635,0.4837191358,356.281,0.6206157725,2.882184494,1
4269,6510,156.4688452,54.2872629,0.9378826881,6699,91.04278904,0.4709201389,354.309,0.6516681329,2.882238612,1
4270,7142,162.8800905,56.50974038,0.9378870495,7405,95.3597233,0.5259979378,384.961,0.6056144686,2.882336557,1
4271,6573,157.241273,54.55248465,0.9378892142,6833,91.48225799,0.5881879195,362.87,0.627294337,2.882385174,1
4272,5895,149.1229644,51.73325975,0.9378959124,6083,86.63571502,0.6589537223,335.743,0.6571730423,2.882535628,1
4273,5524,143.9017836,49.92151766,0.9378970096,5674,83.86522071,0.6468384075,325.555,0.6549600256,2.882560274,1
4274,6020,149.1490224,51.73975166,0.9379022314,6211,87.54942638,0.6278681685,342.667,0.644260923,2.882677586,1
4275,5761,147.9270302,51.31583137,0.9379022603,5966,85.6453911,0.7144097222,331.625,0.6582838694,2.882678234,1
4276,5800,146.7646992,50.91134518,0.9379054709,5949,85.93479714,0.5111933721,330.869,0.665772266,2.88275037,1
4277,6374,154.2894285,53.52013379,0.9379089992,6525,90.08678515,0.5192245031,340.617,0.6903817208,2.88282965,1
4278,5870,148.4137353,51.4806302,0.9379123256,5994,86.45181391,0.7534334489,331.344,0.6718769526,2.8829044,1
4279,6116,151.158319,52.43165748,0.9379147553,6261,88.24473387,0.4793103448,338.124,0.6722415389,2.882959004,1
4280,6103,152.0719118,52.74552443,0.9379221169,6277,88.1508987,0.7876871451,340.904,0.65991658,2.883124463,1
4281,6403,156.0060557,54.10878842,0.9379251459,6704,90.291488,0.5349206349,351.376,0.6517021843,2.883192551,1
4282,6449,119.1621331,70.6055557,0.8055581554,6749,90.61524057,0.7006736202,340.807,0.6977265164,1.687716099,0
4283,5904,148.0277479,51.34044435,0.9379280581,6022,86.70182393,0.5121443442,328.966,0.6855737564,2.883258019,1
4284,6832,159.8644922,55.44389352,0.9379324236,6963,93.26721058,0.81585861,364.342,0.6467541822,2.883356166,1
4285,5291,140.1502087,48.60609016,0.9379338318,5399,82.07746604,0.8045924574,314.82,0.6708462499,2.883387828,1
4286,6032,150.4272466,52.16759887,0.9379405041,6177,87.6366415,0.5330505479,337.085,0.6671021533,2.883537863,1
4287,5891,147.6317622,51.19571031,0.9379465778,6024,86.60631708,0.7911630406,334.09,0.6632418679,2.883674459,1
4288,5303,140.8603075,48.84738522,0.9379468968,5447,82.17048926,0.4991528614,317.925,0.6592985661,2.883681632,1
4289,6694,158.750017,55.04838326,0.9379533619,6900,92.32045013,0.5591379886,356.337,0.662481467,2.883827056,1
4290,6032,150.7308461,52.26748805,0.9379537446,6227,87.6366415,0.6070853462,337.911,0.6638447695,2.883835664,1
4291,6903,161.1250231,55.86972841,0.9379584449,7164,93.75058708,0.5581790248,360.596,0.6671230212,2.883941405,1
4292,6925,161.4770974,55.98638518,0.9379708623,7154,93.89986074,0.5207158433,361.432,0.6661567608,2.884220813,1
4293,6678,158.591691,54.98354764,0.9379765177,6887,92.21005195,0.4867346939,357.11,0.6580399418,2.884348097,1
4294,5880,148.4109892,51.45384167,0.9379766895,6006,86.52542125,0.6666666667,330.947,0.6746372125,2.884351963,1
4295,5989,150.1988423,52.07307911,0.9379781863,6196,87.32371747,0.5739888825,338.06,0.6585315745,2.884385654,1
4296,6169,151.2251324,52.4287132,0.9379786136,6318,88.62626446,0.4764810381,338.248,0.6775699852,2.884395271,1
4297,6029,149.6536711,51.88369147,0.9379791246,6220,87.61484586,0.4961323239,345.209,0.6357566746,2.884406774,1
4298,6035,150.6743979,52.2368161,0.9379809715,6187,87.65843172,0.6394363213,340.209,0.6552326676,2.884448348,1
4299,5698,145.9766828,50.60695288,0.9379840799,5849,85.17581186,0.7194444444,331.311,0.6523198561,2.884518321,1
4300,7425,128.6983718,75.97255559,0.8071731034,7650,97.23067222,0.8074162679,338.728,0.813212651,1.694011355,0
