Company Name,Job Title,Salaries Reported,Location,Salary
Zomato,Data Scientist,1,Pune,"₹12,50,000/yr"
Hinduja Global Solutions,Data Scientist,1,Pune,"₹11,76,710/yr"
Other,Data Scientist,1,Pune,"₹4,14,794/yr"
Thoughtworks,Data Scientist,1,Pune,"₹25,69,287/yr"
Fractal,Data Scientist,1,Pune,"₹14,04,565/yr"
TietoEVRY,Data Scientist,1,Pune,"₹7,87,318/yr"
Yash Technologies,Data Scientist,1,Pune,"₹20,54,972/yr"
CitiusTech,Data Scientist,1,Pune,"₹12,03,913/yr"
Unacademy,Data Scientist,1,Pune,"₹7,02,283/yr"
UBS,Data Scientist,1,Pune,"₹9,39,603/yr"
Netcracker Technology,Data Scientist,1,Pune,"₹18,05,869/yr"
Cummins,Data Scientist,1,Pune,"₹5,00,000/yr"
Capgemini Invent,Data Scientist,1,Pune,"₹13,00,000/yr"
Siemens Digital Industries Software,Data Scientist,1,Pune,"₹9,12,580/yr"
Johnson Controls,Data Scientist,1,Pune,"₹7,13,136/mo"
Johnson Controls,Data Scientist,1,Pune,"₹4,67,428/yr"
Dassault Systemes,Data Scientist,1,Pune,"₹9,83,196/yr"
Ugam,Data Scientist,1,Pune,"₹12,52,803/yr"
Schlumberger,Data Scientist,1,Pune,"$53,527/yr"
Apple,Data Scientist,1,Pune,"₹15,07,820/yr"
MetLife,Data Scientist,1,Pune,"₹4,17,954/yr"
Red Hat,Data Scientist,1,Pune,"₹53,98,754/yr"
STL - Sterlite Technologies Limited,Data Scientist,1,Pune,"₹10,36,984/yr"
Visteon,Data Scientist,1,Pune,"₹24,11,749/yr"
PhonePe,Data Scientist,1,Pune,"₹25,50,000/yr"
C-DAC,Data Scientist,1,Pune,"₹4,49,896/yr"
Nothing Something,Data Scientist,1,Pune,"₹5,01,630/yr"
Attra,Data Scientist,1,Pune,"₹22,49,481/yr"
NICE,Data Scientist,1,Pune,"₹16,49,524/yr"
Sokrati,Data Scientist,1,Pune,"₹27,235/mo"
Pitney Bowes,Data Scientist,1,Pune,"₹7,55,000/yr"
AXA,Data Scientist,1,Pune,"₹10,70,000/yr"
FirstCry com,Data Scientist,1,Pune,"₹67,404/mo"
Maxgen Technologies,Data Scientist,1,Pune,"₹16,871/mo"
TCS e-Serve International,Data Scientist,1,Pune,"₹10,31,782/yr"
Internshala,Data Scientist,1,Pune,"₹5,42,139/yr"
Michelin,Data Scientist,1,Pune,"₹12,846/mo"
Saama Technologies,Data Scientist,1,Pune,"£9,34,857/yr"
Micron Technology,Data Scientist,1,Pune,"₹14,00,000/yr"
BlueConch Technologies,Data Scientist,1,Pune,"₹11,04,109/yr"
FIGmd,Data Scientist,1,Pune,"₹7,50,000/yr"
Volkswagen,Data Scientist,1,Pune,"₹51,84,922/yr"
TomTom,Data Scientist,1,Pune,"₹6,16,492/yr"
Datametica,Data Scientist,1,Pune,"₹19,177/mo"
FreshersLive,Data Scientist,1,Pune,"₹3,06,968/yr"
Innoplexus,Data Scientist,1,Pune,"₹30,534/mo"
Dream11,Data Scientist,1,Pune,"₹22,48,126/yr"
Sandvik,Data Scientist,1,Pune,"₹3,00,000/yr"
SS Supply Chain Solutions,Data Scientist,1,Pune,"₹13,12,312/yr"
Cognizant Softvision,Data Scientist,1,Pune,"₹4,98,618/yr"
University of Pune,Data Scientist,1,Pune,"₹10,03,261/yr"
Goodwill,Data Scientist,1,Pune,"₹12,000/mo"
Goodwill,Data Scientist,1,Pune,"₹6,19,069/yr"
IVL Global,Data Scientist,1,Pune,"₹6,68,980/yr"
Coupa Software Inc,Data Scientist,1,Pune,"₹80,000/yr"
Verificient Technologies,Data Scientist,1,Pune,"₹11,036/mo"
Clairvoyant,Data Scientist,1,Pune,"₹18,00,000/yr"
The Fresh Market,Data Scientist,1,Pune,"₹3,06,968/yr"
Tata Research Development and Design Centre,Data Scientist,1,Pune,"₹12,67,472/yr"
Medline Industries,Data Scientist,1,Pune,"₹14,61,604/yr"
Amphisoft Technologies,Data Scientist,1,Pune,"₹35,17,133/yr"
Pratham,Data Scientist,1,Pune,"₹38,000/mo"
Evolent Health,Data Scientist,1,Pune,"₹15,41,229/yr"
Presidency University (Bangalore),Data Scientist,1,Pune,"₹7,25,889/yr"
Smartek21,Data Scientist,1,Pune,"₹12,00,000/yr"
Google Cloud,Data Scientist,1,Pune,"₹32,11,608/yr"
ABC do ABC,Data Scientist,1,Pune,"₹5,13,743/yr"
Apar Technologies,Data Scientist,1,Pune,"₹5,00,000/yr"
Professional Data Analysts,Data Scientist,1,Pune,"₹12,00,000/yr"
Bajaj Finserv Health,Data Scientist,1,Pune,"₹13,00,000/yr"
PharmaACE,Data Scientist,1,Pune,"₹7,00,000/yr"
advids.co,Data Scientist,1,Pune,"₹80,495/mo"
Xcaliber Infotech,Data Scientist,1,Pune,"₹6,42,322/yr"
MIT World Peace University,Data Scientist,1,Pune,"₹10,000/mo"
iNeuron,Data Scientist,1,Pune,"₹20,280/mo"
vPhrase,Data Scientist,1,Pune,"₹5,41,685/yr"
AAKASH,Data Scientist,1,Pune,"₹50,163/mo"
Ascentrik Research Services,Data Scientist,1,Pune,"₹10,705/mo"
EarlySalary.com,Data Scientist,1,Pune,"₹15,66,004/yr"
Motifworks,Data Scientist,1,Pune,"₹9,69,321/yr"
Helpshift,Data Scientist,1,Pune,"₹68,088/mo"
ROHIT KUMAR MODI,Data Scientist,1,Pune,"₹4,00,000/yr"
ThinkBumblebee Analytics,Data Scientist,1,Pune,"₹13,07,815/yr"
Globex Digital Solutions,Data Scientist,1,Pune,"₹12,84,643/yr"
ThinkBumblebee Analytics,Data Scientist,1,Pune,"₹10,387/mo"
Innodatatics,Data Scientist,1,Pune,"₹15,000/mo"
Innodatatics,Data Scientist,1,Pune,"₹6,23,238/yr"
Viajes,Data Scientist,1,Pune,"₹8,29,587/yr"
OnlineSales.ai,Data Scientist,1,Pune,"₹1,44,479/yr"
Comscore,Data Scientist,1,Pune,"₹12,16,773/yr"
Ellicium Solutions Private Limited,Data Scientist,1,Pune,"₹2,47,678/yr"
RAKESH GROUP,Data Scientist,1,Pune,"₹50,16,304/yr"
Yagna iQ,Data Scientist,1,Pune,"₹19,505/mo"
Tops Office Pros Business Services,Data Scientist,1,Pune,"₹6,19,069/yr"
Apptware,Data Scientist,1,Pune,"₹20,73,969/yr"
Savitribai Phule Pune University,Data Scientist,1,Pune,"₹7,00,000/yr"
Seventh Contact Hiring Solutions,Data Scientist,1,Pune,"₹30,08,206/yr"
CoreView Systems,Data Scientist,1,Pune,"₹5,14,600/yr"
Peak,Data Scientist,1,Pune,"₹21,48,775/yr"
Nitish Verma,Data Scientist,1,Pune,"₹10,36,984/yr"
The City Bank,Data Scientist,1,Pune,"₹50,00,000/yr"
Cloud Counselage,Data Scientist,1,Pune,"₹10,770/mo"
Gibots,Data Scientist,1,Pune,"₹4,12,713/yr"
SCORG Technologies,Data Scientist,1,Pune,"₹6,46,214/yr"
GeoSpoc,Data Scientist,1,Pune,"₹1,04,400/mo"
Infodeal,Data Scientist,1,Pune,"₹8,49,156/yr"
BancTec,Data Scientist,1,Pune,"₹6,41,549/yr"
American Student Assistance,Data Scientist,1,Pune,"₹25,925/mo"
Ajeenkya DY Patil University,Data Scientist,1,Pune,"₹4,14,794/yr"
Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,"₹15,67,329/yr"
Aventior,Data Scientist,1,Pune,"₹4,81,741/yr"
Navidium,Data Scientist,1,Pune,"₹6,81,546/yr"
Open Insights,Data Scientist,1,Pune,"₹11,24,740/yr"
Pantech Solutions,Data Scientist,1,Pune,"₹25,000/mo"
Express Analytics,Data Scientist,1,Pune,"₹8,77,015/yr"
Optra Health,Data Scientist,1,Pune,"₹17,22,605/yr"
WebShar,Data Scientist,1,Pune,"₹8,88,545/yr"
Kudos Finance and Investments,Data Scientist,1,Pune,"₹33,742/mo"
Oasis HR Corporate Solutions,Data Scientist,1,Pune,"₹8,54,957/yr"
Tribes.AI,Data Scientist,1,Pune,"₹4,20,000/yr"
Argus System,Data Scientist,1,Pune,"₹5,95,000/yr"
IFS India Mercantile,Data Scientist,1,Pune,"₹6,10,000/yr"
DasDas,Data Scientist,1,Pune,"₹44,66,071/yr"
Pisyst,Data Scientist,1,Pune,"₹1,07,054/mo"
Comsense Technologies,Data Scientist,1,Pune,"₹3,96,166/yr"
Entrepreneurs' Organization,Data Scientist,1,Pune,"₹80,007/mo"
Pivotchain Solutions,Data Scientist,1,Pune,"₹6,02,937/yr"
ManCorp Innovation Labs,Data Scientist,1,Pune,"₹1,20,000/yr"
Neo Media World,Data Scientist,1,Pune,"₹80,000/mo"
Samyak Software,Data Scientist,1,Pune,"₹61,907/mo"
Robertshaw,Data Scientist,1,Pune,"₹3,00,978/yr"
JarvisSoft Technology,Data Scientist,1,Pune,"₹5,06,133/yr"
EC Infosolutions,Data Scientist,1,Pune,"₹9,12,580/yr"
FogHorn Systems,Data Scientist,1,Pune,"₹23,00,000/yr"
NutaNXT Technologies,Data Scientist,1,Pune,"₹8,41,226/yr"
Speed TechServe,Data Scientist,1,Pune,"₹7,20,000/yr"
IMDb,Data Scientist,1,Pune,"₹1,00,326/mo"
QiO Technologies,Data Scientist,1,Pune,"₹35,17,133/yr"
Expert Freelancer Inc.,Data Scientist,1,Pune,"₹5,53,419/yr"
Arya Solution,Data Scientist,1,Pune,"₹5,50,000/yr"
Strattek Consulting,Data Scientist,1,Pune,"₹8,000/mo"
GoDutch Marketing,Data Scientist,1,Pune,"₹3,59,620/yr"
TorcAI,Data Scientist,1,Pune,"₹15,07,343/yr"
Srivenk Soft Solutions,Data Scientist,1,Pune,"₹6,52,120/yr"
Automaton AI,Data Scientist,1,Pune,"₹6,37,739/yr"
Shogini Technoarts,Data Scientist,1,Pune,"₹3,61,124/yr"
GOLDFINCH,Data Scientist,1,Pune,"₹1,03,698/mo"
Amobee,Data Scientist,1,Pune,"₹10,36,984/yr"
Global AI,Data Scientist,1,Pune,"₹7,31,081/yr"
Elie Tahari,Data Scientist,1,Pune,"₹10,70,536/yr"
Aktana,Data Scientist,1,Pune,"₹18,00,000/yr"
Go Digital,Data Scientist,1,Pune,"₹6,06,034/yr"
Meals on Wheels America,Data Scientist,1,Pune,"₹20,550/mo"
Kool Smiles,Data Scientist,1,Pune,"₹12,00,000/yr"
Algoritmo (Singapore),Data Scientist,1,Pune,"₹16,058/mo"
Klugheit Software,Data Scientist,1,Pune,"₹40,000/mo"
GoKhana,Data Scientist,1,Pune,"₹15,073/mo"
Prophecy Labs,Data Scientist,1,Pune,"₹20,52,566/yr"
Airavaat Car Rentals,Data Scientist,1,Pune,"₹14,00,000/yr"
Brahman bhetun,Data Scientist,1,Pune,"₹8,21,989/yr"
Aniket Sonawane,Data Scientist,1,Pune,"₹8,23,360/yr"
URS Technologies Solutions,Data Scientist,1,Pune,"₹9,48,931/yr"
Hritik,Data Scientist,1,Pune,"₹9,00,000/yr"
EventStreet,Data Scientist,1,Pune,"₹6,90,132/yr"
Kushim,Data Scientist,1,Pune,"₹31,000/mo"
Flipper Code,Data Scientist,1,Pune,"₹3,69,895/yr"
We Are Novella,Data Scientist,1,Pune,"₹6,71,220/yr"
IEEE Student Branch VIT Pune,Data Scientist,1,Pune,"₹3,21,161/yr"
Kp techobriks,Data Scientist,1,Pune,"₹21,411/mo"
akhil sajeev,Data Scientist,1,Pune,"₹2,50,815/yr"
VisionNLP,Data Scientist,1,Pune,"₹5,40,000/yr"
Reckon Data Solutions,Data Scientist,1,Pune,"₹20,000/mo"
PSL (India),Data Scientist,1,Pune,"₹11,49,375/yr"
Accretive Wiz@work Consultants,Data Scientist,1,Pune,"₹13,00,000/yr"
Innoplexus Associate,Data Scientist,9,Pune,"₹10,57,005/yr"
ZS Associates,Data Science Associate,9,Pune,"₹12,03,913/yr"
ZS Associates,Data Science Consultant,5,Pune,"₹26,71,464/yr"
ZS Associates Senior,Data Scientist,4,Pune,"₹19,97,263/yr"
Coriolis Technologies,Data Science,3,Pune,"₹16,825/mo"
Schlumberger,Data Science,2,Pune,"₹30,027/mo"
Wolters Kluwer,Data Science,2,Pune,"₹28,717/mo"
Innoplexus,Data Science,2,Pune,"₹30,693/mo"
EarlySalary.com,Data Science,2,Pune,"₹35,268/mo"
Express Analytics,Data Science,2,Pune,"₹17,949/mo"
Tata Consultancy Services,Senior Data Scientist,2,Pune,"₹20,92,324/yr"
Wipro Technologies,Senior Data Scientist,2,Pune,"₹21,82,516/yr"
Barclays,Senior Data Scientist,2,Pune,"₹27,96,928/yr"
Bajaj Finance,Senior Data Scientist,2,Pune,"₹13,92,244/yr"
Wolters Kluwer,Senior Data Scientist,2,Pune,"₹19,03,930/yr"
Icertis,Senior Data Scientist,2,Pune,"₹10,33,817/yr"
Abzooba,Senior Data Scientist,2,Pune,"₹21,70,283/yr"
Aera Technology,Senior Data Scientist,2,Pune,"₹10,58,135/yr"
AlgoAnalytics Financial Consultancy,Senior Data Scientist,2,Pune,"₹16,96,245/yr"
SG Analytics,Junior Data Scientist,2,Pune,"₹7,08,351/yr"
Maxgen Technologies,Junior Data Scientist,2,Pune,"₹14,329/mo"
Infosys,Lead Data Scientist,2,Pune,"₹16,53,998/yr"
Wipro,Lead Data Scientist,2,Pune,"₹18,92,322/yr"
ZS Associates,Data Science Manager,2,Pune,"₹46,19,021/yr"
Abzooba,Data Scientist - Trainee,2,Pune,"₹50,876/mo"
Schlumberger,Data Science Lead,2,Pune,"₹40,68,310/yr"
Tata Consultancy Services,Data Science,1,Pune,"₹5,11,613/yr"
Nones Data Science,Data Science,1,Pune,"₹5,137/mo"
Nones Data Science,Data Science,1,Pune,"₹4,00,000/yr"
Mahindra,Data Science,1,Pune,"₹16,979/mo"
KPIT Technologies,Data Science,1,Pune,"₹15,000/mo"
BNY Mellon,Data Science,1,Pune,"₹61,394/mo"
Fiserv,Data Science,1,Pune,"₹10,36,984/yr"
Tata Technologies,Data Science,1,Pune,"₹6,22,191/yr"
Bajaj Finance,Data Science,1,Pune,"₹15,000/mo"
JLL,Data Science,1,Pune,"₹35,000/mo"
Eaton,Data Science,1,Pune,"₹53,527/mo"
HT Media,Data Science,1,Pune,"₹16,058/mo"
Maxgen Technologies,Data Science,1,Pune,"₹17,000/mo"
Faurecia,Data Science,1,Pune,"₹15,000/mo"
JCB,Data Science,1,Pune,"₹1,12,474/yr"
Manipal University,Data Science,1,Pune,"₹50,000/mo"
Merkle,Data Science,1,Pune,"₹10,000/mo"
Datametica,Data Science,1,Pune,"₹19,040/mo"
The Sparks Foundation,Data Science,1,Pune,"₹1,00,490/yr"
Subway,Data Science,1,Pune,"₹41,549/mo"
Aera Technology,Data Science,1,Pune,"₹28,896/mo"
iNeuron,Data Science,1,Pune,"₹3,46,353/yr"
Fresh Gravity,Data Science,1,Pune,"₹52,577/mo"
Apptware,Data Science,1,Pune,"₹12,279/mo"
Ecozen Solutions,Data Science,1,Pune,"₹24,427/mo"
Furtados School of Music,Data Science,1,Pune,"₹8,039/mo"
Sciffer Analytics,Data Science,1,Pune,"₹5,353/mo"
Aventior,Data Science,1,Pune,"₹14,217/mo"
Solytics Partners,Data Science,1,Pune,"₹10,000/mo"
DemandMatrix,Data Science,1,Pune,"₹36,356/mo"
Insight Data Science,Data Science,1,Pune,"₹4,52,203/yr"
Symbiosis Institute of Technology,Data Science,1,Pune,"₹20,00,000/yr"
Comsense Technologies,Data Science,1,Pune,"₹10,326/mo"
Technogeeks,Data Science,1,Pune,"₹2,15,405/yr"
Unscrambl,Data Science,1,Pune,"₹20,065/mo"
Zaynax,Data Science,1,Pune,"₹8,00,000/yr"
Brainwave Consulting,Data Science,1,Pune,"₹5,070/mo"
Senquire Analytics,Data Scientist,1,Pune,"₹6,00,000/yr"
Tata Consultancy Services,Senior Data Scientist,1,Pune,"₹3,24,089/yr"
Accenture,Senior Data Scientist,1,Pune,"₹10,76,606/yr"
Wipro Technologies,Senior Data Scientist,1,Pune,"₹8,21,989/yr"
NTT DATA,Senior Data Scientist,1,Pune,"₹18,08,811/yr"
Vodafone,Senior Data Scientist,1,Pune,"₹24,74,429/yr"
Zensar Technologies,Senior Data Scientist,1,Pune,"₹14,85,766/yr"
Credit Suisse,Senior Data Scientist,1,Pune,"₹28,21,193/yr"
Thoughtworks,Senior Data Scientist,1,Pune,"₹36,54,010/yr"
UBS,Senior Data Scientist,1,Pune,"₹17,74,461/yr"
Anonymous,Senior Data Scientist,1,Pune,"₹6,08,387/yr"
TVS Motor Company,Senior Data Scientist,1,Pune,"₹12,35,040/yr"
Red Hat,Senior Data Scientist,1,Pune,"₹10,44,003/yr"
Bajaj Allianz General Insurance Co,Senior Data Scientist,1,Pune,"₹1,07,702/mo"
SG Analytics,Senior Data Scientist,1,Pune,"₹13,06,108/yr"
Pitney Bowes,Senior Data Scientist,1,Pune,"₹24,74,429/yr"
Xento Systems,Senior Data Scientist,1,Pune,"₹11,25,483/yr"
Quick Heal,Senior Data Scientist,1,Pune,"₹19,54,352/yr"
Kohler,Senior Data Scientist,1,Pune,"₹12,16,773/yr"
XPO Logistics,Senior Data Scientist,1,Pune,"₹27,16,704/yr"
GE Capital,Senior Data Scientist,1,Pune,"₹1,44,449/mo"
Coupa Software Inc,Senior Data Scientist,1,Pune,"₹36,50,320/yr"
USEReady,Senior Data Scientist,1,Pune,"₹15,04,891/yr"
vPhrase,Senior Data Scientist,1,Pune,"₹51,632/mo"
ThinkBumblebee Analytics,Senior Data Scientist,1,Pune,"₹20,46,452/yr"
Blackstraw,Senior Data Scientist,1,Pune,"₹21,92,406/yr"
Aegon,Senior Data Scientist,1,Pune,"₹25,08,152/yr"
Dexpert Systems,Senior Data Scientist,1,Pune,"₹20,54,972/yr"
Aligned Automation,Senior Data Scientist,1,Pune,"₹25,79,455/yr"
Acclivis Technologies,Senior Data Scientist,1,Pune,"₹10,03,261/yr"
AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,1,Pune,"₹1,20,391/mo"
Tata Consultancy Services,Junior Data Scientist,1,Pune,"₹56,000/mo"
Infosys,Junior Data Scientist,1,Pune,"₹10,38,730/yr"
Fresher,Junior Data Scientist,1,Pune,"₹10,04,895/yr"
Fresher,Junior Data Scientist,1,Pune,"₹5,06,989/yr"
Fresherworld.com,Junior Data Scientist,1,Pune,"₹6,16,492/yr"
Freshers.com,Junior Data Scientist,1,Pune,"₹12,38,138/yr"
Emerson,Junior Data Scientist,1,Pune,"₹5,00,000/yr"
Datametica,Junior Data Scientist,1,Pune,"₹4,78,015/yr"
Abzooba,Junior Data Scientist,1,Pune,"₹6,02,937/yr"
GeoSpoc,Junior Data Scientist,1,Pune,"₹3,21,161/yr"
AppZen,Junior Data Scientist,1,Pune,"₹14,98,750/yr"
Innomatics Research Labs,Junior Data Scientist,1,Pune,"₹5,070/mo"
Pisyst,Junior Data Scientist,1,Pune,"₹1,60,580/yr"
Groots (India),Junior Data Scientist,1,Pune,"₹10,370/mo"
Artificial Brix,Junior Data Scientist,1,Pune,"₹6,16,492/yr"
Ambrapali Electrotech,Junior Data Scientist,1,Pune,"₹4,13,058/yr"
Accenture,Lead Data Scientist,1,Pune,"₹28,39,138/yr"
ADP,Lead Data Scientist,1,Pune,"₹15,20,967/yr"
Zensar Technologies,Lead Data Scientist,1,Pune,"₹15,31,979/yr"
BNY Mellon,Lead Data Scientist,1,Pune,"₹16,74,730/yr"
Microsoft,Data Scientist,23,Hyderabad,"₹17,12,178/yr"
Cyient,Data Scientist,20,Hyderabad,"₹9,99,578/yr"
Tata Consultancy Services,Data Scientist,18,Hyderabad,"₹6,97,843/yr"
Infosys,Data Scientist,18,Hyderabad,"₹5,83,334/yr"
Amazon,Data Scientist,15,Hyderabad,"₹16,93,961/yr"
Innominds Software,Data Scientist,10,Hyderabad,"₹7,43,423/yr"
IBM,Data Scientist,9,Hyderabad,"₹6,28,945/yr"
Tech Mahindra,Data Scientist,9,Hyderabad,"₹6,52,546/yr"
Quadratic Insights,Data Scientist,9,Hyderabad,"₹5,83,954/yr"
Jotter,Data Scientist,9,Hyderabad,"₹9,15,028/yr"
Cognizant Technology Solutions,Data Scientist,8,Hyderabad,"₹8,90,344/yr"
Jio,Data Scientist,8,Hyderabad,"₹19,97,027/yr"
Verizon,Data Scientist,8,Hyderabad,"₹13,30,683/yr"
Optum,Data Scientist,8,Hyderabad,"₹14,64,110/yr"
Accenture,Data Scientist,7,Hyderabad,"₹11,04,293/yr"
Deloitte,Data Scientist,7,Hyderabad,"₹14,83,132/yr"
First Student,Data Scientist,6,Hyderabad,"₹53,365/mo"
Novartis,Data Scientist,6,Hyderabad,"₹12,80,703/yr"
Karvy Group,Data Scientist,6,Hyderabad,"₹5,94,589/yr"
Wipro,Data Scientist,5,Hyderabad,"₹10,41,195/yr"
Oracle,Data Scientist,5,Hyderabad,"₹12,21,714/yr"
HighRadius,Data Scientist,5,Hyderabad,"₹8,61,434/yr"
Micron Technology,Data Scientist,5,Hyderabad,"₹15,64,421/yr"
INSOFE,Data Scientist,5,Hyderabad,"₹9,03,446/yr"
Google,Data Scientist,4,Hyderabad,"₹11,21,437/yr"
Blue Yonder,Data Scientist,4,Hyderabad,"₹20,20,386/yr"
Yash Technologies,Data Scientist,4,Hyderabad,"₹54,290/mo"
DataScientest,Data Scientist,4,Hyderabad,"₹56,039/mo"
Claim Genius,Data Scientist,4,Hyderabad,"₹19,44,821/yr"
Capgemini,Data Scientist,3,Hyderabad,"₹6,51,206/yr"
Genpact,Data Scientist,3,Hyderabad,"₹6,53,174/yr"
Fresher,Data Scientist,3,Hyderabad,"₹5,03,667/yr"
Fresher,Data Scientist,3,Hyderabad,"₹3,02,693/yr"
ICICI Bank,Data Scientist,3,Hyderabad,"₹16,00,000/yr"
DXC Technology,Data Scientist,3,Hyderabad,"₹12,52,143/yr"
Dell Technologies,Data Scientist,3,Hyderabad,"₹8,25,326/yr"
Microsoft,Data Scientist,3,Hyderabad,"₹53,351/mo"
Wipro Technologies,Data Scientist,3,Hyderabad,"₹8,95,427/yr"
Tata Consultancy Services (North America),Data Scientist,3,Hyderabad,"₹8,14,476/yr"
Google,Data Scientist,3,Hyderabad,"₹4,11,763/yr"
NTT DATA,Data Scientist,3,Hyderabad,"₹5,64,654/yr"
Jio,Data Scientist,3,Hyderabad,"₹37,173/mo"
ADP,Data Scientist,3,Hyderabad,"₹12,00,000/yr"
Sutherland,Data Scientist,3,Hyderabad,"₹9,26,912/yr"
MetLife,Data Scientist,3,Hyderabad,"₹17,60,000/yr"
Franklin Templeton Investments,Data Scientist,3,Hyderabad,"₹13,53,553/yr"
Enquero,Data Scientist,3,Hyderabad,"₹10,48,242/yr"
Brane Enterprises (nslhub),Data Scientist,3,Hyderabad,"₹16,65,911/yr"
AlgonoX Technologies,Data Scientist,3,Hyderabad,"₹10,74,883/yr"
Voziq,Data Scientist,3,Hyderabad,"₹6,42,113/yr"
HCL Technologies,Data Scientist,2,Hyderabad,"₹15,61,319/yr"
First Student,Data Scientist,2,Hyderabad,"₹25,304/mo"
Virtusa,Data Scientist,2,Hyderabad,"₹3,04,522/yr"
Persistent Systems,Data Scientist,2,Hyderabad,"₹12,87,441/yr"
UnitedHealth Group,Data Scientist,2,Hyderabad,"₹11,52,418/yr"
Freshers.com,Data Scientist,2,Hyderabad,"₹6,30,000/yr"
Legato Health Technologies,Data Scientist,2,Hyderabad,"₹12,60,152/yr"
Dr. Reddy's,Data Scientist,2,Hyderabad,"₹4,33,223/mo"
DBS Bank,Data Scientist,2,Hyderabad,"₹9,95,830/yr"
Broadridge,Data Scientist,2,Hyderabad,"₹16,07,926/yr"
Optum Global Solutions,Data Scientist,2,Hyderabad,"₹7,78,902/yr"
Great Learning,Data Scientist,2,Hyderabad,"₹7,77,837/yr"
National Payments Corporation of India,Data Scientist,2,Hyderabad,"₹14,92,543/yr"
Excelra Knowledge Solutions,Data Scientist,2,Hyderabad,"₹4,52,130/yr"
WinWire Technologies,Data Scientist,2,Hyderabad,"₹12,69,639/yr"
CallHealth,Data Scientist,2,Hyderabad,"₹8,23,971/yr"
Gaian Solutions India,Data Scientist,2,Hyderabad,"₹11,00,233/yr"
eKincare,Data Scientist,2,Hyderabad,"₹6,50,865/yr"
Siva Solutions,Data Scientist,2,Hyderabad,"₹3,35,625/yr"
Innodatatics,Data Scientist,2,Hyderabad,"₹9,392/mo"
Innodatatics,Data Scientist,2,Hyderabad,"₹11,57,086/yr"
SpringML,Data Scientist,2,Hyderabad,"₹65,953/mo"
AppsTek,Data Scientist,2,Hyderabad,"₹7,25,664/yr"
Vertiv,Data Scientist,2,Hyderabad,"₹7,02,649/yr"
My Ally,Data Scientist,2,Hyderabad,"₹89,047/mo"
GoLorry,Data Scientist,2,Hyderabad,"₹7,92,139/yr"
Bepec Solutions,Data Scientist,2,Hyderabad,"₹6,46,889/yr"
KOGENTiX,Data Scientist,2,Hyderabad,"₹7,00,977/yr"
Prudent Technologies & Consulting,Data Scientist,2,Hyderabad,"₹3,76,159/yr"
App Orchid,Data Scientist,2,Hyderabad,"₹14,92,959/yr"
3LOQ Labs,Data Scientist,2,Hyderabad,"₹7,78,644/yr"
RisingRoot Technologies,Data Scientist,2,Hyderabad,"₹13,255/mo"
Artificial Penetration,Data Scientist,2,Hyderabad,"₹5,85,088/yr"
Wave Infosoft,Data Scientist,2,Hyderabad,"₹6,19,995/yr"
SetuServ,Data Scientist,2,Hyderabad,"₹49,49,704/yr"
DigiTele Networks,Data Scientist,2,Hyderabad,"₹7,87,723/yr"
Human Network,Data Scientist,2,Hyderabad,"₹58,648/mo"
diwo,Data Scientist,2,Hyderabad,"₹7,92,506/yr"
SysBasis Solutions,Data Scientist,2,Hyderabad,"₹25,204/mo"
Tata Consultancy Services,Data Scientist,1,Hyderabad,"₹6,65,229/yr"
Accenture,Data Scientist,1,Hyderabad,"₹1,22,633/yr"
Deloitte,Data Scientist,1,Hyderabad,"₹6,44,153/yr"
LTI,Data Scientist,1,Hyderabad,"₹10,41,195/yr"
First Student,Data Scientist,1,Hyderabad,"₹6,10,857/yr"
Mindtree,Data Scientist,1,Hyderabad,"₹11,05,372/yr"
ABC,Data Scientist,1,Hyderabad,"₹12,515/mo"
Reliance Industries,Data Scientist,1,Hyderabad,"₹1,69,396/yr"
Tata Consultancy Services (North America),Data Scientist,1,Hyderabad,"₹9,08,078/yr"
Google,Data Scientist,1,Hyderabad,"₹12,43,165/yr"
Honeywell,Data Scientist,1,Hyderabad,"₹16,53,407/yr"
Mu Sigma,Data Scientist,1,Hyderabad,"₹33,879/mo"
HSBC,Data Scientist,1,Hyderabad,"₹6,16,428/yr"
Freelancer,Data Scientist,1,Hyderabad,"₹6,52,794/yr"
Freelancer,Data Scientist,1,Hyderabad,"₹7,19,166/yr"
CGI,Data Scientist,1,Hyderabad,"₹4,26,187/yr"
DONE by NONE,Data Scientist,1,Hyderabad,"₹5,20,597/yr"
American Express,Data Scientist,1,Hyderabad,"₹13,62,714/yr"
Nones,Data Scientist,1,Hyderabad,"₹4,99,996/yr"
ITC Infotech,Data Scientist,1,Hyderabad,"₹5,03,667/yr"
Hexaware Technologies,Data Scientist,1,Hyderabad,"₹6,18,995/yr"
Infosys BPM,Data Scientist,1,Hyderabad,"₹8,54,151/yr"
State Bank of India,Data Scientist,1,Hyderabad,"₹11,59,476/yr"
Sutherland,Data Scientist,1,Hyderabad,"₹2,20,739/yr"
EMPLOYERS,Data Scientist,1,Hyderabad,"₹10,35,971/yr"
Bank of America,Data Scientist,1,Hyderabad,"₹12,85,125/yr"
Cyient,Data Scientist,1,Hyderabad,"₹6,00,000/yr"
Fresherworld.com,Data Scientist,1,Hyderabad,"₹3,00,000/yr"
CRISIL,Data Scientist,1,Hyderabad,"₹9,91,280/yr"
