index,LOCATION,INDICATOR,SUBJECT,TIME,Value
572,POL,PISAMATH,TOT,2006,495.0
573,POL,PISAMATH,TOT,2009,495.0
574,POL,PISAMATH,TOT,2012,518.0
575,POL,PISAMATH,TOT,2015,504.0
576,POL,PISAMATH,TOT,2018,516.0
577,PRT,PISAMATH,TOT,2003,466.0
578,PRT,PISAMATH,TOT,2006,466.0
579,PRT,PISAMATH,TOT,2009,487.0
580,PRT,PISAMATH,TOT,2012,487.0
581,PRT,PISAMATH,TOT,2015,492.0
582,PRT,PISAMATH,TOT,2018,492.0
583,SVK,PISAMATH,TOT,2003,498.0
584,SVK,PISAMATH,TOT,2006,492.0
585,SVK,PISAMATH,TOT,2009,497.0
586,SVK,PISAMATH,TOT,2012,482.0
587,SVK,PISAMATH,TOT,2015,475.0
588,SVK,PISAMATH,TOT,2018,486.0
589,ESP,PISAMATH,TOT,2003,485.0
590,ESP,PISAMATH,TOT,2006,480.0
591,ESP,PISAMATH,TOT,2009,483.0
592,ESP,PISAMATH,TOT,2012,484.0
593,ESP,PISAMATH,TOT,2015,486.0
594,ESP,PISAMATH,TOT,2018,481.0
595,SWE,PISAMATH,TOT,2003,509.0
596,SWE,PISAMATH,TOT,2006,502.0
597,SWE,PISAMATH,TOT,2009,494.0
598,SWE,PISAMATH,TOT,2012,478.0
599,SWE,PISAMATH,TOT,2015,494.0
600,SWE,PISAMATH,TOT,2018,502.0
601,CHE,PISAMATH,TOT,2003,527.0
602,CHE,PISAMATH,TOT,2006,530.0
603,CHE,PISAMATH,TOT,2009,534.0
604,CHE,PISAMATH,TOT,2012,531.0
605,CHE,PISAMATH,TOT,2015,521.0
606,CHE,PISAMATH,TOT,2018,515.0
607,TUR,PISAMATH,TOT,2003,423.0
608,TUR,PISAMATH,TOT,2006,424.0
609,TUR,PISAMATH,TOT,2009,445.0
610,TUR,PISAMATH,TOT,2012,448.0
611,TUR,PISAMATH,TOT,2015,420.0
612,TUR,PISAMATH,TOT,2018,454.0
613,GBR,PISAMATH,TOT,2006,495.0
614,GBR,PISAMATH,TOT,2009,492.0
615,GBR,PISAMATH,TOT,2012,494.0
616,GBR,PISAMATH,TOT,2015,492.0
617,GBR,PISAMATH,TOT,2018,502.0
618,USA,PISAMATH,TOT,2003,483.0
619,USA,PISAMATH,TOT,2006,474.0
620,USA,PISAMATH,TOT,2009,487.0
621,USA,PISAMATH,TOT,2012,481.0
622,USA,PISAMATH,TOT,2015,470.0
623,USA,PISAMATH,TOT,2018,478.0
624,BRA,PISAMATH,TOT,2003,356.0
625,BRA,PISAMATH,TOT,2006,370.0
626,BRA,PISAMATH,TOT,2009,386.0
627,BRA,PISAMATH,TOT,2012,389.0
628,BRA,PISAMATH,TOT,2015,377.0
629,BRA,PISAMATH,TOT,2018,384.0
630,CHL,PISAMATH,TOT,2006,411.0
631,CHL,PISAMATH,TOT,2009,421.0
632,CHL,PISAMATH,TOT,2012,423.0
633,CHL,PISAMATH,TOT,2015,423.0
634,CHL,PISAMATH,TOT,2018,417.0
635,EST,PISAMATH,TOT,2006,515.0
636,EST,PISAMATH,TOT,2009,512.0
637,EST,PISAMATH,TOT,2012,521.0
638,EST,PISAMATH,TOT,2015,520.0
639,EST,PISAMATH,TOT,2018,523.0
640,IDN,PISAMATH,TOT,2003,360.0
641,IDN,PISAMATH,TOT,2006,391.0
642,IDN,PISAMATH,TOT,2009,371.0
643,IDN,PISAMATH,TOT,2012,375.0
644,IDN,PISAMATH,TOT,2015,386.0
645,IDN,PISAMATH,TOT,2018,379.0
646,ISR,PISAMATH,TOT,2006,442.0
647,ISR,PISAMATH,TOT,2009,447.0
648,ISR,PISAMATH,TOT,2012,466.0
649,ISR,PISAMATH,TOT,2015,470.0
650,ISR,PISAMATH,TOT,2018,463.0
651,LVA,PISAMATH,TOT,2003,483.0
652,LVA,PISAMATH,TOT,2006,486.0
653,LVA,PISAMATH,TOT,2009,482.0
654,LVA,PISAMATH,TOT,2012,491.0
655,LVA,PISAMATH,TOT,2015,482.0
656,LVA,PISAMATH,TOT,2018,496.0
657,RUS,PISAMATH,TOT,2003,468.0
658,RUS,PISAMATH,TOT,2006,476.0
659,RUS,PISAMATH,TOT,2009,468.0
660,RUS,PISAMATH,TOT,2012,482.0
661,RUS,PISAMATH,TOT,2015,494.0
662,RUS,PISAMATH,TOT,2018,488.0
663,SGP,PISAMATH,BOY,2015,564.0
664,SGP,PISAMATH,GIRL,2015,564.0
665,SVN,PISAMATH,TOT,2006,504.0
666,SVN,PISAMATH,TOT,2009,501.0
667,SVN,PISAMATH,TOT,2012,501.0
668,SVN,PISAMATH,TOT,2015,510.0
669,SVN,PISAMATH,TOT,2018,509.0
670,OAVG,PISAMATH,TOT,2006,494.0
671,OAVG,PISAMATH,TOT,2009,495.0
672,OAVG,PISAMATH,TOT,2012,494.0
673,OAVG,PISAMATH,TOT,2015,490.0
674,OAVG,PISAMATH,TOT,2018,489.0
675,COL,PISAMATH,TOT,2015,390.0
676,COL,PISAMATH,TOT,2018,391.0
677,COL,PISAMATH,BOY,2015,395.0
678,COL,PISAMATH,BOY,2018,401.0
679,COL,PISAMATH,GIRL,2015,384.0
680,COL,PISAMATH,GIRL,2018,381.0
681,HKG,PISAMATH,TOT,2015,548.0
682,HKG,PISAMATH,BOY,2015,549.0
683,HKG,PISAMATH,GIRL,2015,547.0
684,PER,PISAMATH,TOT,2015,387.0
685,PER,PISAMATH,BOY,2015,391.0
686,PER,PISAMATH,GIRL,2015,382.0
687,SGP,PISAMATH,TOT,2015,564.0
688,TWN,PISAMATH,TOT,2015,542.0
689,TWN,PISAMATH,BOY,2015,545.0
690,TWN,PISAMATH,GIRL,2015,539.0
691,MAC,PISAMATH,TOT,2015,544.0
692,MAC,PISAMATH,BOY,2015,540.0
693,MAC,PISAMATH,GIRL,2015,548.0
694,CRI,PISAMATH,TOT,2018,402.0
695,CRI,PISAMATH,BOY,2018,411.0
696,CRI,PISAMATH,GIRL,2018,394.0
697,LTU,PISAMATH,TOT,2018,481.0
698,LTU,PISAMATH,BOY,2018,480.0
699,LTU,PISAMATH,GIRL,2018,482.0
700,AUS,PISAREAD,BOY,2000,513.0
701,AUS,PISAREAD,BOY,2003,506.0
702,AUS,PISAREAD,BOY,2006,495.0
703,AUS,PISAREAD,BOY,2009,496.0
704,AUS,PISAREAD,BOY,2012,495.09
705,AUS,PISAREAD,BOY,2015,487.0
706,AUS,PISAREAD,BOY,2018,487.0
707,AUS,PISAREAD,GIRL,2000,546.0
708,AUS,PISAREAD,GIRL,2003,545.0
709,AUS,PISAREAD,GIRL,2006,532.0
710,AUS,PISAREAD,GIRL,2009,533.0
711,AUS,PISAREAD,GIRL,2012,529.542
712,AUS,PISAREAD,GIRL,2015,519.0
713,AUS,PISAREAD,GIRL,2018,519.0
714,AUT,PISAREAD,BOY,2000,476.0
715,AUT,PISAREAD,BOY,2003,467.0
716,AUT,PISAREAD,BOY,2006,468.0
717,AUT,PISAREAD,BOY,2012,471.093
718,AUT,PISAREAD,BOY,2015,475.0
719,AUT,PISAREAD,BOY,2018,471.0
720,AUT,PISAREAD,GIRL,2000,509.0
721,AUT,PISAREAD,GIRL,2003,514.0
722,AUT,PISAREAD,GIRL,2006,513.0
723,AUT,PISAREAD,GIRL,2012,508.021
724,AUT,PISAREAD,GIRL,2015,495.0
725,AUT,PISAREAD,GIRL,2018,499.0
726,BEL,PISAREAD,BOY,2000,492.0
727,BEL,PISAREAD,BOY,2003,489.0
728,BEL,PISAREAD,BOY,2006,482.0
729,BEL,PISAREAD,BOY,2009,493.0
730,BEL,PISAREAD,BOY,2012,492.755
731,BEL,PISAREAD,BOY,2015,491.0
732,BEL,PISAREAD,BOY,2018,482.0
733,BEL,PISAREAD,GIRL,2000,525.0
734,BEL,PISAREAD,GIRL,2003,526.0
735,BEL,PISAREAD,GIRL,2006,522.0
736,BEL,PISAREAD,GIRL,2009,520.0
737,BEL,PISAREAD,GIRL,2012,524.602
738,BEL,PISAREAD,GIRL,2015,507.0
739,BEL,PISAREAD,GIRL,2018,504.0
740,CAN,PISAREAD,BOY,2000,519.0
741,CAN,PISAREAD,BOY,2003,514.0
742,CAN,PISAREAD,BOY,2006,511.0
743,CAN,PISAREAD,BOY,2009,507.0
744,CAN,PISAREAD,BOY,2012,505.512
745,CAN,PISAREAD,BOY,2015,514.0
746,CAN,PISAREAD,BOY,2018,506.0
747,CAN,PISAREAD,GIRL,2000,551.0
748,CAN,PISAREAD,GIRL,2003,546.0
749,CAN,PISAREAD,GIRL,2006,543.0
750,CAN,PISAREAD,GIRL,2009,542.0
751,CAN,PISAREAD,GIRL,2012,540.657
752,CAN,PISAREAD,GIRL,2015,540.0
753,CAN,PISAREAD,GIRL,2018,535.0
754,CZE,PISAREAD,BOY,2000,473.0
755,CZE,PISAREAD,BOY,2003,473.0
756,CZE,PISAREAD,BOY,2006,463.0
757,CZE,PISAREAD,BOY,2009,456.0
758,CZE,PISAREAD,BOY,2012,473.983
759,CZE,PISAREAD,BOY,2015,475.0
760,CZE,PISAREAD,BOY,2018,474.0
761,CZE,PISAREAD,GIRL,2000,510.0
762,CZE,PISAREAD,GIRL,2003,504.0
763,CZE,PISAREAD,GIRL,2006,509.0
764,CZE,PISAREAD,GIRL,2009,504.0
765,CZE,PISAREAD,GIRL,2012,512.79
766,CZE,PISAREAD,GIRL,2015,501.0
767,CZE,PISAREAD,GIRL,2018,507.0
768,DNK,PISAREAD,BOY,2000,485.0
769,DNK,PISAREAD,BOY,2003,479.0
770,DNK,PISAREAD,BOY,2006,480.0
771,DNK,PISAREAD,BOY,2009,480.0
772,DNK,PISAREAD,BOY,2012,480.89
773,DNK,PISAREAD,BOY,2015,489.0
774,DNK,PISAREAD,BOY,2018,486.0
775,DNK,PISAREAD,GIRL,2000,510.0
776,DNK,PISAREAD,GIRL,2003,505.0
777,DNK,PISAREAD,GIRL,2006,509.0
778,DNK,PISAREAD,GIRL,2009,509.0
779,DNK,PISAREAD,GIRL,2012,511.529
780,DNK,PISAREAD,GIRL,2015,511.0
781,DNK,PISAREAD,GIRL,2018,516.0
782,FIN,PISAREAD,BOY,2000,520.0
783,FIN,PISAREAD,BOY,2003,521.0
784,FIN,PISAREAD,BOY,2006,521.0
785,FIN,PISAREAD,BOY,2009,508.0
786,FIN,PISAREAD,BOY,2012,494.006
787,FIN,PISAREAD,BOY,2015,504.0
788,FIN,PISAREAD,BOY,2018,495.0
789,FIN,PISAREAD,GIRL,2000,571.0
790,FIN,PISAREAD,GIRL,2003,565.0
791,FIN,PISAREAD,GIRL,2006,572.0
792,FIN,PISAREAD,GIRL,2009,563.0
793,FIN,PISAREAD,GIRL,2012,555.708
794,FIN,PISAREAD,GIRL,2015,551.0
795,FIN,PISAREAD,GIRL,2018,546.0
796,FRA,PISAREAD,BOY,2000,490.0
797,FRA,PISAREAD,BOY,2003,476.0
798,FRA,PISAREAD,BOY,2006,470.0
799,FRA,PISAREAD,BOY,2009,475.0
800,FRA,PISAREAD,BOY,2012,482.972
801,FRA,PISAREAD,BOY,2015,485.0
802,FRA,PISAREAD,BOY,2018,480.0
803,FRA,PISAREAD,GIRL,2000,519.0
804,FRA,PISAREAD,GIRL,2003,514.0
805,FRA,PISAREAD,GIRL,2006,505.0
806,FRA,PISAREAD,GIRL,2009,515.0
807,FRA,PISAREAD,GIRL,2012,526.765
808,FRA,PISAREAD,GIRL,2015,514.0
809,FRA,PISAREAD,GIRL,2018,505.0
810,DEU,PISAREAD,BOY,2000,468.0
811,DEU,PISAREAD,BOY,2003,471.0
812,DEU,PISAREAD,BOY,2006,475.0
813,DEU,PISAREAD,BOY,2009,478.0
814,DEU,PISAREAD,BOY,2012,486.0
815,DEU,PISAREAD,BOY,2015,499.0
816,DEU,PISAREAD,BOY,2018,486.0
817,DEU,PISAREAD,GIRL,2000,502.0
818,DEU,PISAREAD,GIRL,2003,513.0
819,DEU,PISAREAD,GIRL,2006,517.0
820,DEU,PISAREAD,GIRL,2009,518.0
821,DEU,PISAREAD,GIRL,2012,530.119
822,DEU,PISAREAD,GIRL,2015,520.0
823,DEU,PISAREAD,GIRL,2018,512.0
824,GRC,PISAREAD,BOY,2000,456.0
825,GRC,PISAREAD,BOY,2003,453.0
826,GRC,PISAREAD,BOY,2006,432.0
827,GRC,PISAREAD,BOY,2009,459.0
828,GRC,PISAREAD,BOY,2012,451.718
829,GRC,PISAREAD,BOY,2015,449.0
830,GRC,PISAREAD,BOY,2018,437.0
831,GRC,PISAREAD,GIRL,2000,493.0
832,GRC,PISAREAD,GIRL,2003,490.0
833,GRC,PISAREAD,GIRL,2006,488.0
834,GRC,PISAREAD,GIRL,2009,506.0
835,GRC,PISAREAD,GIRL,2012,502.198
836,GRC,PISAREAD,GIRL,2015,486.0
837,GRC,PISAREAD,GIRL,2018,479.0
838,HUN,PISAREAD,BOY,2000,465.0
839,HUN,PISAREAD,BOY,2003,467.0
840,HUN,PISAREAD,BOY,2006,463.0
841,HUN,PISAREAD,BOY,2009,475.0
842,HUN,PISAREAD,BOY,2012,467.964
843,HUN,PISAREAD,BOY,2015,457.0
844,HUN,PISAREAD,BOY,2018,463.0
845,HUN,PISAREAD,GIRL,2000,496.0
846,HUN,PISAREAD,GIRL,2003,498.0
847,HUN,PISAREAD,GIRL,2006,503.0
848,HUN,PISAREAD,GIRL,2009,513.0
849,HUN,PISAREAD,GIRL,2012,507.549
850,HUN,PISAREAD,GIRL,2015,482.0
851,HUN,PISAREAD,GIRL,2018,489.0
852,ISL,PISAREAD,BOY,2000,488.0
853,ISL,PISAREAD,BOY,2003,464.0
854,ISL,PISAREAD,BOY,2006,460.0
855,ISL,PISAREAD,BOY,2009,478.0
856,ISL,PISAREAD,BOY,2012,457.275
857,ISL,PISAREAD,BOY,2015,460.0
858,ISL,PISAREAD,BOY,2018,454.0
859,ISL,PISAREAD,GIRL,2000,528.0
860,ISL,PISAREAD,GIRL,2003,522.0
861,ISL,PISAREAD,GIRL,2006,509.0
862,ISL,PISAREAD,GIRL,2009,522.0
863,ISL,PISAREAD,GIRL,2012,508.39
864,ISL,PISAREAD,GIRL,2015,502.0
865,ISL,PISAREAD,GIRL,2018,494.0
866,IRL,PISAREAD,BOY,2000,513.0
867,IRL,PISAREAD,BOY,2003,501.0
868,IRL,PISAREAD,BOY,2006,500.0
869,IRL,PISAREAD,BOY,2009,476.0
870,IRL,PISAREAD,BOY,2012,509.153
871,IRL,PISAREAD,BOY,2015,515.0
872,IRL,PISAREAD,BOY,2018,506.0
873,IRL,PISAREAD,GIRL,2000,542.0
874,IRL,PISAREAD,GIRL,2003,530.0
875,IRL,PISAREAD,GIRL,2006,534.0
876,IRL,PISAREAD,GIRL,2009,515.0
877,IRL,PISAREAD,GIRL,2012,537.669
878,IRL,PISAREAD,GIRL,2015,527.0
879,IRL,PISAREAD,GIRL,2018,530.0
880,ITA,PISAREAD,BOY,2000,469.0
881,ITA,PISAREAD,BOY,2003,455.0
882,ITA,PISAREAD,BOY,2006,448.0
883,ITA,PISAREAD,BOY,2009,464.0
884,ITA,PISAREAD,BOY,2012,470.938
885,ITA,PISAREAD,BOY,2015,477.0
886,ITA,PISAREAD,BOY,2018,464.0
887,ITA,PISAREAD,GIRL,2000,507.0
888,ITA,PISAREAD,GIRL,2003,495.0
889,ITA,PISAREAD,GIRL,2006,489.0
890,ITA,PISAREAD,GIRL,2009,510.0
891,ITA,PISAREAD,GIRL,2012,509.945
892,ITA,PISAREAD,GIRL,2015,493.0
893,ITA,PISAREAD,GIRL,2018,489.0
894,JPN,PISAREAD,BOY,2000,507.0
895,JPN,PISAREAD,BOY,2003,487.0
896,JPN,PISAREAD,BOY,2006,483.0
897,JPN,PISAREAD,BOY,2009,501.0
898,JPN,PISAREAD,BOY,2012,526.618
899,JPN,PISAREAD,BOY,2015,509.0
900,JPN,PISAREAD,BOY,2018,493.0
901,JPN,PISAREAD,GIRL,2000,537.0
902,JPN,PISAREAD,GIRL,2003,509.0
903,JPN,PISAREAD,GIRL,2006,513.0
904,JPN,PISAREAD,GIRL,2009,540.0
905,JPN,PISAREAD,GIRL,2012,550.724
906,JPN,PISAREAD,GIRL,2015,523.0
907,JPN,PISAREAD,GIRL,2018,514.0
908,KOR,PISAREAD,BOY,2000,519.0
909,KOR,PISAREAD,BOY,2003,525.0
910,KOR,PISAREAD,BOY,2006,539.0
911,KOR,PISAREAD,BOY,2009,523.0
912,KOR,PISAREAD,BOY,2012,524.965
913,KOR,PISAREAD,BOY,2015,498.0
914,KOR,PISAREAD,BOY,2018,503.0
915,KOR,PISAREAD,GIRL,2000,533.0
916,KOR,PISAREAD,GIRL,2003,547.0
917,KOR,PISAREAD,GIRL,2006,574.0
918,KOR,PISAREAD,GIRL,2009,558.0
919,KOR,PISAREAD,GIRL,2012,548.207
920,KOR,PISAREAD,GIRL,2015,539.0
921,KOR,PISAREAD,GIRL,2018,526.0
922,LUX,PISAREAD,BOY,2000,429.0
923,LUX,PISAREAD,BOY,2003,463.0
924,LUX,PISAREAD,BOY,2006,464.0
925,LUX,PISAREAD,BOY,2009,453.0
926,LUX,PISAREAD,BOY,2012,473.046
927,LUX,PISAREAD,BOY,2015,471.0
928,LUX,PISAREAD,BOY,2018,456.0
929,LUX,PISAREAD,GIRL,2000,456.0
930,LUX,PISAREAD,GIRL,2003,496.0
931,LUX,PISAREAD,GIRL,2006,495.0
932,LUX,PISAREAD,GIRL,2009,492.0
933,LUX,PISAREAD,GIRL,2012,503.024
934,LUX,PISAREAD,GIRL,2015,492.0
935,LUX,PISAREAD,GIRL,2018,485.0
936,MEX,PISAREAD,BOY,2000,411.0
937,MEX,PISAREAD,BOY,2003,389.0
938,MEX,PISAREAD,BOY,2006,393.0
939,MEX,PISAREAD,BOY,2009,413.0
940,MEX,PISAREAD,BOY,2012,411.365
941,MEX,PISAREAD,BOY,2015,416.0
942,MEX,PISAREAD,BOY,2018,415.0
943,MEX,PISAREAD,GIRL,2000,432.0
944,MEX,PISAREAD,GIRL,2003,410.0
945,MEX,PISAREAD,GIRL,2006,427.0
946,MEX,PISAREAD,GIRL,2009,438.0
947,MEX,PISAREAD,GIRL,2012,435.272
948,MEX,PISAREAD,GIRL,2015,431.0
949,MEX,PISAREAD,GIRL,2018,426.0
950,NLD,PISAREAD,BOY,2003,503.0
951,NLD,PISAREAD,BOY,2006,495.0
952,NLD,PISAREAD,BOY,2009,496.0
953,NLD,PISAREAD,BOY,2012,498.317
954,NLD,PISAREAD,BOY,2015,491.0
955,NLD,PISAREAD,BOY,2018,470.0
956,NLD,PISAREAD,GIRL,2003,524.0
957,NLD,PISAREAD,GIRL,2006,519.0
958,NLD,PISAREAD,GIRL,2009,521.0
959,NLD,PISAREAD,GIRL,2012,524.761
960,NLD,PISAREAD,GIRL,2015,515.0
961,NLD,PISAREAD,GIRL,2018,499.0
962,NZL,PISAREAD,BOY,2000,507.0
963,NZL,PISAREAD,BOY,2003,508.0
964,NZL,PISAREAD,BOY,2006,502.0
965,NZL,PISAREAD,BOY,2009,499.0
966,NZL,PISAREAD,BOY,2012,495.365
967,NZL,PISAREAD,BOY,2015,493.0
968,NZL,PISAREAD,BOY,2018,491.0
969,NZL,PISAREAD,GIRL,2000,553.0
970,NZL,PISAREAD,GIRL,2003,535.0
971,NZL,PISAREAD,GIRL,2006,539.0
972,NZL,PISAREAD,GIRL,2009,544.0
973,NZL,PISAREAD,GIRL,2012,529.765
974,NZL,PISAREAD,GIRL,2015,526.0
975,NZL,PISAREAD,GIRL,2018,520.0
976,NOR,PISAREAD,BOY,2000,486.0
977,NOR,PISAREAD,BOY,2003,475.0
978,NOR,PISAREAD,BOY,2006,462.0
979,NOR,PISAREAD,BOY,2009,480.0
980,NOR,PISAREAD,BOY,2012,481.284
981,NOR,PISAREAD,BOY,2015,494.0
982,NOR,PISAREAD,BOY,2018,476.0
983,NOR,PISAREAD,GIRL,2000,529.0
984,NOR,PISAREAD,GIRL,2003,525.0
985,NOR,PISAREAD,GIRL,2006,508.0
986,NOR,PISAREAD,GIRL,2009,527.0
987,NOR,PISAREAD,GIRL,2012,527.771
988,NOR,PISAREAD,GIRL,2015,533.0
989,NOR,PISAREAD,GIRL,2018,523.0
990,POL,PISAREAD,BOY,2000,461.0
991,POL,PISAREAD,BOY,2003,477.0
992,POL,PISAREAD,BOY,2006,487.0
993,POL,PISAREAD,BOY,2009,476.0
994,POL,PISAREAD,BOY,2012,496.706
995,POL,PISAREAD,BOY,2015,491.0
996,POL,PISAREAD,BOY,2018,495.0
997,POL,PISAREAD,GIRL,2000,497.0
998,POL,PISAREAD,GIRL,2003,516.0
999,POL,PISAREAD,GIRL,2006,528.0
1000,POL,PISAREAD,GIRL,2009,525.0
1001,POL,PISAREAD,GIRL,2012,538.687
1002,POL,PISAREAD,GIRL,2015,521.0
1003,POL,PISAREAD,GIRL,2018,528.0
1004,PRT,PISAREAD,BOY,2000,458.0
1005,PRT,PISAREAD,BOY,2003,459.0
1006,PRT,PISAREAD,BOY,2006,455.0
1007,PRT,PISAREAD,BOY,2009,470.0
1008,PRT,PISAREAD,BOY,2012,468.39
1009,PRT,PISAREAD,BOY,2015,490.0
1010,PRT,PISAREAD,BOY,2018,480.0
1011,PRT,PISAREAD,GIRL,2000,482.0
1012,PRT,PISAREAD,GIRL,2003,495.0
1013,PRT,PISAREAD,GIRL,2006,488.0
1014,PRT,PISAREAD,GIRL,2009,508.0
1015,PRT,PISAREAD,GIRL,2012,507.562
1016,PRT,PISAREAD,GIRL,2015,507.0
1017,PRT,PISAREAD,GIRL,2018,504.0
1018,SVK,PISAREAD,BOY,2003,453.0
1019,SVK,PISAREAD,BOY,2006,446.0
1020,SVK,PISAREAD,BOY,2009,452.0
1021,SVK,PISAREAD,BOY,2012,444.081
1022,SVK,PISAREAD,BOY,2015,435.0
1023,SVK,PISAREAD,BOY,2018,441.0
1024,SVK,PISAREAD,GIRL,2003,486.0
1025,SVK,PISAREAD,GIRL,2006,488.0
1026,SVK,PISAREAD,GIRL,2009,503.0
1027,SVK,PISAREAD,GIRL,2012,483.303
1028,SVK,PISAREAD,GIRL,2015,471.0
1029,SVK,PISAREAD,GIRL,2018,475.0
1030,ESP,PISAREAD,BOY,2000,481.0
1031,ESP,PISAREAD,BOY,2003,461.0
1032,ESP,PISAREAD,BOY,2006,443.0
1033,ESP,PISAREAD,BOY,2009,467.0
1034,ESP,PISAREAD,BOY,2012,473.806
1035,ESP,PISAREAD,BOY,2015,485.0
1036,ESP,PISAREAD,GIRL,2000,505.0
1037,ESP,PISAREAD,GIRL,2003,500.0
1038,ESP,PISAREAD,GIRL,2006,479.0
1039,ESP,PISAREAD,GIRL,2009,496.0
1040,ESP,PISAREAD,GIRL,2012,502.511
1041,ESP,PISAREAD,GIRL,2015,506.0
1042,SWE,PISAREAD,BOY,2000,499.0
1043,SWE,PISAREAD,BOY,2003,496.0
1044,SWE,PISAREAD,BOY,2006,488.0
1045,SWE,PISAREAD,BOY,2009,475.0
1046,SWE,PISAREAD,BOY,2012,457.991
1047,SWE,PISAREAD,BOY,2015,481.0
1048,SWE,PISAREAD,BOY,2018,489.0
1049,SWE,PISAREAD,GIRL,2000,536.0
1050,SWE,PISAREAD,GIRL,2003,533.0
1051,SWE,PISAREAD,GIRL,2006,528.0
1052,SWE,PISAREAD,GIRL,2009,521.0
1053,SWE,PISAREAD,GIRL,2012,509.135
1054,SWE,PISAREAD,GIRL,2015,520.0
1055,SWE,PISAREAD,GIRL,2018,523.0
1056,CHE,PISAREAD,BOY,2000,480.0
1057,CHE,PISAREAD,BOY,2003,482.0
1058,CHE,PISAREAD,BOY,2006,484.0
1059,CHE,PISAREAD,BOY,2009,481.0
1060,CHE,PISAREAD,BOY,2012,491.074
1061,CHE,PISAREAD,BOY,2015,480.0
1062,CHE,PISAREAD,BOY,2018,469.0
1063,CHE,PISAREAD,GIRL,2000,510.0
1064,CHE,PISAREAD,GIRL,2003,517.0
1065,CHE,PISAREAD,GIRL,2006,515.0
1066,CHE,PISAREAD,GIRL,2009,520.0
1067,CHE,PISAREAD,GIRL,2012,527.064
1068,CHE,PISAREAD,GIRL,2015,505.0
1069,CHE,PISAREAD,GIRL,2018,500.0
1070,TUR,PISAREAD,BOY,2003,426.0
1071,TUR,PISAREAD,BOY,2006,427.0
1072,TUR,PISAREAD,BOY,2009,443.0
1073,TUR,PISAREAD,BOY,2012,452.843
1074,TUR,PISAREAD,BOY,2015,414.0
1075,TUR,PISAREAD,BOY,2018,453.0
1076,TUR,PISAREAD,GIRL,2003,459.0
1077,TUR,PISAREAD,GIRL,2006,471.0
1078,TUR,PISAREAD,GIRL,2009,486.0
1079,TUR,PISAREAD,GIRL,2012,498.64
1080,TUR,PISAREAD,GIRL,2015,442.0
1081,TUR,PISAREAD,GIRL,2018,478.0
1082,GBR,PISAREAD,BOY,2006,480.0
1083,GBR,PISAREAD,BOY,2009,481.0
1084,GBR,PISAREAD,BOY,2012,486.631
1085,GBR,PISAREAD,BOY,2015,487.0
1086,GBR,PISAREAD,BOY,2018,494.0
1087,GBR,PISAREAD,GIRL,2006,510.0
1088,GBR,PISAREAD,GIRL,2009,507.0
1089,GBR,PISAREAD,GIRL,2012,511.534
1090,GBR,PISAREAD,GIRL,2015,509.0
1091,GBR,PISAREAD,GIRL,2018,514.0
1092,USA,PISAREAD,BOY,2000,490.0
1093,USA,PISAREAD,BOY,2003,479.0
1094,USA,PISAREAD,BOY,2009,488.0
1095,USA,PISAREAD,BOY,2012,482.498
1096,USA,PISAREAD,BOY,2015,487.0
1097,USA,PISAREAD,BOY,2018,494.0
1098,USA,PISAREAD,GIRL,2000,518.0
1099,USA,PISAREAD,GIRL,2003,511.0
1100,USA,PISAREAD,GIRL,2009,513.0
1101,USA,PISAREAD,GIRL,2012,513.269
1102,USA,PISAREAD,GIRL,2015,507.0
1103,USA,PISAREAD,GIRL,2018,517.0
1104,BRA,PISAREAD,BOY,2000,388.0
1105,BRA,PISAREAD,BOY,2003,384.0
1106,BRA,PISAREAD,BOY,2006,376.0
1107,BRA,PISAREAD,BOY,2009,397.0
1108,BRA,PISAREAD,BOY,2012,394.184
1109,BRA,PISAREAD,BOY,2015,395.0
1110,BRA,PISAREAD,BOY,2018,400.0
1111,BRA,PISAREAD,GIRL,2000,404.0
1112,BRA,PISAREAD,GIRL,2003,419.0
1113,BRA,PISAREAD,GIRL,2006,408.0
1114,BRA,PISAREAD,GIRL,2009,425.0
1115,BRA,PISAREAD,GIRL,2012,424.734
1116,BRA,PISAREAD,GIRL,2015,419.0
1117,BRA,PISAREAD,GIRL,2018,426.0
1118,CHL,PISAREAD,BOY,2000,396.0
1119,CHL,PISAREAD,BOY,2006,434.0
1120,CHL,PISAREAD,BOY,2009,439.0
1121,CHL,PISAREAD,BOY,2012,429.696
1122,CHL,PISAREAD,BOY,2015,453.0
1123,CHL,PISAREAD,BOY,2018,442.0
1124,CHL,PISAREAD,GIRL,2000,421.0
1125,CHL,PISAREAD,GIRL,2006,451.0
1126,CHL,PISAREAD,GIRL,2009,461.0
1127,CHL,PISAREAD,GIRL,2012,452.371
1128,CHL,PISAREAD,GIRL,2015,465.0
1129,CHL,PISAREAD,GIRL,2018,462.0
1130,EST,PISAREAD,BOY,2006,478.0
1131,EST,PISAREAD,BOY,2009,480.0
1132,EST,PISAREAD,BOY,2012,494.319
1133,EST,PISAREAD,BOY,2015,505.0
1134,EST,PISAREAD,BOY,2018,508.0
1135,EST,PISAREAD,GIRL,2006,524.0
1136,EST,PISAREAD,GIRL,2009,524.0
1137,EST,PISAREAD,GIRL,2012,537.833
1138,EST,PISAREAD,GIRL,2015,533.0
1139,EST,PISAREAD,GIRL,2018,538.0
1140,IDN,PISAREAD,BOY,2000,360.0
