,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,week,price_types
1247,2015-01-04,0.92,101162.98,1991.63,75090.16,283.88,23797.31,7769.36,16027.95,0.0,conventional,2015,Louisville,2015-01-01,2015-01-01,low
1249,2015-12-20,1.21,350533.71,238269.18,32386.55,92.33,79785.65,50138.45,29624.11,23.09,conventional,2015,MiamiFtLauderdale,2015-12-01,2015-12-17,low
1251,2015-12-06,1.25,340513.61,247061.97,34861.19,83.27,58507.18,25297.27,33209.91,0.0,conventional,2015,MiamiFtLauderdale,2015-12-01,2015-12-03,low
1254,2015-11-15,1.22,368996.48,258624.78,42921.48,21.31,67428.91,34369.92,33058.99,0.0,conventional,2015,MiamiFtLauderdale,2015-11-01,2015-11-12,low
1255,2015-11-08,1.22,329065.04,223219.98,37562.72,21.15,68261.19,36440.1,31818.17,2.92,conventional,2015,MiamiFtLauderdale,2015-11-01,2015-11-05,low
1257,2015-10-25,1.25,307072.85,212163.19,35901.59,42.02,58966.05,33429.62,25527.63,8.8,conventional,2015,MiamiFtLauderdale,2015-10-01,2015-10-22,low
1258,2015-10-18,1.24,333933.98,224505.79,42454.42,24.92,66948.85,40518.51,26421.51,8.83,conventional,2015,MiamiFtLauderdale,2015-10-01,2015-10-15,low
1261,2015-09-27,1.31,318048.12,200219.37,57857.02,40.63,59931.1,35358.56,24572.54,0.0,conventional,2015,MiamiFtLauderdale,2015-09-01,2015-09-24,low
1263,2015-09-13,1.26,331077.9,197328.71,64770.61,17.92,68960.66,42655.4,26305.26,0.0,conventional,2015,MiamiFtLauderdale,2015-09-01,2015-09-10,low
1265,2015-08-30,1.24,362232.28,212188.58,66569.74,73.73,83400.23,59815.95,23581.37,2.91,conventional,2015,MiamiFtLauderdale,2015-08-01,2015-08-27,low
1266,2015-08-23,1.24,372525.3,218751.04,70677.18,63.85,83033.23,58853.12,24165.63,14.48,conventional,2015,MiamiFtLauderdale,2015-08-01,2015-08-20,low
1267,2015-08-16,1.24,360308.77,213812.79,61634.91,31.89,84829.18,62035.11,22794.07,0.0,conventional,2015,MiamiFtLauderdale,2015-08-01,2015-08-13,low
1269,2015-08-02,1.22,371660.15,219518.15,66230.77,66.26,85844.97,63761.3,22083.67,0.0,conventional,2015,MiamiFtLauderdale,2015-08-01,2015-07-30,low
1270,2015-07-26,1.24,379954.31,233056.82,63065.93,76.64,83754.92,63018.58,20736.34,0.0,conventional,2015,MiamiFtLauderdale,2015-07-01,2015-07-23,low
1272,2015-07-12,1.24,402706.71,235985.01,79717.36,87.27,86917.07,61873.39,24836.74,206.94,conventional,2015,MiamiFtLauderdale,2015-07-01,2015-07-09,low
1274,2015-06-28,1.21,443970.6,259852.13,79482.73,262.36,104373.38,76411.06,27962.32,0.0,conventional,2015,MiamiFtLauderdale,2015-06-01,2015-06-25,low
1276,2015-06-14,1.26,437896.64,273373.33,55875.2,9215.34,99432.77,72754.69,26678.08,0.0,conventional,2015,MiamiFtLauderdale,2015-06-01,2015-06-11,low
1287,2015-03-29,1.25,370065.74,261045.75,32977.11,87.26,75955.62,47569.63,28385.99,0.0,conventional,2015,MiamiFtLauderdale,2015-03-01,2015-03-26,low
1289,2015-03-15,1.33,371716.28,272270.43,35374.87,145.85,63925.13,38984.8,24940.33,0.0,conventional,2015,MiamiFtLauderdale,2015-03-01,2015-03-12,low
1290,2015-03-08,1.3,356311.66,253963.7,32888.65,62.9,69396.41,47346.87,22049.54,0.0,conventional,2015,MiamiFtLauderdale,2015-03-01,2015-03-05,low
1292,2015-02-22,1.24,369819.98,256141.1,35032.65,67.64,78578.59,51870.47,26708.12,0.0,conventional,2015,MiamiFtLauderdale,2015-02-01,2015-02-19,low
1293,2015-02-15,1.29,353520.71,243991.59,34941.84,77.29,74509.99,38771.73,35738.26,0.0,conventional,2015,MiamiFtLauderdale,2015-02-01,2015-02-12,low
1294,2015-02-08,1.25,348210.5,249833.46,35897.43,34.5,62445.11,36164.82,26280.29,0.0,conventional,2015,MiamiFtLauderdale,2015-02-01,2015-02-05,low
1298,2015-01-11,1.28,342796.99,242922.42,36043.54,38.69,63792.34,35069.71,28722.63,0.0,conventional,2015,MiamiFtLauderdale,2015-01-01,2015-01-08,low
1352,2015-12-27,0.96,123669.89,79508.7,8706.29,4748.08,30706.82,23563.06,7140.43,3.33,conventional,2015,Nashville,2015-12-01,2015-12-24,low
1353,2015-12-20,0.99,127373.56,87309.07,7415.81,4356.81,28291.87,23562.1,4722.17,7.6,conventional,2015,Nashville,2015-12-01,2015-12-17,low
1354,2015-12-13,0.91,153425.94,103097.4,11175.45,6145.91,33007.18,23065.69,9806.94,134.55,conventional,2015,Nashville,2015-12-01,2015-12-10,low
1355,2015-12-06,1.0,130989.23,88033.66,9655.78,5447.67,27852.12,22956.94,4797.18,98.0,conventional,2015,Nashville,2015-12-01,2015-12-03,low
1356,2015-11-29,0.95,119919.67,77155.36,9407.46,5435.02,27921.83,20470.74,7440.75,10.34,conventional,2015,Nashville,2015-11-01,2015-11-26,low
1357,2015-11-22,0.96,127165.59,79960.92,10083.16,5985.48,31136.03,23717.19,7157.13,261.71,conventional,2015,Nashville,2015-11-01,2015-11-19,low
1358,2015-11-15,1.04,124671.4,77510.5,11869.33,5903.53,29388.04,24126.65,5261.39,0.0,conventional,2015,Nashville,2015-11-01,2015-11-12,low
1359,2015-11-08,1.03,135506.08,87957.9,11807.4,4873.39,30867.39,25641.93,5225.46,0.0,conventional,2015,Nashville,2015-11-01,2015-11-05,low
1360,2015-11-01,0.94,159318.32,97774.21,20102.72,5054.46,36386.93,24437.2,11949.73,0.0,conventional,2015,Nashville,2015-11-01,2015-10-29,low
1361,2015-10-25,0.91,148660.26,89991.51,20511.16,4334.1,33823.49,25000.22,8823.27,0.0,conventional,2015,Nashville,2015-10-01,2015-10-22,low
1362,2015-10-18,0.91,182647.96,114107.69,29076.74,6047.46,33416.07,23996.08,9419.99,0.0,conventional,2015,Nashville,2015-10-01,2015-10-15,low
1363,2015-10-11,0.96,167655.6,83621.05,35428.18,7009.22,41597.15,23793.78,17803.37,0.0,conventional,2015,Nashville,2015-10-01,2015-10-08,low
1364,2015-10-04,0.96,157490.03,78331.45,30106.11,6363.08,42689.39,26267.85,16376.41,45.13,conventional,2015,Nashville,2015-10-01,2015-10-01,low
1365,2015-09-27,1.04,160547.52,93381.62,25445.0,6807.92,34912.98,25432.19,9435.58,45.21,conventional,2015,Nashville,2015-09-01,2015-09-24,low
1367,2015-09-13,1.05,154621.8,76424.28,25095.26,9786.12,43316.14,31983.6,11023.29,309.25,conventional,2015,Nashville,2015-09-01,2015-09-10,low
1368,2015-09-06,0.97,175977.6,92988.8,30510.75,9638.66,42839.39,27102.45,15494.02,242.92,conventional,2015,Nashville,2015-09-01,2015-09-03,low
1369,2015-08-30,1.09,142153.55,82766.98,21072.35,7912.88,30401.34,24581.81,5819.53,0.0,conventional,2015,Nashville,2015-08-01,2015-08-27,low
1370,2015-08-23,0.97,171575.35,112284.06,19284.06,10060.87,29946.36,25633.87,4312.49,0.0,conventional,2015,Nashville,2015-08-01,2015-08-20,low
1371,2015-08-16,0.96,187310.28,126796.3,18393.32,13672.42,28448.24,22867.47,5354.02,226.75,conventional,2015,Nashville,2015-08-01,2015-08-13,low
1373,2015-08-02,1.08,151807.11,87160.08,19863.22,9366.36,35417.45,30724.37,4552.23,140.85,conventional,2015,Nashville,2015-08-01,2015-07-30,low
1374,2015-07-26,1.07,149262.89,85386.58,19400.24,9807.32,34668.75,29923.8,4702.51,42.44,conventional,2015,Nashville,2015-07-01,2015-07-23,low
1376,2015-07-12,1.09,152991.78,90781.1,17434.57,9746.41,35029.7,29736.49,5171.88,121.33,conventional,2015,Nashville,2015-07-01,2015-07-09,low
1377,2015-07-05,0.97,201797.82,121473.02,25125.21,10804.25,44395.34,35733.99,8482.0,179.35,conventional,2015,Nashville,2015-07-01,2015-07-02,low
1380,2015-06-14,1.03,172302.47,103389.69,17224.17,7010.57,44678.04,38948.35,5729.69,0.0,conventional,2015,Nashville,2015-06-01,2015-06-11,low
1381,2015-06-07,0.96,189470.19,128293.7,10385.79,10508.18,40282.52,31059.24,8944.38,278.9,conventional,2015,Nashville,2015-06-01,2015-06-04,low
1382,2015-05-31,1.04,166214.14,117285.11,8351.55,11839.0,28738.48,24244.27,4413.3,80.91,conventional,2015,Nashville,2015-05-01,2015-05-28,low
1384,2015-05-17,1.07,149400.13,100832.21,8161.87,10852.62,29553.43,25235.57,4310.3,7.56,conventional,2015,Nashville,2015-05-01,2015-05-14,low
1388,2015-04-19,1.11,140649.3,91537.59,7598.5,12377.93,29135.28,22422.52,6712.76,0.0,conventional,2015,Nashville,2015-04-01,2015-04-16,low
1389,2015-04-12,1.0,158490.37,111682.33,9658.98,12737.74,24411.32,14353.71,10057.61,0.0,conventional,2015,Nashville,2015-04-01,2015-04-09,low
1390,2015-04-05,1.06,155074.03,104270.46,8266.56,14141.74,28395.27,21583.06,6812.21,0.0,conventional,2015,Nashville,2015-04-01,2015-04-02,low
1391,2015-03-29,1.07,151301.45,102824.72,8307.47,14079.54,26089.72,19540.62,6549.1,0.0,conventional,2015,Nashville,2015-03-01,2015-03-26,low
1392,2015-03-22,1.01,173980.22,122204.32,9195.02,13155.99,29424.89,22501.23,6833.78,89.88,conventional,2015,Nashville,2015-03-01,2015-03-19,low
1394,2015-03-08,1.08,149239.4,104187.91,7723.68,10813.59,26514.22,22958.63,3555.59,0.0,conventional,2015,Nashville,2015-03-01,2015-03-05,low
1395,2015-03-01,0.99,169423.5,121799.85,9712.84,10894.89,27015.92,20732.64,6153.5,129.78,conventional,2015,Nashville,2015-03-01,2015-02-26,low
1396,2015-02-22,1.05,148164.2,101095.06,10053.42,13693.83,23321.89,20671.7,2645.2,4.99,conventional,2015,Nashville,2015-02-01,2015-02-19,low
1397,2015-02-15,1.03,153852.03,109047.7,9817.42,11085.73,23901.18,21186.15,2715.03,0.0,conventional,2015,Nashville,2015-02-01,2015-02-12,low
1398,2015-02-08,0.94,171749.31,125785.83,8119.73,9717.73,28126.02,25896.73,2229.29,0.0,conventional,2015,Nashville,2015-02-01,2015-02-05,low
1400,2015-01-25,1.07,140855.47,95428.54,8371.74,11082.07,25973.12,24183.43,1789.69,0.0,conventional,2015,Nashville,2015-01-01,2015-01-22,low
1401,2015-01-18,1.08,143464.64,97216.47,8423.57,12187.72,25636.88,23520.54,2116.34,0.0,conventional,2015,Nashville,2015-01-01,2015-01-15,low
1402,2015-01-11,1.07,149832.2,103822.6,9098.86,11665.78,25244.96,22478.92,2766.04,0.0,conventional,2015,Nashville,2015-01-01,2015-01-08,low
1403,2015-01-04,1.0,162162.75,113865.83,11083.58,11699.03,25514.31,19681.13,5611.51,221.67,conventional,2015,Nashville,2015-01-01,2015-01-01,low
1404,2015-12-27,0.91,187664.29,105570.93,18655.62,284.7,63153.04,53908.72,9224.82,19.5,conventional,2015,NewOrleansMobile,2015-12-01,2015-12-24,low
1405,2015-12-20,0.92,191937.02,110266.94,18630.27,255.72,62784.09,57100.55,5619.06,64.48,conventional,2015,NewOrleansMobile,2015-12-01,2015-12-17,low
1406,2015-12-13,0.86,204217.2,119689.49,31214.29,437.88,52875.54,44564.8,8310.74,0.0,conventional,2015,NewOrleansMobile,2015-12-01,2015-12-10,low
1407,2015-12-06,0.94,185395.2,117854.69,21553.04,325.0,45662.47,41822.8,3839.67,0.0,conventional,2015,NewOrleansMobile,2015-12-01,2015-12-03,low
1408,2015-11-29,0.9,175833.54,96662.75,23572.73,298.68,55299.38,49172.32,6127.06,0.0,conventional,2015,NewOrleansMobile,2015-11-01,2015-11-26,low
1409,2015-11-22,0.94,192074.98,112638.84,18822.53,388.83,60224.78,53791.54,6426.96,6.28,conventional,2015,NewOrleansMobile,2015-11-01,2015-11-19,low
1410,2015-11-15,0.98,195780.23,113570.58,21747.26,335.0,60127.39,56099.0,4028.39,0.0,conventional,2015,NewOrleansMobile,2015-11-01,2015-11-12,low
1411,2015-11-08,0.96,197713.69,122265.65,21552.54,692.39,53203.11,49206.68,3996.43,0.0,conventional,2015,NewOrleansMobile,2015-11-01,2015-11-05,low
1412,2015-11-01,0.97,204738.15,129683.8,16059.69,486.47,58508.19,50413.78,8082.05,12.36,conventional,2015,NewOrleansMobile,2015-11-01,2015-10-29,low
1413,2015-10-25,1.01,191180.56,117736.07,17516.63,646.78,55281.08,51959.11,3321.97,0.0,conventional,2015,NewOrleansMobile,2015-10-01,2015-10-22,low
1414,2015-10-18,1.02,206563.03,124894.03,18241.03,1003.78,62424.19,58060.12,4364.07,0.0,conventional,2015,NewOrleansMobile,2015-10-01,2015-10-15,low
1415,2015-10-11,1.0,217777.46,135769.89,16126.01,1155.54,64726.02,56426.31,8293.55,6.16,conventional,2015,NewOrleansMobile,2015-10-01,2015-10-08,low
1416,2015-10-04,1.0,222488.23,133195.58,20601.83,1171.5,67519.32,59907.03,7612.29,0.0,conventional,2015,NewOrleansMobile,2015-10-01,2015-10-01,low
1417,2015-09-27,1.06,199908.44,123528.92,17616.44,1515.75,57247.33,53115.57,4131.76,0.0,conventional,2015,NewOrleansMobile,2015-09-01,2015-09-24,low
1418,2015-09-20,1.0,224017.47,135003.95,24187.24,1608.76,63217.52,56901.55,6309.86,6.11,conventional,2015,NewOrleansMobile,2015-09-01,2015-09-17,low
1419,2015-09-13,1.02,219776.27,140509.91,18106.55,1713.51,59446.3,54335.47,5110.83,0.0,conventional,2015,NewOrleansMobile,2015-09-01,2015-09-10,low
1420,2015-09-06,0.99,248354.52,155273.07,18010.18,2204.32,72866.95,64673.2,8193.75,0.0,conventional,2015,NewOrleansMobile,2015-09-01,2015-09-03,low
1421,2015-08-30,1.03,234307.92,144651.98,14746.53,2416.44,72492.97,68104.04,4376.84,12.09,conventional,2015,NewOrleansMobile,2015-08-01,2015-08-27,low
1422,2015-08-23,1.04,240560.86,152247.87,18687.77,2886.6,66738.62,61777.91,4942.58,18.13,conventional,2015,NewOrleansMobile,2015-08-01,2015-08-20,low
1423,2015-08-16,1.04,253158.7,151208.53,16681.65,7405.88,77862.64,72975.89,4844.44,42.31,conventional,2015,NewOrleansMobile,2015-08-01,2015-08-13,low
1424,2015-08-09,1.0,272464.74,171948.43,10121.42,11932.03,78462.86,71332.39,7130.47,0.0,conventional,2015,NewOrleansMobile,2015-08-01,2015-08-06,low
1425,2015-08-02,1.04,248670.72,157656.04,8025.5,11763.0,71226.18,66186.24,5015.77,24.17,conventional,2015,NewOrleansMobile,2015-08-01,2015-07-30,low
1426,2015-07-26,1.03,258960.17,171672.53,10443.49,12343.88,64500.27,61569.83,2930.44,0.0,conventional,2015,NewOrleansMobile,2015-07-01,2015-07-23,low
1427,2015-07-19,0.98,258559.32,167068.14,8930.71,11720.44,70840.03,62702.44,8131.55,6.04,conventional,2015,NewOrleansMobile,2015-07-01,2015-07-16,low
1428,2015-07-12,1.05,239908.64,149305.77,11069.26,11822.33,67711.28,62705.51,4999.72,6.05,conventional,2015,NewOrleansMobile,2015-07-01,2015-07-09,low
1429,2015-07-05,1.01,297481.36,185225.73,9201.65,15050.73,88003.25,81157.38,6839.81,6.06,conventional,2015,NewOrleansMobile,2015-07-01,2015-07-02,low
1430,2015-06-28,1.03,261199.27,163193.51,10737.56,8080.05,79188.15,75120.4,4043.46,24.29,conventional,2015,NewOrleansMobile,2015-06-01,2015-06-25,low
1431,2015-06-21,0.93,293734.93,182416.44,8803.83,7161.74,95352.92,86878.25,8474.67,0.0,conventional,2015,NewOrleansMobile,2015-06-01,2015-06-18,low
1432,2015-06-14,1.02,262250.02,166072.0,10920.46,268.71,84988.85,80570.6,4418.25,0.0,conventional,2015,NewOrleansMobile,2015-06-01,2015-06-11,low
1433,2015-06-07,0.99,288859.92,186502.94,8769.22,297.49,93290.27,85387.95,7902.32,0.0,conventional,2015,NewOrleansMobile,2015-06-01,2015-06-04,low
1434,2015-05-31,1.04,245293.53,164856.45,8536.94,319.0,71581.14,67111.69,4469.45,0.0,conventional,2015,NewOrleansMobile,2015-05-01,2015-05-28,low
1435,2015-05-24,1.03,265237.17,175841.33,10463.04,235.0,78697.8,71635.79,7062.01,0.0,conventional,2015,NewOrleansMobile,2015-05-01,2015-05-21,low
1436,2015-05-17,0.96,257403.43,172610.15,9661.21,262.0,74870.07,69919.72,4950.35,0.0,conventional,2015,NewOrleansMobile,2015-05-01,2015-05-14,low
1437,2015-05-10,1.05,256291.77,176480.19,7959.95,321.0,71530.63,67176.21,4354.42,0.0,conventional,2015,NewOrleansMobile,2015-05-01,2015-05-07,low
1438,2015-05-03,0.93,308655.6,204609.56,13133.92,299.55,90612.57,81127.8,9484.77,0.0,conventional,2015,NewOrleansMobile,2015-05-01,2015-04-30,low
1439,2015-04-26,0.96,265739.79,179543.83,9195.1,288.0,76712.86,72727.69,3985.17,0.0,conventional,2015,NewOrleansMobile,2015-04-01,2015-04-23,low
1440,2015-04-19,0.93,263486.63,172951.25,12171.55,373.11,77990.72,74117.3,3873.42,0.0,conventional,2015,NewOrleansMobile,2015-04-01,2015-04-16,low
1441,2015-04-12,0.97,235709.99,168050.37,7155.35,294.0,60210.27,53843.01,6367.26,0.0,conventional,2015,NewOrleansMobile,2015-04-01,2015-04-09,low
1442,2015-04-05,0.99,237821.61,166893.13,7766.84,250.0,62911.64,57555.16,5167.59,188.89,conventional,2015,NewOrleansMobile,2015-04-01,2015-04-02,low
1443,2015-03-29,0.97,237188.41,161509.61,9472.68,77.75,66128.37,62564.2,3564.17,0.0,conventional,2015,NewOrleansMobile,2015-03-01,2015-03-26,low
1444,2015-03-22,0.9,282494.07,196325.14,8985.9,179.21,77003.82,68626.59,8377.23,0.0,conventional,2015,NewOrleansMobile,2015-03-01,2015-03-19,low
1445,2015-03-15,1.09,233696.32,159683.23,11363.11,183.95,62466.03,58352.29,4113.74,0.0,conventional,2015,NewOrleansMobile,2015-03-01,2015-03-12,low
1446,2015-03-08,1.06,248273.79,163007.69,12379.43,269.87,72616.8,69335.51,3281.29,0.0,conventional,2015,NewOrleansMobile,2015-03-01,2015-03-05,low
1447,2015-03-01,1.08,224752.17,138924.43,16229.64,384.82,69213.28,62740.63,6472.65,0.0,conventional,2015,NewOrleansMobile,2015-03-01,2015-02-26,low
1448,2015-02-22,0.92,256174.52,178792.99,10819.78,346.88,66214.87,62873.75,3341.12,0.0,conventional,2015,NewOrleansMobile,2015-02-01,2015-02-19,low
1449,2015-02-15,1.02,230069.01,155288.64,11863.71,253.04,62663.62,60468.24,2195.38,0.0,conventional,2015,NewOrleansMobile,2015-02-01,2015-02-12,low
1450,2015-02-08,0.93,242065.29,169656.18,8648.32,202.67,63558.12,61345.53,2212.59,0.0,conventional,2015,NewOrleansMobile,2015-02-01,2015-02-05,low
1451,2015-02-01,0.81,367711.87,271075.59,11860.86,426.32,84349.1,76463.29,7885.81,0.0,conventional,2015,NewOrleansMobile,2015-02-01,2015-01-29,low
1452,2015-01-25,0.94,271448.06,188798.96,12771.98,352.52,69524.6,66085.94,3438.66,0.0,conventional,2015,NewOrleansMobile,2015-01-01,2015-01-22,low
1453,2015-01-18,1.03,267666.12,179991.12,23263.42,213.64,64197.94,61302.5,2895.44,0.0,conventional,2015,NewOrleansMobile,2015-01-01,2015-01-15,low
1454,2015-01-11,0.97,239232.35,165505.1,10680.54,231.54,62815.17,59593.91,3221.26,0.0,conventional,2015,NewOrleansMobile,2015-01-01,2015-01-08,low
1455,2015-01-04,0.94,222751.51,148384.22,14085.72,218.63,60062.94,54422.22,5640.72,0.0,conventional,2015,NewOrleansMobile,2015-01-01,2015-01-01,low
1560,2015-12-27,1.21,304598.42,2601.32,250270.9,12123.24,39602.96,39602.96,0.0,0.0,conventional,2015,NorthernNewEngland,2015-12-01,2015-12-24,low
1561,2015-12-20,1.17,284808.22,2616.13,232459.75,3820.83,45911.51,45911.51,0.0,0.0,conventional,2015,NorthernNewEngland,2015-12-01,2015-12-17,low
1562,2015-12-13,0.95,407482.83,2970.12,369076.25,116.84,35319.62,35319.62,0.0,0.0,conventional,2015,NorthernNewEngland,2015-12-01,2015-12-10,low
1563,2015-12-06,1.11,303058.29,3320.11,261503.41,94.18,38140.59,38140.59,0.0,0.0,conventional,2015,NorthernNewEngland,2015-12-01,2015-12-03,low
1564,2015-11-29,1.25,219689.9,2897.91,181977.84,88.58,34725.57,34725.57,0.0,0.0,conventional,2015,NorthernNewEngland,2015-11-01,2015-11-26,low
1565,2015-11-22,1.08,274209.2,2770.62,230517.24,140.77,40780.57,40777.1,3.47,0.0,conventional,2015,NorthernNewEngland,2015-11-01,2015-11-19,low
1566,2015-11-15,1.07,287015.98,2589.55,237255.49,90.93,47080.01,46867.66,212.35,0.0,conventional,2015,NorthernNewEngland,2015-11-01,2015-11-12,low
1568,2015-11-01,1.07,350260.55,3271.4,281498.53,209.48,65281.14,65081.14,200.0,0.0,conventional,2015,NorthernNewEngland,2015-11-01,2015-10-29,low
1569,2015-10-25,1.08,313881.26,2599.46,268057.07,158.24,43066.49,42475.38,591.11,0.0,conventional,2015,NorthernNewEngland,2015-10-01,2015-10-22,low
1570,2015-10-18,1.0,402466.4,3274.11,361448.46,192.81,37551.02,36297.69,1253.33,0.0,conventional,2015,NorthernNewEngland,2015-10-01,2015-10-15,low
1571,2015-10-11,1.19,278472.66,3616.8,231543.02,204.79,43108.05,43001.38,106.67,0.0,conventional,2015,NorthernNewEngland,2015-10-01,2015-10-08,low
1572,2015-10-04,1.12,298222.53,3978.7,253346.07,248.25,40649.51,40431.73,217.78,0.0,conventional,2015,NorthernNewEngland,2015-10-01,2015-10-01,low
1574,2015-09-20,1.17,322729.94,2413.3,270775.68,291.7,49249.26,48164.82,1084.44,0.0,conventional,2015,NorthernNewEngland,2015-09-01,2015-09-17,low
1575,2015-09-13,1.09,356105.25,1752.73,301172.05,277.25,52903.22,52023.22,880.0,0.0,conventional,2015,NorthernNewEngland,2015-09-01,2015-09-10,low
1577,2015-08-30,1.13,395127.18,2834.15,337184.98,457.24,54650.81,54650.81,0.0,0.0,conventional,2015,NorthernNewEngland,2015-08-01,2015-08-27,low
1578,2015-08-23,1.18,400101.77,2487.19,338130.6,608.29,58875.69,58875.69,0.0,0.0,conventional,2015,NorthernNewEngland,2015-08-01,2015-08-20,low
1579,2015-08-16,1.23,372516.0,2067.21,304465.27,775.0,65208.52,65208.52,0.0,0.0,conventional,2015,NorthernNewEngland,2015-08-01,2015-08-13,low
1581,2015-08-02,1.25,417082.92,2279.1,347110.01,1637.61,66056.2,66056.2,0.0,0.0,conventional,2015,NorthernNewEngland,2015-08-01,2015-07-30,low
1582,2015-07-26,1.25,402791.86,2558.33,324258.79,2452.04,73522.7,73518.43,4.27,0.0,conventional,2015,NorthernNewEngland,2015-07-01,2015-07-23,low
1584,2015-07-12,1.1,509215.2,3111.08,341891.96,15371.77,148840.39,148811.62,28.77,0.0,conventional,2015,NorthernNewEngland,2015-07-01,2015-07-09,low
1586,2015-06-28,1.14,452801.32,2582.77,282587.99,15156.27,152474.29,152425.4,48.89,0.0,conventional,2015,NorthernNewEngland,2015-06-01,2015-06-25,low
1587,2015-06-21,1.18,425885.58,2279.37,300069.61,14779.66,108756.94,108756.94,0.0,0.0,conventional,2015,NorthernNewEngland,2015-06-01,2015-06-18,low
1588,2015-06-14,1.04,537725.07,2804.46,362082.5,10744.54,162093.57,162093.57,0.0,0.0,conventional,2015,NorthernNewEngland,2015-06-01,2015-06-11,low
1589,2015-06-07,1.17,427216.77,2096.21,314308.78,37.43,110774.35,110774.35,0.0,0.0,conventional,2015,NorthernNewEngland,2015-06-01,2015-06-04,low
1590,2015-05-31,1.2,413699.46,2523.96,313153.31,61.25,97960.94,97960.94,0.0,0.0,conventional,2015,NorthernNewEngland,2015-05-01,2015-05-28,low
1592,2015-05-17,1.15,422484.37,2745.99,287792.49,29.88,131916.01,131904.74,11.27,0.0,conventional,2015,NorthernNewEngland,2015-05-01,2015-05-14,low
1594,2015-05-03,1.16,366987.36,2322.24,304233.27,59.55,60372.3,60354.57,17.73,0.0,conventional,2015,NorthernNewEngland,2015-05-01,2015-04-30,low
1595,2015-04-26,1.24,311879.23,1960.76,253562.76,79.62,56276.09,56259.03,17.06,0.0,conventional,2015,NorthernNewEngland,2015-04-01,2015-04-23,low
1596,2015-04-19,1.13,346561.62,2156.47,284389.27,78.27,59937.61,59936.64,0.97,0.0,conventional,2015,NorthernNewEngland,2015-04-01,2015-04-16,low
1597,2015-04-12,1.16,306250.63,2160.72,214309.89,58.52,89721.5,89699.64,21.86,0.0,conventional,2015,NorthernNewEngland,2015-04-01,2015-04-09,low
1598,2015-04-05,1.19,309143.83,2352.11,252306.55,82.02,54403.15,54288.7,114.45,0.0,conventional,2015,NorthernNewEngland,2015-04-01,2015-04-02,low
1600,2015-03-22,1.19,282155.05,4556.72,229492.52,55.64,48050.17,47856.09,194.08,0.0,conventional,2015,NorthernNewEngland,2015-03-01,2015-03-19,low
1601,2015-03-15,1.15,301852.8,6236.37,247092.81,90.6,48433.02,48390.8,42.22,0.0,conventional,2015,NorthernNewEngland,2015-03-01,2015-03-12,low
1602,2015-03-08,1.09,287963.73,2507.83,234532.06,15.02,50908.82,50606.6,302.22,0.0,conventional,2015,NorthernNewEngland,2015-03-01,2015-03-05,low
1603,2015-03-01,1.05,355677.99,2266.45,310490.26,41.26,42880.02,42880.02,0.0,0.0,conventional,2015,NorthernNewEngland,2015-03-01,2015-02-26,low
1604,2015-02-22,1.13,264118.86,2875.24,217477.35,23.63,43742.64,43735.97,6.67,0.0,conventional,2015,NorthernNewEngland,2015-02-01,2015-02-19,low
1605,2015-02-15,1.11,288514.78,2897.82,232117.81,33.13,53466.02,53303.8,162.22,0.0,conventional,2015,NorthernNewEngland,2015-02-01,2015-02-12,low
1606,2015-02-08,1.03,363935.24,4606.01,308443.03,33.62,50852.58,50014.8,837.78,0.0,conventional,2015,NorthernNewEngland,2015-02-01,2015-02-05,low
1607,2015-02-01,1.06,412752.74,4353.96,361694.45,34.23,46670.1,46576.76,93.34,0.0,conventional,2015,NorthernNewEngland,2015-02-01,2015-01-29,low
1608,2015-01-25,1.06,290611.31,3806.65,233232.89,24.12,53547.65,53543.21,4.44,0.0,conventional,2015,NorthernNewEngland,2015-01-01,2015-01-22,low
1609,2015-01-18,1.12,309202.71,3012.79,241380.95,38.05,64770.92,64770.92,0.0,0.0,conventional,2015,NorthernNewEngland,2015-01-01,2015-01-15,low
1610,2015-01-11,1.06,314717.03,4578.25,265252.09,22.9,44863.79,44863.79,0.0,0.0,conventional,2015,NorthernNewEngland,2015-01-01,2015-01-08,low
1611,2015-01-04,1.05,321823.77,4966.76,264351.96,14.68,52490.37,52490.37,0.0,0.0,conventional,2015,NorthernNewEngland,2015-01-01,2015-01-01,low
1612,2015-12-27,0.99,305773.54,211102.9,20765.29,124.04,73781.31,40641.55,33139.76,0.0,conventional,2015,Orlando,2015-12-01,2015-12-24,low
1613,2015-12-20,1.21,200074.81,131152.6,15794.56,122.07,53005.58,36258.03,16747.55,0.0,conventional,2015,Orlando,2015-12-01,2015-12-17,low
1614,2015-12-13,0.96,310101.52,217679.37,24260.86,168.63,67992.66,31407.15,36585.51,0.0,conventional,2015,Orlando,2015-12-01,2015-12-10,low
1615,2015-12-06,1.2,199063.82,135222.96,21555.66,121.93,42163.27,24098.62,18064.65,0.0,conventional,2015,Orlando,2015-12-01,2015-12-03,low
1616,2015-11-29,0.96,262683.8,190361.54,21007.77,37.82,51276.67,21536.82,29739.85,0.0,conventional,2015,Orlando,2015-11-01,2015-11-26,low
