name,year,quarter,count
Stylus,2016,1,114
YARA,2016,1,112
GCC Machine Description,2016,1,112
Ceylon,2016,1,111
PostScript,2016,1,110
Modelica,2016,1,107
Perl6,2016,1,105
MoonScript,2016,1,101
JavaScript,2016,2,373028
Python,2016,2,201763
Java,2016,2,145221
Ruby,2016,2,108650
PHP,2016,2,106539
Go,2016,2,74733
C++,2016,2,69711
HTML,2016,2,61002
C#,2016,2,43169
TypeScript,2016,2,42717
C,2016,2,36068
CSS,2016,2,31216
Shell,2016,2,30939
Scala,2016,2,21732
Swift,2016,2,19736
Objective-C,2016,2,13456
Rust,2016,2,9310
CoffeeScript,2016,2,8248
Clojure,2016,2,5408
Lua,2016,2,5357
DM,2016,2,5241
Groovy,2016,2,4978
Kotlin,2016,2,4883
Jupyter Notebook,2016,2,4604
Elixir,2016,2,4342
Perl,2016,2,4202
Haskell,2016,2,3581
Makefile,2016,2,3540
Erlang,2016,2,3540
Nix,2016,2,3451
R,2016,2,3171
PowerShell,2016,2,3163
Dart,2016,2,2630
Visual Basic,2016,2,2554
OCaml,2016,2,2528
TeX,2016,2,2498
Puppet,2016,2,2299
Emacs Lisp,2016,2,2232
F#,2016,2,1920
Julia,2016,2,1760
YAML,2016,2,1545
Common Lisp,2016,2,1309
Vim script,2016,2,1255
Dockerfile,2016,2,1188
TSQL,2016,2,1018
CMake,2016,2,937
SCSS,2016,2,873
Elm,2016,2,714
Matlab,2016,2,689
Objective-C++,2016,2,655
PLpgSQL,2016,2,626
Haxe,2016,2,626
PureScript,2016,2,625
Fortran,2016,2,611
HCL,2016,2,594
XSLT,2016,2,556
Vue,2016,2,540
Gherkin,2016,2,539
MATLAB,2016,2,513
WebAssembly,2016,2,512
Smalltalk,2016,2,490
BitBake,2016,2,467
D,2016,2,466
Tcl,2016,2,465
ooc,2016,2,440
Scheme,2016,2,419
QML,2016,2,417
RobotFramework,2016,2,410
GLSL,2016,2,401
Perl 6,2016,2,394
Arduino,2016,2,393
SQF,2016,2,391
Crystal,2016,2,389
Batchfile,2016,2,381
SourcePawn,2016,2,356
Mustache,2016,2,337
Markdown,2016,2,333
Roff,2016,2,311
JSON,2016,2,301
Pascal,2016,2,301
PLSQL,2016,2,298
ColdFusion,2016,2,296
Vala,2016,2,276
Apex,2016,2,254
Prolog,2016,2,252
PostScript,2016,2,239
Nim,2016,2,239
API Blueprint,2016,2,233
Protocol Buffer,2016,2,232
SQLPL,2016,2,228
Rascal,2016,2,222
Assembly,2016,2,215
ActionScript,2016,2,207
ASP,2016,2,206
Raku,2016,2,206
Jsonnet,2016,2,206
Rich Text Format,2016,2,203
ApacheConf,2016,2,203
Smarty,2016,2,197
Starlark,2016,2,196
Xtend,2016,2,191
VimL,2016,2,189
SaltStack,2016,2,189
Zephir,2016,2,186
mIRC Script,2016,2,176
Standard ML,2016,2,168
SAS,2016,2,157
Groff,2016,2,147
Jinja,2016,2,143
Verilog,2016,2,142
Racket,2016,2,142
Eagle,2016,2,132
Stylus,2016,2,129
Logos,2016,2,126
Cuda,2016,2,118
Nginx,2016,2,117
GAP,2016,2,114
Processing,2016,2,111
JavaScript,2016,3,370929
Python,2016,3,199829
Java,2016,3,133170
Ruby,2016,3,99275
PHP,2016,3,96026
Go,2016,3,77394
C++,2016,3,66654
HTML,2016,3,52673
TypeScript,2016,3,50335
C#,2016,3,43185
C,2016,3,34589
Shell,2016,3,28659
CSS,2016,3,26991
Swift,2016,3,22293
Scala,2016,3,21146
Objective-C,2016,3,12227
Rust,2016,3,8355
CoffeeScript,2016,3,6562
Jupyter Notebook,2016,3,6473
Kotlin,2016,3,5743
Lua,2016,3,5286
Clojure,2016,3,4867
Groovy,2016,3,4271
Nix,2016,3,4048
Elixir,2016,3,3922
DM,2016,3,3870
Perl,2016,3,3815
Haskell,2016,3,3680
PowerShell,2016,3,3131
Makefile,2016,3,3115
Erlang,2016,3,3057
R,2016,3,2447
OCaml,2016,3,2325
Dart,2016,3,2174
Puppet,2016,3,2150
Julia,2016,3,2134
Visual Basic,2016,3,2041
Emacs Lisp,2016,3,2012
F#,2016,3,1373
Dockerfile,2016,3,1321
Vim script,2016,3,1254
Vue,2016,3,1175
TeX,2016,3,1151
SCSS,2016,3,956
Fortran,2016,3,786
Objective-C++,2016,3,742
Haxe,2016,3,735
TSQL,2016,3,718
YAML,2016,3,677
CMake,2016,3,635
Elm,2016,3,607
Matlab,2016,3,579
MATLAB,2016,3,519
Scheme,2016,3,471
XSLT,2016,3,469
PLpgSQL,2016,3,446
BitBake,2016,3,437
HCL,2016,3,429
PureScript,2016,3,428
Tcl,2016,3,419
Crystal,2016,3,413
QML,2016,3,387
Mustache,2016,3,383
Common Lisp,2016,3,375
Gherkin,2016,3,369
SQF,2016,3,353
Protocol Buffer,2016,3,333
D,2016,3,327
Perl 6,2016,3,307
Smalltalk,2016,3,306
Starlark,2016,3,295
Apex,2016,3,291
Batchfile,2016,3,291
GLSL,2016,3,290
Markdown,2016,3,287
Roff,2016,3,284
Arduino,2016,3,268
RobotFramework,2016,3,268
Nim,2016,3,263
SaltStack,2016,3,253
Vala,2016,3,250
Visual Basic .NET,2016,3,250
Pascal,2016,3,249
mIRC Script,2016,3,243
Raku,2016,3,235
Nginx,2016,3,219
Xtend,2016,3,217
Stylus,2016,3,216
SourcePawn,2016,3,215
ooc,2016,3,211
Rascal,2016,3,187
ColdFusion,2016,3,185
Assembly,2016,3,183
API Blueprint,2016,3,182
PLSQL,2016,3,171
Racket,2016,3,165
VimL,2016,3,163
Smarty,2016,3,162
Rich Text Format,2016,3,152
WebAssembly,2016,3,151
Jinja,2016,3,150
Jsonnet,2016,3,147
ApacheConf,2016,3,147
Standard ML,2016,3,134
DIGITAL Command Language,2016,3,133
Common Workflow Language,2016,3,130
Cuda,2016,3,130
ASP,2016,3,129
FORTRAN,2016,3,113
YARA,2016,3,110
ActionScript,2016,3,108
XQuery,2016,3,107
M4,2016,3,105
Eagle,2016,3,104
JavaScript,2016,4,381082
Python,2016,4,205626
Java,2016,4,146732
PHP,2016,4,102718
Ruby,2016,4,100313
Go,2016,4,83963
C++,2016,4,70054
HTML,2016,4,62026
TypeScript,2016,4,60006
C#,2016,4,45681
C,2016,4,38772
Shell,2016,4,32824
CSS,2016,4,28675
Swift,2016,4,22300
Scala,2016,4,22250
Objective-C,2016,4,12246
Rust,2016,4,8229
CoffeeScript,2016,4,7360
Jupyter Notebook,2016,4,7016
Lua,2016,4,6627
Kotlin,2016,4,5814
Clojure,2016,4,4895
Elixir,2016,4,4545
Perl,2016,4,4317
Groovy,2016,4,4313
Nix,2016,4,3878
DM,2016,4,3575
Haskell,2016,4,3376
PowerShell,2016,4,3363
Erlang,2016,4,3269
Dart,2016,4,2864
Vue,2016,4,2830
Makefile,2016,4,2798
OCaml,2016,4,2788
R,2016,4,2428
Visual Basic,2016,4,2352
Puppet,2016,4,2115
Emacs Lisp,2016,4,1915
Dockerfile,2016,4,1877
Vim script,2016,4,1858
F#,2016,4,1383
TeX,2016,4,1370
Julia,2016,4,1216
Elm,2016,4,1125
CMake,2016,4,1059
SCSS,2016,4,1023
PureScript,2016,4,848
YAML,2016,4,740
Matlab,2016,4,738
MATLAB,2016,4,720
TSQL,2016,4,699
HCL,2016,4,692
Fortran,2016,4,651
PLpgSQL,2016,4,648
Objective-C++,2016,4,643
Perl6,2016,4,624
Gherkin,2016,4,600
Crystal,2016,4,572
BitBake,2016,4,531
Haxe,2016,4,525
Common Lisp,2016,4,493
XSLT,2016,4,482
Visual Basic .NET,2016,4,425
RobotFramework,2016,4,422
SQF,2016,4,408
Pascal,2016,4,401
Prolog,2016,4,382
Arduino,2016,4,368
Perl 6,2016,4,366
Smalltalk,2016,4,364
QML,2016,4,358
Smarty,2016,4,340
D,2016,4,331
Batchfile,2016,4,325
Xtend,2016,4,325
GLSL,2016,4,288
ooc,2016,4,285
Mustache,2016,4,282
mIRC Script,2016,4,279
Assembly,2016,4,270
LLVM,2016,4,267
SourcePawn,2016,4,265
Raku,2016,4,260
Apex,2016,4,259
Scheme,2016,4,258
SQLPL,2016,4,253
VHDL,2016,4,252
Roff,2016,4,247
Vala,2016,4,246
WebAssembly,2016,4,231
Coq,2016,4,223
ColdFusion,2016,4,221
SaltStack,2016,4,220
VimL,2016,4,210
ApacheConf,2016,4,204
Cuda,2016,4,203
Jinja,2016,4,202
PLSQL,2016,4,199
Eagle,2016,4,194
Standard ML,2016,4,193
Starlark,2016,4,191
Jsonnet,2016,4,191
1C Enterprise,2016,4,178
Nim,2016,4,171
Rich Text Format,2016,4,168
Nginx,2016,4,166
OpenEdge ABL,2016,4,163
Rascal,2016,4,161
Stylus,2016,4,142
AGS Script,2016,4,139
Pug,2016,4,138
Racket,2016,4,133
API Blueprint,2016,4,131
ABAP,2016,4,123
Processing,2016,4,120
Tcl,2016,4,119
Eiffel,2016,4,118
GCC Machine Description,2016,4,118
FreeMarker,2016,4,115
M4,2016,4,114
KiCad,2016,4,112
AutoHotkey,2016,4,108
LiveScript,2016,4,105
Pan,2016,4,102
JavaScript,2017,1,397530
Python,2017,1,240232
Java,2017,1,158813
PHP,2017,1,113779
Ruby,2017,1,110629
Go,2017,1,93281
C++,2017,1,78129
TypeScript,2017,1,75170
HTML,2017,1,64540
C#,2017,1,54073
C,2017,1,39191
Shell,2017,1,35901
CSS,2017,1,30705
Scala,2017,1,24332
Swift,2017,1,23880
Objective-C,2017,1,11755
Rust,2017,1,11336
Jupyter Notebook,2017,1,9440
Lua,2017,1,8950
Kotlin,2017,1,7792
CoffeeScript,2017,1,6523
DM,2017,1,6359
Elixir,2017,1,6164
Clojure,2017,1,5519
Groovy,2017,1,5463
Perl,2017,1,4789
Nix,2017,1,4727
PowerShell,2017,1,4349
Haskell,2017,1,4076
Dart,2017,1,3862
Erlang,2017,1,3313
Makefile,2017,1,3199
R,2017,1,3162
Vue,2017,1,3056
OCaml,2017,1,2754
Vim script,2017,1,2615
Visual Basic,2017,1,2596
TeX,2017,1,2208
Dockerfile,2017,1,2026
Emacs Lisp,2017,1,1969
Puppet,2017,1,1961
Julia,2017,1,1919
F#,2017,1,1385
Fortran,2017,1,1177
MATLAB,2017,1,1164
SCSS,2017,1,1021
Elm,2017,1,997
Objective-C++,2017,1,986
HCL,2017,1,915
TSQL,2017,1,909
PureScript,2017,1,875
CMake,2017,1,815
Gherkin,2017,1,789
XSLT,2017,1,757
Smarty,2017,1,729
Pascal,2017,1,698
Crystal,2017,1,697
PLpgSQL,2017,1,630
Roff,2017,1,549
Matlab,2017,1,516
BitBake,2017,1,515
Haxe,2017,1,489
Arduino,2017,1,459
D,2017,1,437
Common Lisp,2017,1,422
Visual Basic .NET,2017,1,415
YAML,2017,1,399
GLSL,2017,1,377
RobotFramework,2017,1,373
Smalltalk,2017,1,357
Mustache,2017,1,341
Vala,2017,1,335
QML,2017,1,326
Apex,2017,1,314
PLSQL,2017,1,308
SaltStack,2017,1,305
Assembly,2017,1,296
Jsonnet,2017,1,284
SourcePawn,2017,1,284
Batchfile,2017,1,270
SQF,2017,1,263
Starlark,2017,1,254
Scheme,2017,1,246
Jinja,2017,1,244
Ada,2017,1,240
ASP,2017,1,237
Raku,2017,1,229
Nim,2017,1,226
Perl6,2017,1,224
ABAP,2017,1,222
Xtend,2017,1,212
Markdown,2017,1,210
Perl 6,2017,1,205
PostScript,2017,1,194
Standard ML,2017,1,186
Prolog,2017,1,185
AutoIt,2017,1,182
ColdFusion,2017,1,168
Cuda,2017,1,166
FreeMarker,2017,1,165
Web Ontology Language,2017,1,164
Stylus,2017,1,163
Protocol Buffer,2017,1,162
AutoHotkey,2017,1,156
Racket,2017,1,154
Rich Text Format,2017,1,153
Rascal,2017,1,150
WebAssembly,2017,1,150
Groff,2017,1,146
API Blueprint,2017,1,137
Tcl,2017,1,133
Processing,2017,1,127
KiCad,2017,1,122
Common Workflow Language,2017,1,120
mIRC Script,2017,1,119
Component Pascal,2017,1,113
Eagle,2017,1,113
M4,2017,1,112
OpenSCAD,2017,1,108
SQLPL,2017,1,101
SWIG,2017,1,101
Coq,2017,1,100
JavaScript,2017,2,388477
Python,2017,2,251826
Java,2017,2,157408
Ruby,2017,2,108130
PHP,2017,2,105055
Go,2017,2,99153
C++,2017,2,83233
TypeScript,2017,2,81956
HTML,2017,2,64912
C#,2017,2,53596
C,2017,2,38042
CSS,2017,2,35449
Shell,2017,2,34568
Scala,2017,2,23711
Swift,2017,2,22266
Rust,2017,2,12682
DM,2017,2,11293
Objective-C,2017,2,11285
Jupyter Notebook,2017,2,10612
Kotlin,2017,2,9434
Lua,2017,2,6732
Groovy,2017,2,5475
Elixir,2017,2,5443
Clojure,2017,2,5122
CoffeeScript,2017,2,5056
Haskell,2017,2,4428
Nix,2017,2,4187
Dart,2017,2,4044
Perl,2017,2,3992
R,2017,2,3850
PowerShell,2017,2,3837
Vue,2017,2,3248
Makefile,2017,2,2917
OCaml,2017,2,2829
Erlang,2017,2,2796
HCL,2017,2,2481
Visual Basic,2017,2,2433
Emacs Lisp,2017,2,2413
Vim script,2017,2,2329
Dockerfile,2017,2,2120
Julia,2017,2,2016
TeX,2017,2,1929
Puppet,2017,2,1786
F#,2017,2,1531
MATLAB,2017,2,1427
Visual Basic .NET,2017,2,1328
CMake,2017,2,1073
Elm,2017,2,1058
PureScript,2017,2,1029
PLpgSQL,2017,2,927
Fortran,2017,2,900
SCSS,2017,2,784
Crystal,2017,2,761
Matlab,2017,2,716
Vala,2017,2,694
Perl 6,2017,2,690
BitBake,2017,2,654
Haxe,2017,2,641
Objective-C++,2017,2,626
Smarty,2017,2,622
Gherkin,2017,2,587
XSLT,2017,2,550
TSQL,2017,2,549
Perl6,2017,2,541
Common Lisp,2017,2,529
D,2017,2,522
FreeMarker,2017,2,518
YAML,2017,2,500
Starlark,2017,2,468
Arduino,2017,2,465
Mustache,2017,2,441
QML,2017,2,438
mIRC Script,2017,2,433
Smalltalk,2017,2,421
SaltStack,2017,2,420
SQF,2017,2,396
Roff,2017,2,389
Assembly,2017,2,374
Jinja,2017,2,362
Scheme,2017,2,339
Pascal,2017,2,315
Apex,2017,2,314
Nim,2017,2,291
PLSQL,2017,2,286
GLSL,2017,2,268
Batchfile,2017,2,266
WebAssembly,2017,2,257
Standard ML,2017,2,246
M4,2017,2,222
Uno,2017,2,208
Markdown,2017,2,204
Common Workflow Language,2017,2,200
ASP,2017,2,198
Raku,2017,2,198
SourcePawn,2017,2,196
Rich Text Format,2017,2,187
Processing,2017,2,178
SWIG,2017,2,173
JSON,2017,2,171
Racket,2017,2,154
Protocol Buffer,2017,2,149
RobotFramework,2017,2,148
Xtend,2017,2,138
ApacheConf,2017,2,137
Mathematica,2017,2,136
PostScript,2017,2,133
Stylus,2017,2,126
ColdFusion,2017,2,125
LabVIEW,2017,2,121
Cuda,2017,2,118
Rascal,2017,2,118
ABAP,2017,2,117
OpenSCAD,2017,2,117
Verilog,2017,2,115
F*,2017,2,109
AutoIt,2017,2,103
YARA,2017,2,102
ActionScript,2017,2,101
JavaScript,2017,3,356997
Python,2017,3,243854
Java,2017,3,140631
Go,2017,3,104538
PHP,2017,3,100471
Ruby,2017,3,97963
C++,2017,3,83317
TypeScript,2017,3,82460
HTML,2017,3,56455
C#,2017,3,51805
C,2017,3,37604
Shell,2017,3,34510
CSS,2017,3,29659
Scala,2017,3,22190
Swift,2017,3,21781
Rust,2017,3,11861
Kotlin,2017,3,11063
Jupyter Notebook,2017,3,10160
Objective-C,2017,3,10067
DM,2017,3,9295
Elixir,2017,3,6293
Groovy,2017,3,5774
Lua,2017,3,5745
Vue,2017,3,5424
Haskell,2017,3,5233
Nix,2017,3,5010
Clojure,2017,3,4556
R,2017,3,4183
Perl,2017,3,3904
PowerShell,2017,3,3829
Makefile,2017,3,3803
CoffeeScript,2017,3,3677
Dart,2017,3,3126
HCL,2017,3,2798
Erlang,2017,3,2687
OCaml,2017,3,2173
Emacs Lisp,2017,3,2141
Puppet,2017,3,2095
Dockerfile,2017,3,2029
Vim script,2017,3,2013
F#,2017,3,1507
Visual Basic .NET,2017,3,1358
Julia,2017,3,1332
MATLAB,2017,3,1296
TeX,2017,3,1275
Gherkin,2017,3,1138
CMake,2017,3,1115
Elm,2017,3,965
Common Lisp,2017,3,917
Visual Basic,2017,3,841
Fortran,2017,3,819
PLpgSQL,2017,3,801
TSQL,2017,3,762
Vala,2017,3,719
SCSS,2017,3,718
BitBake,2017,3,677
FreeMarker,2017,3,645
Crystal,2017,3,631
PureScript,2017,3,629
Smarty,2017,3,597
Smalltalk,2017,3,560
Starlark,2017,3,536
Matlab,2017,3,536
XSLT,2017,3,520
D,2017,3,451
Apex,2017,3,444
mIRC Script,2017,3,442
Roff,2017,3,425
Uno,2017,3,425
YAML,2017,3,423
Mustache,2017,3,407
SaltStack,2017,3,404
Haxe,2017,3,397
Arduino,2017,3,390
Pascal,2017,3,389
Assembly,2017,3,358
Nim,2017,3,357
Perl 6,2017,3,345
Racket,2017,3,344
QML,2017,3,336
SourcePawn,2017,3,304
Batchfile,2017,3,298
Raku,2017,3,253
Scheme,2017,3,250
SQF,2017,3,243
DIGITAL Command Language,2017,3,239
PLSQL,2017,3,238
WebAssembly,2017,3,229
Standard ML,2017,3,224
Xtend,2017,3,217
PostScript,2017,3,201
Common Workflow Language,2017,3,198
Tcl,2017,3,189
Jinja,2017,3,183
JSON,2017,3,179
GDScript,2017,3,170
Meson,2017,3,167
ABAP,2017,3,164
RobotFramework,2017,3,162
M4,2017,3,161
Mathematica,2017,3,159
1C Enterprise,2017,3,151
Protocol Buffer,2017,3,147
Stylus,2017,3,145
GLSL,2017,3,144
Objective-C++,2017,3,136
AutoHotkey,2017,3,119
PureBasic,2017,3,116
NSIS,2017,3,115
LabVIEW,2017,3,114
Nunjucks,2017,3,114
SWIG,2017,3,112
Processing,2017,3,110
ColdFusion,2017,3,103
F*,2017,3,100
JavaScript,2017,4,334136
Python,2017,4,234553
Java,2017,4,143953
Go,2017,4,99571
PHP,2017,4,98388
Ruby,2017,4,93062
TypeScript,2017,4,90442
C++,2017,4,90097
HTML,2017,4,62609
C#,2017,4,50023
C,2017,4,38852
Shell,2017,4,29172
CSS,2017,4,25131
Swift,2017,4,21601
Scala,2017,4,19270
Jupyter Notebook,2017,4,13497
Kotlin,2017,4,12153
DM,2017,4,11068
Rust,2017,4,10887
Objective-C,2017,4,9382
Groovy,2017,4,6354
Vue,2017,4,5803
Elixir,2017,4,5396
Nix,2017,4,5366
Lua,2017,4,5163
Clojure,2017,4,4708
Haskell,2017,4,4293
Perl,2017,4,3962
PowerShell,2017,4,3607
CoffeeScript,2017,4,3499
Dart,2017,4,3382
Makefile,2017,4,3050
Erlang,2017,4,2909
R,2017,4,2857
OCaml,2017,4,2577
Emacs Lisp,2017,4,2521
Dockerfile,2017,4,2466
Vim script,2017,4,2224
HCL,2017,4,2190
Puppet,2017,4,1560
Visual Basic .NET,2017,4,1512
TSQL,2017,4,1383
TeX,2017,4,1346
MATLAB,2017,4,1219
F#,2017,4,1168
Julia,2017,4,1094
Crystal,2017,4,1020
CMake,2017,4,998
Fortran,2017,4,908
SCSS,2017,4,849
PLpgSQL,2017,4,804
Elm,2017,4,768
Smarty,2017,4,727
Gherkin,2017,4,688
Visual Basic,2017,4,581
Vala,2017,4,563
Roff,2017,4,527
Starlark,2017,4,511
BitBake,2017,4,508
PureScript,2017,4,428
Common Lisp,2017,4,421
XSLT,2017,4,420
Smalltalk,2017,4,416
mIRC Script,2017,4,408
Uno,2017,4,403
YAML,2017,4,400
SQF,2017,4,393
FreeMarker,2017,4,373
Haxe,2017,4,356
D,2017,4,355
Assembly,2017,4,345
Pascal,2017,4,345
Apex,2017,4,339
Nim,2017,4,334
Matlab,2017,4,329
SourcePawn,2017,4,307
Mustache,2017,4,286
QML,2017,4,284
Arduino,2017,4,282
RobotFramework,2017,4,262
Batchfile,2017,4,262
Standard ML,2017,4,237
GLSL,2017,4,235
M4,2017,4,232
SaltStack,2017,4,225
Perl 6,2017,4,221
PLSQL,2017,4,213
Tcl,2017,4,202
WebAssembly,2017,4,201
Scheme,2017,4,198
ColdFusion,2017,4,197
DIGITAL Command Language,2017,4,189
Raku,2017,4,179
Common Workflow Language,2017,4,173
ABAP,2017,4,166
Stylus,2017,4,159
Jinja,2017,4,155
GDScript,2017,4,152
Markdown,2017,4,151
JSON,2017,4,149
PostScript,2017,4,146
Objective-C++,2017,4,144
VHDL,2017,4,144
Jsonnet,2017,4,136
Racket,2017,4,133
Coq,2017,4,124
LLVM,2017,4,120
Eiffel,2017,4,119
COBOL,2017,4,119
SWIG,2017,4,116
UnrealScript,2017,4,114
AutoHotkey,2017,4,113
Mathematica,2017,4,101
JavaScript,2018,1,265358
Python,2018,1,210832
Java,2018,1,117154
Go,2018,1,94520
Ruby,2018,1,84753
TypeScript,2018,1,84658
C++,2018,1,80650
PHP,2018,1,77555
C#,2018,1,41924
HTML,2018,1,37299
C,2018,1,34548
Shell,2018,1,28330
Scala,2018,1,17933
Swift,2018,1,15788
CSS,2018,1,14715
DM,2018,1,10318
Kotlin,2018,1,9521
Rust,2018,1,9340
Jupyter Notebook,2018,1,8600
Nix,2018,1,8387
Objective-C,2018,1,6847
Groovy,2018,1,5486
Vue,2018,1,4889
Dart,2018,1,4322
Elixir,2018,1,3974
Clojure,2018,1,3970
Lua,2018,1,3832
Haskell,2018,1,3819
Perl,2018,1,3186
Makefile,2018,1,3147
PowerShell,2018,1,3038
R,2018,1,2878
Dockerfile,2018,1,2669
Erlang,2018,1,2535
CoffeeScript,2018,1,2528
Emacs Lisp,2018,1,2487
OCaml,2018,1,2263
HCL,2018,1,1834
Vim script,2018,1,1714
F#,2018,1,1608
Puppet,2018,1,1486
TSQL,2018,1,1079
SCSS,2018,1,1020
MATLAB,2018,1,965
Julia,2018,1,924
Crystal,2018,1,910
PLpgSQL,2018,1,881
CMake,2018,1,785
Fortran,2018,1,743
Gherkin,2018,1,713
Elm,2018,1,685
FreeMarker,2018,1,677
BitBake,2018,1,662
Jsonnet,2018,1,661
TeX,2018,1,613
Visual Basic .NET,2018,1,569
mIRC Script,2018,1,563
Starlark,2018,1,558
Vala,2018,1,540
YAML,2018,1,520
XSLT,2018,1,476
Roff,2018,1,416
Assembly,2018,1,400
QML,2018,1,391
Haxe,2018,1,359
Smarty,2018,1,358
Common Lisp,2018,1,352
D,2018,1,345
Smalltalk,2018,1,335
Visual Basic,2018,1,325
Jinja,2018,1,322
Mustache,2018,1,320
Apex,2018,1,311
PureScript,2018,1,291
Uno,2018,1,286
ABAP,2018,1,268
Standard ML,2018,1,257
GLSL,2018,1,243
Coq,2018,1,220
Scheme,2018,1,215
WebAssembly,2018,1,214
RobotFramework,2018,1,196
Rich Text Format,2018,1,188
Objective-C++,2018,1,188
Raku,2018,1,184
PLSQL,2018,1,184
Nim,2018,1,172
Stylus,2018,1,171
SaltStack,2018,1,170
Pascal,2018,1,168
JSON,2018,1,163
SourcePawn,2018,1,163
ColdFusion,2018,1,161
M4,2018,1,150
SQF,2018,1,143
SWIG,2018,1,143
Matlab,2018,1,140
Perl 6,2018,1,138
GDScript,2018,1,134
Common Workflow Language,2018,1,131
Batchfile,2018,1,124
Meson,2018,1,123
Markdown,2018,1,120
Eiffel,2018,1,112
JavaScript,2018,2,202755
Python,2018,2,176307
Java,2018,2,94255
Go,2018,2,79150
C++,2018,2,70421
TypeScript,2018,2,69872
Ruby,2018,2,66414
PHP,2018,2,57773
C#,2018,2,33633
HTML,2018,2,31250
C,2018,2,30412
Shell,2018,2,21643
Scala,2018,2,14229
Swift,2018,2,12970
CSS,2018,2,9598
Kotlin,2018,2,7852
Nix,2018,2,7364
Rust,2018,2,7331
Jupyter Notebook,2018,2,6681
Objective-C,2018,2,6021
DM,2018,2,5288
Groovy,2018,2,4886
Dart,2018,2,4385
Elixir,2018,2,3703
Clojure,2018,2,3576
Vue,2018,2,3545
Lua,2018,2,3318
Haskell,2018,2,3150
PowerShell,2018,2,2735
Perl,2018,2,2709
Erlang,2018,2,2474
Makefile,2018,2,2392
OCaml,2018,2,2062
Dockerfile,2018,2,2013
CoffeeScript,2018,2,1878
Emacs Lisp,2018,2,1759
R,2018,2,1735
Vim script,2018,2,1354
Mathematica,2018,2,1336
TSQL,2018,2,983
Puppet,2018,2,956
Jsonnet,2018,2,948
HCL,2018,2,911
MATLAB,2018,2,905
Visual Basic .NET,2018,2,860
Fortran,2018,2,850
PLpgSQL,2018,2,742
SCSS,2018,2,722
Starlark,2018,2,685
Julia,2018,2,664
Apex,2018,2,638
F#,2018,2,634
PureScript,2018,2,599
FreeMarker,2018,2,598
Crystal,2018,2,595
Vala,2018,2,551
CMake,2018,2,531
Scheme,2018,2,509
TeX,2018,2,497
XSLT,2018,2,488
BitBake,2018,2,453
Gherkin,2018,2,427
mIRC Script,2018,2,420
Elm,2018,2,381
Haxe,2018,2,337
Smalltalk,2018,2,337
Smarty,2018,2,295
Jinja,2018,2,277
YAML,2018,2,270
ABAP,2018,2,251
Common Lisp,2018,2,247
Objective-C++,2018,2,245
Racket,2018,2,229
Mustache,2018,2,224
Roff,2018,2,223
QML,2018,2,207
PLSQL,2018,2,206
Perl 6,2018,2,205
SaltStack,2018,2,194
SourcePawn,2018,2,189
Assembly,2018,2,183
Pascal,2018,2,182
GLSL,2018,2,181
Objective-J,2018,2,180
Raku,2018,2,164
RobotFramework,2018,2,162
PostScript,2018,2,154
Nim,2018,2,152
D,2018,2,149
WebAssembly,2018,2,146
Meson,2018,2,145
Twig,2018,2,140
Nunjucks,2018,2,137
Markdown,2018,2,132
Stylus,2018,2,128
Rich Text Format,2018,2,126
Batchfile,2018,2,125
Coq,2018,2,122
LLVM,2018,2,122
Matlab,2018,2,116
Visual Basic,2018,2,107
M4,2018,2,106
ColdFusion,2018,2,103
SQF,2018,2,103
JavaScript,2018,3,182227
Python,2018,3,178331
Java,2018,3,92773
Go,2018,3,81798
C++,2018,3,69797
TypeScript,2018,3,69227
Ruby,2018,3,61933
PHP,2018,3,54800
C#,2018,3,34080
HTML,2018,3,28591
C,2018,3,27791
Shell,2018,3,21703
Scala,2018,3,14125
Swift,2018,3,12873
CSS,2018,3,9907
Kotlin,2018,3,9035
Nix,2018,3,7418
Rust,2018,3,7066
Jupyter Notebook,2018,3,6507
Objective-C,2018,3,5780
DM,2018,3,4933
Groovy,2018,3,4825
Dart,2018,3,4581
Elixir,2018,3,3832
Clojure,2018,3,3489
Lua,2018,3,3228
Haskell,2018,3,2870
Perl,2018,3,2833
Vue,2018,3,2772
Makefile,2018,3,2547
Erlang,2018,3,2373
CoffeeScript,2018,3,2295
PowerShell,2018,3,2078
OCaml,2018,3,2065
Dockerfile,2018,3,1893
R,2018,3,1702
Emacs Lisp,2018,3,1518
Vim script,2018,3,1510
Puppet,2018,3,1260
Julia,2018,3,1067
SCSS,2018,3,930
Starlark,2018,3,924
TSQL,2018,3,873
PLpgSQL,2018,3,870
Jsonnet,2018,3,812
HCL,2018,3,775
F#,2018,3,720
MATLAB,2018,3,660
Visual Basic .NET,2018,3,624
Fortran,2018,3,621
Apex,2018,3,577
FreeMarker,2018,3,575
ABAP,2018,3,530
XSLT,2018,3,500
RobotFramework,2018,3,491
TeX,2018,3,459
Smalltalk,2018,3,450
Crystal,2018,3,444
BitBake,2018,3,415
mIRC Script,2018,3,414
Smarty,2018,3,409
CMake,2018,3,406
Gherkin,2018,3,396
Common Lisp,2018,3,382
Vala,2018,3,339
Elm,2018,3,337
Perl 6,2018,3,295
Haxe,2018,3,271
PureScript,2018,3,230
PLSQL,2018,3,214
Assembly,2018,3,213
Cuda,2018,3,213
Racket,2018,3,205
Roff,2018,3,199
Twig,2018,3,198
Mustache,2018,3,197
