name,year,quarter,count
Visual Basic,2016,1,1583
F#,2016,1,1397
Nix,2016,1,1308
D,2016,1,1135
Dockerfile,2016,1,1026
Pascal,2016,1,1003
TSQL,2016,1,965
Vala,2016,1,952
QML,2016,1,796
Haxe,2016,1,774
Smalltalk,2016,1,771
Puppet,2016,1,742
MATLAB,2016,1,714
Matlab,2016,1,691
Vue,2016,1,546
PLpgSQL,2016,1,542
Elm,2016,1,534
CMake,2016,1,514
XSLT,2016,1,464
Fortran,2016,1,455
VimL,2016,1,446
Common Lisp,2016,1,439
PureScript,2016,1,422
Apex,2016,1,417
SQF,2016,1,398
ActionScript,2016,1,390
Arduino,2016,1,370
Batchfile,2016,1,365
Assembly,2016,1,350
SourcePawn,2016,1,340
PLSQL,2016,1,339
Perl 6,2016,1,304
ColdFusion,2016,1,301
Crystal,2016,1,299
LiveScript,2016,1,288
Smarty,2016,1,285
Cuda,2016,1,278
Objective-C++,2016,1,274
Rascal,2016,1,269
Nginx,2016,1,267
1C Enterprise,2016,1,266
Scheme,2016,1,265
ooc,2016,1,240
Roff,2016,1,240
ABAP,2016,1,237
OpenEdge ABL,2016,1,231
Standard ML,2016,1,227
VHDL,2016,1,193
Xtend,2016,1,192
Eagle,2016,1,189
AutoHotkey,2016,1,188
Gherkin,2016,1,174
Protocol Buffer,2016,1,168
HCL,2016,1,168
Ceylon,2016,1,160
GLSL,2016,1,154
Racket,2016,1,152
BitBake,2016,1,151
Factor,2016,1,144
Ada,2016,1,140
PostScript,2016,1,132
ASP,2016,1,131
Processing,2016,1,130
Inform 7,2016,1,129
GDScript,2016,1,128
SCSS,2016,1,127
SQLPL,2016,1,126
Pawn,2016,1,116
WebAssembly,2016,1,116
Verilog,2016,1,116
Prolog,2016,1,115
FORTRAN,2016,1,113
SaltStack,2016,1,111
Jinja,2016,1,108
Rich Text Format,2016,1,103
JavaScript,2016,2,319149
Python,2016,2,155586
Java,2016,2,144151
PHP,2016,2,93859
C++,2016,2,66252
Ruby,2016,2,58896
Go,2016,2,58174
C#,2016,2,57742
TypeScript,2016,2,55301
C,2016,2,46635
HTML,2016,2,37118
CSS,2016,2,23638
Shell,2016,2,23418
Objective-C,2016,2,17917
Swift,2016,2,17834
Scala,2016,2,12367
CoffeeScript,2016,2,9997
Lua,2016,2,7401
Kotlin,2016,2,7336
Rust,2016,2,6204
Haskell,2016,2,5056
Perl,2016,2,4197
Groovy,2016,2,4157
Jupyter Notebook,2016,2,4113
Dart,2016,2,4077
Clojure,2016,2,3854
R,2016,2,3438
Elixir,2016,2,3217
Emacs Lisp,2016,2,2874
PowerShell,2016,2,2659
Erlang,2016,2,2631
TeX,2016,2,2251
DM,2016,2,2195
OCaml,2016,2,2126
Julia,2016,2,2003
Makefile,2016,2,1538
Vim script,2016,2,1491
F#,2016,2,1386
Nix,2016,2,1180
Visual Basic,2016,2,1063
Dockerfile,2016,2,1015
PLpgSQL,2016,2,1014
Vue,2016,2,969
Haxe,2016,2,960
Matlab,2016,2,850
Smalltalk,2016,2,847
D,2016,2,830
QML,2016,2,770
Elm,2016,2,751
SQF,2016,2,710
TSQL,2016,2,702
Common Lisp,2016,2,673
Vala,2016,2,654
CMake,2016,2,651
MATLAB,2016,2,584
Pascal,2016,2,569
Puppet,2016,2,562
ActionScript,2016,2,555
Ceylon,2016,2,526
SourcePawn,2016,2,475
PureScript,2016,2,451
Fortran,2016,2,430
Objective-C++,2016,2,421
Batchfile,2016,2,405
XSLT,2016,2,403
Perl 6,2016,2,369
Roff,2016,2,340
Apex,2016,2,339
Scheme,2016,2,332
SAS,2016,2,331
Arduino,2016,2,324
Crystal,2016,2,308
VimL,2016,2,292
Tcl,2016,2,290
Web Ontology Language,2016,2,286
ColdFusion,2016,2,281
1C Enterprise,2016,2,277
SQLPL,2016,2,277
Assembly,2016,2,266
Nginx,2016,2,265
PLSQL,2016,2,259
SCSS,2016,2,247
AutoHotkey,2016,2,231
Processing,2016,2,228
OpenEdge ABL,2016,2,224
GDScript,2016,2,219
GAP,2016,2,213
ABAP,2016,2,212
Xtend,2016,2,209
Rascal,2016,2,202
Racket,2016,2,197
Cuda,2016,2,188
GLSL,2016,2,182
Gherkin,2016,2,181
BitBake,2016,2,177
Standard ML,2016,2,171
PostScript,2016,2,159
Rich Text Format,2016,2,158
HCL,2016,2,158
Pawn,2016,2,157
ApacheConf,2016,2,150
Eagle,2016,2,144
YAML,2016,2,142
Protocol Buffer,2016,2,141
Smarty,2016,2,138
F*,2016,2,137
ASP,2016,2,136
LiveScript,2016,2,131
Prolog,2016,2,125
KiCad,2016,2,116
VHDL,2016,2,111
SaltStack,2016,2,111
Inno Setup,2016,2,108
FORTRAN,2016,2,106
JavaScript,2016,3,300925
Python,2016,3,158667
Java,2016,3,147798
PHP,2016,3,90222
C#,2016,3,69820
TypeScript,2016,3,69819
C++,2016,3,64794
Go,2016,3,59166
Ruby,2016,3,51250
C,2016,3,34084
HTML,2016,3,32927
Shell,2016,3,22577
CSS,2016,3,20877
Swift,2016,3,20687
Objective-C,2016,3,18339
Scala,2016,3,11051
CoffeeScript,2016,3,8932
Kotlin,2016,3,8399
Lua,2016,3,7579
Rust,2016,3,6482
Jupyter Notebook,2016,3,4699
Haskell,2016,3,4616
Elixir,2016,3,3669
Clojure,2016,3,3591
Dart,2016,3,3590
Perl,2016,3,3444
Groovy,2016,3,3040
R,2016,3,2997
Emacs Lisp,2016,3,2678
PowerShell,2016,3,2560
OCaml,2016,3,2262
Erlang,2016,3,2206
Julia,2016,3,2074
Vim script,2016,3,1639
Vue,2016,3,1628
F#,2016,3,1384
TeX,2016,3,1376
Makefile,2016,3,1367
Nix,2016,3,1325
DM,2016,3,1302
Dockerfile,2016,3,1022
Visual Basic,2016,3,930
Vala,2016,3,899
SourcePawn,2016,3,852
Haxe,2016,3,819
QML,2016,3,790
Matlab,2016,3,743
Pascal,2016,3,726
MATLAB,2016,3,686
D,2016,3,659
Elm,2016,3,651
PLpgSQL,2016,3,619
Objective-C++,2016,3,598
Ceylon,2016,3,597
Perl 6,2016,3,552
Puppet,2016,3,548
ColdFusion,2016,3,545
Roff,2016,3,502
SQF,2016,3,491
TSQL,2016,3,453
PureScript,2016,3,449
CMake,2016,3,429
Common Lisp,2016,3,425
Apex,2016,3,420
Fortran,2016,3,402
Smalltalk,2016,3,390
Batchfile,2016,3,387
Crystal,2016,3,368
Scheme,2016,3,352
XSLT,2016,3,326
Nginx,2016,3,326
Standard ML,2016,3,321
Arduino,2016,3,310
PLSQL,2016,3,307
Gherkin,2016,3,299
Web Ontology Language,2016,3,289
SCSS,2016,3,266
ActionScript,2016,3,264
AutoHotkey,2016,3,259
Racket,2016,3,246
Processing,2016,3,246
Cuda,2016,3,246
BitBake,2016,3,244
Assembly,2016,3,240
F*,2016,3,232
ABAP,2016,3,204
SaltStack,2016,3,203
HCL,2016,3,202
OpenEdge ABL,2016,3,197
RobotFramework,2016,3,197
Rascal,2016,3,197
Pawn,2016,3,196
Jinja,2016,3,185
1C Enterprise,2016,3,178
VimL,2016,3,176
Tcl,2016,3,175
Xtend,2016,3,166
GDScript,2016,3,166
GLSL,2016,3,164
Eagle,2016,3,162
LabVIEW,2016,3,154
Protocol Buffer,2016,3,136
PostScript,2016,3,133
LiveScript,2016,3,132
VHDL,2016,3,124
Nim,2016,3,111
ASP,2016,3,110
Smarty,2016,3,108
Ada,2016,3,107
Max,2016,3,106
Pug,2016,3,105
SQLPL,2016,3,102
Objective-J,2016,3,102
JavaScript,2016,4,294457
Java,2016,4,167850
Python,2016,4,156299
PHP,2016,4,88617
TypeScript,2016,4,76790
C++,2016,4,66106
Go,2016,4,63683
C#,2016,4,59464
Ruby,2016,4,48860
HTML,2016,4,36111
C,2016,4,35647
Shell,2016,4,23655
Swift,2016,4,22337
CSS,2016,4,22177
Objective-C,2016,4,16691
Scala,2016,4,12524
CoffeeScript,2016,4,8065
Lua,2016,4,7562
Kotlin,2016,4,6910
Rust,2016,4,6302
Perl,2016,4,6040
Jupyter Notebook,2016,4,4911
Vue,2016,4,4307
Elixir,2016,4,4035
Haskell,2016,4,3770
Dart,2016,4,3681
Clojure,2016,4,3570
R,2016,4,3287
Groovy,2016,4,3089
Emacs Lisp,2016,4,2629
PowerShell,2016,4,2621
OCaml,2016,4,2542
Erlang,2016,4,2426
Vim script,2016,4,2064
F#,2016,4,1675
TeX,2016,4,1432
Julia,2016,4,1426
DM,2016,4,1421
Makefile,2016,4,1363
Nix,2016,4,1234
Dockerfile,2016,4,1175
Visual Basic,2016,4,1089
Elm,2016,4,999
MATLAB,2016,4,934
Haxe,2016,4,837
Pascal,2016,4,777
QML,2016,4,753
Vala,2016,4,752
CMake,2016,4,742
D,2016,4,734
TSQL,2016,4,668
PLpgSQL,2016,4,649
Matlab,2016,4,621
Smalltalk,2016,4,601
Objective-C++,2016,4,591
Common Lisp,2016,4,574
Roff,2016,4,571
SQF,2016,4,565
Gherkin,2016,4,534
Fortran,2016,4,496
AutoHotkey,2016,4,488
SourcePawn,2016,4,471
Puppet,2016,4,464
ColdFusion,2016,4,438
XSLT,2016,4,426
Crystal,2016,4,415
Perl 6,2016,4,400
PureScript,2016,4,396
Cuda,2016,4,364
Apex,2016,4,336
Web Ontology Language,2016,4,313
Arduino,2016,4,310
Ceylon,2016,4,308
Batchfile,2016,4,305
BitBake,2016,4,294
Rascal,2016,4,293
VHDL,2016,4,289
1C Enterprise,2016,4,288
ABAP,2016,4,287
Visual Basic .NET,2016,4,275
PLSQL,2016,4,272
Scheme,2016,4,270
SCSS,2016,4,266
Assembly,2016,4,262
PostScript,2016,4,262
NSIS,2016,4,248
HCL,2016,4,243
OpenEdge ABL,2016,4,236
Pawn,2016,4,232
Jinja,2016,4,231
ActionScript,2016,4,230
Standard ML,2016,4,217
Nginx,2016,4,191
Verilog,2016,4,183
RobotFramework,2016,4,180
Eagle,2016,4,174
ASP,2016,4,160
LiveScript,2016,4,150
YAML,2016,4,141
F*,2016,4,138
Smarty,2016,4,136
VimL,2016,4,135
GLSL,2016,4,125
Racket,2016,4,125
Nim,2016,4,125
LabVIEW,2016,4,124
ZenScript,2016,4,122
GDScript,2016,4,117
Xtend,2016,4,112
Rich Text Format,2016,4,104
Nunjucks,2016,4,103
M,2016,4,102
JavaScript,2017,1,324223
Java,2017,1,186563
Python,2017,1,186405
PHP,2017,1,100275
TypeScript,2017,1,92129
Go,2017,1,82613
C++,2017,1,76431
C#,2017,1,68483
Ruby,2017,1,54339
HTML,2017,1,41473
C,2017,1,39523
Shell,2017,1,27348
CSS,2017,1,22527
Swift,2017,1,21589
Objective-C,2017,1,16485
Scala,2017,1,14967
Kotlin,2017,1,9760
Lua,2017,1,9386
Rust,2017,1,9213
CoffeeScript,2017,1,7774
Vue,2017,1,6841
Jupyter Notebook,2017,1,6063
Dart,2017,1,5062
Perl,2017,1,4922
R,2017,1,4613
Elixir,2017,1,4380
Haskell,2017,1,4316
Clojure,2017,1,4038
Groovy,2017,1,3841
Vim script,2017,1,3231
PowerShell,2017,1,3151
Emacs Lisp,2017,1,2800
Erlang,2017,1,2685
OCaml,2017,1,2679
DM,2017,1,2231
TeX,2017,1,1746
Nix,2017,1,1552
Makefile,2017,1,1537
F#,2017,1,1512
Dockerfile,2017,1,1384
Julia,2017,1,1294
Vala,2017,1,1219
Elm,2017,1,1194
Visual Basic,2017,1,1076
MATLAB,2017,1,1045
D,2017,1,994
Objective-C++,2017,1,953
Batchfile,2017,1,908
TSQL,2017,1,844
PLpgSQL,2017,1,809
Pascal,2017,1,789
QML,2017,1,723
Haxe,2017,1,713
Fortran,2017,1,694
Smalltalk,2017,1,675
Roff,2017,1,649
Gherkin,2017,1,600
CMake,2017,1,582
Matlab,2017,1,560
SQF,2017,1,559
Common Lisp,2017,1,539
XSLT,2017,1,538
PureScript,2017,1,535
Apex,2017,1,525
Puppet,2017,1,493
UnrealScript,2017,1,486
Crystal,2017,1,464
RobotFramework,2017,1,451
SourcePawn,2017,1,440
Smarty,2017,1,420
Perl 6,2017,1,400
HCL,2017,1,391
AutoHotkey,2017,1,386
Web Ontology Language,2017,1,372
Arduino,2017,1,352
ActionScript,2017,1,343
SCSS,2017,1,333
ColdFusion,2017,1,329
ABAP,2017,1,301
GLSL,2017,1,296
PLSQL,2017,1,291
Assembly,2017,1,259
PostScript,2017,1,256
Jinja,2017,1,252
Racket,2017,1,248
Scheme,2017,1,242
Visual Basic .NET,2017,1,205
VHDL,2017,1,204
NSIS,2017,1,199
Nim,2017,1,199
Rascal,2017,1,199
Cuda,2017,1,197
Nunjucks,2017,1,192
Verilog,2017,1,191
BitBake,2017,1,189
Pawn,2017,1,188
1C Enterprise,2017,1,187
AutoIt,2017,1,168
Hack,2017,1,167
Logos,2017,1,160
Standard ML,2017,1,157
F*,2017,1,154
Xtend,2017,1,152
FreeMarker,2017,1,151
Rich Text Format,2017,1,145
Common Workflow Language,2017,1,144
Tcl,2017,1,142
Protocol Buffer,2017,1,133
KiCad,2017,1,131
Ceylon,2017,1,123
GDScript,2017,1,122
ZenScript,2017,1,117
SaltStack,2017,1,114
LabVIEW,2017,1,108
Inform 7,2017,1,107
OpenEdge ABL,2017,1,106
ASP,2017,1,101
JavaScript,2017,2,315237
Python,2017,2,182148
Java,2017,2,181404
TypeScript,2017,2,98231
PHP,2017,2,94812
C++,2017,2,76783
Go,2017,2,75156
C#,2017,2,63485
Ruby,2017,2,50332
C,2017,2,37890
HTML,2017,2,37215
Shell,2017,2,26722
CSS,2017,2,22059
Swift,2017,2,19818
Objective-C,2017,2,14726
Scala,2017,2,14014
Kotlin,2017,2,11457
Lua,2017,2,9580
Rust,2017,2,9270
Vue,2017,2,8247
CoffeeScript,2017,2,6487
Jupyter Notebook,2017,2,6068
R,2017,2,4847
Dart,2017,2,4675
Haskell,2017,2,4612
Perl,2017,2,4334
Elixir,2017,2,4122
Groovy,2017,2,3849
PowerShell,2017,2,3700
Clojure,2017,2,3446
Emacs Lisp,2017,2,3288
Vim script,2017,2,2793
Erlang,2017,2,2445
DM,2017,2,2414
OCaml,2017,2,2379
TeX,2017,2,2120
Vala,2017,2,2030
F#,2017,2,1734
Makefile,2017,2,1645
Nix,2017,2,1457
Julia,2017,2,1266
Dockerfile,2017,2,1230
HCL,2017,2,1131
Elm,2017,2,1055
PLpgSQL,2017,2,1017
QML,2017,2,942
MATLAB,2017,2,876
Matlab,2017,2,875
D,2017,2,815
Visual Basic,2017,2,780
FreeMarker,2017,2,738
Crystal,2017,2,670
Pascal,2017,2,670
CMake,2017,2,647
Smalltalk,2017,2,643
SQF,2017,2,599
Common Lisp,2017,2,598
PureScript,2017,2,578
Gherkin,2017,2,558
Haxe,2017,2,548
Fortran,2017,2,526
Perl 6,2017,2,520
Objective-C++,2017,2,506
Visual Basic .NET,2017,2,498
Roff,2017,2,492
RobotFramework,2017,2,482
Jinja,2017,2,473
XSLT,2017,2,453
Puppet,2017,2,434
Verilog,2017,2,402
ColdFusion,2017,2,396
TSQL,2017,2,390
SourcePawn,2017,2,386
Arduino,2017,2,385
SCSS,2017,2,380
BitBake,2017,2,367
Batchfile,2017,2,363
Apex,2017,2,339
Cuda,2017,2,321
UnrealScript,2017,2,304
Scheme,2017,2,288
GLSL,2017,2,267
Rascal,2017,2,256
PLSQL,2017,2,256
AutoHotkey,2017,2,253
F*,2017,2,249
Assembly,2017,2,236
Nim,2017,2,233
ABAP,2017,2,233
Smarty,2017,2,229
GDScript,2017,2,210
ActionScript,2017,2,207
Racket,2017,2,207
PostScript,2017,2,206
Rich Text Format,2017,2,203
Standard ML,2017,2,198
Nunjucks,2017,2,191
VHDL,2017,2,185
Starlark,2017,2,182
1C Enterprise,2017,2,160
Web Ontology Language,2017,2,151
LabVIEW,2017,2,126
Hack,2017,2,125
Ceylon,2017,2,125
ASP,2017,2,125
LiveScript,2017,2,117
YAML,2017,2,110
NSIS,2017,2,110
Stata,2017,2,106
Logos,2017,2,103
KiCad,2017,2,102
Xtend,2017,2,100
JavaScript,2017,3,309826
Python,2017,3,180257
Java,2017,3,161263
TypeScript,2017,3,94605
PHP,2017,3,91850
C++,2017,3,76781
Go,2017,3,73656
C#,2017,3,63017
Ruby,2017,3,42102
C,2017,3,36779
HTML,2017,3,33327
Shell,2017,3,25190
CSS,2017,3,21251
Swift,2017,3,19201
Objective-C,2017,3,13900
Kotlin,2017,3,12687
Scala,2017,3,12317
Vue,2017,3,9386
Rust,2017,3,8935
Lua,2017,3,8394
Jupyter Notebook,2017,3,5916
CoffeeScript,2017,3,5471
Elixir,2017,3,4815
R,2017,3,4426
Dart,2017,3,3890
Haskell,2017,3,3845
Groovy,2017,3,3778
Perl,2017,3,3479
PowerShell,2017,3,3401
Emacs Lisp,2017,3,3291
OCaml,2017,3,2955
Clojure,2017,3,2865
Erlang,2017,3,2782
Vim script,2017,3,2517
Makefile,2017,3,1923
F#,2017,3,1844
Vala,2017,3,1840
DM,2017,3,1724
Nix,2017,3,1521
TeX,2017,3,1325
Pascal,2017,3,1309
Dockerfile,2017,3,1265
Julia,2017,3,1113
D,2017,3,1085
PLpgSQL,2017,3,1035
Elm,2017,3,997
MATLAB,2017,3,906
FreeMarker,2017,3,738
TSQL,2017,3,716
SourcePawn,2017,3,713
HCL,2017,3,712
Visual Basic,2017,3,678
QML,2017,3,665
Fortran,2017,3,632
Perl 6,2017,3,625
Matlab,2017,3,617
Crystal,2017,3,599
CMake,2017,3,590
Puppet,2017,3,543
Assembly,2017,3,513
Common Lisp,2017,3,512
Smalltalk,2017,3,505
Visual Basic .NET,2017,3,503
RobotFramework,2017,3,494
Gherkin,2017,3,485
PureScript,2017,3,476
Racket,2017,3,461
XSLT,2017,3,452
Roff,2017,3,440
Apex,2017,3,422
SQF,2017,3,408
AutoHotkey,2017,3,406
Haxe,2017,3,398
PLSQL,2017,3,386
Xtend,2017,3,329
ColdFusion,2017,3,329
SCSS,2017,3,320
Nim,2017,3,318
BitBake,2017,3,316
Cuda,2017,3,309
PostScript,2017,3,305
ABAP,2017,3,299
Rascal,2017,3,294
Starlark,2017,3,244
Smarty,2017,3,239
Arduino,2017,3,239
Uno,2017,3,230
Scheme,2017,3,229
Batchfile,2017,3,220
Standard ML,2017,3,218
Jinja,2017,3,211
Verilog,2017,3,210
Nunjucks,2017,3,205
ActionScript,2017,3,196
VHDL,2017,3,194
GDScript,2017,3,175
F*,2017,3,174
API Blueprint,2017,3,174
Objective-C++,2017,3,166
GLSL,2017,3,160
UnrealScript,2017,3,157
LabVIEW,2017,3,149
1C Enterprise,2017,3,141
Stata,2017,3,128
Hack,2017,3,124
Tcl,2017,3,122
Mathematica,2017,3,114
LLVM,2017,3,109
JavaScript,2017,4,283325
Python,2017,4,175155
Java,2017,4,153401
TypeScript,2017,4,95794
PHP,2017,4,89540
C++,2017,4,79436
Go,2017,4,68869
C#,2017,4,63705
C,2017,4,36786
Ruby,2017,4,36779
HTML,2017,4,30703
Shell,2017,4,22518
Swift,2017,4,20244
CSS,2017,4,19493
Objective-C,2017,4,13508
Kotlin,2017,4,13027
Vue,2017,4,10824
Scala,2017,4,10545
Rust,2017,4,7879
Lua,2017,4,5975
Jupyter Notebook,2017,4,5770
CoffeeScript,2017,4,5198
Dart,2017,4,3977
Fortran,2017,4,3933
Groovy,2017,4,3899
Elixir,2017,4,3899
R,2017,4,3806
PowerShell,2017,4,3676
Perl,2017,4,3565
Clojure,2017,4,3454
Emacs Lisp,2017,4,3241
Haskell,2017,4,3002
OCaml,2017,4,2982
Vim script,2017,4,2308
DM,2017,4,2184
Erlang,2017,4,2160
Vala,2017,4,1780
Nix,2017,4,1729
Dockerfile,2017,4,1450
Makefile,2017,4,1327
F#,2017,4,1293
TeX,2017,4,1268
MATLAB,2017,4,1121
Pascal,2017,4,958
Julia,2017,4,899
PLpgSQL,2017,4,837
Visual Basic,2017,4,822
Roff,2017,4,790
Elm,2017,4,784
Crystal,2017,4,735
D,2017,4,606
TSQL,2017,4,587
SourcePawn,2017,4,565
CMake,2017,4,552
SQF,2017,4,524
FreeMarker,2017,4,502
QML,2017,4,500
Gherkin,2017,4,485
Matlab,2017,4,480
HCL,2017,4,474
Haxe,2017,4,447
Common Lisp,2017,4,404
GLSL,2017,4,402
GDScript,2017,4,401
XSLT,2017,4,400
Apex,2017,4,381
Mathematica,2017,4,380
Assembly,2017,4,370
Perl 6,2017,4,365
SCSS,2017,4,345
Smalltalk,2017,4,320
RobotFramework,2017,4,317
ColdFusion,2017,4,311
Visual Basic .NET,2017,4,309
Nim,2017,4,308
AutoHotkey,2017,4,308
PureScript,2017,4,302
Scheme,2017,4,301
PLSQL,2017,4,296
Standard ML,2017,4,293
Nunjucks,2017,4,289
PostScript,2017,4,286
Uno,2017,4,277
ABAP,2017,4,262
Starlark,2017,4,258
Puppet,2017,4,246
Smarty,2017,4,231
VHDL,2017,4,223
Jinja,2017,4,212
Raku,2017,4,197
Cuda,2017,4,196
1C Enterprise,2017,4,188
Batchfile,2017,4,184
UnrealScript,2017,4,176
F*,2017,4,175
Arduino,2017,4,164
API Blueprint,2017,4,156
ActionScript,2017,4,151
Objective-C++,2017,4,148
Tcl,2017,4,147
Racket,2017,4,144
Objective-J,2017,4,134
BitBake,2017,4,131
SaltStack,2017,4,125
AutoIt,2017,4,125
ASP,2017,4,123
Forth,2017,4,119
Verilog,2017,4,119
Ren'Py,2017,4,107
Coq,2017,4,107
Xtend,2017,4,107
Processing,2017,4,105
JavaScript,2018,1,243302
Python,2018,1,158455
Java,2018,1,131440
TypeScript,2018,1,85455
C++,2018,1,78216
PHP,2018,1,78024
Go,2018,1,70653
C#,2018,1,57600
C,2018,1,36018
Ruby,2018,1,34226
HTML,2018,1,23667
Shell,2018,1,22027
Swift,2018,1,15889
CSS,2018,1,13578
Kotlin,2018,1,11958
Objective-C,2018,1,11457
Scala,2018,1,10461
Vue,2018,1,7825
Rust,2018,1,7232
Dart,2018,1,6127
Lua,2018,1,5213
Jupyter Notebook,2018,1,4889
CoffeeScript,2018,1,3711
R,2018,1,3703
Dockerfile,2018,1,3641
Groovy,2018,1,3240
Perl,2018,1,3228
Emacs Lisp,2018,1,3036
Clojure,2018,1,3032
PowerShell,2018,1,3026
Haskell,2018,1,2948
Elixir,2018,1,2927
Vim script,2018,1,2356
DM,2018,1,2325
OCaml,2018,1,2213
Nix,2018,1,2040
Erlang,2018,1,1716
Vala,2018,1,1392
Makefile,2018,1,1260
F#,2018,1,1122
Pascal,2018,1,1022
PLpgSQL,2018,1,984
MATLAB,2018,1,983
TeX,2018,1,879
QML,2018,1,815
Julia,2018,1,808
D,2018,1,690
Elm,2018,1,671
Roff,2018,1,670
FreeMarker,2018,1,666
Smalltalk,2018,1,596
TSQL,2018,1,575
CMake,2018,1,572
Fortran,2018,1,515
Jsonnet,2018,1,474
Common Lisp,2018,1,468
Perl 6,2018,1,455
Visual Basic,2018,1,431
Crystal,2018,1,420
Assembly,2018,1,416
Raku,2018,1,393
ColdFusion,2018,1,386
Haxe,2018,1,382
GLSL,2018,1,368
Puppet,2018,1,366
Apex,2018,1,362
Matlab,2018,1,358
HCL,2018,1,355
SCSS,2018,1,353
SourcePawn,2018,1,334
XSLT,2018,1,328
RobotFramework,2018,1,325
PureScript,2018,1,318
Starlark,2018,1,314
Gherkin,2018,1,307
BitBake,2018,1,286
Standard ML,2018,1,283
PLSQL,2018,1,272
Jinja,2018,1,246
ABAP,2018,1,246
ActionScript,2018,1,242
AutoHotkey,2018,1,238
Nunjucks,2018,1,235
Scheme,2018,1,232
Uno,2018,1,208
SQF,2018,1,205
Batchfile,2018,1,190
Smarty,2018,1,188
Nim,2018,1,186
Objective-C++,2018,1,184
Cuda,2018,1,183
PostScript,2018,1,172
UnrealScript,2018,1,155
Awk,2018,1,148
API Blueprint,2018,1,148
GDScript,2018,1,139
Rich Text Format,2018,1,123
Tcl,2018,1,123
Visual Basic .NET,2018,1,120
Factor,2018,1,106
YAML,2018,1,105
Objective-J,2018,1,101
VBA,2018,1,101
Coq,2018,1,100
JavaScript,2018,2,179708
Python,2018,2,129638
Java,2018,2,120641
TypeScript,2018,2,72247
C++,2018,2,65900
PHP,2018,2,59258
Go,2018,2,57097
C#,2018,2,46690
C,2018,2,30556
Ruby,2018,2,26941
Shell,2018,2,17704
HTML,2018,2,17669
Swift,2018,2,12920
Objective-C,2018,2,10614
Kotlin,2018,2,9484
CSS,2018,2,8906
Dart,2018,2,7346
Scala,2018,2,7147
Vue,2018,2,6879
Rust,2018,2,5634
Lua,2018,2,4473
Jupyter Notebook,2018,2,4057
CoffeeScript,2018,2,3274
R,2018,2,2926
Groovy,2018,2,2888
Perl,2018,2,2814
Clojure,2018,2,2680
PowerShell,2018,2,2551
Haskell,2018,2,2394
Elixir,2018,2,2371
Emacs Lisp,2018,2,2235
OCaml,2018,2,2165
Nix,2018,2,2015
Vim script,2018,2,1877
Dockerfile,2018,2,1576
Erlang,2018,2,1476
DM,2018,2,1266
Makefile,2018,2,959
Vala,2018,2,907
F#,2018,2,830
PLpgSQL,2018,2,804
MATLAB,2018,2,750
TeX,2018,2,733
Pascal,2018,2,707
Perl 6,2018,2,692
Julia,2018,2,640
Jsonnet,2018,2,610
Roff,2018,2,576
Fortran,2018,2,510
TSQL,2018,2,480
D,2018,2,457
SCSS,2018,2,395
HCL,2018,2,387
FreeMarker,2018,2,379
Smalltalk,2018,2,373
Elm,2018,2,367
Crystal,2018,2,364
QML,2018,2,355
API Blueprint,2018,2,348
XSLT,2018,2,345
Raku,2018,2,344
Jinja,2018,2,317
PureScript,2018,2,315
Haxe,2018,2,312
Nunjucks,2018,2,309
PostScript,2018,2,309
CMake,2018,2,308
Starlark,2018,2,305
ABAP,2018,2,292
Nim,2018,2,271
PLSQL,2018,2,259
Matlab,2018,2,256
Common Lisp,2018,2,249
ColdFusion,2018,2,249
Apex,2018,2,244
AutoHotkey,2018,2,241
Visual Basic .NET,2018,2,241
GLSL,2018,2,239
Scheme,2018,2,238
Visual Basic,2018,2,222
SQF,2018,2,221
BitBake,2018,2,214
RobotFramework,2018,2,212
SourcePawn,2018,2,183
Assembly,2018,2,172
Standard ML,2018,2,162
Puppet,2018,2,150
Coq,2018,2,142
Smarty,2018,2,133
Gherkin,2018,2,121
Racket,2018,2,120
Cuda,2018,2,112
Meson,2018,2,108
JavaScript,2018,3,164650
Python,2018,3,122245
Java,2018,3,107205
C++,2018,3,70464
TypeScript,2018,3,70244
Go,2018,3,58367
PHP,2018,3,54535
C#,2018,3,42817
C,2018,3,29219
Ruby,2018,3,24473
Shell,2018,3,17374
HTML,2018,3,15587
Swift,2018,3,11499
Objective-C,2018,3,9369
Kotlin,2018,3,9052
CSS,2018,3,8037
Dart,2018,3,7443
Scala,2018,3,6641
Rust,2018,3,6175
Vue,2018,3,5717
Lua,2018,3,4608
Jupyter Notebook,2018,3,4004
CoffeeScript,2018,3,3085
Groovy,2018,3,2973
Perl,2018,3,2479
Clojure,2018,3,2427
R,2018,3,2412
Elixir,2018,3,2390
Emacs Lisp,2018,3,2277
Haskell,2018,3,2071
PowerShell,2018,3,2041
OCaml,2018,3,1809
Vim script,2018,3,1732
Dockerfile,2018,3,1363
Nix,2018,3,1363
Erlang,2018,3,1336
DM,2018,3,1188
Makefile,2018,3,974
Julia,2018,3,952
Vala,2018,3,909
PLpgSQL,2018,3,805
MATLAB,2018,3,736
F#,2018,3,674
Jsonnet,2018,3,649
TeX,2018,3,569
TSQL,2018,3,505
Roff,2018,3,498
Smalltalk,2018,3,466
Fortran,2018,3,443
Perl 6,2018,3,425
Raku,2018,3,423
Pascal,2018,3,422
D,2018,3,407
FreeMarker,2018,3,392
ABAP,2018,3,389
Elm,2018,3,383
Visual Basic,2018,3,353
